"","섹터","종목코드","종목명"
"775","경기관련소비재","053700","삼보모터스"
"776","경기관련소비재","067830","세이브존I&C"
"777","경기관련소비재","008600","윌비스"
"778","경기관련소비재","023800","인지컨트롤스"
"779","경기관련소비재","039670","한류타임즈"
"780","경기관련소비재","037270","YG PLUS"
"781","경기관련소비재","065950","웰크론"
"782","경기관련소비재","003350","한국화장품제조"
"783","경기관련소비재","108790","인터파크"
"784","경기관련소비재","039980","리노스"
"785","경기관련소비재","045520","크린앤사이언스"
"786","경기관련소비재","016090","대현"
"787","경기관련소비재","194370","제이에스코퍼레이션"
"788","경기관련소비재","069920","아이에스이커머스"
"789","경기관련소비재","023890","아트라스BX"
"790","경기관련소비재","200880","서연이화"
"791","경기관련소비재","058530","슈펙스비앤피"
"792","경기관련소비재","039340","한국경제TV"
"793","경기관련소비재","001460","BYC"
"794","경기관련소비재","053110","소리바다"
"795","경기관련소비재","035480","마제스타"
"796","경기관련소비재","217620","디딤"
"797","경기관련소비재","214330","금호에이치티"
"798","경기관련소비재","024950","삼천리자전거"
"799","경기관련소비재","027390","한화갤러리아타임월드"
"800","경기관련소비재","299900","위지윅스튜디오"
"801","경기관련소비재","005110","한창"
"802","경기관련소비재","039310","세중"
"803","경기관련소비재","182360","큐브엔터"
"804","경기관련소비재","001380","SG충방"
"805","경기관련소비재","225330","씨엠에스에듀"
"806","경기관련소비재","026040","제이에스티나"
"807","경기관련소비재","005390","신성통상"
"808","경기관련소비재","123410","코리아에프티"
"809","경기관련소비재","143210","핸즈코퍼레이션"
"810","경기관련소비재","104040","대성파인텍"
"811","경기관련소비재","063440","SM Life Design"
"812","경기관련소비재","144620","코오롱머티리얼"
"813","경기관련소비재","006370","대구백화점"
"814","경기관련소비재","122350","삼기오토모티브"
"815","경기관련소비재","039830","오로라"
"816","경기관련소비재","219550","MP한강"
"817","경기관련소비재","090370","메타랩스"
"818","경기관련소비재","234100","세원"
"819","경기관련소비재","071850","캐스텍코리아"
"820","경기관련소비재","050120","라이브플렉스"
"821","경기관련소비재","204630","화이브라더스코리아"
"822","경기관련소비재","000300","대유플러스"
"823","경기관련소비재","066910","손오공"
"824","경기관련소비재","108490","로보티즈"
"825","경기관련소비재","086250","화신테크"
"826","경기관련소비재","047770","코데즈컴바인"
"827","경기관련소비재","023000","삼원강재"
"828","경기관련소비재","005710","대원산업"
"829","경기관련소비재","014990","인디에프"
"830","경기관련소비재","040610","SG&G"
"831","경기관련소비재","204020","엠코르셋"
"832","경기관련소비재","012280","영화금속"
"833","경기관련소비재","071460","대유위니아"
"834","경기관련소비재","068930","디지털대성"
"835","경기관련소비재","007860","서연"
"836","경기관련소비재","126600","코프라"
"837","경기관련소비재","041650","상신브레이크"
"838","경기관련소비재","024890","대원화성"
"839","경기관련소비재","053280","예스24"
"840","경기관련소비재","075180","새론오토모티브"
"841","경기관련소비재","267790","배럴"
"842","경기관련소비재","010770","평화홀딩스"
"843","경기관련소비재","002920","유성기업"
"844","경기관련소비재","006660","삼성공조"
"845","경기관련소비재","019010","그랜드백화점"
"846","경기관련소비재","046140","SBS콘텐츠허브"
"847","경기관련소비재","234920","자이글"
"848","경기관련소비재","068290","삼성출판사"
"849","경기관련소비재","021820","세원정공"
"850","경기관련소비재","078860","아이오케이"
"851","경기관련소비재","000040","KR모터스"
"852","경기관련소비재","161570","THE MIDONG"
"853","경기관련소비재","252500","세화피앤씨"
"854","경기관련소비재","010690","화신"
"855","경기관련소비재","104200","NHN벅스"
"856","경기관련소비재","069640","한세엠케이"
"857","경기관련소비재","123040","엠에스오토텍"
"858","경기관련소비재","004830","덕성"
"859","경기관련소비재","004840","DRB동일"
"860","경기관련소비재","013310","아진산업"
"861","경기관련소비재","033830","티비씨"
"862","경기관련소비재","046390","삼화네트웍스"
"863","경기관련소비재","016740","두올"
"864","경기관련소비재","263920","에스엔피월드"
"865","경기관련소비재","014470","부방"
"866","경기관련소비재","118990","모트렉스"
"867","경기관련소비재","123330","제닉"
"868","경기관련소비재","090080","평화산업"
"869","경기관련소비재","093240","형지엘리트"
"870","경기관련소비재","005360","모나미"
"871","경기관련소비재","127710","아시아경제"
"872","경기관련소비재","041930","동아화성"
"873","경기관련소비재","013000","세우글로벌"
"874","경기관련소비재","084870","TBH글로벌"
"875","경기관련소비재","100220","비상교육"
"876","경기관련소비재","111110","호전실업"
"877","경기관련소비재","088790","진도"
"878","경기관련소비재","051780","큐로홀딩스"
"879","경기관련소비재","031860","엔에스엔"
"880","경기관련소비재","065500","오리엔트정공"
"881","경기관련소비재","005320","국동"
"882","경기관련소비재","001620","동국실업"
"883","경기관련소비재","015540","메디파트너생명공학"
"884","경기관련소비재","080470","성창오토텍"
"885","경기관련소비재","011420","갤럭시아에스엠"
"886","경기관련소비재","025440","대성엘텍"
"887","경기관련소비재","265560","영화테크"
"888","경기관련소비재","068050","팬엔터테인먼트"
"889","경기관련소비재","105550","트루윈"
"890","경기관련소비재","024740","한일단조"
"891","경기관련소비재","123570","이엠넷"
"892","경기관련소비재","004100","태양금속"
"893","경기관련소비재","092780","동양피스톤"
"894","경기관련소비재","154040","솔루에타"
"895","경기관련소비재","010580","지코"
"896","경기관련소비재","051390","YW"
"897","경기관련소비재","123750","알톤스포츠"
"898","경기관련소비재","067570","엔브이에이치코리아"
"899","경기관련소비재","072470","우리산업홀딩스"
"900","경기관련소비재","226340","본느"
"901","경기관련소비재","215480","토박스코리아"
"902","경기관련소비재","019180","티에이치엔"
"903","경기관련소비재","159580","제로투세븐"
"904","경기관련소비재","024910","경창산업"
"905","경기관련소비재","032800","판타지오"
"906","경기관련소비재","066130","하츠"
"907","경기관련소비재","010100","한국프랜지"
"908","경기관련소비재","054300","팬스타엔터프라이즈"
"909","경기관련소비재","000680","LS네트웍스"
"910","경기관련소비재","018500","동원금속"
"911","경기관련소비재","111710","남화산업"
"912","경기관련소비재","085910","네오티스"
"913","경기관련소비재","133750","메가엠디"
"914","경기관련소비재","024900","덕양산업"
"915","경기관련소비재","001420","태원물산"
"916","경기관련소비재","207760","미스터블루"
"917","경기관련소비재","126640","화신정공"
"918","경기관련소비재","123700","SJM"
"919","경기관련소비재","032080","아즈텍WB"
"920","경기관련소비재","018700","바른손"
"921","경기관련소비재","052220","iMBC"
"922","경기관련소비재","021650","한국큐빅"
"923","경기관련소비재","011300","성안"
"924","경기관련소비재","033600","에이코넬"
"925","경기관련소비재","225650","쿠첸"
"926","경기관련소비재","080440","에스제이케이"
"927","경기관련소비재","048430","유라테크"
"928","경기관련소비재","012860","서연전자"
"929","경기관련소비재","038110","에코플라스틱"
"930","경기관련소비재","037070","파세코"
"931","경기관련소비재","010470","오리콤"
"932","경기관련소비재","088390","이녹스"
"933","경기관련소비재","024120","KB오토시스"
"934","경기관련소비재","263020","디케이앤디"
"935","경기관련소비재","019770","서연탑메탈"
"936","경기관련소비재","215100","로보로보"
"937","경기관련소비재","128540","에코캡"
"938","경기관련소비재","058420","제이웨이"
"939","경기관련소비재","093380","풍강"
"940","경기관련소비재","019540","일지테크"
"941","경기관련소비재","170030","현대공업"
"942","경기관련소비재","053270","구영테크"
"943","경기관련소비재","023810","인팩"
"944","경기관련소비재","007530","영신금속"
"945","경기관련소비재","015020","이스타코"
"946","경기관련소비재","030960","양지사"
"947","경기관련소비재","005030","부산주공"
"948","경기관련소비재","122690","서진오토모티브"
"949","경기관련소비재","290120","대유에이피"
"950","경기관련소비재","057030","와이비엠넷"
"951","경기관련소비재","000950","전방"
"952","경기관련소비재","212560","네오오토"
"953","경기관련소비재","025530","SJM홀딩스"
"954","경기관련소비재","225590","패션플랫폼"
"955","경기관련소비재","130500","GH신소재"
"956","경기관련소비재","013720","청보산업"
"957","경기관련소비재","011080","형지I&C"
"958","경기관련소비재","024940","PN풍년"
"959","경기관련소비재","130740","티피씨글로벌"
"960","경기관련소비재","033250","체시스"
"961","경기관련소비재","053290","NE능률"
"962","경기관련소비재","009620","삼보산업"
"963","경기관련소비재","002420","세기상사"
"964","경기관련소비재","105330","케이엔더블유"
"965","경기관련소비재","024830","세원물산"
"966","경기관련소비재","134060","이퓨쳐"
"967","경기관련소비재","090150","광진윈텍"
"968","경기관련소비재","008500","일정실업"
"969","경기관련소비재","002070","남영비비안"
"970","경기관련소비재","088290","이원컴포텍"
"971","경기관련소비재","053060","세동"
"972","경기관련소비재","020400","대동금속"
"973","경기관련소비재","098660","에스티오"
"974","필수소비재","033780","KT&G"
"975","필수소비재","271560","오리온"
"976","필수소비재","097950","CJ제일제당"
"977","필수소비재","004990","롯데지주"
"978","필수소비재","007310","오뚜기"
"979","필수소비재","004370","농심"
"980","필수소비재","005440","현대그린푸드"
"981","필수소비재","026960","동서"
"982","필수소비재","000080","하이트진로"
"983","필수소비재","001680","대상"
"984","필수소비재","007390","네이처셀"
"985","필수소비재","005300","롯데칠성"
"986","필수소비재","018250","애경산업"
"987","필수소비재","001800","오리온홀딩스"
"988","필수소비재","005180","빙그레"
"989","필수소비재","003380","하림지주"
"990","필수소비재","049770","동원F&B"
"991","필수소비재","000070","삼양홀딩스"
"992","필수소비재","006040","동원산업"
"993","필수소비재","267980","매일유업"
"994","필수소비재","002270","롯데푸드"
"995","필수소비재","035810","이지바이오"
"996","필수소비재","005610","SPC삼립"
"997","필수소비재","003230","삼양식품"
"998","필수소비재","280360","롯데제과"
"999","필수소비재","033920","무학"
"1000","필수소비재","003920","남양유업"
"1001","필수소비재","145990","삼양사"
"1002","필수소비재","051500","CJ프레시웨이"
"1003","필수소비재","001130","대한제분"
"1004","필수소비재","136490","선진"
"1005","필수소비재","136480","하림"
"1006","필수소비재","000890","보해양조"
"1007","필수소비재","036580","팜스코"
"1008","필수소비재","072710","농심홀딩스"
"1009","필수소비재","007160","사조산업"
"1010","필수소비재","017810","풀무원"
"1011","필수소비재","084690","대상홀딩스"
"1012","필수소비재","002760","보락"
"1013","필수소비재","227840","현대코퍼레이션홀딩스"
"1014","필수소비재","023900","풍국주정"
"1015","필수소비재","018120","진로발효"
"1016","필수소비재","001790","대한제당"
"1017","필수소비재","220630","해마로푸드서비스"
"1018","필수소비재","004650","창해에탄올"
"1019","필수소비재","101530","해태제과식품"
"1020","필수소비재","005740","크라운해태홀딩스"
"1021","필수소비재","027740","마니커"
"1022","필수소비재","004540","깨끗한나라"
"1023","필수소비재","014100","보령메디앙스"
"1024","필수소비재","004970","신라교역"
"1025","필수소비재","248170","샘표식품"
"1026","필수소비재","004410","서울식품"
"1027","필수소비재","088910","동우팜투테이블"
"1028","필수소비재","008040","사조동아원"
"1029","필수소비재","011150","CJ씨푸드"
"1030","필수소비재","027710","팜스토리"
"1031","필수소비재","208140","정다운"
"1032","필수소비재","000140","하이트진로홀딩스"
"1033","필수소비재","012690","모나리자"
"1034","필수소비재","005990","매일홀딩스"
"1035","필수소비재","264900","크라운제과"
"1036","필수소비재","014710","사조씨푸드"
"1037","필수소비재","073560","우리손에프앤지"
"1038","필수소비재","043650","국순당"
"1039","필수소비재","003960","사조대림"
"1040","필수소비재","079660","사조해표"
"1041","필수소비재","016790","현대사료"
"1042","필수소비재","006980","우성사료"
"1043","필수소비재","009780","엠에스씨"
"1044","필수소비재","006090","사조오양"
"1045","필수소비재","002600","조흥"
"1046","필수소비재","005860","한일사료"
"1047","필수소비재","222980","한국맥널티"
"1048","필수소비재","290720","푸드나무"
"1049","필수소비재","051160","지어소프트"
"1050","필수소비재","003310","대주산업"
"1051","필수소비재","030720","동원수산"
"1052","필수소비재","007540","샘표"
"1053","필수소비재","225430","케이엠제약"
"1054","필수소비재","053620","태양"
"1055","필수소비재","002140","고려산업"
"1056","필수소비재","005670","푸드웰"
"1057","필수소비재","009770","삼정펄프"
"1058","필수소비재","025880","케이씨피드"
"1059","필수소비재","002680","한탑"
"1060","필수소비재","006880","신송홀딩스"
"1061","필수소비재","066360","체리부로"
"1062","필수소비재","189980","흥국에프엔비"
"1063","필수소비재","218150","미래생명자원"
"1064","필수소비재","277410","인산가"
"1065","필수소비재","004590","한국가구"
"1066","필수소비재","038530","골드퍼시픽"
"1067","필수소비재","003680","한성기업"
"1068","필수소비재","023150","MH에탄올"
"1069","필수소비재","250000","보라티알"
"1070","필수소비재","025870","신라에스지"
"1071","건강관리","068270","셀트리온"
"1072","건강관리","207940","삼성바이오로직스"
"1073","건강관리","215600","신라젠"
"1074","건강관리","091990","셀트리온헬스케어"
"1075","건강관리","084990","바이로메드"
"1076","건강관리","128940","한미약품"
"1077","건강관리","086900","메디톡스"
"1078","건강관리","000100","유한양행"
"1079","건강관리","008930","한미사이언스"
"1080","건강관리","009420","한올바이오파마"
"1081","건강관리","095700","제넥신"
"1082","건강관리","003000","부광약품"
"1083","건강관리","068760","셀트리온제약"
"1084","건강관리","069620","대웅제약"
"1085","건강관리","145020","휴젤"
"1086","건강관리","006280","녹십자"
"1087","건강관리","041960","코미팜"
"1088","건강관리","185750","종근당"
"1089","건강관리","140410","메지온"
"1090","건강관리","083790","크리스탈"
"1091","건강관리","183490","엔지켐생명과학"
"1092","건강관리","115450","지트리비앤티"
"1093","건강관리","048260","오스템임플란트"
"1094","건강관리","102940","코오롱생명과학"
"1095","건강관리","092040","아미코젠"
"1096","건강관리","005250","녹십자홀딩스"
"1097","건강관리","078160","메디포스트"
"1098","건강관리","003520","영진약품"
"1099","건강관리","048530","인트론바이오"
"1100","건강관리","039200","오스코텍"
"1101","건강관리","170900","동아에스티"
"1102","건강관리","000250","삼천당제약"
"1103","건강관리","298380","에이비엘바이오"
"1104","건강관리","065660","안트로젠"
"1105","건강관리","001060","JW중외제약"
"1106","건강관리","141080","레고켐바이오"
"1107","건강관리","031390","녹십자셀"
"1108","건강관리","005500","삼진제약"
"1109","건강관리","217730","강스템바이오텍"
"1110","건강관리","003090","대웅"
"1111","건강관리","007570","일양약품"
"1112","건강관리","000640","동아쏘시오홀딩스"
"1113","건강관리","208340","파멥신"
"1114","건강관리","145720","덴티움"
"1115","건강관리","243070","휴온스"
"1116","건강관리","058820","CMG제약"
"1117","건강관리","087010","펩트론"
"1118","건강관리","226950","올릭스"
"1119","건강관리","039840","디오"
"1120","건강관리","066700","테라젠이텍스"
"1121","건강관리","263050","유틸렉스"
"1122","건강관리","096530","씨젠"
"1123","건강관리","086450","동국제약"
"1124","건강관리","182400","에이티젠"
"1125","건강관리","038290","마크로젠"
"1126","건강관리","271980","제일약품"
"1127","건강관리","196170","알테오젠"
"1128","건강관리","002210","동성제약"
"1129","건강관리","053030","바이넥스"
"1130","건강관리","067080","대화제약"
"1131","건강관리","002390","한독"
"1132","건강관리","214370","케어젠"
"1133","건강관리","100120","뷰웍스"
"1134","건강관리","144510","녹십자랩셀"
"1135","건강관리","099190","아이센스"
"1136","건강관리","168330","내츄럴엔도텍"
"1137","건강관리","096760","JW홀딩스"
"1138","건강관리","174900","앱클론"
"1139","건강관리","016580","환인제약"
"1140","건강관리","009290","광동제약"
"1141","건강관리","041830","인바디"
"1142","건강관리","084110","휴온스글로벌"
"1143","건강관리","222040","뉴트리바이오텍"
"1144","건강관리","033270","유나이티드제약"
"1145","건강관리","086820","바이오솔루션"
"1146","건강관리","019170","신풍제약"
"1147","건강관리","003060","에이프로젠제약"
"1148","건강관리","067290","JW신약"
"1149","건강관리","003850","보령제약"
"1150","건강관리","053950","경남제약"
"1151","건강관리","003220","대원제약"
"1152","건강관리","042520","한스바이오메드"
"1153","건강관리","234080","JW생명과학"
"1154","건강관리","049180","셀루메드"
"1155","건강관리","119610","인터로조"
"1156","건강관리","206640","바디텍메드"
"1157","건강관리","249420","일동제약"
"1158","건강관리","237690","에스티팜"
"1159","건강관리","001630","종근당홀딩스"
"1160","건강관리","142760","바이오리더스"
"1161","건강관리","191420","테고사이언스"
"1162","건강관리","000020","동화약품"
"1163","건강관리","214450","파마리서치프로덕트"
"1164","건강관리","085370","루트로닉"
"1165","건강관리","203690","프로스테믹스"
"1166","건강관리","023910","대한약품"
"1167","건강관리","043150","바텍"
"1168","건강관리","200670","휴메딕스"
"1169","건강관리","049960","쎌바이오텍"
"1170","건강관리","166480","코아스템"
"1171","건강관리","060590","씨티씨바이오"
"1172","건강관리","293480","하나제약"
"1173","건강관리","115180","큐리언트"
"1174","건강관리","046210","파나진"
"1175","건강관리","011040","경동제약"
"1176","건강관리","001360","삼성제약"
"1177","건강관리","185490","아이진"
"1178","건강관리","064550","바이오니아"
"1179","건강관리","268600","셀리버리"
"1180","건강관리","008490","서흥"
"1181","건강관리","054950","제이브이엠"
"1182","건강관리","043090","팜스웰바이오"
"1183","건강관리","206650","유바이오로직스"
"1184","건강관리","072020","중앙백신"
"1185","건강관리","074430","아미노로직스"
"1186","건강관리","180400","캔서롭"
"1187","건강관리","086890","이수앱지스"
"1188","건강관리","006620","동구바이오제약"
"1189","건강관리","086040","바이오톡스텍"
"1190","건강관리","200780","비씨월드제약"
"1191","건강관리","187420","제노포커스"
"1192","건강관리","034940","조아제약"
"1193","건강관리","032620","유비케어"
"1194","건강관리","002620","제일파마홀딩스"
"1195","건강관리","017180","명문제약"
"1196","건강관리","245620","EDGC"
"1197","건강관리","290650","엘앤씨바이오"
"1198","건강관리","214390","경보제약"
"1199","건강관리","204840","지엘팜텍"
"1200","건강관리","004310","현대약품"
"1201","건강관리","131030","디에이치피코리아"
"1202","건강관리","054670","대한뉴팜"
"1203","건강관리","228850","레이언스"
"1204","건강관리","011000","진원생명과학"
"1205","건강관리","004720","우리들제약"
"1206","건강관리","102460","이연제약"
"1207","건강관리","071200","인피니트헬스케어"
"1208","건강관리","039860","나노엔텍"
"1209","건강관리","054050","농우바이오"
"1210","건강관리","041910","에스텍파마"
"1211","건강관리","044820","코스맥스비티아이"
"1212","건강관리","048870","시너지이노베이션"
"1213","건강관리","036180","영인프런티어"
"1214","건강관리","000520","삼일제약"
"1215","건강관리","100700","세운메디칼"
"1216","건강관리","238200","비피도"
"1217","건강관리","065510","휴비츠"
"1218","건강관리","061250","화일약품"
"1219","건강관리","153710","옵티팜"
"1220","건강관리","106190","하이텍팜"
"1221","건강관리","222110","팬젠"
"1222","건강관리","063160","종근당바이오"
"1223","건강관리","032980","바이온"
"1224","건강관리","239610","에이치엘사이언스"
"1225","건강관리","150840","인트로메딕"
"1226","건강관리","032850","비트컴퓨터"
"1227","건강관리","194700","노바렉스"
"1228","건강관리","035610","솔본"
"1229","건강관리","263700","케어랩스"
"1230","건강관리","156100","엘앤케이바이오"
"1231","건강관리","065170","넥스트BT"
"1232","건강관리","109820","진매트릭스"
"1233","건강관리","220100","퓨쳐켐"
"1234","건강관리","038070","서린바이오"
"1235","건강관리","043100","솔고바이오"
"1236","건강관리","138610","나이벡"
"1237","건강관리","109960","에이프로젠 H&G"
"1238","건강관리","290660","네오펙트"
"1239","건강관리","122310","제노레이"
"1240","건강관리","059210","메타바이오메드"
"1241","건강관리","002800","신신제약"
"1242","건강관리","056090","유앤아이"
"1243","건강관리","196300","애니젠"
"1244","건강관리","047920","씨트리"
"1245","건강관리","068330","일신바이오"
"1246","건강관리","241820","피씨엘"
"1247","건강관리","001540","안국약품"
"1248","건강관리","246720","아스타"
"1249","건강관리","043710","서울리거"
"1250","건강관리","003120","일성신약"
"1251","건강관리","084650","랩지노믹스"
"1252","건강관리","104540","코렌텍"
"1253","건강관리","217330","싸이토젠"
"1254","건강관리","246710","티앤알바이오팹"
"1255","건강관리","118000","우리들휴브레인"
"1256","건강관리","002720","국제약품"
"1257","건강관리","080720","한국유니온제약"
"1258","건강관리","214680","디알텍"
"1259","건강관리","260660","알리코제약"
"1260","건강관리","000230","일동홀딩스"
"1261","건강관리","270870","뉴트리"
"1262","건강관리","142280","녹십자엠에스"
"1263","건강관리","036480","대성미생물"
"1264","건강관리","217600","켐온"
"1265","건강관리","032940","원익"
"1266","건강관리","012790","신일제약"
"1267","건강관리","014570","고려제약"
"1268","건강관리","000220","유유제약"
"1269","건강관리","127120","디엔에이링크"
"1270","건강관리","052670","제일바이오"
"1271","건강관리","154030","아시아종묘"
"1272","건강관리","078140","대봉엘에스"
"1273","건강관리","263690","디알젬"
"1274","건강관리","205470","휴마시스"
"1275","건강관리","009300","삼아제약"
"1276","건강관리","041920","메디아나"
"1277","건강관리","115480","씨유메디칼"
"1278","건강관리","204990","현성바이탈"
"1279","건강관리","149980","하이로닉"
"1280","건강관리","007370","진양제약"
"1281","건강관리","238120","로고스바이오"
"1282","건강관리","215380","우정바이오"
"1283","건강관리","018680","서울제약"
"1284","건강관리","044960","이글벳"
"1285","건강관리","179290","엠아이텍"
"1286","건강관리","114450","KPX생명과학"
"1287","건강관리","214150","클래시스"
"1288","건강관리","086060","진바이오텍"
"1289","건강관리","131220","대한과학"
"1290","건강관리","226400","오스테오닉"
"1291","건강관리","258830","세종메디칼"
"1292","건강관리","018620","우진비앤지"
"1293","건강관리","006140","피제이전자"
"1294","건강관리","004080","신흥"
"1295","건강관리","219750","지티지웰니스"
"1296","건강관리","058110","멕아이씨에스"
"1297","건강관리","208370","셀바스헬스케어"
"1298","금융","105560","KB금융"
"1299","금융","055550","신한지주"
"1300","금융","086790","하나금융지주"
"1301","금융","000810","삼성화재"
"1302","금융","000030","우리은행"
"1303","금융","032830","삼성생명"
"1304","금융","024110","기업은행"
"1305","금융","005830","DB손해보험"
"1306","금융","006800","미래에셋대우"
"1307","금융","071050","한국금융지주"
"1308","금융","001450","현대해상"
"1309","금융","138930","BNK금융지주"
"1310","금융","016360","삼성증권"
"1311","금융","005940","NH투자증권"
"1312","금융","139130","DGB금융지주"
"1313","금융","008560","메리츠종금증권"
"1314","금융","088350","한화생명"
"1315","금융","000060","메리츠화재"
"1316","금융","175330","JB금융지주"
"1317","금융","079440","오렌지라이프"
"1318","금융","039490","키움증권"
"1319","금융","029780","삼성카드"
"1320","금융","003690","코리안리"
"1321","금융","138040","메리츠금융지주"
"1322","금융","034830","한국토지신탁"
"1323","금융","003540","대신증권"
"1324","금융","030190","NICE평가정보"
"1325","금융","034310","NICE"
"1326","금융","000370","한화손해보험"
"1327","금융","085620","미래에셋생명"
"1328","금융","003470","유안타증권"
"1329","금융","001720","신영증권"
"1330","금융","001510","SK증권"
"1331","금융","003530","한화투자증권"
"1332","금융","010050","우리종금"
"1333","금융","210980","SK디앤디"
"1334","금융","123890","한국자산신탁"
"1335","금융","063570","한국전자금융"
"1336","금융","001200","유진투자증권"
"1337","금융","082640","동양생명"
"1338","금융","030610","교보증권"
"1339","금융","000400","롯데손해보험"
"1340","금융","030210","KTB투자증권"
"1341","금융","041190","우리기술투자"
"1342","금융","001500","현대차증권"
"1343","금융","033660","아주캐피탈"
"1344","금융","016610","DB금융투자"
"1345","금융","012700","리드코프"
"1346","금융","130580","나이스디앤비"
"1347","금융","021080","에이티넘인베스트"
"1348","금융","019550","SBI인베스트먼트"
"1349","금융","000540","흥국화재"
"1350","금융","034950","한국기업평가"
"1351","금융","001750","한양증권"
"1352","금융","001270","부국증권"
"1353","금융","003460","유화증권"
"1354","금융","001290","골든브릿지증권"
"1355","금융","289080","SV인베스트먼트"
"1356","금융","016600","큐캐피탈"
"1357","금융","034810","해성산업"
"1358","금융","027830","대성창투"
"1359","금융","241520","DSC인베스트먼트"
"1360","금융","006220","제주은행"
"1361","금융","027360","아주IB투자"
"1362","금융","036120","SCI평가정보"
"1363","금융","049720","고려신용정보"
"1364","금융","021880","메이슨캐피탈"
"1365","금융","019570","제미니투자"
"1366","금융","023460","CNH"
"1367","금융","007330","푸른저축은행"
"1368","금융","246690","티에스인베스트먼트"
"1369","금융","023760","한국캐피탈"
"1370","금융","277070","린드먼아시아"
"1371","금융","052600","한네트"
"1372","금융","001000","신라섬유"
"1373","금융","293580","나우아이비캐피탈"
"1374","금융","078020","이베스트투자증권"
"1375","IT","005930","삼성전자"
"1376","IT","000660","SK하이닉스"
"1377","IT","035420","NAVER"
"1378","IT","006400","삼성SDI"
"1379","IT","036570","엔씨소프트"
"1380","IT","018260","삼성에스디에스"
"1381","IT","066570","LG전자"
"1382","IT","009150","삼성전기"
"1383","IT","035720","카카오"
"1384","IT","034220","LG디스플레이"
"1385","IT","251270","넷마블"
"1386","IT","263750","펄어비스"
"1387","IT","011070","LG이노텍"
"1388","IT","078340","컴투스"
"1389","IT","012510","더존비즈온"
"1390","IT","020150","일진머티리얼즈"
"1391","IT","098460","고영"
"1392","IT","046890","서울반도체"
"1393","IT","042000","카페24"
"1394","IT","036490","SK머티리얼즈"
"1395","IT","200230","텔콘RF제약"
"1396","IT","052020","에스티큐브"
"1397","IT","038540","상상인"
"1398","IT","240810","원익IPS"
"1399","IT","181710","NHN엔터테인먼트"
"1400","IT","192080","더블유게임즈"
"1401","IT","066970","엘앤에프"
"1402","IT","045390","대아티아이"
"1403","IT","033180","필룩스"
"1404","IT","058470","리노공업"
"1405","IT","023590","다우기술"
"1406","IT","069080","웹젠"
"1407","IT","008060","대덕전자"
"1408","IT","036830","솔브레인"
"1409","IT","039030","이오테크닉스"
"1410","IT","001820","삼화콘덴서"
"1411","IT","000990","DB하이텍"
"1412","IT","108320","실리콘웍스"
"1413","IT","090460","비에이치"
"1414","IT","011690","유양디앤유"
"1415","IT","082270","젬백스"
"1416","IT","068240","다원시스"
"1417","IT","218410","RFHIC"
"1418","IT","067160","아프리카TV"
"1419","IT","091700","파트론"
"1420","IT","151910","나노스"
"1421","IT","122990","와이솔"
"1422","IT","053800","안랩"
"1423","IT","022100","포스코 ICT"
"1424","IT","032500","케이엠더블유"
"1425","IT","035600","KG이니시스"
"1426","IT","005290","동진쎄미켐"
"1427","IT","265520","AP시스템"
"1428","IT","063080","게임빌"
"1429","IT","036930","주성엔지니어링"
"1430","IT","029530","신도리코"
"1431","IT","272290","이녹스첨단소재"
"1432","IT","112040","위메이드"
"1433","IT","000670","영풍"
"1434","IT","091120","이엠텍"
"1435","IT","030520","한글과컴퓨터"
"1436","IT","030790","동양네트웍스"
"1437","IT","018290","지엠피"
"1438","IT","007660","이수페타시스"
"1439","IT","064760","티씨케이"
"1440","IT","140860","파크시스템스"
"1441","IT","042700","한미반도체"
"1442","IT","025320","시노펙스"
"1443","IT","097780","에스맥"
"1444","IT","031980","피에스케이"
"1445","IT","095270","웨이브일렉트로"
"1446","IT","178320","서진시스템"
"1447","IT","049950","미래컴퍼니"
"1448","IT","078600","대주전자재료"
"1449","IT","121800","비덴트"
"1450","IT","026890","디피씨"
"1451","IT","078150","HB테크놀러지"
"1452","IT","086390","유니테스트"
"1453","IT","095660","네오위즈"
"1454","IT","095610","테스"
"1455","IT","033640","네패스"
"1456","IT","074600","원익QnC"
"1457","IT","083640","인콘"
"1458","IT","064260","다날"
"1459","IT","238090","앤디포스"
"1460","IT","060250","NHN한국사이버결제"
"1461","IT","214180","민앤지"
"1462","IT","084370","유진테크"
"1463","IT","114570","지스마트글로벌"
"1464","IT","108230","톱텍"
"1465","IT","213420","덕산네오룩스"
"1466","IT","196490","디에이테크놀로지"
"1467","IT","123860","아나패스"
"1468","IT","047310","파워로직스"
"1469","IT","138690","엘아이에스"
"1470","IT","052330","코텍"
"1471","IT","064240","홈캐스트"
"1472","IT","051370","인터플렉스"
"1473","IT","008700","아남전자"
"1474","IT","201490","미투온"
"1475","IT","052710","아모텍"
"1476","IT","117670","알파홀딩스"
"1477","IT","033240","자화전자"
"1478","IT","039560","다산네트웍스"
"1479","IT","082920","비츠로셀"
"1480","IT","111870","삼본정밀전자"
"1481","IT","195870","해성디에스"
"1482","IT","197210","리드"
"1483","IT","049070","인탑스"
"1484","IT","286940","롯데정보통신"
"1485","IT","089030","테크윙"
"1486","IT","088800","에이스테크"
"1487","IT","166090","하나머티리얼즈"
"1488","IT","097520","엠씨넥스"
"1489","IT","073490","이노와이어리스"
"1490","IT","192440","슈피겐코리아"
