"","일자","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물  일련번호","총카운트"
"563",2018-12-28,"065680","우주일렉트로","-",7970,"1,252","6.37","18,259","0.44",250,3.14,563,NA
"564",2018-12-28,"065690","대진디엠피","-",3195,"-","-","6,408","0.5",0,0,564,NA
"565",2018-12-28,"065710","서호전기","-",11750,"1,198","9.81","11,635","1.01",900,7.66,565,NA
"566",2018-12-28,"065770","CS","-",1875,"53","35.38","1,003","1.87",0,0,566,NA
"567",2018-12-28,"065940","바이오빌","-",2000,"-","-","2,879","0.69",0,0,567,NA
"568",2018-12-28,"065950","웰크론","-",2855,"-","-","1,912","1.49",0,0,568,NA
"569",2018-12-28,"066110","한프","-",1300,"-","-","1,423","0.91",0,0,569,NA
"570",2018-12-28,"066130","하츠","-",3755,"359","10.46","6,390","0.59",50,1.33,570,NA
"571",2018-12-28,"066310","큐에스아이","-",4500,"91","49.45","6,350","0.71",50,1.11,571,NA
"572",2018-12-28,"066360","체리부로","-",2340,"863","2.71","3,756","0.62",100,4.27,572,NA
"573",2018-12-28,"066410","버킷스튜디오","-",540,"13","41.54","347","1.56",0,0,573,NA
"574",2018-12-28,"066430","와이오엠","관리종목",8150,"-","-","809","10.07",0,0,574,NA
"575",2018-12-28,"066590","우수AMS","-",3710,"210","17.67","2,397","1.55",30,0.81,575,NA
"576",2018-12-28,"066620","국보디자인","-",13400,"1,827","7.33","13,238","1.01",280,2.09,576,NA
"577",2018-12-28,"066670","디스플레이텍","-",3890,"268","14.51","7,937","0.49",100,2.57,577,NA
"578",2018-12-28,"066700","테라젠이텍스","-",10400,"45","231.11","2,864","3.63",0,0,578,NA
"579",2018-12-28,"066790","씨씨에스","관리종목",423,"-","-","384","1.1",0,0,579,NA
"580",2018-12-28,"066900","디에이피","-",2655,"283","9.38","4,188","0.63",0,0,580,NA
"581",2018-12-28,"066910","손오공","-",2230,"-","-","872","2.56",0,0,581,NA
"582",2018-12-28,"066970","엘앤에프","-",36400,"963","37.8","4,938","7.37",100,0.27,582,NA
"583",2018-12-28,"066980","브레인콘텐츠","-",838,"-","-","710","1.18",0,0,583,NA
"584",2018-12-28,"067000","조이시티","-",10300,"-","-","2,877","3.58",0,0,584,NA
"585",2018-12-28,"067010","이씨에스","-",4135,"447","9.25","5,763","0.72",200,4.84,585,NA
"586",2018-12-28,"067080","대화제약","-",19800,"716","27.65","4,212","4.7",150,0.76,586,NA
"587",2018-12-28,"067160","아프리카TV","-",39400,"1,418","27.79","6,163","6.39",380,0.96,587,NA
"588",2018-12-28,"067170","오텍","-",10500,"1,461","7.19","8,429","1.25",100,0.95,588,NA
"589",2018-12-28,"067280","멀티캠퍼스","-",44100,"2,079","21.21","14,196","3.11",500,1.13,589,NA
"590",2018-12-28,"067290","JW신약","-",6710,"-","-","1,009","6.65",60,0.89,590,NA
"591",2018-12-28,"067310","하나마이크론","-",3795,"-","-","5,564","0.68",0,0,591,NA
"592",2018-12-28,"067390","아스트","-",10300,"99","104.04","6,715","1.53",0,0,592,NA
"593",2018-12-28,"067570","엔브이에이치코리아","-",2145,"180","11.92","5,205","0.41",140,6.53,593,NA
"594",2018-12-28,"067630","에이치엘비생명과학","-",17200,"306","56.21","1,872","9.19",0,0,594,NA
"595",2018-12-28,"067730","로지시스","-",2815,"71","39.65","1,738","1.62",80,2.84,595,NA
"596",2018-12-28,"067770","세진티에스","-",2685,"-","-","4,955","0.54",0,0,596,NA
"597",2018-12-28,"067900","와이엔텍","-",4480,"633","7.08","5,914","0.76",0,0,597,NA
"598",2018-12-28,"067920","이글루시큐리티","-",4525,"420","10.77","3,768","1.2",70,1.55,598,NA
"599",2018-12-28,"067990","도이치모터스","-",5140,"146","35.21","5,582","0.92",0,0,599,NA
"600",2018-12-28,"068050","팬엔터테인먼트","-",3700,"-","-","3,445","1.07",0,0,600,NA
"601",2018-12-28,"068240","다원시스","-",15900,"284","55.99","7,146","2.23",50,0.31,601,NA
"602",2018-12-28,"068330","일신바이오","-",1780,"41","43.41","797","2.23",0,0,602,NA
"603",2018-12-28,"068760","셀트리온제약","-",63500,"-","-","10,088","6.29",0,0,603,NA
"604",2018-12-28,"068790","DMS","-",4590,"171","26.84","5,892","0.78",50,1.09,604,NA
"605",2018-12-28,"068930","디지털대성","-",4465,"376","11.88","3,101","1.44",200,4.48,605,NA
"606",2018-12-28,"068940","아이씨케이","-",1205,"-","-","553","2.18",0,0,606,NA
"607",2018-12-28,"069080","웹젠","-",21300,"965","22.07","7,624","2.79",0,0,607,NA
"608",2018-12-28,"069110","코스온","-",10150,"64","158.59","3,760","2.7",0,0,608,NA
"609",2018-12-28,"069140","누리플랜","-",6480,"6","1,080","4,389","1.48",0,0,609,NA
"610",2018-12-28,"069330","유아이디","-",1550,"-","-","3,003","0.52",0,0,610,NA
"611",2018-12-28,"069410","엔텔스","-",10400,"-","-","5,606","1.86",0,0,611,NA
"612",2018-12-28,"069510","에스텍","-",9840,"1,178","8.35","11,407","0.86",500,5.08,612,NA
"613",2018-12-28,"069540","라이트론","-",8900,"-","-","5,496","1.62",0,0,613,NA
"614",2018-12-28,"069920","아이에스이커머스","-",4030,"1,482","2.72","2,964","1.36",0,0,614,NA
"615",2018-12-28,"070300","한솔시큐어","-",4605,"756","6.09","3,703","1.24",0,0,615,NA
"616",2018-12-28,"070590","한솔인티큐브","-",2300,"194","11.86","1,934","1.19",0,0,616,NA
"617",2018-12-28,"071200","인피니트헬스케어","-",5900,"63","93.65","2,903","2.03",0,0,617,NA
"618",2018-12-28,"071280","로체시스템즈","-",3120,"227","13.74","4,399","0.71",20,0.64,618,NA
"619",2018-12-28,"071460","대유위니아","-",2600,"130","20","2,827","0.92",50,1.92,619,NA
"620",2018-12-28,"071670","에이테크솔루션","-",7800,"-","-","6,645","1.17",0,0,620,NA
"621",2018-12-28,"071850","캐스텍코리아","-",3315,"239","13.87","8,659","0.38",100,3.02,621,NA
"622",2018-12-28,"072020","중앙백신","-",16600,"507","32.74","7,156","2.32",50,0.3,622,NA
"623",2018-12-28,"072470","우리산업홀딩스","-",6210,"127","48.9","7,178","0.87",50,0.81,623,NA
"624",2018-12-28,"072520","케이디 네이쳐 엔 바이오","-",1480,"-","-","342","4.33",0,0,624,NA
"625",2018-12-28,"072770","네오디안테크놀로지","-",1770,"-","-","713","2.48",0,0,625,NA
"626",2018-12-28,"072870","메가스터디","-",9860,"-","-","20,070","0.49",700,7.1,626,NA
"627",2018-12-28,"072950","빛샘전자","-",5850,"598","9.78","8,897","0.66",100,1.71,627,NA
"628",2018-12-28,"072990","에이치시티","-",8910,"19","468.95","9,341","0.95",0,0,628,NA
"629",2018-12-28,"073010","케이에스피","관리종목",1430,"-","-","416","3.44",0,0,629,NA
"630",2018-12-28,"073070","에스모","-",7070,"98","72.14","865","8.17",0,0,630,NA
"631",2018-12-28,"073110","엘엠에스","-",6460,"1,198","5.39","12,771","0.51",150,2.32,631,NA
"632",2018-12-28,"073190","듀오백","-",2215,"120","18.46","2,793","0.79",0,0,632,NA
"633",2018-12-28,"073490","이노와이어리스","-",25200,"-","-","11,013","2.29",0,0,633,NA
"634",2018-12-28,"073540","에프알텍","-",3090,"-","-","3,025","1.02",0,0,634,NA
"635",2018-12-28,"073560","우리손에프앤지","-",1575,"382","4.12","2,308","0.68",0,0,635,NA
"636",2018-12-28,"073570","피엠지파마","-",6680,"-","-","2,490","2.68",0,0,636,NA
"637",2018-12-28,"073640","삼원테크","관리종목",1750,"-","-","299","5.85",0,0,637,NA
"638",2018-12-28,"074430","아미노로직스","-",1715,"6","285.83","514","3.34",0,0,638,NA
"639",2018-12-28,"074600","원익QnC","-",10000,"1,100","9.09","6,503","1.54",0,0,639,NA
"640",2018-12-28,"075130","플랜티넷","-",4395,"-","-","7,618","0.58",150,3.41,640,NA
"641",2018-12-28,"075970","동국알앤에스","-",2325,"141","16.49","3,950","0.59",80,3.44,641,NA
"642",2018-12-28,"076080","웰크론한텍","-",1840,"-","-","3,447","0.53",0,0,642,NA
"643",2018-12-28,"076610","해성옵틱스","-",2430,"-","-","3,304","0.74",0,0,643,NA
"644",2018-12-28,"077280","한컴지엠디","-",2395,"112","21.38","3,707","0.65",0,0,644,NA
"645",2018-12-28,"077360","덕산하이메탈","-",4515,"407","11.09","7,934","0.57",0,0,645,NA
"646",2018-12-28,"078020","이베스트투자증권","-",8860,"1,086","8.16","9,627","0.92",485,5.47,646,NA
"647",2018-12-28,"078070","유비쿼스홀딩스","-",7980,"6,686","1.19","9,688","0.82",0,0,647,NA
"648",2018-12-28,"078130","국일제지","-",1185,"15","79","496","2.39",0,0,648,NA
"649",2018-12-28,"078140","대봉엘에스","-",6320,"644","9.81","6,245","1.01",50,0.79,649,NA
"650",2018-12-28,"078150","HB테크놀러지","-",3195,"490","6.52","1,976","1.62",40,1.25,650,NA
"651",2018-12-28,"078160","메디포스트","-",73200,"-","-","18,002","4.07",0,0,651,NA
"652",2018-12-28,"078340","컴투스","-",129000,"11,396","11.32","59,141","2.18",1400,1.09,652,NA
"653",2018-12-28,"078350","한양디지텍","-",2900,"-","-","3,964","0.73",0,0,653,NA
"654",2018-12-28,"078590","두올산업","-",3730,"202","18.47","1,345","2.77",0,0,654,NA
"655",2018-12-28,"078600","대주전자재료","-",17500,"-","-","3,655","4.79",0,0,655,NA
"656",2018-12-28,"078650","코렌","관리종목",1305,"-","-","856","1.52",0,0,656,NA
"657",2018-12-28,"078860","아이오케이","-",1830,"-","-","2,620","0.7",0,0,657,NA
"658",2018-12-28,"078890","가온미디어","-",7990,"475","16.82","9,317","0.86",120,1.5,658,NA
"659",2018-12-28,"078940","일경산업개발","관리종목",1280,"-","-","151","8.48",0,0,659,NA
"660",2018-12-28,"079000","와토스코리아","-",5720,"506","11.3","10,036","0.57",200,3.5,660,NA
"661",2018-12-28,"079170","한창산업","-",5510,"233","23.65","9,965","0.55",110,2,661,NA
"662",2018-12-28,"079190","EMW","관리종목",2780,"-","-","1,728","1.61",0,0,662,NA
"663",2018-12-28,"079370","제우스","-",11400,"1,808","6.31","17,455","0.65",200,1.75,663,NA
"664",2018-12-28,"079650","서산","-",3505,"195","17.97","3,671","0.95",25,0.71,664,NA
"665",2018-12-28,"079810","디이엔티","-",1960,"360","5.44","3,145","0.62",0,0,665,NA
"666",2018-12-28,"079940","가비아","-",6360,"370","17.19","4,119","1.54",30,0.47,666,NA
"667",2018-12-28,"079950","인베니아","-",2950,"50","59","1,861","1.59",10,0.34,667,NA
"668",2018-12-28,"079960","동양이엔피","-",9250,"684","13.52","24,330","0.38",300,3.24,668,NA
"669",2018-12-28,"079970","투비소프트","-",5400,"-","-","2,567","2.1",0,0,669,NA
"670",2018-12-28,"080000","에스엔유","-",2905,"185","15.7","3,047","0.95",0,0,670,NA
"671",2018-12-28,"080010","이상네트웍스","-",7450,"903","8.25","8,531","0.87",100,1.34,671,NA
"672",2018-12-28,"080160","모두투어","-",24100,"1,340","17.99","7,134","3.38",450,1.87,672,NA
"673",2018-12-28,"080220","제주반도체","-",3605,"160","22.53","2,008","1.8",0,0,673,NA
"674",2018-12-28,"080420","모다이노칩","-",8190,"1,085","7.55","7,141","1.15",0,0,674,NA
"675",2018-12-28,"080440","에스제이케이","-",3270,"-","-","1,955","1.67",0,0,675,NA
"676",2018-12-28,"080470","성창오토텍","-",8380,"-","-","5,655","1.48",50,0.6,676,NA
"677",2018-12-28,"080520","오디텍","-",5880,"352","16.7","9,714","0.61",100,1.7,677,NA
"678",2018-12-28,"080530","코디","관리종목",3590,"-","-","2,472","1.45",0,0,678,NA
"679",2018-12-28,"080580","오킨스전자","-",2585,"-","-","3,834","0.67",0,0,679,NA
"680",2018-12-28,"080720","한국유니온제약","-",13250,"736","18","5,540","2.39",0,0,680,NA
"681",2018-12-28,"081150","티플랙스","-",2890,"127","22.76","3,385","0.85",20,0.69,681,NA
"682",2018-12-28,"081580","성우전자","-",2855,"467","6.11","6,661","0.43",80,2.8,682,NA
"683",2018-12-28,"082210","옵트론텍","-",4400,"213","20.66","4,199","1.05",0,0,683,NA
"684",2018-12-28,"082270","젬백스","-",12000,"-","-","2,176","5.51",0,0,684,NA
"685",2018-12-28,"082660","삼우엠스","-",902,"-","-","1,520","0.59",0,0,685,NA
"686",2018-12-28,"082800","루미마이크로","-",1440,"-","-","424","3.4",0,0,686,NA
"687",2018-12-28,"082850","우리이티아이","-",839,"-","-","3,130","0.27",0,0,687,NA
"688",2018-12-28,"082920","비츠로셀","-",10900,"53","205.66","4,601","2.37",0,0,688,NA
"689",2018-12-28,"083310","엘오티베큠","-",6790,"1,877","3.62","8,036","0.84",50,0.74,689,NA
"690",2018-12-28,"083450","GST","-",4440,"1,719","2.58","7,937","0.56",100,2.25,690,NA
"691",2018-12-28,"083470","KJ프리텍","-",427,"-","-","1,875","0.23",0,0,691,NA
"692",2018-12-28,"083500","에프엔에스테크","-",4135,"-","-","5,764","0.72",0,0,692,NA
"693",2018-12-28,"083550","케이엠","-",6700,"468","14.32","7,071","0.95",50,0.75,693,NA
"694",2018-12-28,"083640","인콘","-",1460,"8","182.5","382","3.82",0,0,694,NA
"695",2018-12-28,"083650","비에이치아이","-",3370,"316","10.66","4,304","0.78",0,0,695,NA
"696",2018-12-28,"083660","CSA 코스믹","-",4080,"-","-","1,199","3.4",0,0,696,NA
"697",2018-12-28,"083790","크리스탈","-",17300,"-","-","2,555","6.77",0,0,697,NA
"698",2018-12-28,"083930","아바코","-",5850,"-","-","6,560","0.89",0,0,698,NA
"699",2018-12-28,"084110","휴온스글로벌","-",44150,"2,347","18.81","31,294","1.41",500,1.13,699,NA
"700",2018-12-28,"084180","수성","관리종목",5820,"-","-","3,285","1.77",0,0,700,NA
"701",2018-12-28,"084370","유진테크","-",10700,"1,237","8.65","10,038","1.07",230,2.15,701,NA
"702",2018-12-28,"084650","랩지노믹스","-",6240,"-","-","2,590","2.41",0,0,702,NA
"703",2018-12-28,"084730","팅크웨어","-",7800,"311","25.08","13,794","0.57",0,0,703,NA
"704",2018-12-28,"084990","바이로메드","-",254000,"-","-","10,307","24.64",0,0,704,NA
"705",2018-12-28,"085370","루트로닉","-",8140,"-","-","5,216","1.56",15,0.18,705,NA
"706",2018-12-28,"08537M","루트로닉3우C","-",11850,"-","-","-","-",151,1.27,706,NA
"707",2018-12-28,"085660","차바이오텍","관리종목",20200,"-","-","4,736","4.27",0,0,707,NA
"708",2018-12-28,"085670","뉴프렉스","-",2870,"200","14.35","2,246","1.28",0,0,708,NA
"709",2018-12-28,"085810","알티캐스트","-",3095,"75","41.27","4,374","0.71",0,0,709,NA
"710",2018-12-28,"085910","네오티스","-",4250,"-","-","4,111","1.03",350,8.24,710,NA
"711",2018-12-28,"086040","바이오톡스텍","-",8310,"96","86.56","1,833","4.53",0,0,711,NA
"712",2018-12-28,"086060","진바이오텍","-",4065,"243","16.73","4,702","0.86",30,0.74,712,NA
"713",2018-12-28,"086250","화신테크","-",5370,"-","-","2,848","1.89",0,0,713,NA
"714",2018-12-28,"086390","유니테스트","-",10500,"1,192","8.81","4,386","2.39",200,1.9,714,NA
"715",2018-12-28,"086450","동국제약","-",57900,"4,505","12.85","29,683","1.95",520,0.9,715,NA
"716",2018-12-28,"086520","에코프로","-",33000,"-","-","6,636","4.97",0,0,716,NA
"717",2018-12-28,"086670","비엠티","-",7360,"397","18.54","7,209","1.02",100,1.36,717,NA
"718",2018-12-28,"086820","바이오솔루션","-",32600,"-","-","721","45.21",0,0,718,NA
"719",2018-12-28,"086890","이수앱지스","-",6360,"-","-","2,709","2.35",0,0,719,NA
"720",2018-12-28,"086900","메디톡스","-",577800,"13,459","42.93","34,368","16.81",2200,0.38,720,NA
"721",2018-12-28,"086960","한컴MDS","-",14600,"1,001","14.59","11,278","1.29",200,1.37,721,NA
"722",2018-12-28,"086980","쇼박스","-",3010,"254","11.85","2,219","1.36",50,1.66,722,NA
"723",2018-12-28,"087010","펩트론","-",24400,"-","-","3,224","7.57",0,0,723,NA
"724",2018-12-28,"087260","모바일어플라이언스","-",5250,"104","50.48","1,758","2.99",0,0,724,NA
"725",2018-12-28,"087600","픽셀플러스","-",6040,"-","-","11,813","0.51",100,1.66,725,NA
"726",2018-12-28,"087730","네패스신소재","-",56400,"-","-","4,359","12.94",0,0,726,NA
"727",2018-12-28,"088130","동아엘텍","-",8380,"1,044","8.03","13,322","0.63",200,2.39,727,NA
"728",2018-12-28,"088290","이원컴포텍","-",1170,"-","-","661","1.77",0,0,728,NA
"729",2018-12-28,"088390","이녹스","-",8140,"40,044","0.2","17,497","0.47",0,0,729,NA
"730",2018-12-28,"088800","에이스테크","-",5100,"-","-","2,126","2.4",0,0,730,NA
"731",2018-12-28,"088910","동우팜투테이블","-",3745,"730","5.13","6,635","0.56",50,1.34,731,NA
"732",2018-12-28,"089010","켐트로닉스","-",6150,"-","-","5,522","1.11",0,0,732,NA
"733",2018-12-28,"089030","테크윙","-",9170,"2,182","4.2","8,202","1.12",230,2.51,733,NA
"734",2018-12-28,"089140","넥스턴","-",11100,"625","17.76","7,746","1.43",200,1.8,734,NA
"735",2018-12-28,"089150","케이씨티","-",1970,"119","16.55","2,357","0.84",100,5.08,735,NA
"736",2018-12-28,"089230","THE E&M","-",842,"-","-","391","2.15",0,0,736,NA
"737",2018-12-28,"089530","에이티세미콘","-",548,"98","5.59","491","1.12",0,0,737,NA
"738",2018-12-28,"089600","나스미디어","-",28400,"2,805","10.12","13,659","2.08",690,2.43,738,NA
"739",2018-12-28,"089790","제이티","-",2550,"-","-","1,967","1.3",0,0,739,NA
"740",2018-12-28,"089850","유비벨록스","-",4940,"-","-","9,575","0.52",0,0,740,NA
"741",2018-12-28,"089890","코세스","-",5160,"626","8.24","857","6.02",0,0,741,NA
"742",2018-12-28,"089970","에이피티씨","-",5700,"508","11.22","1,119","5.09",0,0,742,NA
"743",2018-12-28,"089980","상아프론테크","-",13200,"550","24","7,676","1.72",140,1.06,743,NA
"744",2018-12-28,"090150","광진윈텍","-",2295,"-","-","4,103","0.56",30,1.31,744,NA
"745",2018-12-28,"090360","로보스타","-",24000,"973","24.67","6,445","3.72",50,0.21,745,NA
"746",2018-12-28,"090410","덕신하우징","-",1515,"227","6.67","1,556","0.97",0,0,746,NA
"747",2018-12-28,"090460","비에이치","-",16800,"1,491","11.27","4,885","3.44",0,0,747,NA
"748",2018-12-28,"090470","제이스텍","-",5290,"5,124","1.03","8,841","0.6",500,9.45,748,NA
"749",2018-12-28,"090710","디에스티로봇","-",1015,"82","12.38","491","2.07",0,0,749,NA
"750",2018-12-28,"090740","연이정보통신","-",3280,"-","-","3,362","0.98",0,0,750,NA
"751",2018-12-28,"090850","이지웰페어","-",7660,"238","32.18","2,525","3.03",60,0.78,751,NA
"752",2018-12-28,"091120","이엠텍","-",17100,"368","46.47","9,871","1.73",100,0.58,752,NA
"753",2018-12-28,"091340","S&K폴리텍","-",3630,"374","9.71","5,872","0.62",0,0,753,NA
"754",2018-12-28,"091440","텔레필드","-",2665,"99","26.92","3,599","0.74",0,0,754,NA
"755",2018-12-28,"091580","상신이디피","-",12550,"210","59.76","3,289","3.82",50,0.4,755,NA
"756",2018-12-28,"091590","남화토건","-",10950,"662","16.54","10,960","1",100,0.91,756,NA
"757",2018-12-28,"091700","파트론","-",8180,"24","340.83","5,707","1.43",175,2.14,757,NA
"758",2018-12-28,"091970","나노캠텍","-",5680,"-","-","2,753","2.06",0,0,758,NA
"759",2018-12-28,"091990","셀트리온헬스케어","-",75300,"1,233","61.07","11,968","6.29",0,0,759,NA
"760",2018-12-28,"092040","아미코젠","-",34100,"-","-","4,648","7.34",0,0,760,NA
"761",2018-12-28,"092070","디엔에프","-",7580,"1,256","6.04","7,572","1",300,3.96,761,NA
"762",2018-12-28,"092130","이크레더블","-",15700,"905","17.35","3,486","4.5",530,3.38,762,NA
"763",2018-12-28,"092300","현우산업","-",3185,"346","9.21","4,742","0.67",100,3.14,763,NA
"764",2018-12-28,"092460","한라IMS","-",7000,"186","37.63","6,901","1.01",60,0.86,764,NA
"765",2018-12-28,"092600","넥스트칩","-",8140,"-","-","3,536","2.3",0,0,765,NA
"766",2018-12-28,"092730","네오팜","-",45000,"1,634","27.54","6,377","7.06",500,1.11,766,NA
"767",2018-12-28,"092870","엑시콘","-",5780,"928","6.23","8,475","0.68",135,2.34,767,NA
"768",2018-12-28,"093190","빅솔론","-",6270,"1,155","5.43","7,166","0.87",150,2.39,768,NA
"769",2018-12-28,"093320","케이아이엔엑스","-",24000,"1,366","17.57","11,621","2.07",220,0.92,769,NA
"770",2018-12-28,"093380","풍강","-",3260,"277","11.77","6,130","0.53",80,2.45,770,NA
"771",2018-12-28,"093520","매커스","-",4110,"648","6.34","2,931","1.4",120,2.92,771,NA
"772",2018-12-28,"093640","다믈멀티미디어","-",4285,"-","-","623","6.88",0,0,772,NA
"773",2018-12-28,"093920","서원인텍","-",4710,"164","28.72","8,260","0.57",300,6.37,773,NA
"774",2018-12-28,"094170","동운아나텍","-",5670,"-","-","1,954","2.9",20,0.35,774,NA
"775",2018-12-28,"094190","이엘케이","-",1010,"-","-","600","1.68",0,0,775,NA
"776",2018-12-28,"094360","칩스앤미디어","-",6390,"-","-","3,578","1.79",0,0,776,NA
"777",2018-12-28,"094480","갤럭시아컴즈","-",2765,"131","21.11","1,815","1.52",30,1.08,777,NA
"778",2018-12-28,"094820","일진파워","-",5760,"992","5.81","5,170","1.11",220,3.82,778,NA
"779",2018-12-28,"094840","슈프리마에이치큐","-",6300,"472","13.35","11,578","0.54",0,0,779,NA
"780",2018-12-28,"094850","참좋은여행","-",7880,"885","8.9","5,236","1.5",200,2.54,780,NA
"781",2018-12-28,"094860","코닉글로리","-",450,"3","150","305","1.48",0,0,781,NA
"782",2018-12-28,"094940","푸른기술","-",20250,"149","135.91","3,666","5.52",30,0.15,782,NA
"783",2018-12-28,"094970","제이엠티","-",2800,"467","6","2,613","1.07",0,0,783,NA
"784",2018-12-28,"095190","이엠코리아","-",6060,"-","-","2,384","2.54",0,0,784,NA
"785",2018-12-28,"095270","웨이브일렉트로","-",21550,"40","538.75","3,919","5.5",0,0,785,NA
"786",2018-12-28,"095340","ISC","-",8620,"1,238","6.96","11,360","0.76",350,4.06,786,NA
"787",2018-12-28,"095500","미래나노텍","-",3220,"472","6.82","6,227","0.52",0,0,787,NA
"788",2018-12-28,"095610","테스","-",12150,"2,781","4.37","9,592","1.27",400,3.29,788,NA
"789",2018-12-28,"095660","네오위즈","-",12250,"-","-","12,129","1.01",0,0,789,NA
"790",2018-12-28,"095700","제넥신","-",72600,"-","-","5,676","12.79",0,0,790,NA
"791",2018-12-28,"095910","에스에너지","-",5920,"-","-","7,636","0.78",50,0.84,791,NA
"792",2018-12-28,"096040","이트론","-",182,"-","-","269","0.68",0,0,792,NA
"793",2018-12-28,"096240","청담러닝","-",18450,"905","20.39","8,901","2.07",800,4.34,793,NA
"794",2018-12-28,"096350","대창솔루션","-",800,"-","-","617","1.3",0,0,794,NA
"795",2018-12-28,"096530","씨젠","-",16000,"153","104.58","5,334","3",0,0,795,NA
"796",2018-12-28,"096610","알에프세미","-",5670,"-","-","6,403","0.89",23,0.41,796,NA
"797",2018-12-28,"096630","에스코넥","-",1640,"235","6.98","1,314","1.25",0,0,797,NA
"798",2018-12-28,"096640","멜파스","-",1995,"-","-","3,252","0.61",0,0,798,NA
"799",2018-12-28,"096690","제이스테판","-",157,"-","-","327","0.48",0,0,799,NA
"800",2018-12-28,"096870","엘디티","-",2640,"-","-","1,625","1.62",0,0,800,NA
"801",2018-12-28,"097520","엠씨넥스","-",12950,"-","-","5,920","2.19",260,2.01,801,NA
"802",2018-12-28,"097780","에스맥","-",1005,"57","17.63","917","1.1",0,0,802,NA
"803",2018-12-28,"097800","윈팩","-",1275,"-","-","974","1.31",0,0,803,NA
"804",2018-12-28,"097870","효성오앤비","-",8230,"478","17.22","7,062","1.17",0,0,804,NA
"805",2018-12-28,"098120","마이크로컨텍솔","-",2400,"-","-","4,414","0.54",0,0,805,NA
"806",2018-12-28,"098460","고영","-",82500,"2,013","40.98","11,787","7",700,0.85,806,NA
"807",2018-12-28,"098660","에스티오","-",2685,"-","-","3,981","0.67",20,0.74,807,NA
"808",2018-12-28,"099190","아이센스","-",22500,"1,146","19.63","11,853","1.9",100,0.44,808,NA
"809",2018-12-28,"099220","SDN","-",1625,"78","20.83","1,525","1.07",0,0,809,NA
"810",2018-12-28,"099320","쎄트렉아이","-",24750,"1,557","15.9","14,984","1.65",310,1.25,810,NA
"811",2018-12-28,"099410","동방선기","-",2005,"-","-","2,248","0.89",0,0,811,NA
"812",2018-12-28,"099440","스맥","-",2975,"14","212.5","3,795","0.78",50,1.68,812,NA
"813",2018-12-28,"099520","ITX엠투엠","-",1480,"-","-","1,043","1.42",0,0,813,NA
"814",2018-12-28,"100030","모바일리더","-",9810,"328","29.91","9,009","1.09",0,0,814,NA
"815",2018-12-28,"100090","삼강엠앤티","-",4545,"5,275","0.86","8,766","0.52",0,0,815,NA
"816",2018-12-28,"100120","뷰웍스","-",33000,"1,971","16.74","12,614","2.62",200,0.61,816,NA
"817",2018-12-28,"100130","동국S&C","-",2935,"131","22.4","4,651","0.63",100,3.41,817,NA
"818",2018-12-28,"100590","머큐리","-",10350,"368","28.12","3,192","3.24",0,0,818,NA
"819",2018-12-28,"100660","서암기계공업","-",7000,"182","38.46","4,540","1.54",50,0.71,819,NA
"820",2018-12-28,"100700","세운메디칼","-",3770,"212","17.78","1,774","2.13",40,1.06,820,NA
"821",2018-12-28,"101000","디엠씨","관리종목",1575,"-","-","1,602","0.98",0,0,821,NA
"822",2018-12-28,"101160","월덱스","-",4900,"426","11.5","3,228","1.52",40,0.82,822,NA
"823",2018-12-28,"101170","우림기계","-",3690,"-","-","6,287","0.59",25,0.68,823,NA
"824",2018-12-28,"101240","씨큐브","-",6690,"571","11.72","5,841","1.15",130,1.94,824,NA
"825",2018-12-28,"101330","모베이스","-",3455,"664","5.2","8,577","0.4",100,2.89,825,NA
"826",2018-12-28,"101390","아이엠","-",1195,"-","-","1,794","0.67",0,0,826,NA
"827",2018-12-28,"101400","엔시트론","-",675,"-","-","194","3.48",0,0,827,NA
"828",2018-12-28,"101490","에스앤에스텍","-",3770,"159","23.71","3,971","0.95",50,1.33,828,NA
"829",2018-12-28,"101670","코리아에스이","-",1715,"214","8.01","1,750","0.98",10,0.58,829,NA
"830",2018-12-28,"101680","한국정밀기계","관리종목",2410,"-","-","9,256","0.26",0,0,830,NA
"831",2018-12-28,"101730","조이맥스","-",5410,"-","-","6,985","0.77",0,0,831,NA
"832",2018-12-28,"101930","인화정공","-",6280,"1,135","5.53","15,506","0.41",50,0.8,832,NA
"833",2018-12-28,"102120","어보브반도체","-",4210,"-","-","4,230","1",75,1.78,833,NA
"834",2018-12-28,"102210","해덕파워웨이","-",1100,"-","-","2,225","0.49",50,4.55,834,NA
"835",2018-12-28,"102710","이엔에프테크놀로지","-",12550,"1,838","6.83","13,247","0.95",100,0.8,835,NA
"836",2018-12-28,"102940","코오롱생명과학","-",74500,"-","-","47,809","1.56",0,0,836,NA
"837",2018-12-28,"103230","에스앤더블류","-",14550,"-","-","7,283","2",0,0,837,NA
"838",2018-12-28,"104040","대성파인텍","-",1635,"77","21.23","1,557","1.05",0,0,838,NA
"839",2018-12-28,"104200","NHN벅스","-",5550,"-","-","4,246","1.31",0,0,839,NA
"840",2018-12-28,"104460","동양피엔에프","-",4925,"-","-","4,997","0.99",0,0,840,NA
"841",2018-12-28,"104480","티케이케미칼","-",2770,"235","11.79","2,782","1",0,0,841,NA
"842",2018-12-28,"104540","코렌텍","-",6080,"-","-","5,466","1.11",0,0,842,NA
