"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE","market"
"2394","047560","이스트소프트","6,930","0","0.00%","500","686","9,899",1.25,"7,521","-20.26","-12.67","코스닥"
"2395","059120","아진엑스텍","9,790","90","-0.91%","500","680","6,946",1.96,"14,114","9.07","18.49","코스닥"
"2396","056360","코위버","6,940","80","-1.14%","500","680","9,797",3.25,"34,221","10.44","7.13","코스닥"
"2397","252500","세화피앤씨","3,275","25","+0.77%","100","679","20,743",5.45,"106,799","-23.06","-14.27","코스닥"
"2398","099220","SDN","1,610","30","-1.83%","500","678","42,103",0,"1,565,387","20.64","5.33","코스닥"
"2399","154030","아시아종묘","7,330","330","-4.31%","500","675","9,216",5.97,"625,503","-29.56","-12.39","코스닥"
"2400","056730","포스링크","1,460","0","0.00%","500","674","46,164",4.1,"0","-1.85","N/A","코스닥"
"2401","052220","iMBC","2,930","0","0.00%","500","674","23,000",0.8,"33,351","-586","-0.21","코스닥"
"2402","010470","오리콤","5,860","0","0.00%","1,000","674","11,499",2.2,"28,629","16.46","5.74","코스닥"
"2403","067570","엔브이에이치코리아","2,340","20","+0.86%","500","672","28,722",0.97,"21,080","13.22","3.34","코스닥"
"2404","080520","오디텍","5,720","70","-1.21%","500","672","11,747",8.21,"29,210","16.97","3.45","코스닥"
"2405","085810","알티캐스트","3,165","35","+1.12%","500","672","21,223",4.56,"155,006","44.58","1.60","코스닥"
"2406","035480","마제스타","1,475","0","0.00%","500","672","45,529",0.26,"0","-3.36","N/A","코스닥"
"2407","037440","희림","4,810","30","-0.62%","500","670","13,922",2.21,"74,718","18.08","7.37","코스닥"
"2408","037330","인지디스플레","1,870","5","+0.27%","500","666","35,603",8.07,"56,916","32.81","1.42","코스닥"
"2409","106240","파인테크닉스","1,755","15","+0.86%","500","660","37,608",2.17,"245,844","-1.44","-49.64","코스닥"
"2410","024120","KB오토시스","5,730","20","-0.35%","500","659","11,500",33.78,"5,330","5.37","15.18","코스닥"
"2411","033230","인성정보","3,430","5","+0.15%","500","657","19,158",1.25,"9,842","-16.41","-9.70","코스닥"
"2412","045060","오공","3,865","50","-1.28%","500","655","16,942",0.41,"3,420,176","8.57","10.70","코스닥"
"2413","033310","디케이디앤아이","2,975","160","-5.10%","500","654","21,972",1.83,"429,131","16.9","8.29","코스닥"
"2414","043910","자연과환경","1,925","50","-2.53%","500","654","33,949",2.41,"470,515","-9.04","-26.96","코스닥"
"2415","010280","쌍용정보통신","1,615","75","+4.87%","1,000","653","40,464",0,"472,651","-12.72","-18.59","코스닥"
"2416","207760","미스터블루","2,665","0","0.00%","100","653","24,505",0.51,"51,074","22.97","10.09","코스닥"
"2417","230980","솔트웍스","5,170","260","+5.30%","100","653","12,625",1.86,"336,181","-574.44","N/A","코스닥"
"2418","148250","알엔투테크놀로지","10,300","100","+0.98%","500","652","6,329",1.46,"14,492","83.74","3.66","코스닥"
"2419","081150","티플랙스","2,680","80","-2.90%","500","650","24,268",4.79,"498,299","21.1","3.62","코스닥"
"2420","265560","영화테크","12,150","550","+4.74%","500","649","5,345",0,"32,934","9.98","14.90","코스닥"
"2421","160600","에스엔텍","5,510","30","-0.54%","500","648","11,755",0.46,"33,031","93.39","1.98","코스닥"
"2422","215480","토박스코리아","1,645","75","+4.78%","100","647","39,355",15.05,"19,597,397","109.67","3.56","코스닥"
"2423","045660","에이텍","7,810","60","-0.76%","500","645","8,260",1.29,"43,829","5","21.65","코스닥"
"2424","071850","캐스텍코리아","3,890","50","-1.27%","500","645","16,569",15.09,"60,193","16.62","2.67","코스닥"
"2425","054090","삼진엘앤디","2,580","15","-0.58%","500","644","24,959",4.33,"622,122","-4.86","-13.41","코스닥"
"2426","085670","뉴프렉스","3,035","50","+1.68%","500","642","21,156",2.45,"115,820","15.25","9.40","코스닥"
"2427","275630","에스에스알","11,050","100","+0.91%","500","640","5,795",0.05,"148,854","16.72","43.00","코스닥"
"2428","131090","시큐브","1,775","65","+3.80%","100","639","36,000",1.01,"1,344,557","21.91","13.28","코스닥"
"2429","006920","모헨즈","5,850","120","-2.01%","500","639","10,920",0.7,"88,414","37.5","8.64","코스닥"
"2430","217500","러셀","2,005","65","-3.14%","100","638","31,812",0.21,"741,160","9.93","39.52","코스닥"
"2431","052860","아이앤씨","4,030","35","-0.86%","500","637","15,795",0.12,"25,548","9.78","17.09","코스닥"
"2432","073110","엘엠에스","7,130","10","+0.14%","500","634","8,896",7.13,"44,761","6.69","8.46","코스닥"
"2433","208350","지란지교시큐리티","1,630","90","+5.84%","100","634","38,873",0.3,"313,911","9.82","N/A","코스닥"
"2434","123330","제닉","9,040","0","0.00%","500","633","7,000",2.19,"53,694","-8.47","-12.85","코스닥"
"2435","114630","우노앤컴퍼니","4,660","60","-1.27%","500","633","13,574",15.52,"6,574","-60.52","-1.49","코스닥"
"2436","001810","무림SP","2,850","15","-0.52%","500","631","22,138",2.63,"40,135","6.04","5.55","코스닥"
"2437","038530","골드퍼시픽","3,680","330","+9.85%","500","631","17,136",6.05,"2,103,459","-34.72","-23.45","코스닥"
"2438","036690","코맥스","4,410","90","-2.00%","500","630","14,280",2.46,"40,847","8.78","12.14","코스닥"
"2439","101400","엔시트론","606","5","-0.82%","100","627","103,483",0.88,"362,555","-5.09","-62.43","코스닥"
"2440","042600","새로닉스","5,040","50","-0.98%","500","626","12,424",1.14,"182,834","21.27","4.19","코스닥"
"2441","101240","씨큐브","7,690","460","+6.36%","500","619","8,050",0.96,"142,368","15.41","8.43","코스닥"
"2442","046110","한일네트웍스","5,150","0","0.00%","500","616","11,954",0.64,"14,122","3.69","33.40","코스닥"
"2443","045510","정원엔시스","1,910","10","-0.52%","500","615","32,209",2.18,"52,412","-21.95","-7.69","코스닥"
"2444","051160","지어소프트","4,300","345","+8.72%","500","615","14,291",2.36,"1,855,590","-45.26","-18.82","코스닥"
"2445","187790","나노","2,570","105","+4.26%","500","613","23,852",0.26,"5,393,150","-856.67","-0.15","코스닥"
"2446","184230","SGA솔루션즈","1,805","30","+1.69%","100","612","33,905",1.27,"1,143,595","27.35","4.60","코스닥"
"2447","099320","쎄트렉아이","16,700","450","-2.62%","500","611","3,660",1.37,"22,853","21.44","10.76","코스닥"
"2448","150840","인트로메딕","3,215","115","-3.45%","500","610","18,967",1.43,"85,343","-11.05","-34.36","코스닥"
"2449","052670","제일바이오","4,065","40","+0.99%","500","610","15,000",3.59,"310,344","76.7","2.44","코스닥"
"2450","215380","우정바이오","2,425","15","+0.62%","100","609","25,110",0.43,"338,722","-7.11","-49.15","코스닥"
"2451","086670","비엠티","7,440","160","-2.11%","500","606","8,147",3.1,"43,069","19.32","5.45","코스닥"
"2452","127710","아시아경제","2,400","20","-0.83%","500","606","25,244",0.99,"148,863","6.67","13.14","코스닥"
"2453","218150","미래생명자원","3,230","30","+0.94%","100","603","18,671",0.73,"95,881","-27.61","-9.77","코스닥"
"2454","208710","바이오로그디바이스","2,180","20","+0.93%","100","601","27,566",2.7,"353,416","17.3","8.77","코스닥"
"2455","131180","딜리","2,045","5","+0.25%","100","600","29,350",15.26,"111,448","23.51","4.55","코스닥"
"2456","032800","판타지오","825","42","+5.36%","500","600","72,704",2.15,"8,152,321","-5.57","-24.08","코스닥"
"2457","246690","티에스인베스트먼트","2,675","210","+8.52%","500","600","22,421",1.94,"953,138","35.2","7.54","코스닥"
"2458","253590","네오셈","1,665","55","-3.20%","100","598","35,906",0,"173,798","8.81","27.65","코스닥"
"2459","064820","케이프","2,335","45","-1.89%","500","596","25,529",2.23,"96,432","64.86","0.57","코스닥"
"2460","226440","한송네오텍","1,500","10","-0.66%","100","594","39,601",0.94,"310,330","10.56","52.08","코스닥"
"2461","140520","대창스틸","2,965","15","-0.50%","500","593","20,000",0.76,"82,979","30.57","1.65","코스닥"
"2462","131400","액트","3,410","155","+4.76%","500","592","17,367",0.42,"316,971","49.42","3.59","코스닥"
"2463","027580","상보","2,080","15","+0.73%","500","589","28,340",2.43,"167,454","-8.03","-13.89","코스닥"
"2464","057880","토필드","1,960","40","-2.00%","500","589","30,074",0.42,"312,609","-1.79","-76.94","코스닥"
"2465","053110","소리바다","1,045","10","+0.97%","500","589","56,357",1.16,"190,129","-8.5","-20.03","코스닥"
"2466","031860","엔에스엔","2,785","80","-2.79%","500","587","21,073",1.56,"173,806","-4.26","-59.57","코스닥"
"2467","049720","고려신용정보","4,095","25","+0.61%","500","586","14,300",1.07,"24,124","16.31","21.02","코스닥"
"2468","290120","대유에이피","5,380","90","-1.65%","500","586","10,884",0.43,"589,602","6.62","30.78","코스닥"
"2469","133750","메가엠디","2,605","20","+0.77%","500","583","22,369",3.8,"80,713","-20.67","-4.65","코스닥"
"2470","142210","유니트론텍","5,860","110","-1.84%","500","582","9,932",0.87,"59,873","18.78","9.64","코스닥"
"2471","269620","시스웍","3,230","200","+6.60%","100","581","18,000",0.41,"8,071,935","7.82","24.38","코스닥"
"2472","013810","스페코","3,950","20","-0.50%","500","579","14,655",4.2,"471,647","-127.42","-1.09","코스닥"
"2473","092870","엑시콘","6,510","30","-0.46%","500","578","8,884",2.25,"9,401","7.08","11.24","코스닥"
"2474","083500","에프엔에스테크","8,200","1,140","+16.15%","500","575","7,015",0,"841,253","-5.12","-33.16","코스닥"
"2475","003310","대주산업","1,625","10","-0.61%","500","575","35,392",1.44,"648,077","21.10","5.47","코스닥"
"2476","222810","한류AI센터","3,585","315","+9.63%","100","573","15,994",0.65,"4,423,664","-10.48","-44.04","코스닥"
"2477","208860","엔지스테크널러지","6,100","140","+2.35%","500","572","9,382",1.88,"14,822","3,050.00","0.17","코스닥"
"2478","222980","한국맥널티","11,500","200","+1.77%","500","572","4,975",0.99,"25,089","45.28","4.52","코스닥"
"2479","049120","파인디앤씨","2,300","40","+1.77%","500","571","24,832",1.43,"96,785","-2.35","-41.23","코스닥"
"2480","072770","네오디안테크놀로지","1,575","20","-1.25%","500","566","35,958",1,"109,181","-6.15","-30.47","코스닥"
"2481","138070","신진에스엠","6,300","80","-1.25%","500","565","8,972",0.66,"4,696","11.25","7.74","코스닥"
"2482","115500","케이씨에스","4,710","0","0.00%","500","565","12,000",1.12,"56,909","46.18","6.83","코스닥"
"2483","039230","에이아이비트","897","7","-0.77%","500","563","62,755",2.8,"561,740","-6.50","-33.45","코스닥"
"2484","068050","팬엔터테인먼트","4,095","25","-0.61%","500","563","13,743",1.11,"75,252","-24.82","-3.86","코스닥"
"2485","127120","디엔에이링크","4,895","135","-2.68%","500","562","11,477",1.85,"59,105","106.41","2.65","코스닥"
"2486","042500","링네트","3,760","45","-1.18%","500","562","14,937",3.03,"73,043","11.86","8.91","코스닥"
"2487","087600","픽셀플러스","6,870","90","-1.29%","500","561","8,167",0.73,"6,081","-25.35","-2.23","코스닥"
"2488","066910","손오공","2,560","30","+1.19%","500","561","21,896",2.94,"50,880","-4.56","-48.70","코스닥"
"2489","001000","신라섬유","2,305","5","+0.22%","100","560","24,278",4.53,"10,791","135.59","2.94","코스닥"
"2490","024910","경창산업","1,560","35","+2.30%","500","559","35,819",3.29,"119,342","-1.77","-17.14","코스닥"
"2491","006050","국영지앤엠","1,595","15","+0.95%","500","557","34,895",3.26,"675,571","38.90","2.78","코스닥"
"2492","128660","피제이메탈","2,235","35","-1.54%","500","554","24,803",1.34,"76,184","10.35","13.77","코스닥"
"2493","139670","넥스트리밍","7,900","790","+11.11%","500","554","7,017",1.03,"350,634","-12.93","-27.29","코스닥"
"2494","048770","TPC","4,295","5","+0.12%","500","554","12,900",0.38,"4,875","13.99","18.50","코스닥"
"2495","020180","대신정보통신","1,440","5","-0.35%","500","553","38,429",1.5,"324,170","65.45","3.57","코스닥"
"2496","072990","에이치시티","12,000","50","-0.41%","500","550","4,580",1.68,"53,143","631.58","0.21","코스닥"
"2497","128540","에코캡","3,770","50","+1.34%","100","549","14,559",0.22,"119,819","11.22","8.04","코스닥"
"2498","065500","오리엔트정공","468","1","+0.21%","500","549","117,215",1.82,"315,211","-23.40","-3.88","코스닥"
"2499","197210","리드","3,715","190","-4.87%","500","548","14,754",2.73,"360,092","-1.64","-208.81","코스닥"
"2500","263860","지니언스","5,790","10","-0.17%","500","547","9,445",1.3,"35,990","13.99","13.63","코스닥"
"2501","250000","보라티알","8,100","30","-0.37%","500","547","6,751",0.7,"28,806","6.41","N/A","코스닥"
"2502","081580","성우전자","3,525","85","-2.35%","500","547","15,508",1.79,"28,514","7.55","7.11","코스닥"
"2503","104040","대성파인텍","1,735","20","+1.17%","100","543","31,301",1.45,"630,548","22.83","4.75","코스닥"
"2504","161570","THE MIDONG","3,930","175","-4.26%","500","542","13,792",8.7,"458,221","-15.12","-7.64","코스닥"
"2505","217820","엔에스","11,050","150","-1.34%","500","541","4,900",1.03,"10,465","54.43","4.21","코스닥"
"2506","060540","에스에이티","2,065","5","+0.24%","500","540","26,133",1.45,"179,484","7.73","9.89","코스닥"
"2507","237750","피앤씨테크","8,300","30","-0.36%","500","539","6,497",1.07,"14,663","14.19","7.14","코스닥"
"2508","213090","미래테크놀로지","8,800","170","+1.97%","500","539","6,121",0.33,"6,530","9.90","N/A","코스닥"
"2509","054920","한컴시큐어","3,595","60","+1.70%","500","538","14,965",1.67,"240,090","32.98","2.66","코스닥"
"2510","101390","아이엠","1,430","25","+1.78%","500","537","37,572",7.34,"757,388","-10.83","-7.48","코스닥"
"2511","064290","인텍플러스","4,860","40","+0.83%","500","537","11,043",0,"80,569","-243.00","N/A","코스닥"
"2512","263810","상신전자","6,600","370","+5.94%","500","536","8,117",0.77,"237,784","11.28","18.94","코스닥"
"2513","101930","인화정공","5,730","20","-0.35%","500","535","9,332",0.6,"13,003","5.13","7.31","코스닥"
"2514","101170","우림기계","3,940","105","-2.60%","500","532","13,500",2.48,"58,844","-26.44","-2.34","코스닥"
"2515","002680","한탑","2,550","70","-2.67%","500","530","20,800",0.86,"119,705","-14.01","-8.23","코스닥"
"2516","041020","인프라웨어","1,415","5","-0.35%","500","530","37,463",2.13,"63,550","-2.67","-41.78","코스닥"
"2517","189980","흥국에프엔비","7,210","0","0.00%","500","529","7,341",1.05,"14,027","20.20","4.64","코스닥"
"2518","056700","신화인터텍","1,810","0","0.00%","500","527","29,135",7.14,"52,733","-22.07","-2.52","코스닥"
"2519","097800","윈팩","1,460","50","+3.55%","500","527","36,083",1.23,"925,025","-4.38","-24.87","코스닥"
"2520","023460","CNH","1,415","5","+0.35%","2,500","526","37,200",1.31,"77,292","18.14","2.90","코스닥"
"2521","105550","트루윈","4,745","80","+1.71%","500","524","11,043",0.37,"5,311","-6.96","-34.40","코스닥"
"2522","005670","푸드웰","6,550","80","-1.21%","500","524","8,000",0.84,"19,883","20.15","5.95","코스닥"
"2523","101730","조이맥스","6,160","60","-0.96%","500","524","8,505",1.12,"10,604","-4.89","-16.53","코스닥"
"2524","177830","파버나인","4,835","60","+1.26%","500","524","10,834",3.62,"35,638","72.16","1.38","코스닥"
"2525","094360","칩스앤미디어","7,050","10","-0.14%","500","523","7,416",2.52,"17,127","-22.38","-8.34","코스닥"
"2526","049470","SGA","540","3","-0.55%","500","522","96,724",1.88,"152,053","-2.58","-33.42","코스닥"
"2527","021880","메이슨캐피탈","526","10","+1.94%","500","522","99,184",0.44,"1,915,145","-52.6","-2.28","코스닥"
"2528","123570","이엠넷","2,330","5","-0.21%","500","519","22,276",26.92,"74,555","13.47","9.32","코스닥"
"2529","065570","삼영이엔씨","5,890","20","+0.34%","500","518","8,800",2.31,"7,992","16.5","N/A","코스닥"
"2530","073010","케이에스피","1,430","0","0.00%","500","518","36,192",0.08,"0","-0.6","-41.73","코스닥"
"2531","096610","알에프세미","6,360","110","+1.76%","500","516","8,121",0.5,"69,571","-38.08","-2.57","코스닥"
"2532","221980","케이디켐","12,800","50","-0.39%","500","516","4,035",0.74,"2,635","7.78","10.14","코스닥"
"2533","030350","드래곤플라이","3,225","90","-2.71%","500","516","16,008",0.93,"134,023","-4.92","-35.84","코스닥"
"2534","075970","동국알앤에스","2,800","25","-0.88%","1,000","515","18,400",3.3,"242,187","20.44","3.49","코스닥"
"2535","264660","씨앤지하이테크","6,110","20","+0.33%","500","514","8,405",1.41,"32,779","4.22","40.14","코스닥"
"2536","090740","연이정보통신","3,195","15","-0.47%","500","511","16,000",2.43,"206,970","-3.2","-25.05","코스닥"
"2537","263800","데이타솔루션","3,245","125","+4.01%","500","510","15,719",0.81,"80,129","49.17","3.77","코스닥"
"2538","094970","제이엠티","3,045","30","-0.98%","500","510","16,748",2.47,"48,655","6.53","19.27","코스닥"
"2539","177350","베셀","4,550","210","+4.84%","500","509","11,192",1.34,"396,068","10.16","11.44","코스닥"
"2540","025950","동신건설","6,040","40","-0.66%","500","507","8,400",3.63,"14,958","4.74","13.01","코스닥"
"2541","277410","인산가","2,070","50","+2.48%","100","507","24,471",0.39,"1,500,198","14.38","27.33","코스닥"
"2542","036640","HRS","3,070","15","+0.49%","500","502","16,355",1.91,"16,863","7.99","8.10","코스닥"
"2543","043100","솔고바이오","310","4","+1.31%","500","501","161,726",2.17,"8,334,077","-4.49","-21.69","코스닥"
"2544","214310","세미콘라이트","767","19","+2.54%","100","501","65,341",4.66,"1,666,258","-2.41","-61.90","코스닥"
"2545","039240","경남스틸","2,000","0","0.00%","100","500","25,000",1.94,"87,713","9.3","6.50","코스닥"
"2546","290270","휴네시온","10,400","100","+0.97%","500","500","4,804",0.15,"1,168,953","10.54","45.39","코스닥"
"2547","043220","에이치엘비파워","831","29","-3.37%","500","496","59,721",1.43,"244,633","-2.53","-53.64","코스닥"
"2548","051390","YW","4,355","75","+1.75%","500","495","11,355",1.45,"104,037","17.35","4.09","코스닥"
"2549","024060","흥구석유","3,290","30","-0.90%","100","494","15,000",2.98,"176,825","23.84","2.97","코스닥"
"2550","012860","서연전자","1,825","5","-0.27%","500","493","27,000",1.81,"30,592","-1.22","-27.14","코스닥"
"2551","091340","S&K폴리텍","4,210","125","+3.06%","500","493","11,704",1.62,"441,020","11.26","5.93","코스닥"
"2552","024830","세원물산","5,900","40","+0.68%","500","493","8,350",2.63,"3,774","7.6","3.49","코스닥"
"2553","238120","로고스바이오","13,700","150","-1.08%","500","492","3,595",2.02,"16,824","-27.96","-7.49","코스닥"
"2554","242040","나무기술","1,745","20","-1.13%","100","492","28,193",0.84,"89,792","52.88","15.07","코스닥"
"2555","083450","GST","5,270","90","-1.68%","500","491","9,318",5.37,"20,097","3.21","23.25","코스닥"
"2556","007370","진양제약","4,085","5","+0.12%","500","490","12,000",3.06,"23,058","-8.49","-12.60","코스닥"
"2557","067920","이글루시큐리티","4,455","45","-1.00%","500","490","10,996",0.85,"19,327","11.39","10.80","코스닥"
"2558","037030","파워넷","4,075","100","+2.52%","1,000","489","12,010",1.93,"64,356","6.06","23.89","코스닥"
"2559","018700","바른손","2,975","70","-2.30%","1,000","488","16,417",0,"184,249","-8.17","-13.30","코스닥"
"2561","054300","팬스타엔터프라이즈","1,100","95","-7.95%","500","488","44,378",1.16,"8,055,183","19.64","7.35","코스닥"
"2562","038620","위즈코프","1,255","10","+0.80%","500","487","38,831",2.8,"297,660","31.38","3.75","코스닥"
"2564","089530","에이티세미콘","683","3","+0.44%","500","486","71,142",1.01,"140,699","6.97","22.21","코스닥"
"2565","052190","이에스에이","1,750","30","-1.69%","500","485","27,708",5.68,"210,951","-0.72","-159.19","코스닥"
"2566","049550","잉크테크","3,025","50","-1.63%","500","485","16,020",0.5,"11,009","-1.51","-65.57","코스닥"
"2567","038340","UCI","3,600","0","0.00%","500","484","13,434",0.7,"0","-3.12","-143.26","코스닥"
"2568","212560","네오오토","6,140","110","-1.76%","500","484","7,875",0.85,"69,704","11.7","5.84","코스닥"
"2569","044960","이글벳","3,810","10","-0.26%","500","482","12,642",1.62,"54,986","28.65","4.89","코스닥"
"2570","078650","코렌","1,600","0","0.00%","500","481","30,071",4.12,"156,638","-1.32","-91.06","코스닥"
"2571","053270","구영테크","1,820","5","-0.27%","500","480","26,394",1.6,"181,264","26","2.62","코스닥"
"2572","092300","현우산업","3,355","25","-0.74%","500","480","14,317",1.47,"18,134","9.72","6.68","코스닥"
"2573","000440","중앙에너비스","7,700","200","+2.67%","500","479","6,227",0.31,"8,994","29.96","3.57","코스닥"
"2574","012340","뉴인텍","881","6","-0.68%","500","477","54,134",1.7,"145,436","-12.07","-21.12","코스닥"
"2575","219750","지티지웰니스","7,670","250","+3.37%","500","479","6,250",1.22,"64,520","15.95","24.72","코스닥"
"2576","221610","한솔씨앤피","12,000","750","-5.88%","500","479","3,994",0.28,"92,181","-136.36","-0.94","코스닥"
"2577","065690","대진디엠피","3,430","90","+2.69%","500","479","13,964",1.69,"53,005","-18.15","-2.97","코스닥"
"2578","032680","소프트센","1,460","5","+0.34%","500","478","32,729",2.79,"26,415","-58.40","-2.35","코스닥"
"2579","147760","마이크로프랜드","4,415","70","-1.56%","500","478","10,820",4.84,"50,006","8.59","12.21","코스닥"
"2580","021650","한국큐빅","2,915","40","+1.39%","500","477","16,351",3.73,"56,031","52.05","1.41","코스닥"
"2581","076080","웰크론한텍","2,455","15","-0.61%","500","475","19,363",0.64,"238,254","-45.46","-1.53","코스닥"
"2582","008470","부스타","5,650","10","-0.18%","500","475","8,405",1.75,"18,432","10.24","6.86","코스닥"
"2583","033790","스카이문스테크놀로지","2,770","0","0.00%","500","474","17,117",52.86,"57,725","-8.58","N/A","코스닥"
"2584","075130","플랜티넷","5,290","10","-0.19%","500","474","8,960",0.69,"41,274","-50.38","-1.37","코스닥"
"2585","085910","네오티스","4,285","30","-0.70%","500","472","11,014",9.4,"4,215","-6.46","-14.48","코스닥"
"2586","093380","풍강","4,775","95","-1.95%","500","472","9,879",0.32,"567,662","58.23","1.35","코스닥"
"2587","052900","KMH하이텍","1,005","0","0.00%","500","471","46,885",3.11,"209,402","-111.67","-0.87","코스닥"
"2588","046310","백금T&A","3,085","25","-0.80%","500","469","15,212",2.88,"458,584","15.27","9.12","코스닥"
"2589","050960","수산아이앤티","6,940","160","-2.25%","500","469","6,751",0.26,"15,386","11.12","6.12","코스닥"
"2590","115440","우리넷","7,350","60","+0.82%","500","468","6,366",1.75,"25,254","13.64","6.97","코스닥"
"2591","114190","웰크론강원","3,040","20","+0.66%","500","467","15,367",2.17,"55,588","-7.47","-12.58","코스닥"
"2592","189860","서전기전","4,800","90","-1.84%","500","466","9,699",4.13,"124,428","16.67","8.58","코스닥"
"2593","154040","솔루에타","3,850","115","-2.90%","500","465","12,087",1.58,"108,805","3,850.00","0.01","코스닥"
"2594","111820","지와이커머스","2,250","0","0.00%","500","463","20,557",16.51,"0","50.00","1.07","코스닥"
"2595","079000","와토스코리아","6,420","230","+3.72%","500","462","7,200",0.46,"164,118","12.69","5.13","코스닥"
"2596","053050","지에스이","1,540","20","-1.28%","500","462","29,988",0.72,"40,844","9.17","8.40","코스닥"
"2597","089850","유비벨록스","6,470","80","+1.25%","500","460","7,116",2.57,"59,630","-8.01","-8.20","코스닥"
"2598","173130","오파스넷","11,350","50","+0.44%","500","457","4,026",0.21,"23,349","10.71","20.58","코스닥"
"2599","126640","화신정공","1,255","10","+0.80%","100","456","36,374",1.31,"52,978","14.76","3.81","코스닥"
"2600","136510","쎄미시스코","8,440","230","+2.80%","500","456","5,400",0.94,"33,288","15.10","9.80","코스닥"
"2601","050090","휘닉스소재","659","6","-0.90%","500","456","69,139",2.15,"331,791","-18.31","-8.09","코스닥"
"2602","122690","서진오토모티브","2,330","20","-0.85%","500","455","19,541",0.84,"3,825","-4.15","-9.16","코스닥"
"2603","028080","휴맥스홀딩스","3,615","15","+0.42%","500","455","12,578",0,"1,104","-1.56","-16.25","코스닥"
"2604","096640","멜파스","2,135","35","-1.61%","500","454","21,257",1.01,"33,972","-1.44","-38.47","코스닥"
"2605","205470","휴마시스","1,615","5","+0.31%","100","453","28,042",0.34,"273,058","-4.63","-63.78","코스닥"
"2606","203450","유니온커뮤니티","3,085","60","+1.98%","500","453","14,679",18.07,"203,195","25.08","5.70","코스닥"
"2607","059100","아이컴포넌트","6,390","110","+1.75%","500","452","7,071",8.38,"14,979","-5.44","-22.34","코스닥"
"2608","094190","이엘케이","633","7","+1.12%","500","451","71,192",1.39,"21,257,466","-4.25","-26.82","코스닥"
"2609","008370","원풍","3,755","5","-0.13%","500","451","12,000",1.78,"56,215","19.76","3.02","코스닥"
"2610","054540","삼영엠텍","3,465","25","-0.72%","500","450","13,000",5.5,"25,842","25.86","2.36","코스닥"
"2611","293580","나우아이비캐피탈","4,750","150","+3.26%","5,000","450","9,480",0.15,"73,040","6.47","11.46","코스닥"
"2612","208370","셀바스헬스케어","3,420","80","-2.29%","500","450","13,147",1.32,"30,231","-39.31","-4.08","코스닥"
"2613","058530","슈펙스비앤피","764","1","-0.13%","500","449","58,787",4.28,"138,933","-1.51","-42.36","코스닥"
"2614","192390","윈하이텍","4,475","65","-1.43%","500","448","10,020",0.87,"44,190","11.42","7.73","코스닥"
"2615","019990","에너토크","4,590","20","-0.43%","500","448","9,756",19.44,"160,107","111.95","0.98","코스닥"
"2616","171010","램테크놀러지","3,900","35","-0.89%","500","447","11,461",0.19,"8,494","48.15","5.33","코스닥"
"2617","053660","현진소재","1,900","20","-1.04%","500","446","23,500",0.72,"113,346","-1.02","-217.00","코스닥"
"2618","123750","알톤스포츠","3,495","0","0.00%","500","445","12,746",1.39,"15,156","-2.09","-51.70","코스닥"
"2619","189690","포시에스","5,920","40","-0.67%","500","445","7,516",1.55,"3,134","7.04","13.69","코스닥"
"2620","181340","이즈미디어","6,310","640","+11.29%","500","445","7,045",0.3,"631,041","119.06","1.19","코스닥"
"2621","170030","현대공업","2,885","5","-0.17%","500","443","15,340",2.41,"15,184","7.11","6.46","코스닥"
"2622","019770","서연탑메탈","3,790","95","+2.57%","500","442","11,650",0.82,"128,760","9.57","6.04","코스닥"
"2623","017000","신원종합개발","4,350","45","-1.02%","5,000","438","10,068",3.81,"17,004","3.16","N/A","코스닥"
"2624","065440","이루온","1,600","10","+0.63%","500","436","27,275",0.99,"382,559","-17.20","-8.88","코스닥"
"2625","053290","NE능률","3,240","45","+1.41%","500","437","13,498",0.18,"6,428","53.11","1.30","코스닥"
"2626","065770","CS","2,315","35","-1.49%","500","436","18,835",0.58,"48,586","43.68","5.18","코스닥"
"2627","032540","TJ미디어","3,120","100","-3.11%","500","435","13,932",0.63,"50,441","26.00","2.07","코스닥"
"2628","028040","미래SCI","1,410","55","-3.75%","500","434","30,812",1.36,"699,047","-3.99","-36.99","코스닥"
"2629","019570","제미니투자","821","12","+1.48%","500","434","52,865",3.05,"469,524","-30.41","-7.02","코스닥"
"2630","060260","뉴보텍","1,615","15","-0.92%","500","434","26,864",1.69,"363,808","-29.91","-8.36","코스닥"
"2631","052460","아이크래프트","2,965","0","0.00%","500","433","14,608",2.31,"54,695","19.77","6.20","코스닥"
"2632","096690","제이스테판","162","0","0.00%","100","433","267,349",2.29,"925,710","-5.23","-9.35","코스닥"
"2633","115480","씨유메디칼","2,720","20","-0.73%","500","432","15,891",2.21,"53,531","-12.95","-7.53","코스닥"
"2634","109080","옵티시스","7,650","60","-0.78%","500","431","5,636",1.61,"16,511","25.33","5.28","코스닥"
"2635","224110","에이텍티앤","8,040","30","-0.37%","500","429","5,340",3.61,"10,901","4.88","N/A","코스닥"
"2636","024740","한일단조","1,435","50","+3.61%","500","429","29,891",1.3,"3,314,878","-10.18","-3.13","코스닥"
"2637","153490","우리이앤엘","859","10","+1.18%","500","429","49,900",0.46,"60,314","-1.48","-42.13","코스닥"
"2638","032750","삼진","7,100","200","+2.90%","500","426","6,000",2.12,"26,769","15.40","4.39","코스닥"
