"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE","market"
"1","005930","삼성전자","43,850","400","-0.90%","100","2,617,750","5,969,783",56.73,"8,465,288","9.74","20.22","코스피"
"2","000660","SK하이닉스","67,800","1,900","-2.73%","5,000","493,586","728,002",50.25,"4,578,008","4.64","36.80","코스피"
"3","005935","삼성전자우","35,500","200","-0.56%","100","292,125","822,887",92.7,"972,625","7.88","N/A","코스피"
"4","005380","현대차","124,500","3,000","+2.47%","5,000","266,017","213,668",44.58,"525,470","8.81","5.92","코스피"
"5","068270","셀트리온","210,000","0","0.00%","1,000","263,469","125,461",19.67,"385,651","67.05","17.84","코스피"
"6","051910","LG화학","372,500","1,000","-0.27%","5,000","262,956","70,592",38.26,"162,515","14.99","12.92","코스피"
"7","207940","삼성바이오로직스","379,000","3,000","-0.79%","2,500","250,765","66,165",8.48,"66,943","-258.53","-2.41","코스피"
"8","035420","NAVER","138,000","2,500","+1.85%","100","227,442","164,813",59.43,"339,814","29.43","18.50","코스피"
"9","015760","한국전력","35,400","250","-0.70%","5,000","227,255","641,964",28.83,"629,057","17.50","1.81","코스피"
"10","005490","POSCO","254,500","1,000","-0.39%","5,000","221,890","87,187",54.21,"148,957","7.95","6.48","코스피"
"11","017670","SK텔레콤","259,000","2,000","-0.77%","500","209,131","80,746",40.68,"125,491","8.04","15.38","코스피"
"12","028260","삼성물산","110,000","2,500","-2.22%","100","208,659","189,690",14.1,"281,276","32.89","3.13","코스피"
"13","012330","현대모비스","212,000","2,000","+0.95%","5,000","206,369","97,344",46.36,"197,581","13.16","5.43","코스피"
"14","055550","신한지주","42,550","200","-0.47%","5,000","201,772","474,200",67.12,"733,146","6.92","9.13","코스피"
"15","051900","LG생활건강","1,240,000","2,000","+0.16%","5,000","193,666","15,618",45.53,"21,782","32.18","20.98","코스피"
"16","034730","SK","274,000","4,000","+1.48%","200","192,787","70,360",26.64,"65,355","11.59","12.53","코스피"
"17","105560","KB금융","43,050","100","-0.23%","5,000","179,997","418,112",66.52,"1,236,631","5.44","10.18","코스피"
"18","018260","삼성에스디에스","231,000","500","-0.22%","500","178,743","77,378",12.68,"49,896","33.70","9.91","코스피"
"19","096770","SK이노베이션","192,000","4,000","+2.13%","5,000","177,534","92,466",37.75,"225,951","8.55","11.96","코스피"
"20","032830","삼성생명","86,600","1,100","-1.25%","500","173,200","200,000",16.66,"206,802","14.85","4.51","코스피"
"21","006400","삼성SDI","231,500","1,000","+0.43%","5,000","159,190","68,765",40.2,"232,504","23.24","6.05","코스피"
"22","033780","KT&G","107,000","1,000","+0.94%","5,000","146,903","137,292",51.76,"195,973","12.62","15.71","코스피"
"23","000810","삼성화재","298,000","3,000","-1.00%","500","141,177","47,375",50.24,"45,428","15.59","8.46","코스피"
"24","000270","기아차","34,450","400","-1.15%","5,000","139,648","405,363",41.69,"873,478","12.08","4.27","코스피"
"25","003550","LG","74,800","500","+0.67%","5,000","129,073","172,557",34.47,"177,414","5.49","16.04","코스피"
"26","066570","LG전자","74,000","2,700","+3.79%","5,000","121,099","163,648",30.26,"1,398,004","7.75","13.69","코스피"
"27","010950","S-Oil","105,000","3,000","+2.94%","2,500","118,212","112,583",78.92,"524,020","9.82","18.84","코스피"
"28","086790","하나금융지주","38,400","400","+1.05%","5,000","115,293","300,242",69.88,"704,257","5.58","8.79","코스피"
"29","090430","아모레퍼시픽","194,000","3,500","-1.77%","500","113,409","58,458",33.26,"111,651","33.98","9.81","코스피"
"30","011170","롯데케미칼","309,500","1,000","-0.32%","5,000","106,082","34,275",32.91,"92,263","4.73","21.52","코스피"
"31","036570","엔씨소프트","447,500","2,500","+0.56%","500","98,177","21,939",48.32,"66,442","22.26","19.14","코스피"
"32","316140","우리금융지주","14,300","50","+0.35%","5,000","97,263","680,164",27.26,"911,693","N/A","N/A","코스피"
"33","251270","넷마블","112,500","500","+0.45%","100","95,925","85,267",25.32,"114,665","28.86","11.17","코스피"
"34","009540","현대중공업","134,500","1,000","+0.75%","5,000","95,190","70,773",15.58,"162,255","3.57","18.17","코스피"
"35","035720","카카오","106,000","500","-0.47%","500","88,391","83,388",24.31,"265,912","66.17","2.91","코스피"
"36","010130","고려아연","450,000","1,500","-0.33%","5,000","84,915","18,870",23.23,"17,288","13.50","10.96","코스피"
"38","024110","기업은행","14,000","0","0.00%","5,000","78,397","559,979",23.89,"506,799","6.13","7.98","코스피"
"39","034220","LG디스플레이","21,300","500","+2.40%","5,000","76,215","357,816",26.17,"2,311,453","4.23","13.19","코스피"
"40","009150","삼성전기","101,500","1,500","-1.46%","5,000","75,814","74,694",19.92,"904,943","48.70","3.82","코스피"
"41","030200","KT","28,100","50","-0.18%","5,000","73,372","261,112",49,"310,203","15.39","4.12","코스피"
"42","021240","코웨이","94,000","1,600","+1.73%","500","69,372","73,800",62.58,"177,490","21.72","30.12","코스피"
"43","035250","강원랜드","30,750","0","0.00%","500","65,787","213,940",29.05,"284,419","15.04","12.96","코스피"
"44","032640","LG유플러스","14,950","250","-1.64%","5,000","65,273","436,611",39.87,"969,121","11.93","10.88","코스피"
"45","018880","한온시스템","12,200","100","+0.83%","100","65,124","533,800",18.75,"255,477","22.55","15.16","코스피"
"46","004020","현대제철","47,600","200","+0.42%","5,000","63,520","133,446",26.63,"237,056","8.87","4.35","코스피"
"47","002790","아모레G","71,800","1,300","-1.78%","500","59,205","82,458",21.21,"87,178","31.51","6.95","코스피"
"48","000720","현대건설","52,600","1,500","-2.77%","5,000","58,573","111,356",26.28,"1,090,605","29.06","3.15","코스피"
"49","010140","삼성중공업","9,150","10","-0.11%","5,000","57,645","630,000",18.6,"2,147,767","-11.95","-5.62","코스피"
"50","267250","현대중공업지주","353,500","5,000","-1.39%","5,000","57,573","16,287",21.49,"16,852","4.08","N/A","코스피"
"51","128940","한미약품","489,500","11,500","-2.30%","2,500","56,842","11,612",14.12,"26,457","94.06","8.82","코스피"
"52","004990","롯데지주","51,400","600","-1.15%","200","53,923","104,909",13.71,"134,580","4.85","10.96","코스피"
"53","008930","한미사이언스","83,000","100","+0.12%","500","53,737","64,743",5.27,"63,722","178.88","4.59","코스피"
"54","023530","롯데쇼핑","189,000","1,500","-0.79%","5,000","53,466","28,289",20.05,"53,255","-42.60","-0.94","코스피"
"55","161390","한국타이어","42,350","100","-0.24%","500","52,461","123,875",41.34,"87,902","8.76","9.74","코스피"
"56","086280","현대글로비스","136,500","500","-0.36%","500","51,188","37,500",33.55,"51,796","7.52","18.23","코스피"
"57","005830","DB손해보험","71,500","800","-1.11%","500","50,622","70,800",48.13,"79,813","7.66","15.21","코스피"
"58","006800","미래에셋대우","7,580","30","-0.39%","5,000","49,900","658,316",13.1,"816,890","10.24","7.19","코스피"
"59","139480","이마트","177,000","5,000","-2.75%","5,000","49,340","27,876",47.46,"111,234","8.01","7.73","코스피"
"60","097950","CJ제일제당","325,000","4,000","+1.25%","5,000","48,926","15,054",20.56,"44,184","12.73","10.91","코스피"
"61","078930","GS","52,100","400","-0.76%","5,000","48,409","92,915",21.96,"98,687","5.00","13.42","코스피"
"62","036460","한국가스공사","50,800","300","-0.59%","5,000","46,895","92,313",15.93,"123,251","-3.89","-14.03","코스피"
"64","000120","CJ대한통운","188,000","2,500","-1.31%","5,000","42,887","22,812",17.55,"41,950","136.23","1.34","코스피"
"65","271560","오리온","107,000","2,500","-2.28%","500","42,304","39,536",37.75,"130,726","32.81","N/A","코스피"
"66","029780","삼성카드","33,550","0","0.00%","5,000","38,871","115,859",11.5,"51,794","10.05","5.71","코스피"
"67","009830","한화케미칼","23,300","100","+0.43%","5,000","38,005","163,110",24.66,"481,871","4.69","14.60","코스피"
"68","012750","에스원","98,800","1,700","-1.69%","500","37,543","37,999",55.09,"32,028","26.19","12.42","코스피"
"69","081660","휠라코리아","60,100","2,300","+3.98%","1,000","36,730","61,115",50.5,"1,076,867","58.35","7.53","코스피"
"70","047810","한국항공우주","37,200","600","-1.59%","5,000","36,261","97,475",15.53,"510,362","-15.42","-18.19","코스피"
"71","005940","NH투자증권","12,850","100","-0.77%","5,000","36,161","281,409",14.37,"429,242","11.02","7.40","코스피"
"72","001040","CJ","123,500","1,000","-0.80%","5,000","36,034","29,177",19.27,"28,266","8.37","12.10","코스피"
"73","088350","한화생명","4,120","15","-0.36%","5,000","35,783","868,530",17.32,"803,645","6.12","7.70","코스피"
"74","282330","BGF리테일","206,000","3,000","-1.44%","1,000","35,605","17,284",34.58,"32,361","21.26","N/A","코스피"
"76","071050","한국금융지주","62,300","300","+0.48%","5,000","34,717","55,726",36.23,"116,723","7.52","14.11","코스피"
"77","003490","대한항공","35,750","0","0.00%","5,000","33,907","94,845",23.9,"288,622","4.14","29.37","코스피"
"78","002380","KCC","318,000","2,000","-0.62%","5,000","33,570","10,557",20.38,"7,920","80.34","0.71","코스피"
"79","006360","GS건설","42,150","750","+1.81%","5,000","33,564","79,630",28.92,"407,214","-17.87","-5.22","코스피"
"80","001450","현대해상","37,450","0","0.00%","500","33,480","89,400",46.66,"170,424","7.21","15.61","코스피"
"81","042660","대우조선해양","31,000","300","-0.96%","5,000","33,234","107,206",10.83,"167,464","4.16","28.12","코스피"
"82","000210","대림산업","94,900","1,200","+1.28%","5,000","33,025","34,800",46.25,"109,568","7.47","10.14","코스피"
"83","000100","유한양행","258,000","5,000","-1.90%","5,000","32,965","12,777",23.53,"54,128","30.79","7.04","코스피"
"84","003410","쌍용양회","6,380","30","+0.47%","1,000","32,146","503,860",4.87,"844,151","10.41","16.56","코스피"
"85","008770","호텔신라","80,600","2,600","-3.12%","5,000","31,634","39,248",22.17,"780,127","127.53","3.81","코스피"
"86","241560","두산밥캣","31,400","250","-0.79%","500","31,478","100,249",25.79,"136,770","11.50","8.08","코스피"
"87","016360","삼성증권","33,950","150","+0.44%","5,000","30,317","89,300",25.51,"170,868","10.86","6.60","코스피"
"88","028050","삼성엔지니어링","15,400","450","-2.84%","5,000","30,184","196,000",24.18,"2,070,248","-66.67","-4.45","코스피"
"89","007070","GS리테일","38,650","900","-2.28%","1,000","29,760","77,000",21.81,"143,722","25.18","5.88","코스피"
"90","005387","현대차2우B","79,000","0","0.00%","5,000","28,824","36,485",78.53,"74,287","5.59","N/A","코스피"
"91","079440","오렌지라이프","35,100","50","+0.14%","1,000","28,782","82,000",36.36,"63,056","8.46","8.71","코스피"
"92","008560","메리츠종금증권","4,750","40","-0.84%","1,000","28,768","605,641",11.97,"1,003,451","8.50","13.79","코스피"
"93","011780","금호석유","94,300","2,100","-2.18%","5,000","28,731","30,468",32.23,"108,926","14.79","12.34","코스피"
"94","004170","신세계","282,000","8,000","-2.76%","5,000","27,763","9,845",28.09,"42,778","15.23","5.48","코스피"
"95","007310","오뚜기","766,000","2,000","-0.26%","5,000","27,616","3,605",16.92,"2,222","20.07","12.34","코스피"
"96","030000","제일기획","23,950","200","-0.83%","200","27,552","115,041",38.64,"263,716","21.67","15.81","코스피"
"97","011070","LG이노텍","110,500","500","+0.45%","5,000","26,152","23,667",27.38,"109,618","14.96","9.37","코스피"
"98","000060","메리츠화재","22,650","500","+2.26%","500","25,749","113,680",15.37,"95,086","6.51","22.59","코스피"
"99","010060","OCI","104,000","1,000","-0.95%","5,000","24,803","23,849",24.34,"85,525","10.56","7.18","코스피"
"100","010620","현대미포조선","60,500","100","-0.17%","5,000","24,165","39,942",12.92,"158,643","5.53","20.05","코스피"
"101","000880","한화","31,850","150","-0.47%","5,000","23,874","74,959",25.69,"101,670","7.69","9.06","코스피"
"102","017800","현대엘리베이","86,200","4,300","-4.75%","5,000","23,410","27,158",20.84,"1,193,891","22.68","11.60","코스피"
"104","047050","포스코대우","18,700","50","+0.27%","5,000","23,071","123,375",10.14,"175,879","12.95","6.61","코스피"
"105","069960","현대백화점","97,600","400","-0.41%","5,000","22,841","23,402",31.9,"51,730","9.00","6.63","코스피"
"106","138930","BNK금융지주","6,980","30","-0.43%","5,000","22,750","325,935",52.42,"555,158","5.64","5.83","코스피"
"107","028670","팬오션","4,240","30","-0.70%","1,000","22,666","534,569",9.37,"809,991","15.82","5.80","코스피"
"108","294870","HDC현대산업개발","51,100","0","0.00%","5,000","22,452","43,938",31.05,"142,743","N/A","N/A","코스피"
"109","069620","대웅제약","190,000","2,500","+1.33%","2,500","22,014","11,587",5.4,"59,549","69.70","6.20","코스피"
"110","009240","한샘","89,800","3,500","-3.75%","1,000","21,133","23,534",23.47,"216,560","22.03","18.30","코스피"
"111","026960","동서","21,050","450","+2.18%","500","20,987","99,700",7.2,"188,543","18.01","9.39","코스피"
"112","047040","대우건설","4,955","5","+0.10%","5,000","20,594","415,623",12.5,"749,151","7.95","12.12","코스피"
"113","009420","한올바이오파마","37,750","1,100","-2.83%","500","19,721","52,241",9.3,"534,819","340.09","5.39","코스피"
"114","064350","현대로템","23,150","1,000","-4.14%","5,000","19,678","85,000",2.88,"1,529,307","-41.56","-3.46","코스피"
"115","006260","LS","57,700","200","+0.35%","5,000","18,579","32,200",15.86,"65,546","6.26","11.48","코스피"
"116","006280","녹십자","156,000","1,000","-0.64%","5,000","18,231","11,687",21.45,"38,380","34.24","5.24","코스피"
"117","138040","메리츠금융지주","13,000","50","-0.38%","500","18,229","140,224",7.45,"62,208","5.02","19.40","코스피"
"118","020150","일진머티리얼즈","39,500","150","+0.38%","500","18,214","46,111",5.16,"289,249","39.50","10.33","코스피"
"119","039490","키움증권","81,700","300","+0.37%","5,000","18,055","22,100",21.98,"57,322","7.52","17.36","코스피"
"120","000150","두산","97,600","200","-0.20%","5,000","17,800","18,238",8.23,"33,093","61.23","1.67","코스피"
"121","031430","신세계인터내셔날","249,000","7,500","+3.11%","5,000","17,779","7,140",7.03,"60,949","73.87","4.96","코스피"
"123","161890","한국콜마","78,700","1,000","-1.25%","500","17,587","22,347",40.78,"84,570","35.13","16.44","코스피"
"124","005385","현대차우","72,200","1,000","+1.40%","5,000","17,586","24,357",68.06,"55,423","5.11","N/A","코스피"
"125","012450","한화에어로스페이스","33,500","600","-1.76%","5,000","17,433","52,040",14.83,"197,482","-36.69","-2.14","코스피"
"126","004370","농심","284,000","2,000","+0.71%","5,000","17,275","6,083",20.07,"14,201","19.05","5.01","코스피"
"127","180640","한진칼","28,550","350","+1.24%","2,500","16,893","59,170",7.25,"584,063","7.68","17.59","코스피"
"128","003240","태광산업","1,513,000","10,000","-0.66%","5,000","16,846","1,113",11.04,"822","12.14","5.29","코스피"
"129","051600","한전KPS","37,050","1,200","-3.14%","200","16,672","45,000",12.9,"223,524","12.26","16.04","코스피"
"130","004800","효성","78,000","600","-0.76%","5,000","16,435","21,071",11.46,"201,047","8.41","8.95","코스피"
"131","042670","두산인프라코어","7,860","170","+2.21%","5,000","16,361","208,161",17.57,"3,123,564","10.98","8.13","코스피"
"132","051915","LG화학우","206,000","4,000","-1.90%","5,000","15,839","7,689",67.58,"12,784","8.29","N/A","코스피"
"133","181710","NHN엔터테인먼트","80,200","2,800","+3.62%","500","15,691","19,565",16.03,"312,783","94.46","1.12","코스피"
"134","051905","LG생활건강우","744,000","2,000","+0.27%","5,000","15,622","2,100",90.3,"1,069","19.31","N/A","코스피"
"135","204320","만도","33,050","300","-0.90%","1,000","15,519","46,957",22.07,"216,214","324.02","0.34","코스피"
"136","010120","LS산전","51,400","500","-0.96%","5,000","15,420","30,000",16.57,"100,571","14.67","9.51","코스피"
"137","000240","한국타이어월드와이드","16,400","0","0.00%","500","15,255","93,020",10.01,"28,980","9.00","5.92","코스피"
"138","000670","영풍","806,000","16,000","-1.95%","5,000","14,847","1,842",3.5,"1,364","6.07","8.60","코스피"
"139","001740","SK네트웍스","5,980","10","+0.17%","2,500","14,842","248,188",14.17,"787,853","44.30","1.39","코스피"
"140","073240","금호타이어","5,130","30","-0.58%","5,000","14,736","287,260",4.54,"257,619","-6.49","-12.14","코스피"
"141","111770","영원무역","33,150","400","-1.19%","500","14,689","44,311",27.06,"206,764","13.51","8.79","코스피"
"142","114090","GKL","23,350","250","-1.06%","500","14,443","61,856",11.43,"122,670","17.93","15.33","코스피"
"143","192820","코스맥스","143,500","5,000","-3.37%","500","14,421","10,050",29.47,"67,976","76.49","8.79","코스피"
"144","005440","현대그린푸드","14,750","100","+0.68%","500","14,411","97,704",11.12,"236,966","12.70","7.12","코스피"
"145","011790","SKC","38,250","500","-1.29%","5,000","14,357","37,535",12.14,"66,775","13.05","7.71","코스피"
"146","139130","DGB금융지주","8,390","20","-0.24%","5,000","14,191","169,146",64.16,"383,383","4.70","7.97","코스피"
"147","214320","이노션","70,400","500","+0.72%","500","14,080","20,000",32.63,"38,603","22.90","9.27","코스피"
"148","120110","코오롱인더","52,000","200","-0.38%","5,000","14,029","26,979",15.49,"90,336","10.77","6.49","코스피"
"150","012510","더존비즈온","45,050","750","+1.69%","500","13,368","29,673",39.11,"141,643","33.37","23.81","코스피"
"151","003520","영진약품","7,230","0","0.00%","500","13,223","182,893",5.24,"1,420,339","723.00","1.65","코스피"
"152","057050","현대홈쇼핑","110,000","0","0.00%","5,000","13,200","12,000",27.08,"27,802","10.78","8.17","코스피"
"153","000080","하이트진로","18,400","0","0.00%","5,000","12,905","70,134",13.04,"148,594","103.37","1.01","코스피"
"154","005300","롯데칠성","1,602,000","18,000","-1.11%","5,000","12,806","799",20.95,"1,153","14.88","7.36","코스피"
"155","071840","롯데하이마트","52,900","2,700","+5.38%","5,000","12,488","23,608",15.84,"497,900","8.41","7.57","코스피"
"156","004000","롯데정밀화학","47,950","600","-1.24%","5,000","12,371","25,800",24.74,"80,971","13.86","7.74","코스피"
"157","011210","현대위아","45,050","600","+1.35%","5,000","12,251","27,195",10.23,"205,185","-19.44","-1.97","코스피"
"158","001800","오리온홀딩스","19,550","100","-0.51%","500","12,247","62,645",17.24,"56,750","0.56","85.88","코스피"
"159","018250","애경산업","46,550","800","+1.75%","1,000","12,238","26,289",6.9,"189,245","26.08","N/A","코스피"
"160","005250","녹십자홀딩스","26,000","700","-2.62%","500","12,227","47,028",7.11,"71,856","29.71","5.47","코스피"
"162","012630","HDC","20,100","350","-1.71%","5,000","12,008","59,742",24.32,"447,121","3.89","14.36","코스피"
"163","011200","현대상선","3,825","75","-1.92%","5,000","12,003","313,806",8.31,"1,283,809","-0.70","-129.27","코스피"
"164","280360","롯데제과","183,500","500","+0.27%","500","11,775","6,417",17.58,"1,312","84.56","N/A","코스피"
"165","175330","JB금융지주","5,920","10","+0.17%","5,000","11,661","196,983",44.29,"175,967","4.97","7.86","코스피"
"166","003090","대웅","20,000","300","+1.52%","500","11,628","58,142",8.11,"142,414","17.56","12.86","코스피"
"167","003690","코리안리","9,430","130","+1.40%","500","11,351","120,369",34.76,"214,142","8.53","6.22","코스피"
"168","090435","아모레퍼시픽우","105,500","0","0.00%","500","11,139","10,558",73.56,"5,169","18.48","N/A","코스피"
"169","052690","한전기술","29,050","0","0.00%","200","11,103","38,220",3.43,"113,419","52.34","4.83","코스피"
"170","003000","부광약품","22,700","350","-1.52%","500","11,094","48,870",7.52,"163,759","129.71","5.21","코스피"
"171","007700","F&F","72,000","8,000","+12.50%","500","11,088","15,400",10.9,"402,995","14.81","28.66","코스피"
"172","185750","종근당","106,000","2,000","-1.85%","2,500","10,992","10,370",13.65,"20,118","20.43","N/A","코스피"
"173","006650","대한유화","169,000","5,500","-3.15%","5,000","10,985","6,500",14.8,"30,157","4.27","16.22","코스피"
"174","115390","락앤락","19,550","100","-0.51%","500","10,593","54,187",76.19,"36,658","30.79","5.33","코스피"
"175","049770","동원F&B","274,500","5,500","+2.04%","5,000","10,593","3,859",5.59,"5,962","20.62","8.98","코스피"
"177","267270","현대건설기계","53,100","700","+1.34%","5,000","10,461","19,701",8.85,"139,190","13.85","N/A","코스피"
"180","005610","SPC삼립","118,000","500","+0.43%","5,000","10,182","8,629",3.67,"11,267","26.67","13.33","코스피"
"181","010780","아이에스동서","32,750","0","0.00%","500","10,104","30,853",7.15,"36,282","5.16","19.87","코스피"
"182","105630","한세실업","25,000","600","+2.46%","500","10,000","40,000",8.89,"245,301","23.13","9.34","코스피"
"183","192400","쿠쿠홀딩스","140,500","8,000","-5.39%","500","9,993","7,112",7.47,"10,625","2.96","96.96","코스피"
"184","001680","대상","28,750","100","+0.35%","1,000","9,961","34,648",16.43,"92,940","19.64","6.14","코스피"
"185","079160","CJ CGV","46,600","350","-0.75%","500","9,861","21,161",9.31,"137,677","-706.06","-0.41","코스피"
"186","023590","다우기술","21,950","100","+0.46%","500","9,848","44,867",26.96,"89,694","8.59","11.53","코스피"
"187","014680","한솔케미칼","86,800","800","+0.93%","5,000","9,804","11,295",18.77,"32,471","18.07","17.99","코스피"
"188","089590","제주항공","37,050","1,050","-2.76%","5,000","9,765","26,357",8.45,"133,320","12.54","25.79","코스피"
"190","001440","대한전선","1,130","10","-0.88%","500","9,678","856,473",1.37,"294,739","-22.16","-12.61","코스피"
"191","002350","넥센타이어","9,720","30","+0.31%","500","9,493","97,668",12.35,"49,687","9.78","7.50","코스피"
"192","034020","두산중공업","8,080","30","-0.37%","5,000","9,465","117,147",8.48,"739,746","-3.30","-8.51","코스피"
"193","020000","한섬","38,300","250","+0.66%","500","9,433","24,630",27.5,"127,239","17.51","5.97","코스피"
"194","009410","태영건설","12,100","50","+0.41%","500","9,244","76,400",11.81,"150,604","10.59","10.12","코스피"
"196","085620","미래에셋생명","5,100","90","+1.80%","5,000","9,028","177,016",7.73,"226,493","3.83","11.25","코스피"
"197","103140","풍산","32,050","150","+0.47%","5,000","8,982","28,024",11.99,"74,433","5.97","11.86","코스피"
"198","170900","동아에스티","106,000","1,000","-0.93%","5,000","8,950","8,444",24.78,"14,234","-165.88","-0.92","코스피"
"199","009970","영원무역홀딩스","65,300","2,100","+3.32%","500","8,904","13,636",23.78,"5,085","12.44","8.20","코스피"
"201","032350","롯데관광개발","13,400","0","0.00%","500","8,808","65,732",8.46,"257,288","200.00","2.00","코스피"
"202","285130","SK케미칼","75,900","100","+0.13%","5,000","8,789","11,580",8.08,"23,988","-115.88","N/A","코스피"
"203","284740","쿠쿠홈시스","194,000","1,000","-0.51%","500","8,706","4,487",10.01,"10,584","385.69","N/A","코스피"
"204","079550","LIG넥스원","39,100","500","+1.30%","5,000","8,602","22,000",8.76,"114,549","-99.74","-1.40","코스피"
"205","001060","JW중외제약","42,550","500","-1.16%","2,500","8,594","20,197",9.54,"38,071","-1,251.47","-0.27","코스피"
"206","069260","휴켐스","20,900","300","-1.42%","1,000","8,544","40,879",15.74,"151,836","7.47","21.30","코스피"
"207","020560","아시아나항공","4,160","30","-0.72%","5,000","8,538","205,235",15.48,"357,565","3.39","24.66","코스피"
"208","027410","BGF","8,800","110","-1.23%","1,000","8,392","95,369",11.55,"163,393","0.12","428.57","코스피"
"209","039130","하나투어","71,900","200","-0.28%","500","8,352","11,616",11.94,"134,920","64.43","6.58","코스피"
"212","005690","파미셀","13,200","150","-1.12%","500","7,915","59,959",6.27,"1,547,382","-19.67","-52.06","코스피"
"213","008060","대덕전자","10,100","0","0.00%","500","7,879","78,007",20.51,"244,380","13.84","7.22","코스피"
"214","001230","동국제강","8,250","60","-0.72%","5,000","7,873","95,433",27.84,"194,387","175.53","0.20","코스피"
"215","006840","AK홀딩스","58,800","1,100","+1.91%","5,000","7,790","13,248",15.29,"29,433","7.82","15.08","코스피"
"216","082640","동양생명","4,810","30","-0.62%","5,000","7,761","161,359",85.13,"53,089","3.77","9.12","코스피"
"217","003620","쌍용차","5,140","40","-0.77%","5,000","7,702","149,840",79.99,"60,118","-10.75","-8.29","코스피"
"218","006040","동원산업","228,500","1,500","-0.65%","5,000","7,685","3,363",9.84,"3,371","4.61","19.65","코스피"
"219","093370","후성","8,190","20","+0.24%","500","7,584","92,607",3.84,"412,772","25.67","18.23","코스피"
"220","002270","롯데푸드","668,000","7,000","+1.06%","5,000","7,561","1,132",16.15,"1,947","9.25","11.82","코스피"
"221","014820","동원시스템즈","29,500","600","-1.99%","5,000","7,557","25,619",1.35,"29,546","10.72","20.80","코스피"
"222","000070","삼양홀딩스","88,000","100","-0.11%","5,000","7,537","8,564",9.32,"6,600","20.72","2.76","코스피"
"223","018670","SK가스","83,200","600","+0.73%","5,000","7,533","9,054",9.21,"14,865","7.45","7.08","코스피"
"224","093050","LF","25,400","0","0.00%","5,000","7,427","29,240",36.36,"33,458","10.08","6.87","코스피"
"226","005850","에스엘","21,600","50","+0.23%","500","7,315","33,865",21.48,"73,448","7.69","10.23","코스피"
"227","001430","세아베스틸","20,350","250","+1.24%","5,000","7,298","35,862",10.32,"110,014","5.76","7.09","코스피"
"228","298020","효성티앤씨","167,500","1,500","-0.89%","5,000","7,249","4,328",13,"3,406","N/A","N/A","코스피"
"229","037560","CJ헬로","9,320","180","-1.89%","2,500","7,218","77,447",11.14,"222,780","24.99","2.96","코스피"
"230","145720","덴티움","65,200","600","-0.91%","500","7,217","11,069",25.86,"24,545","24.01","26.05","코스피"
"232","034310","NICE","18,800","0","0.00%","500","7,122","37,882",10.82,"9,200","14.47","9.22","코스피"
"233","006390","한일현대시멘트","42,450","50","-0.12%","5,000","7,114","16,759",1.05,"41,813","11.57","34.91","코스피"
"234","005180","빙그레","71,800","200","+0.28%","5,000","7,073","9,851",31.04,"14,657","23.89","5.64","코스피"
"235","271980","제일약품","47,600","200","-0.42%","500","7,000","14,705",4.12,"55,105","383.87","N/A","코스피"
"236","071320","지역난방공사","60,200","1,200","+2.03%","5,000","6,970","11,579",3.8,"8,375","9.98","3.85","코스피"
"237","033180","필룩스","12,100","300","-2.42%","500","6,921","57,196",3.77,"1,123,360","84.62","5.07","코스피"
"238","000640","동아쏘시오홀딩스","112,500","500","-0.44%","5,000","6,906","6,138",17.34,"6,674","21.19","3.64","코스피"
"240","001120","LG상사","17,650","450","+2.62%","5,000","6,841","38,760",12.96,"277,171","11.37","4.93","코스피"
"241","241590","화승엔터프라이즈","11,250","550","-4.66%","500","6,810","60,537",5.69,"176,278","15.00","18.42","코스피"
"242","226320","잇츠한불","31,050","550","-1.74%","500","6,809","21,929",3.53,"96,627","23.09","8.42","코스피"
"244","024720","한국콜마홀딩스","37,800","0","0.00%","500","6,781","17,939",18.82,"38,717","22.58","10.26","코스피"
"245","145990","삼양사","64,900","1,000","-1.52%","5,000","6,678","10,290",5.2,"9,735","19.49","3.32","코스피"
"246","003470","유안타증권","3,295","5","-0.15%","5,000","6,577","199,597",61.18,"113,032","9.89","6.63","코스피"
"247","000370","한화손해보험","5,620","30","-0.53%","5,000","6,561","116,739",10.82,"140,461","3.62","14.27","코스피"
"248","286940","롯데정보통신","45,700","1,350","-2.87%","5,000","6,529","14,286",1.32,"169,142","40.12","N/A","코스피"
"251","034830","한국토지신탁","2,530","5","+0.20%","1,000","6,388","252,489",12.65,"186,474","3.82","25.66","코스피"
"252","001820","삼화콘덴서","60,700","100","-0.16%","1,000","6,310","10,395",10.34,"98,983","40.66","25.71","코스피"
"253","272450","진에어","20,750","0","0.00%","1,000","6,225","30,000",7.04,"117,356","7.63","47.84","코스피"
"255","009450","경동나비엔","48,400","750","-1.53%","1,000","6,166","12,740",9.23,"420,623","23.34","10.73","코스피"
"256","000815","삼성화재우","193,000","3,000","+1.58%","500","6,161","3,192",35.05,"7,760","10.10","N/A","코스피"
"257","108670","LG하우시스","68,400","1,100","+1.63%","5,000","6,134","8,968",13.44,"25,572","10.08","7.06","코스피"
"258","025540","한국단자","58,200","2,300","+4.11%","500","6,062","10,415",24.8,"41,356","12.17","7.72","코스피"
"259","005500","삼진제약","43,200","200","-0.46%","1,000","6,005","13,900",32.39,"96,860","16.78","19.71","코스피"
"260","007570","일양약품","31,200","350","-1.11%","2,500","5,955","19,086",9.52,"25,627","97.20","3.28","코스피"
