"","US","EUROPE","JAPAN","EM","LONG_BOND","INT_BOND","US.REIT","GLOBAL.REIT","GOLD","COMMODITY"
"2001-06-30",0,0,0,0,0,0,0,0,0,0
"2001-07-01",0,0,0,0,0,0,0,0,0,0
"2001-07-02",0.012479328,0.012179886,-0.001810501,0.005067568,0.004901961,0.003883495,0.007528157,-0.007390408,-0.008314856,-0.007105846
"2001-07-03",-0.000242232,-0.015316499,-0.003022975,-0.008403361,-0.004878049,-0.001934236,0.001203954,0.005788941,0.000558971,0.003896141
"2001-07-04",0,0,0,0,0,0,0,0.002135807,-0.003351955,0
"2001-07-05",-0.01949984,-0.023974097,-0.031534263,-0.022033898,-0.00245098,-0.001937984,-0.003612793,-0.007137091,-0.004857997,0.010799854
"2001-07-06",-0.021613944,-0.007804619,-0.02536005,-0.024263432,0.002457002,0.001941748,-0.001445064,-0.005942563,-0.004506196,0.023983867
"2001-07-07",0,0,0,0,0,0,0,0,0,0
"2001-07-08",0,0,0,0,0,0,0,0,0,0
"2001-07-09",0.005459715,-0.001807977,0.013813042,-0.001776199,0.00245098,0,-0.017911856,-0.005842757,0.003772161,-0.010195573
"2001-07-10",-0.01203043,-0.006074256,-0.009505703,-0.008896797,0.004889976,0.003875969,0.001354801,0.002823137,0.005073281,-6.65e-05
"2001-07-11",0.001014645,0.007600928,0.004158669,-0.019748654,-0.00243309,-0.001930502,-0.008123201,-0.003670959,0.000373902,-0.001915035
"2001-07-12",0.023738083,-0.010825234,0.028034406,0.007326007,0.004878049,0.003868472,0.009803762,0.005864373,-0.004672024,0.005014744
"2001-07-13",0.008664067,0.011277578,-0.017043694,-0.003636364,0,0,0.004052418,0.002644194,0.000187758,-0.013479986
"2001-07-14",0,0,0,0,0,0,0,0,0,0
"2001-07-15",0,0,0,0,0,0,0,0,0,0
"2001-07-16",-0.012517227,-0.005738362,-0.014501892,-0.010948905,0.004854369,0.001926782,-0.001098795,-0.001427271,0.007133471,-0.011454497
"2001-07-17",0.009362003,-0.007421229,-0.002879079,0.003690037,0.002415459,0,0.000488294,-0.004293815,-0.002423113,0.002983214
"2001-07-18",-0.006813092,0.00730679,-0.016682708,0,0.009638554,0.005769231,0.006366181,0.005340202,0.003550075,-0.01777543
"2001-07-19",0.008760563,0.00940462,0.009461664,0.007352941,-0.002386635,0,-0.004625855,0.004077891,0.006516477,-0.009153522
"2001-07-20",-0.005980725,-0.008826079,0.000969619,-0.003649635,-0.002392344,0,-0.002564611,0.001106039,-0.002219756,0.014642202
"2001-07-21",0,0,0,0,0,0,0,0,0,0
"2001-07-22",0,0,0,0,0,0,0,0,0,0
"2001-07-23",-0.019696733,0.004947626,-0.037455602,0.005494505,0.002398082,0,-0.001223872,-0.002151179,-0.003707824,0.0032752
"2001-07-24",-0.009668255,-0.012960934,0.002012747,-0.005464481,0.002392344,0.001912046,-0.007975665,-0.000896304,0.000186081,0.002651522
"2001-07-25",0.011036498,-0.003319965,0.028121861,-0.007326007,-0.007159905,-0.003816794,-0.001240641,0.001782489,-0.001302326,0.019455629
"2001-07-26",0.010494861,0.000330438,-0.012699446,0.011070111,0,0,0.006688256,-0.001949055,-0.003353204,-0.003196528
"2001-07-27",0.003822315,0.021332822,0.019459103,0.003649635,0.004807692,0.003831418,0.001233929,0.006644421,-0.005046729,0.003494997
"2001-07-28",0,0,0,0,0,0,0,0,0,0
"2001-07-29",0,0,0,0,0,0,0,0,0,0
"2001-07-30",0.000331464,0.009958476,-0.03267551,0.003636364,0.002392344,0,-0.008481554,-0.002033183,0.000563592,-0.005181015
"2001-07-31",0.00413669,0.014700034,0.018394649,0,0.009546539,0.009541985,0.002605312,0.003496728,-0.001502065,-0.007128061
"2001-08-01",0.006262838,0.002229564,0.018390805,0.010869565,-0.004728132,-0.001890359,0.004200976,0.011611267,0.005453178,-0.000917519
"2001-08-02",0.004095159,0.006516362,0.02289584,0.012544803,-0.004750594,-0.003787879,0.006032508,-0.000557798,-0.001309145,0.021074286
"2001-08-03",-0.005465063,-0.017207274,-0.014501892,0,0,-0.001901141,0.005015701,-0.00226696,0.003183521,-0.009605672
"2001-08-04",0,0,0,0,0,0,0,0,0,0
"2001-08-05",0,0,0,0,0,0,0,0,0,0
"2001-08-06",-0.013449096,0.005298775,-0.006078055,-0.003539823,-0.002386635,0,0.002431352,-1.15e-05,-0.002426731,0.003199414
"2001-08-07",0.003906829,-0.015654208,0.009333762,-0.003552398,0,0,0.0007287,-0.003708082,-0.002806886,0.004843701
"2001-08-08",-0.018547173,-0.014284306,-0.009247449,-0.003565062,0.009569378,0.005714286,0.002673498,-0.004167583,-0.000187652,-0.005186245
"2001-08-09",0.002952835,0.006585042,-0.003218539,-0.008944544,-0.002369668,-0.001893939,0.004473988,-0.002173888,0.013513514,0.000565631
"2001-08-10",0.003448818,-0.000653673,-0.006134969,0.003610108,0.004750594,0.001897533,0.006026703,0.002941725,0.021481481,0.010534846
"2001-08-11",0,0,0,0,0,0,0,0,0,0
"2001-08-12",0,0,0,0,0,0,0,0,0,0
"2001-08-13",0.000250882,0.016535672,-0.006497726,0.003597122,0,0.001893939,0.000356708,0.002015415,-0.000725163,-0.000559418
"2001-08-14",-0.000418032,-0.001292069,0.020274689,0.003584229,0,0,0.004787625,0.011604452,-0.003991292,0.00346868
"2001-08-15",-0.008636258,0.001293741,0,-0.001785714,-0.002364066,-0.001890359,0.004770031,0.011505713,0.003096539,0.000381939
"2001-08-16",0.003467485,0.002254687,0.003205128,0,0.004739336,0.001893939,0.005806978,-0.002724749,0.001997458,-0.007594672
"2001-08-17",-0.016013974,-0.021047766,-0.031309904,-0.016100179,0.004716981,0.003780718,0.001533734,0.007134377,0.005617978,-0.019894494
"2001-08-18",0,0,0,0,0,0,0,0,0,0
"2001-08-19",0,0,0,0,0,0,0,0,0,0
"2001-08-20",0.009251114,0.010828848,0.004287599,-0.007272727,-0.004694836,-0.001883239,0.002944179,-0.008076478,-0.002883402,0.002448336
"2001-08-21",-0.0170591,-0.002273364,0.005582923,-0.001831502,0.002358491,0,0.009742279,0.009307853,-0.001265136,0.009611674
"2001-08-22",0.010361418,-0.000322534,0.009470934,0.012844037,0.002352941,0,-0.001512158,0.003487127,-0.001628664,-0.011149647
"2001-08-23",-0.003588886,0.001462277,-0.019087674,-0.003623188,0.002347418,0.001886792,-0.002911616,-0.00023017,-0.003625159,0.005956529
"2001-08-24",0.020754103,0.017880248,0.03298153,0.009090909,-0.004683841,-0.001883239,-0.009338243,-0.001167962,-0.007458614,0.004939525
"2001-08-25",0,0,0,0,0,0,0,0,0,0
"2001-08-26",0,0,0,0,0,0,0,0,0,0
"2001-08-27",-0.005965177,-0.000316507,-0.008301405,0.010810811,-0.002352941,-0.001886792,0.005420362,0.003063863,0,-0.006087537
"2001-08-28",-0.014622994,-0.012781755,-0.01159047,-0.005347594,0.009433962,0.005671078,-0.004805816,0.009533417,-0.006414956,0.004928502
"2001-08-29",-0.008919909,-0.004045044,-0.016286645,-0.003584229,0.004672897,0.001879699,-0.012015808,-0.011003409,0.006640841,-0.000251504
"2001-08-30",-0.019214025,-0.014786461,-0.017218543,-0.007194245,-0.002325581,0,-0.006793769,-0.00199277,-0.00201576,-0.013858569
"2001-08-31",0.007324095,0.005941147,0.015498652,-0.009057971,0.004662005,0.003752345,-0.002518428,-0.005782135,0.002570694,0.013616819
"2001-09-01",0,0,0,0,0,0,0,0,0,0
"2001-09-02",0,0,0,0,0,0,0,0,0,0
"2001-09-03",0,0,0,0,0,0,0,-0.005204768,0.001282051,0
"2001-09-04",-0.006395683,-0.027381682,-0.0199071,-0.005484461,-0.013921114,-0.009345794,0.000600889,-0.004720173,-0.003841229,-0.007441213
"2001-09-05",0.002468946,-0.005053988,-0.018957346,-0.005514706,0.002352941,0.001886792,-0.008180875,-0.005702499,-0.00367242,0.003831612
"2001-09-06",-0.025769259,-0.015244398,-0.013457557,-0.01663586,0.007042254,0.005649718,-0.008970682,-0.003057243,0.002764467,0.008955886
"2001-09-07",-0.018506609,-0.033033991,-0.002448409,-0.005639098,0.004662005,0.001872659,-0.006484772,-0.012554689,0.005697482,0.012793017
"2001-09-08",0,0,0,0,0,0,0,0,0,0
"2001-09-09",0,0,0,0,0,0,0,0,0,0
"2001-09-10",0.012232206,0.019393071,-0.005610098,-0.001890359,-0.004640371,0,-0.00455818,-0.01279604,-0.007675439,-0.008168265
"2001-09-11",0,0,0,0,0,0,0,-0.002672801,0.057090239,0.010315188
"2001-09-12",0,0,0,0,0,0,0,-0.03273469,-0.027874564,0
"2001-09-13",0,0,0,0,0,0,0,0.009709571,0.004480287,0
"2001-09-14",0,0,0,0,0,0,0,-0.008402035,0.019625335,0.032531801
"2001-09-15",0,0,0,0,0,0,0,0,0,0
"2001-09-16",0,0,0,0,0,0,0,0,0,0
"2001-09-17",-0.05224822,-0.057591243,-0.036318759,-0.104166667,0.006993007,0.014953271,-0.038724151,-0.025229891,0.026246719,-0.019848054
"2001-09-18",-0.002396544,-0.015184433,0.002561288,0.00422833,-0.011574074,-0.005524862,0.014414567,-0.00247461,-0.01312873,-0.031248392
"2001-09-19",-0.020182569,-0.009028721,0.017883212,0,-0.00234192,0.003703704,-0.011670103,0.002612972,-0.004492053,-0.030771854
"2001-09-20",-0.031780858,-0.043638084,-0.032986734,-0.042105263,-0.009389671,-0.003690037,-0.022851102,-0.018770645,0.001388407,-0.004753526
"2001-09-21",-0.010789513,-0.04007941,-0.009640341,-0.013186813,0.007109005,0.003703704,-0.027194835,-0.031769803,0.013864818,-0.015528544
"2001-09-22",0,0,0,0,0,0,0,0,0,0
"2001-09-23",0,0,0,0,0,0,0,0,0,0
"2001-09-24",0.035156284,0.050223664,0.03706477,0.024498886,0.002352941,-0.001845018,0.01688188,0.014251248,-0.014700855,-0.087616726
"2001-09-25",0.010426947,0.025392591,-0.006137184,-0.004347826,-0.002347418,0,0.011552489,0.003936366,-0.000693963,-0.002545802
"2001-09-26",-0.003537001,0.010553442,-0.014166364,-0.004366812,0.011764706,0.005545287,0.021403474,0.010840988,0.011979167,0.014530962
"2001-09-27",0.008678533,0.013296903,-0.011053795,0,0.006976744,0.001838235,0.002567293,0.008239412,-0.005661348,0.005203667
"2001-09-28",0.021218119,0.018742885,0.032041729,0.013157895,0.004618938,0.003669725,0.016156114,0.015484274,0.011387164,0.010045772
"2001-09-29",0,0,0,0,0,0,0,0,0,0
"2001-09-30",0,0,0,0,0,0,0,0,0,0
"2001-10-01",-0.001627119,-0.010122458,-0.006137184,-0.004329004,0.004597701,0,-0.001657898,0.003688162,-0.008529512,-0.006488204
"2001-10-02",0.012562929,0.010249737,0.023973847,-0.004347826,0.00228833,0.001828154,-0.006725638,0.003330896,0.003613214,-0.011420606
"2001-10-03",0.016765043,0.012004329,0.009577864,0.002183406,0.002283105,0.003649635,-0.019143209,-0.005773902,-0.005314589,-0.010992982
"2001-10-04",0.000838448,0.008212108,-0.003513703,0.017429194,0,-0.001818182,0.013011216,0.019145111,0.000861772,0.016695387
"2001-10-05",-0.001954306,0.011038991,-0.011636107,0.002141328,0,0,-0.006685662,0.002477271,0.002927501,-0.012201443
"2001-10-06",0,0,0,0,0,0,0,0,0,0
"2001-10-07",0,0,0,0,0,0,0,0,0,0
"2001-10-08",-0.006528414,-0.005724353,0.003567606,-0.006410256,0,0,0,-0.009148772,0.002232143,-0.000685694
"2001-10-09",-0.005350608,-0.006302075,-0.018841095,0.012903226,-0.006833713,-0.003642987,0.002377188,-0.001955567,-0.006338873,0.001942523
"2001-10-10",0.022271894,0.034607128,0.011956522,0.010615711,0.002293578,0,0.013553326,-0.00058906,-0.009827586,0.003067287
"2001-10-11",0.015510027,-0.005778509,0.021124239,0.031512605,-0.009153318,-0.003656307,0.007664219,0.004336793,-0.018457252,0.016254351
"2001-10-12",-0.004545547,-0.005464266,0,-0.010183299,0,0,0.00128512,0.000679524,-0.000177399,-0.026850739
"2001-10-13",0,0,0,0,0,0,0,0,0,0
"2001-10-14",0,0,0,0,0,0,0,0,0,0
"2001-10-15",-0.001826777,-0.015055704,-0.00911641,0,0.006928406,0.003669725,0.001288979,0.002537225,0.000177431,-0.012199549
"2001-10-16",0.006313851,0.011511632,0.008138712,0.008230453,0.002293578,0.001828154,-0.008994735,-0.000332514,-0.00266099,0.003389419
"2001-10-17",-0.021275134,0.000356706,-0.003510004,0.004081633,0.00228833,0,-0.006356238,0.001416736,0.001778726,-0.00849888
"2001-10-18",-0.002136441,-0.003379009,-0.007044734,-0.008130081,0.002283105,0,-0.007961205,-0.018163924,-0.002130682,-0.01133223
"2001-10-19",-0.000651557,-0.016049341,0.001064207,0.004098361,-0.004555809,-0.001824818,-0.008683997,-0.001885705,-0.00658363,0.021970177
"2001-10-20",0,0,0,0,0,0,0,0,0,0
"2001-10-21",0,0,0,0,0,0,0,0,0,0
"2001-10-22",0.019748518,0.008519185,0.009567682,0.002040816,0,0,-0.008629407,-0.003383107,-0.011642486,-0.001100027
"2001-10-23",-0.00511612,0.009345741,0.001053001,0.00203666,-0.00228833,-0.001828154,0.00053293,0.006379816,0.000543675,-0.00989481
"2001-10-24",-0.002661827,0.010325178,0.002454418,0.012195122,0.006880734,0.003663004,-0.014450172,0.00290372,-0.001992393,0.016795878
"2001-10-25",0.017951817,0.000353563,0.018188178,0,0.006833713,0.003649635,0.007467587,-0.002377402,0.004355717,-0.007244871
"2001-10-26",-0.002261057,0.003697075,-0.009962212,0.004016064,0,0,-0.003368674,0.004772389,0.001987712,0.001932332
"2001-10-27",0,0,0,0,0,0,0,0,0,0
"2001-10-28",0,0,0,0,0,0,0,0,0,0
"2001-10-29",-0.026015404,-0.01263778,-0.023941707,-0.004,0.002262443,0.001818182,0.005405781,-0.001624741,0.004869252,0.007208612
"2001-10-30",-0.012004841,-0.022394946,-0.024884465,-0.020080321,0.004514673,0.005444646,-0.004438381,-0.003778526,0.006460876,-0.009415256
"2001-10-31",-0.003391386,0.010000521,0.00838498,0.008196721,0.026966292,0.010830325,0.005406468,0.001320615,-0.005884451,-0.011038719
"2001-11-01",0.025614564,0.021781009,0.013376717,0.006097561,0.006564551,0.003571429,0.01948515,0.004450417,0.006636771,-0.018924023
"2001-11-02",0.006819061,0.002996347,-0.003567606,0.008080808,-0.017391304,-0.007117438,-0.008834281,-0.002557608,-0.002494654,-0.008033171
"2001-11-03",0,0,0,0,0,0,0,0,0,0
"2001-11-04",0,0,0,0,0,0,0,0,0,0
"2001-11-05",0.013089616,0.01246986,0.007160759,0.022044088,0.008849558,0.001792115,0.000665915,0.006213893,-0.005894962,-0.014126867
"2001-11-06",0.015539749,0.007984308,0.016352648,0.005882353,0,0.003577818,0.015817763,0.000700636,0.002515723,-0.00623912
"2001-11-07",-0.0013338,0,-0.033578174,-0.003898635,0.013157895,0.003565062,-0.000263164,0.000167291,0.004839577,0.005241159
"2001-11-08",0.003117603,0.005333699,0.010857763,0.011741683,-0.008658009,-0.003552398,-0.000134417,0.00696931,-0.001248662,0.029537001
"2001-11-09",0.001065393,0.001368608,-0.018976011,0,-0.002183406,-0.001782531,-0.003528918,-0.000738248,-0.010001786,0.025455313
"2001-11-10",0,0,0,0,0,0,0,0,0,0
"2001-11-11",0,0,0,0,0,0,0,0,0,0
"2001-11-12",-0.006121042,-0.024617613,-0.008394161,-0.001934236,0,0,0.004727508,-0.001132817,0.01028324,-0.029108285
"2001-11-13",0.022494583,0.016999017,0.00736106,0.019379845,-0.006564551,-0.003571429,0.006014457,-0.002884562,-0.0125,0.01491643
"2001-11-14",0.000960494,0.007416028,-0.010960906,0.011406844,-0.011013216,-0.007168459,0.011434228,0.003127801,0.006329114,-0.043749959
"2001-11-15",0.001831245,-0.006843792,0.018101219,0.007518797,-0.020044543,-0.014440433,0.002694277,0.001522051,-0.010062893,-0.052820712
"2001-11-16",-0.004440572,0.006199662,-0.001088534,-0.001865672,-0.013636364,-0.007326007,0.007046617,0.002756448,-0.003448902,0.018870757
"2001-11-17",0,0,0,0,0,0,0,0,0,0
"2001-11-18",0,0,0,0,0,0,0,0,0,0
"2001-11-19",0.012329691,0.016090688,0.007264802,0.01682243,0.00921659,0.005535055,-0.002417748,0.002172099,-0.003278689,0.006074308
"2001-11-20",-0.008378031,-0.012632212,0,-0.014705882,-0.00913242,-0.003669725,-0.0007642,-0.001530643,-0.002375731,0.019195387
"2001-11-21",-0.006621023,0.000853284,0.008294266,-0.001865672,-0.00921659,-0.007366483,0,0.004372087,-0.000549551,-0.005023065
"2001-11-22",0,0,0,0,0,0,0,-0.001868212,-0.000183284,0
"2001-11-23",0.014381018,0.001189235,0,0.018691589,-0.004651163,-0.003710575,0.005746812,0.002746396,0.001283226,0.004939211
"2001-11-24",0,0,0,0,0,0,0,0,0,0
"2001-11-25",0,0,0,0,0,0,0,0,0,0
"2001-11-26",0.002161178,0.004257719,0.016452074,0.020183486,0,0,0.000505133,0.002769373,-0.001830831,-0.015421398
"2001-11-27",-0.004313036,-0.017126099,-0.008092892,-0.003597122,0,0.001862197,-0.003680722,-0.005298376,0.002567865,0.020487513
"2001-11-28",-0.018105419,-0.012424101,-0.023412558,-0.027075812,0,0,0.003819643,-0.004525468,0.004024881,-0.015069363
"2001-11-29",0.013499077,0.008913668,-0.00108972,-0.005565863,0.011682243,0.011152416,0.001270179,0.001124224,0.001457726,-0.013737694
"2001-11-30",-0.007138549,-0.000865844,0.004727273,0.003731343,0.002309469,0.005514706,0.004434566,0.004418208,0.002547307,0.027718014
"2001-12-01",0,0,0,0,0,0,0,0,0,0
"2001-12-02",0,0,0,0,0,0,0,0,0,0
"2001-12-03",-0.005962514,-0.006066159,-0.021353601,0.014869888,0.004608295,0.001828154,-0.001640778,-0.00711135,0.003085299,0.009698457
"2001-12-04",0.016935445,0.019003721,0.003698225,0.007326007,0.006880734,0.001824818,0.009222918,0.00462718,0.00090465,-0.015323482
"2001-12-05",0.018302241,0.024126392,0.027634488,0.041818182,-0.020501139,-0.012750455,0.004505035,0.008868745,-0.005784526,-0.006264149
"2001-12-06",-0.000511513,0.010025596,-0.008246683,0.006980803,-0.011627907,-0.007380074,0.002117096,0.002962639,-0.001636364,-0.023697001
"2001-12-07",-0.006647102,-0.017038719,-0.021330441,0.005199307,-0.016470588,-0.007434944,0.005097968,-0.003880004,-0.001639046,0.00929727
"2001-12-08",0,0,0,0,0,0,0,0,0,0
"2001-12-09",0,0,0,0,0,0,0,0,0,0
"2001-12-10",-0.018703284,-0.019687086,-0.035463613,-0.012068966,0.002392344,0.001872659,-0.009275927,-0.00596117,-0.00529004,-0.013655896
"2001-12-11",-0.002010735,0.008753609,0.008808885,-0.005235602,0.00477327,0.001869159,0.004494346,1.83e-05,-0.001650468,-0.003683255
"2001-12-12",0.001139219,0.000168024,0.012528474,0.012280702,0.007125891,0.005597015,-0.007458835,0.005208238,0.0047759,0.001285868
"2001-12-13",-0.019425527,-0.034027356,-0.025871766,-0.017331023,-0.007075472,-0.005565863,-0.009267647,-0.013622073,0.003107861,-0.0040752
"2001-12-14",0.009547294,0.015500788,0.003849115,-0.005291005,-0.007125891,-0.005597015,0.004798901,0.006041961,0.009841443,0.031277017
"2001-12-15",0,0,0,0,0,0,0,0,0,0
"2001-12-16",0,0,0,0,0,0,0,0,0,0
"2001-12-17",0.010342942,0.021683645,-0.014953988,-0.00177305,0,-0.001876173,0.013918728,-0.00751935,0.00252662,-0.003754644
"2001-12-18",0.005949472,-0.003060502,0.007395874,-0.001776199,0.004784689,0.003759398,-0.001763088,0.004890338,0.003960396,0.001472576
"2001-12-19",0.007044063,-0.012599595,-0.005023184,-0.001779359,0.011904762,0.007490637,-0.000377712,0.001118321,-0.000717231,0.004379188
"2001-12-20",-0.009845416,-0.007245342,-0.001165049,0,0,-0.003717472,-0.008206362,0.002436689,-0.009151265,-0.012452854
"2001-12-21",0.006063174,0.007818336,0.001166407,-0.010695187,-0.004705882,0,0.004834703,-0.00554729,0.005070627,0.014354376
"2001-12-22",0,0,0,0,0,0,0,0,0,0
"2001-12-23",0,0,0,0,0,0,0,0,0,0
"2001-12-24",-0.001913814,-0.005001592,-0.010097087,0.007207207,-0.004728132,-0.001865672,0.006968846,0.000437146,0,0.001716267
"2001-12-25",0,0,0,0,0,0,0,-0.002135542,0,0
"2001-12-26",0.005491031,0.004690147,-0.014515496,0.010733453,-0.002375297,-0.003738318,0.001256848,0.001529533,0,0.030193412
"2001-12-27",0.006068096,0.018667516,0.006767516,0.008849558,0.004761905,0.003752345,0.00251054,0.011749564,0.000720721,-0.008301843
"2001-12-28",-0.000516848,0.003224067,0.023329379,0.012280702,-0.004739336,0,0.005642494,0.00729776,-0.00432121,-0.004875502
"2001-12-29",0,0,0,0,0,0,0,0,0,0
"2001-12-30",0,0,0,0,0,0,0,0,0,0
"2001-12-31",-0.014654807,-0.000505165,-0.017774343,0.005199307,0.014285714,0.009345794,-0.005610835,0.004858123,0,-0.018958202
"2002-01-01",0,0,0,0,0,0,0,5.41e-05,0,0
"2002-01-02",0.010760969,0.010828889,0.005114083,0.017241379,-0.011737089,-0.007407407,0.005642494,0.002946323,0.006690778,0.024056529
"2002-01-03",0.011338293,0.00770221,0.024657534,0.016949153,0.002375297,0.001865672,0.003115379,-0.002673877,0.00161667,-0.016612077
"2002-01-04",0.006676561,0.002824024,0.016424752,0.013333333,-0.002369668,0,-0.000125695,0.010092995,-0.003766141,0.030468761
"2002-01-05",0,0,0,0,0,0,0,0,0,0
"2002-01-06",0,0,0,0,0,0,0,0,0,0
"2002-01-07",-0.007056878,-0.018059701,-0.017286734,0.011513158,0.009501188,0.005586592,-0.002608491,0.002844696,0.003060306,-0.000228679
"2002-01-08",-0.002311278,-0.009616725,-0.021414914,-0.008130081,0,-0.001851852,-0.001617503,-0.00140051,0,-0.005154991
"2002-01-09",-0.008153111,-0.011068653,-0.005470887,0.003278689,0,0.001855288,-0.0007522,-0.005312764,0.008973439,-0.024034865
"2002-01-10",0.004411832,0.005166629,-0.01021611,-0.017973856,0.014117647,0.005555556,-0.002495183,-0.003650376,0.020455354,0.003234812
"2002-01-11",-0.009820829,0.005651902,-0.011909488,-0.006655574,0.004640371,0.005524862,0,-0.001786903,-0.003834757,-0.010850746
"2002-01-12",0,0,0,0,0,0,0,0,0,0
"2002-01-13",0,0,0,0,0,0,0,0,0,0
"2002-01-14",-0.006263828,-0.017380193,-0.013258337,-0.003350084,-0.002309469,0,0.003377451,-0.001826144,0.002099738,-0.021631294
"2002-01-15",0.008142642,-0.00312426,0.006921824,-0.011764706,0.006944444,0.001831502,-0.000120969,-0.003219653,-0.007508294,0.002955183
"2002-01-16",-0.020235195,-0.01460899,-0.012131015,-0.011904762,-0.002298851,-0.001828154,-0.00187261,-0.004262461,0.00140746,0.007192868
"2002-01-17",0.007535178,0.017478811,0.009414654,0.005163511,-0.006912442,-0.005494505,0.002497984,0.001152032,0.001405481,-0.025565279
"2002-01-18",-0.004575165,-0.010932306,0.00405515,-0.001712329,0.004640371,0.001841621,-0.00373764,0.006801279,-0.006315789,-0.003252368
"2002-01-19",0,0,0,0,0,0,0,0,0,0
"2002-01-20",0,0,0,0,0,0,0,0,0,0
"2002-01-21",0,0,0,0,0,0,0,0.003922064,-0.003177966,0
"2002-01-22",-0.007600733,-0.00771992,-0.025040388,0.005145798,0,0,0.001751831,-9.59e-05,-0.000885583,-0.000645952
"2002-01-23",0.0083708,0.012902972,-0.005799503,0.010238908,-0.011547344,-0.005514706,-0.001748767,-0.005740824,-0.004609112,0.012598664
"2002-01-24",0.003091123,0.007331492,-0.010833333,0.008445946,-0.002336449,-0.001848429,-0.004384854,-0.003682564,-0.005520926,0.005522444
"2002-01-25",-0.000264067,-0.015073772,0.00968829,0.006700168,0,-0.001851852,0.001510454,-0.005414202,-0.000716332,0.00609066
"2002-01-26",0,0,0,0,0,0,0,0,0,0
"2002-01-27",0,0,0,0,0,0,0,0,0,0
"2002-01-28",0.002731049,-0.000173279,0.010846892,0.003327787,0,0,0.000375721,0.008235459,0.000358423,-0.005026195
"2002-01-29",-0.031442203,-0.021820194,-0.026826248,-0.008291874,0.009367681,0.005565863,-0.006776308,-0.001526257,-0.004299534,-0.00990386
"2002-01-30",0.014416855,0.011870742,0.006785411,-0.015050167,0,0,0.00985833,-0.010391996,0.0129543,-0.013421419
"2002-01-31",0.011710498,0.005512723,-0.0084246,0.013582343,0,0.001845018,-0.000627601,0.003345707,0.002841918,0.014739216
"2002-02-01",-0.004682487,0.0015897,-0.012319456,-0.001675042,0.004640371,0.001841621,0.003878792,0.000115614,0.005667729,0.025430855
"2002-02-02",0,0,0,0,0,0,0,0,0,0
"2002-02-03",0,0,0,0,0,0,0,0,0,0
"2002-02-04",-0.024856289,-0.013061962,-0.018494624,-0.006711409,0.006928406,0.005514706,-0.000126165,0.004076442,0.012328285,-0.008902532
"2002-02-05",-0.006189599,-0.011444808,-0.024539877,0.001689189,0,0,-0.002365893,-0.009071133,0.015831594,-0.001744698
"2002-02-06",-0.004305013,-0.004345802,-0.006289308,0.003372681,-0.004587156,-0.001828154,-0.006250231,0.002397084,0.025860593,-0.008288288
"2002-02-07",-0.006256361,-0.000363731,0.029837251,-0.008403361,-0.002304147,-0.001831502,0.000625772,0.001500695,0,-0.002718023
"2002-02-08",0.019163615,0.013636206,0.026338894,0,0.004618938,0.003669725,-0.000625381,0.009246513,0.016026711,0.017267136
"2002-02-09",0,0,0,0,0,0,0,0,0,0
"2002-02-10",0,0,0,0,0,0,0,0,0,0
"2002-02-11",0.012262235,0.013988365,0.00855432,0.008474576,-0.004597701,-0.001828154,0.009434312,0.011817392,-0.021524811,0.027099727
"2002-02-12",-0.003140773,-0.003540161,0.006785411,-0.005042017,-0.004618938,-0.003663004,-0.003115379,0.009621464,0.003862301,-0.011424307
"2002-02-13",0.010622361,-0.003372282,0.01811289,0.018581081,-0.002320186,-0.001838235,0.002998635,-0.001323416,-0.005018401,0.007305604
"2002-02-14",-0.001871277,0.015673626,-0.001241208,0.023217247,0.006976744,0.003683241,0.004487132,0.00506404,0.00537996,-0.004265423
"2002-02-15",-0.010440786,-0.011220056,-0.007042254,-0.001620746,0.006928406,0.003669725,0.005581245,0.00141267,0.002842809,0.00094607
"2002-02-16",0,0,0,0,0,0,0,0,0,0
"2002-02-17",0,0,0,0,0,0,0,0,0,0
"2002-02-18",0,0,0,0,0,0,0,0.004766915,-0.008337502,0
"2002-02-19",-0.019207327,-0.022345424,-0.03838131,-0.022727273,-0.002293578,0,-0.003948128,-0.006078085,-0.002858584,-0.010319638
"2002-02-20",0.016825779,-0.000547487,0.014316703,-0.008305648,0,0,0.003963778,-0.00513234,-0.017537943,-0.014684058
"2002-02-21",-0.020707533,-0.006348566,0.016680924,-0.001675042,0,0,-0.006783082,0.004703279,0.002917954,0.013443592
"2002-02-22",0.012373461,0.006389127,0.016827934,-0.001677852,0.004597701,0.001828154,0.01179958,-0.001642858,0.00205374,0.000895965
"2002-02-23",0,0,0,0,0,0,0,0,0,0
"2002-02-24",0,0,0,0,0,0,0,0,0,0
"2002-02-25",0.016508789,0.011071068,0.008274721,0.010084034,-0.00228833,0,0.001718498,-0.009690528,-0.002732707,-0.020553225
"2002-02-26",-0.002064036,0.001260372,-0.016413623,-0.003327787,-0.006880734,-0.003649635,0.00098179,-0.002608634,0.007706799,0.021339949
"2002-02-27",0.003865687,0.004841484,0.024614101,0.026711185,0.006928406,0.003663004,-0.002080387,0.006120645,0.010876954,0.004676664
"2002-02-28",-0.004478024,0.003565436,0.002850163,-0.003252033,0.002293578,0.003649635,-0.000367284,0.001210747,-0.001849361,0.008998756
"2002-03-01",0.023301609,0.009777175,0.044254974,0.01141925,-0.009153318,-0.007272727,0.010184227,-0.000930674,-0.004884622,0.021420515
"2002-03-02",0,0,0,0,0,0,0,0,0,0
