"","종목코드","종목명","종가","EPS","PER","BPS","PBR","배당수익률","시장구분","시가총액","섹터","ROE","style","시총비중"
"458","070960","용평리조트",6090,"352",17.3,"8,480",0.72,1.64,"코스피",293131997970,"경기관련소비재",0.0416,"value",0.000194104277095753
"459","002150","도화엔지니어링",8650,"352",24.57,"6,992",1.24,2.2,"코스피",2.91678e+11,"산업재",0.0505,"growth",0.000193141477992209
"460","015750","성우하이텍",3640,"510",7.14,"15,234",0.24,4.12,"코스닥",2.912e+11,"경기관련소비재",0.0336,"value",0.000192824959000443
"461","174900","앱클론",40650,"-",NA,"2,558",15.89,0,"코스닥",2.91054e+11,"건강관리",NA,"growth",0.000192728281651494
"462","053030","바이넥스",9160,"-",NA,"4,156",2.2,0,"코스닥",290656399680,"건강관리",NA,"growth",0.000192465001207117
"463","025620","제이준코스메틱",10900,"1,110",9.82,"4,796",2.27,0,"코스피",289094487000,"경기관련소비재",0.2312,"growth",0.000191430743829083
"464","037710","광주신세계",180000,"29,904",6.02,"362,102",0.5,0.69,"코스피",2.88e+11,"경기관련소비재",0.0831,"value",0.000190706003407031
"465","005810","풍산홀딩스",36750,"10,325",3.56,"85,824",0.43,4.9,"코스피",287942387250,"소재",0.1208,"value",0.000190667853763636
"466","191420","테고사이언스",35550,"-",NA,"4,640",7.66,0,"코스닥",287053238700,"건강관리",NA,"growth",0.00019007908304695
"467","036580","팜스코",7780,"1,111",7,"8,600",0.9,1.29,"코스피",285743396540,"필수소비재",0.1286,"value",0.000189211740118382
"468","004980","성신양회",11900,"490",24.29,"14,800",0.8,0,"코스피",285700935800,"산업재",0.0329,"value",0.000189183623736343
"469","101060","SBS미디어홀딩스",2040,"34",60,"4,955",0.41,0,"코스피",285388227600,"경기관련소비재",0.0068,"value",0.000188976556614626
"470","084690","대상홀딩스",7860,"699",11.24,"13,705",0.57,2.29,"코스피",284630548680,"필수소비재",0.0507,"value",0.000188474841619143
"471","019210","와이지-원",9320,"1,180",7.9,"10,074",0.93,2.15,"코스닥",284319629360,"산업재",0.1177,"value",0.000188268959046577
"472","036630","세종텔레콤",472,"7",67.43,"552",0.86,0,"코스닥",283353931472,"전기통신서비스",0.0128,"value",0.000187629499377413
"473","108230","톱텍",7670,"4,073",1.88,"8,921",0.86,0,"코스닥",282227268180,"IT",0.4574,"value",0.000186883452663515
"474","011280","태림포장",3975,"-",NA,"4,343",0.92,0.2,"코스피",281453611500,"소재",NA,"value",0.000186371157616807
"475","002310","아세아제지",31400,"562",55.87,"51,433",0.61,1.43,"코스피",281234162800,"소재",0.0109,"value",0.000186225844476078
"476","168330","내츄럴엔도텍",13600,"-",NA,"2,354",5.78,0,"코스닥",281055179200,"건강관리",NA,"growth",0.000186107326257219
"477","067290","JW신약",6710,"-",NA,"1,009",6.65,0.89,"코스닥",279586683860,"건강관리",NA,"growth",0.000185134927377659
"478","043610","지니뮤직",4810,"-",NA,"1,849",2.6,0,"코스닥",279535256780,"경기관련소비재",NA,"growth",0.000185100873721778
"479","065620","제낙스",12400,"-",NA,"2,256",5.5,0,"코스닥",278835625600,"소재",NA,"growth",0.000184637596408595
"480","104830","원익머트리얼즈",21750,"1,628",13.36,"18,711",1.16,0,"코스닥",2.74224e+11,"소재",0.0868,"growth",0.000181583899577395
"481","009520","포스코엠텍",6570,"238",27.61,"1,985",3.31,1.14,"코스닥",273592558710,"소재",0.1199,"growth",0.000181165775810721
"482","068400","AJ렌터카",12300,"572",21.5,"11,091",1.11,0,"코스피",272399490000,"산업재",0.0516,"growth",0.000180375757180603
"483","003560","IHQ",1860,"18",103.33,"1,558",1.19,0,"코스피",271998491280,"경기관련소비재",0.0115,"growth",0.000180110226405386
"484","119610","인터로조",24650,"1,727",14.27,"9,054",2.72,1.22,"코스닥",271562862850,"건강관리",0.1906,"growth",0.000179821764749637
"485","228850","레이언스",16350,"893",18.31,"10,647",1.54,0.61,"코스닥",271263078900,"건강관리",0.0841,"growth",0.000179623255725365
"486","030530","원익홀딩스",3510,"961",3.65,"8,676",0.4,0,"코스닥",271105313310,"IT",0.1096,"value",0.00017951878751306
"487","101530","해태제과식품",9300,"281",33.1,"9,899",0.94,1.61,"코스피",270786444600,"필수소비재",0.0284,"value",0.000179307641064116
"488","008490","서흥",23400,"1,995",11.73,"23,330",1,1.28,"코스피",270717244200,"건강관리",0.0853,"value",0.000179261818384539
"489","136490","선진",11350,"3,102",3.66,"13,568",0.84,0,"코스피",269898505400,"필수소비재",0.2295,"value",0.000178719671147101
"490","007660","이수페타시스",6510,"-",NA,"4,184",1.56,1.08,"코스피",268657270980,"IT",NA,"growth",0.00017789775845429
"491","095660","네오위즈",12250,"-",NA,"12,129",1.01,0,"코스닥",268458848000,"IT",NA,"value",0.000177766367990749
"492","140860","파크시스템스",40300,"694",58.07,"4,637",8.69,0.2,"코스닥",267836016500,"IT",0.1496,"growth",0.000177353945399912
"493","007690","국도화학",45650,"7,101",6.43,"78,858",0.58,3.29,"코스피",265254620400,"소재",0.0902,"value",0.000175644612992129
"494","049960","쎌바이오텍",28050,"2,412",11.63,"9,595",2.92,1.96,"코스닥",2.6367e+11,"건강관리",0.2511,"growth",0.000174595319160875
"495","074600","원익QnC",10000,"1,100",9.09,"6,503",1.54,0,"코스닥",2.6288e+11,"IT",0.1694,"growth",0.000174072201998751
"496","067280","멀티캠퍼스",44100,"2,079",21.21,"14,196",3.11,1.13,"코스닥",261370953900,"경기관련소비재",0.1466,"growth",0.000173072951475529
"497","044340","위닉스",14550,"741",19.64,"5,961",2.44,1.37,"코스닥",260058333750,"경기관련소비재",0.1242,"growth",0.000172203769035258
"498","091120","이엠텍",17100,"368",46.47,"9,871",1.73,0.58,"코스닥",259899719400,"IT",0.0372,"growth",0.000172098738796468
"499","003800","에이스침대",23400,"2,765",8.46,"35,394",0.66,2.82,"코스닥",2.59506e+11,"산업재",0.078,"value",0.000171838028194948
"500","079980","휴비스",7510,"681",11.03,"11,639",0.65,3.99,"코스피",2.59095e+11,"소재",0.0589,"value",0.00017156587483592
"501","092230","KPX홀딩스",61200,"9,872",6.2,"145,038",0.42,6.29,"코스피",258548335200,"소재",0.0677,"value",0.000171203887824769
"502","200670","휴메딕스",27600,"1,195",23.1,"10,736",2.57,2.17,"코스닥",257997982800,"건강관리",0.1113,"growth",0.000170839458982167
"503","003060","에이프로젠제약",2385,"-",NA,"920",2.59,0,"코스피",257299032690,"건강관리",NA,"growth",0.000170376632655573
"504","086820","바이오솔루션",32600,"-",NA,"721",45.21,0,"코스닥",255816307600,"건강관리",NA,"growth",0.000169394811210902
"505","060250","NHN한국사이버결제",11650,"493",23.63,"4,653",2.5,0,"코스닥",255338793450,"IT",0.1058,"growth",0.000169078613936191
"506","078600","대주전자재료",17500,"-",NA,"3,655",4.79,0,"코스닥",254646437500,"IT",NA,"growth",0.000168620154088415
"507","003120","일성신약",95600,"1,956",48.88,"121,363",0.79,0.78,"코스피",2.54296e+11,"건강관리",0.0162,"value",0.000168388103619425
"508","104700","한국철강",5520,"-",NA,"15,598",0.35,3.26,"코스피",2.54196e+11,"소재",NA,"value",0.000168321886257131
"509","000020","동화약품",9100,"1,700",5.35,"10,631",0.86,1.65,"코스피",254176377000,"건강관리",0.1607,"value",0.000168308892424128
"510","001940","KISCO홀딩스",13750,"843",16.31,"41,227",0.33,1.82,"코스피",254050225000,"소재",0.0202,"value",0.000168225357897247
"511","025000","KPX케미칼",52400,"5,543",9.45,"89,789",0.58,3.82,"코스피",2.53616e+11,"소재",0.0614,"value",0.000167937825555825
"512","001500","현대차증권",8630,"1,711",5.04,"28,815",0.3,4.63,"코스피",253179267930,"금융",0.0595,"value",0.000167648633098779
"513","214150","클래시스",4085,"-",NA,"580",7.04,0.2,"코스닥",253160019545,"건강관리",NA,"growth",0.000167635887325948
"514","161000","애경유화",7900,"2,054",3.85,"9,495",0.83,4.43,"코스피",2.53116e+11,"소재",0.2156,"value",0.000167606738744355
"515","051370","인터플렉스",10850,"1,706",6.36,"13,914",0.78,0,"코스닥",253103071200,"IT",0.1226,"value",0.000167598177634019
"516","078150","HB테크놀러지",3195,"490",6.52,"1,976",1.62,1.25,"코스닥",252374411070,"IT",0.2485,"growth",0.000167115678115844
"517","152330","코리아오토글라스",12600,"2,238",5.63,"15,910",0.79,5.56,"코스피",2.52e+11,"경기관련소비재",0.1403,"value",0.000166867752981153
"518","104480","티케이케미칼",2770,"235",11.79,"2,782",1,0,"코스닥",251780352180,"소재",0.0848,"value",0.000166722307988412
"519","206640","바디텍메드",10700,"-",NA,"2,913",3.67,0.47,"코스닥",250576109600,"건강관리",NA,"growth",0.000165924890316314
"520","031980","피에스케이",12300,"1,940",6.34,"11,230",1.1,3.25,"코스닥",250078729200,"IT",0.1735,"growth",0.000165595538134866
"521","007160","사조산업",49850,"8,847",5.63,"76,465",0.65,0.4,"코스피",2.4925e+11,"필수소비재",0.1155,"value",0.000165046775518065
"522","122900","아이마켓코리아",6920,"221",31.31,"10,532",0.66,5.06,"코스피",248727912800,"산업재",0.0211,"value",0.000164701063145349
"523","089600","나스미디어",28400,"2,805",10.12,"13,659",2.08,2.43,"코스닥",248633224400,"경기관련소비재",0.2055,"growth",0.000164638362984471
"524","002030","아세아",113000,"23,008",4.91,"310,339",0.36,1.33,"코스피",247585712000,"소재",0.0733,"value",0.000163944727903487
"525","042520","한스바이오메드",25000,"831",30.08,"5,450",4.59,0.4,"코스닥",246446425000,"건강관리",0.1526,"growth",0.000163190322103128
"526","203690","프로스테믹스",5420,"-",NA,"867",6.25,0,"코스닥",245931508140,"건강관리",NA,"growth",0.000162849357740428
"527","084370","유진테크",10700,"1,237",8.65,"10,038",1.07,2.15,"코스닥",245201649400,"IT",0.1237,"growth",0.000162366064534327
"528","237880","클리오",14450,"473",30.55,"7,894",1.83,0.69,"코스닥",245186082750,"경기관련소비재",0.0599,"growth",0.000162355756709299
"529","214390","경보제약",10250,"751",13.65,"5,919",1.73,2.44,"코스피",245045315000,"건강관리",0.1267,"growth",0.000162262544018289
"530","136480","하림",2800,"398",7.04,"3,551",0.79,0,"코스닥",243448626400,"필수소비재",0.1122,"value",0.000161205258943318
"531","023900","풍국주정",19200,"1,124",17.08,"9,439",2.03,1.41,"코스닥",2.4192e+11,"필수소비재",0.1189,"growth",0.000160193042861906
"532","000430","대원강업",3875,"351",11.04,"7,374",0.53,2.97,"코스피",2.4025e+11,"경기관련소비재",0.048,"value",0.000159087212911595
"533","095610","테스",12150,"2,781",4.37,"9,592",1.27,3.29,"코스닥",240183945900,"IT",0.2906,"growth",0.000159043473628888
"534","238090","앤디포스",14500,"530",27.36,"5,270",2.75,1.72,"코스닥",239803146000,"IT",0.1005,"growth",0.000158791317979489
"535","015360","예스코홀딩스",39950,"4,481",8.92,"106,531",0.38,3.75,"코스피",2.397e+11,"유틸리티",0.0426,"value",0.000158723017418977
"536","016590","신대양제지",59300,"7,032",8.43,"68,314",0.87,0.63,"코스피",238966072600,"소재",0.1032,"value",0.000158237030053544
"537","272550","삼양패키징",16800,"1,966",8.55,"17,296",0.97,0,"코스피",238724707200,"소재",0.1135,"value",0.000158077204252173
"538","026890","디피씨",5710,"188",30.37,"3,277",1.74,1.23,"코스피",237982379250,"IT",0.0573,"growth",0.000157585654264111
"539","052260","SK바이오랜드",15850,"799",19.84,"9,188",1.73,1.58,"코스닥",2.3775e+11,"경기관련소비재",0.0872,"growth",0.000157431778854242
"540","005680","삼영전자",11850,"529",22.4,"23,542",0.5,2.11,"코스피",2.37e+11,"IT",0.0223,"value",0.000156935148637036
"541","243840","신흥에스이씨",35900,"1,004",35.76,"10,647",3.37,0.28,"코스닥",235205419700,"IT",0.0942,"growth",0.000155746824898127
"542","034950","한국기업평가",51800,"3,462",14.96,"19,356",2.68,4.34,"코스닥",235198625200,"금융",0.1791,"growth",0.000155742325759446
"543","012610","경인양행",5800,"90",64.44,"4,812",1.21,0.86,"코스피",234298917000,"소재",0.0188,"growth",0.000155146562721062
"544","002100","경농",10800,"568",19.01,"8,157",1.32,2.73,"코스피",234270900000,"소재",0.0694,"growth",0.000155128010602668
"545","090360","로보스타",24000,"973",24.67,"6,445",3.72,0.21,"코스닥",2.34e+11,"산업재",0.1508,"growth",0.000154948627768213
"546","003570","S&T중공업",7200,"-",NA,"18,194",0.4,0,"코스피",233808760800,"경기관련소비재",NA,"value",0.000154821994214301
"547","102260","동성코퍼레이션",5130,"223",23,"6,505",0.79,3.9,"코스피",233132696100,"소재",0.0343,"value",0.000154374322002559
"548","102460","이연제약",13900,"801",17.35,"13,985",0.99,2.52,"코스피",2.33103e+11,"건강관리",0.0571,"value",0.000154354658028435
"549","001270","부국증권",22450,"3,797",5.91,"35,752",0.63,5.35,"코스피",232803940700,"금융",0.1066,"value",0.00015415662884828
"550","095270","웨이브일렉트로",21550,"40",538.75,"3,919",5.5,0,"코스닥",232715605400,"IT",0.0102,"growth",0.000154098135542645
"551","004150","한솔홀딩스",5000,"-",NA,"10,073",0.5,1,"코스피",231799355000,"소재",NA,"value",0.000153491418695756
"552","011810","STX",11750,"20,985",0.56,"2,224",5.28,0,"코스피",231791098500,"산업재",9.4286,"growth",0.000153485951459238
"553","004360","세방",12000,"1,372",8.75,"33,681",0.36,1.46,"코스피",231704280000,"산업재",0.0411,"value",0.000153428462538555
"554","166090","하나머티리얼즈",12050,"1,099",10.96,"4,515",2.67,2.07,"코스닥",231558511700,"IT",0.2436,"growth",0.000153331938615234
"555","002810","삼영무역",14050,"1,629",8.62,"17,543",0.8,1.96,"코스피",231356053150,"소재",0.0928,"value",0.000153197875903685
"556","041140","넥슨지티",6540,"-",NA,"3,506",1.87,0,"코스닥",231341525880,"IT",NA,"growth",0.000153188256328678
"557","060150","인선이엔티",6320,"84",75.24,"4,592",1.38,0,"코스닥",231308132160,"산업재",0.0183,"growth",0.000153166143888122
"558","003200","일신방직",96000,"6,858",14,"286,250",0.34,1.56,"코스피",2.304e+11,"경기관련소비재",0.0243,"value",0.000152564802725625
"559","023910","대한약품",38350,"4,139",9.27,"19,313",1.99,0.78,"코스닥",2.301e+11,"건강관리",0.2147,"growth",0.000152366150638743
"560","001200","유진투자증권",2375,"580",4.09,"7,309",0.32,0,"코스피",230057742750,"금융",0.0782,"value",0.000152338169002415
"561","032620","유비케어",4400,"90",48.89,"1,155",3.81,0.68,"코스닥",229667411600,"건강관리",0.0779,"growth",0.000152079702010673
"562","290670","대보마그네틱",71000,"1,508",47.08,"2,768",25.65,0,"코스닥",229514600000,"IT",0.5448,"growth",0.000151978514199873
"563","004700","조광피혁",34450,"6,005",5.74,"33,938",1.02,0,"코스피",229062804100,"경기관련소비재",0.1777,"value",0.00015167934687194
"564","143160","아이디스",21150,"928",22.79,"14,178",1.49,0.95,"코스닥",226651648500,"IT",0.0654,"growth",0.000150082743232814
"565","018120","진로발효",30100,"2,108",14.28,"12,001",2.51,3.65,"코스닥",226472400000,"필수소비재",0.1758,"growth",0.000149964049604162
"566","018290","지엠피",8300,"-",NA,"1,197",6.93,0,"코스닥",225758904400,"IT",NA,"growth",0.000149491591637757
"567","016250","이테크건설",80500,"10,678",7.54,"92,905",0.87,0.93,"코스닥",2.254e+11,"산업재",0.1154,"value",0.00014925393461092
"568","084680","이월드",2490,"42",59.29,"1,455",1.71,0,"코스피",225369643530,"경기관련소비재",0.0288,"growth",0.0001492338333572
"569","033640","네패스",9810,"310",31.65,"5,943",1.65,1.02,"코스닥",225360627210,"IT",0.0521,"growth",0.00014922786298792
"570","054780","키이스트",2640,"-",NA,"625",4.22,0,"코스닥",224863650000,"경기관련소비재",NA,"growth",0.000148898777788255
"571","045100","한양이엔지",12450,"1,951",6.38,"13,225",0.94,2.41,"코스닥",2.241e+11,"산업재",0.1473,"value",0.000148393108901096
"572","013030","하이록코리아",16450,"1,728",9.52,"24,092",0.68,2.43,"코스닥",223937666400,"산업재",0.0714,"value",0.000148285615873059
"573","000970","한국주철관",9800,"551",17.79,"11,194",0.88,2.04,"코스피",223444900000,"소재",0.0495,"value",0.000147959318960708
"574","097780","에스맥",1005,"57",17.63,"917",1.1,0,"코스닥",222042965370,"IT",0.0624,"growth",0.000147030994827634
"575","086390","유니테스트",10500,"1,192",8.81,"4,386",2.39,1.9,"코스닥",221908323000,"IT",0.2713,"growth",0.00014694183820169
"576","239610","에이치엘사이언스",43100,"967",44.57,"10,333",4.17,0.46,"코스닥",221626578800,"건강관리",0.0936,"growth",0.000146755274624033
"577","095190","이엠코리아",6060,"-",NA,"2,384",2.54,0,"코스닥",220176186240,"산업재",NA,"growth",0.000145794862927891
"578","195870","해성디에스",12950,"1,410",9.18,"10,644",1.22,2.32,"코스피",2.2015e+11,"IT",0.1329,"growth",0.000145777523090479
"579","046440","KG모빌리언스",7350,"511",14.38,"6,920",1.06,2.72,"코스닥",219816133950,"IT",0.0737,"value",0.000145556445798574
"580","091090","세원셀론텍",3600,"-",NA,"3,127",1.15,0,"코스피",219566851200,"에너지",NA,"growth",0.000145391377336869
"581","001880","삼호",14400,"4,256",3.38,"21,250",0.68,0,"코스피",218588630400,"산업재",0.2012,"value",0.000144743625325697
"582","041190","우리기술투자",2590,"44",58.86,"700",3.7,0.77,"코스닥",2.1756e+11,"금융",0.0629,"growth",0.000144062493407062
"583","047310","파워로직스",6330,"316",20.03,"4,642",1.36,0,"코스닥",217454679900,"IT",0.0679,"growth",0.000143992753214876
"584","001390","KG케미칼",17400,"377",46.15,"19,661",0.89,2.01,"코스피",216726152400,"소재",0.0193,"value",0.000143510341520789
"585","052330","코텍",13900,"1,460",9.52,"16,783",0.83,2.16,"코스닥",216486272800,"IT",0.0872,"value",0.000143351499576987
"586","217270","넵튠",10100,"1,808",5.59,"4,464",2.26,0,"코스닥",215911790500,"IT",0.4043,"growth",0.000142971092551081
"587","060280","큐렉소",6440,"-",NA,"2,363",2.73,0,"코스닥",214820709320,"경기관련소비재",NA,"growth",0.000142248607373197
"588","082920","비츠로셀",10900,"53",205.66,"4,601",2.37,0,"코스닥",213535697900,"IT",0.0115,"growth",0.000141397706705695
"589","138490","코오롱플라스틱",5610,"461",12.17,"5,114",1.1,2.14,"코스피",2.1318e+11,"소재",0.0904,"growth",0.00014116217293858
"590","054950","제이브이엠",33600,"1,895",17.73,"19,135",1.76,0.89,"코스닥",212718508800,"건강관리",0.0993,"growth",0.00014085658563872
"591","260930","씨티케이코스메틱스",21000,"1,853",11.33,"16,954",1.24,1.52,"코스닥",212565171000,"경기관련소비재",0.1094,"growth",0.000140755049392161
"592","036530","S&T홀딩스",13000,"418",31.1,"36,826",0.35,1.54,"코스피",211950518000,"경기관련소비재",0.0113,"value",0.000140348042388299
"593","053950","경남제약",17200,"-",NA,"1,356",12.68,0,"코스닥",211559707600,"건강관리",NA,"growth",0.000140089258049848
"594","033240","자화전자",11800,"1,406",8.39,"15,845",0.74,3.81,"코스피",2.1122e+11,"IT",0.0882,"value",0.000139864312637615
"595","143240","사람인에이치알",18150,"310",58.55,"6,507",2.79,0.33,"코스닥",211161873450,"산업재",0.0477,"growth",0.000139825822769413
"596","095570","AJ네트웍스",4505,"320",14.08,"6,168",0.73,1.91,"코스피",210934438975,"산업재",0.0518,"value",0.00013967522165912
"597","044490","태웅",10500,"-",NA,"31,426",0.33,0,"코스닥",210077500500,"산업재",NA,"value",0.000139107779604492
"598","215000","골프존",33450,"12,645",2.65,"30,160",1.11,7.17,"코스닥",209912631750,"IT",0.4189,"growth",0.000138998607866995
"599","030790","동양네트웍스",2225,"-",NA,"857",2.6,0,"코스피",209898605700,"IT",NA,"growth",0.000138989320186651
"600","033500","동성화인텍",7720,"-",NA,"3,199",2.41,0,"코스닥",208313461480,"산업재",NA,"growth",0.000137939679495609
"601","001780","알루코",2795,"172",16.25,"2,774",1.01,1.79,"코스피",208294865090,"소재",0.0622,"value",0.000137927365456669
"602","214180","민앤지",17500,"1,224",14.3,"6,964",2.51,1.43,"코스닥",208015990000,"IT",0.1755,"growth",0.000137742701727976
"603","035890","서희건설",1190,"191",6.23,"1,465",0.81,1.26,"코스닥",206426616550,"산업재",0.13,"value",0.000136690260552383
"604","004970","신라교역",12900,"1,657",7.79,"29,975",0.43,3.88,"코스피",2.064e+11,"필수소비재",0.0552,"value",0.000136672635775039
"605","085370","루트로닉",8140,"-",NA,"5,216",1.56,0.18,"코스닥",205245867200,"건강관리",NA,"growth",0.000135908399477508
"606","004380","삼익THK",9770,"1,364",7.16,"8,633",1.13,4.09,"코스피",2.0517e+11,"산업재",0.1578,"growth",0.000135858162218822
"607","255440","야스",15600,"1,390",11.22,"8,250",1.89,0,"코스닥",203704800000,"IT",0.1684,"growth",0.000134887945426488
"608","001250","GS글로벌",2465,"257",9.59,"4,452",0.55,1.01,"코스피",203445728260,"산업재",0.0574,"value",0.000134716394953811
"609","175250","아이큐어",33050,"110",300.45,"3,560",9.28,0,"코스닥",202382269900,"경기관련소비재",0.0309,"growth",0.000134012200878723
"610","127160","매직마이크로",3440,"-",NA,"1,078",3.19,0,"코스닥",202350352880,"IT",NA,"growth",0.000133991066269956
"611","039560","다산네트웍스",6890,"-",NA,"5,128",1.34,0,"코스닥",201164257060,"IT",NA,"growth",0.000133205664903671
"612","121800","비덴트",8000,"3,431",2.33,"6,605",1.21,0,"코스닥",200772432000,"IT",0.5193,"growth",0.000132946208684132
"613","119860","다나와",15300,"1,048",14.6,"5,877",2.6,1.5,"코스닥",200044776600,"경기관련소비재",0.1781,"growth",0.000132464374471661
"614","016100","리더스코스메틱",11000,"-",NA,"4,516",2.44,0,"코스닥",199874554000,"경기관련소비재",NA,"growth",0.000132351657555913
"615","008700","아남전자",2590,"-",NA,"898",2.88,0,"코스피",199753283800,"IT",NA,"growth",0.000132271355628224
"616","025320","시노펙스",2840,"-",NA,"835",3.4,0,"코스닥",199217190320,"IT",NA,"growth",0.000131916368666337
"617","002840","미원상사",257000,"32,510",7.91,"228,360",1.13,0,"코스피",199159580000,"소재",0.1429,"growth",0.000131878220632024
"618","214420","토니모리",11250,"-",NA,"6,473",1.74,0.44,"코스피",1.9845e+11,"경기관련소비재",NA,"growth",0.000131408355472658
"619","087730","네패스신소재",56400,"-",NA,"4,359",12.94,0,"코스닥",198287566800,"IT",NA,"growth",0.000131300796492128
"620","220630","해마로푸드서비스",2110,"121",17.44,"606",3.48,1.33,"코스닥",198124328460,"필수소비재",0.1995,"growth",0.000131192704369127
"621","049070","인탑스",11500,"967",11.89,"22,211",0.52,1.74,"코스닥",1.978e+11,"IT",0.0437,"value",0.000130977942617746
"622","028100","동아지질",17150,"1,514",11.33,"13,585",1.26,1.17,"코스피",1.97225e+11,"산업재",0.1112,"growth",0.000130597192784555
"623","142760","바이오리더스",12350,"-",NA,"2,211",5.59,0,"코스닥",197109828500,"건강관리",NA,"growth",0.00013052092925514
"624","036800","나이스정보통신",19650,"3,849",5.11,"17,971",1.09,1.78,"코스닥",1.965e+11,"전기통신서비스",0.2133,"growth",0.000130117116907923
"625","007630","폴루스바이오팜",6010,"-",NA,"878",6.85,0,"코스피",195688376620,"IT",NA,"growth",0.000129579681313924
"626","217480","에스디생명공학",8720,"657",13.27,"4,746",1.84,1.72,"코스닥",195459375520,"경기관련소비재",0.1387,"growth",0.00012942804282588
"627","000680","LS네트웍스",2480,"280",8.86,"7,902",0.31,0,"코스피",195431479680,"경기관련소비재",0.035,"value",0.000129409570936442
"628","083640","인콘",1460,"8",182.5,"382",3.82,0,"코스닥",194529345880,"IT",0.0209,"growth",0.000128812201729718
"629","004960","한신공영",16800,"6,860",2.45,"31,749",0.53,2.23,"코스피",194387793600,"산업재",0.2163,"value",0.000128718469543635
"630","035510","신세계 I&C",113000,"5,993",18.86,"96,712",1.17,0.88,"코스피",1.9436e+11,"IT",0.062,"growth",0.000128700065354829
"631","013580","계룡건설",21750,"6,112",3.56,"37,841",0.57,0,"코스피",194247227250,"산업재",0.1601,"value",0.000128625390214392
"632","264450","유비쿼스",37900,"2,392",15.84,"13,226",2.87,1.32,"코스닥",194197894500,"IT",0.1812,"growth",0.000128592723368595
"633","108490","로보티즈",17200,"246",69.92,"3,782",4.55,0,"코스닥",193517200000,"경기관련소비재",0.0651,"growth",0.000128141985425414
"634","111710","남화산업",9390,"488",19.24,"6,725",1.4,1.06,"코스닥",193321320000,"경기관련소비재",0.0728,"growth",0.000128012278856152
"635","036540","SFA반도체",1360,"68",20,"1,773",0.77,0,"코스닥",191925418160,"IT",0.0385,"value",0.000127087949477489
"636","064260","다날",3525,"215",16.4,"3,129",1.13,0,"코스닥",191670655350,"IT",0.0689,"growth",0.000126919252264601
"637","005420","코스모화학",12100,"1,537",7.87,"7,066",1.71,0,"코스피",191670025800,"소재",0.2173,"growth",0.000126918835393197
"638","007720","대명코퍼레이션",1890,"111",17.03,"1,056",1.79,0,"코스닥",190512850500,"경기관련소비재",0.1051,"growth",0.000126152584432418
"639","048550","SM C&C",2020,"-",NA,"1,222",1.65,0,"코스닥",190003272520,"경기관련소비재",NA,"growth",0.00012581515533523
"640","069110","코스온",10150,"64",158.59,"3,760",2.7,0,"코스닥",189776184150,"경기관련소비재",0.017,"growth",0.000125664783406539
"641","092130","이크레더블",15700,"905",17.35,"3,486",4.5,3.38,"코스닥",189084520000,"IT",0.2594,"growth",0.000125206781650475
"642","245620","EDGC",5220,"-",NA,"384",13.59,0,"코스닥",188822746800,"건강관리",NA,"growth",0.000125033442342242
"643","016610","DB금융투자",4445,"107",41.54,"14,360",0.31,2.25,"코스피",188674199105,"금융",0.0075,"value",0.000124935077976865
"644","166480","코아스템",12000,"-",NA,"4,174",2.87,0,"코스닥",188609280000,"건강관리",NA,"growth",0.000124892090257909
"645","086980","쇼박스",3010,"254",11.85,"2,219",1.36,1.66,"코스닥",1.88426e+11,"경기관련소비재",0.1148,"growth",0.000124770727076296
"646","089980","상아프론테크",13200,"550",24,"7,676",1.72,1.06,"코스닥",188278675200,"소재",0.0717,"growth",0.000124673172479731
"647","281820","케이씨텍",9490,"563",16.86,"10,331",0.92,1.9,"코스피",188275336600,"IT",0.0546,"value",0.000124670961746874
"648","138690","엘아이에스",12200,"-",NA,"1,716",7.11,0,"코스닥",188182364800,"IT",NA,"growth",0.000124609398273236
"649","123860","아나패스",18550,"73",254.11,"7,506",2.47,1.08,"코스닥",187868835000,"IT",0.0097,"growth",0.00012440178710967
"650","044820","코스맥스비티아이",19550,"402",48.63,"30,075",0.65,0.51,"코스피",187756655550,"건강관리",0.0134,"value",0.000124327504836844
"651","128820","대성산업",4150,"8,533",0.49,"9,513",0.44,0,"코스피",187727233700,"에너지",0.898,"value",0.000124308022463836
"652","011370","서한",1860,"768",2.42,"2,839",0.66,2.15,"코스닥",187664448900,"산업재",0.2727,"value",0.000124266448025354
"653","183300","코미코",21350,"2,312",9.23,"7,948",2.69,1.55,"코스닥",187346250000,"IT",0.2914,"growth",0.000124055745106926
"654","049180","셀루메드",9090,"-",NA,"2,386",3.81,0,"코스닥",185690619990,"건강관리",NA,"growth",0.000122959430584954
"655","006620","동구바이오제약",19300,"1,482",13.02,"4,952",3.9,0,"코스닥",185357200000,"건강관리",0.2995,"growth",0.000122738648662215
"656","230360","에코마케팅",11400,"478",23.85,"4,399",2.59,2.19,"코스닥",184667881800,"경기관련소비재",0.1086,"growth",0.000122282200332361
"657","236200","슈프리마",26000,"1,284",20.25,"13,729",1.89,0,"코스닥",184087098000,"IT",0.0933,"growth",0.00012189762061937
"658","097520","엠씨넥스",12950,"-",NA,"5,920",2.19,2.01,"코스닥",183439249350,"IT",NA,"growth",0.000121468632331682
"659","033160","엠케이전자",8410,"2,168",3.88,"13,738",0.61,1.66,"코스닥",183402664490,"IT",0.1572,"value",0.000121444406802391
