"","종목코드","종목명","종가","EPS","PER","BPS","PBR","배당수익률","시장구분","시가총액","섹터","ROE","style","시총비중"
"1","005930","삼성전자",38700,"5,997",6.45,"28,126",1.38,2.2,"코스피",231030584685000,"IT",0.214,"growth",0.152982359271063
"2","000660","SK하이닉스",60500,"15,073",4.01,"46,449",1.3,1.65,"코스피",44044143082500,"IT",0.3242,"growth",0.0291648697942744
"3","068270","셀트리온",222500,"3,150",70.63,"19,041",11.69,0,"코스피",27913989592500,"건강관리",0.1655,"growth",0.0184839076192054
"4","207940","삼성바이오로직스",386500,"-",NA,"60,099",6.43,0,"코스피",25572772500000,"건강관리",NA,"growth",0.0169336154149731
"5","005380","현대차",118500,"14,993",7.9,"242,062",0.49,3.38,"코스피",25319680159500,"경기관련소비재",0.062,"value",0.0167660243429255
"6","051910","LG화학",347000,"25,367",13.68,"206,544",1.68,1.73,"코스피",24495543021000,"소재",0.1228,"growth",0.0162203024681247
"7","017670","SK텔레콤",269500,"36,582",7.37,"220,967",1.22,3.71,"코스피",21760969114500,"전기통신서비스",0.1655,"growth",0.0144095397572574
"8","015760","한국전력",33100,"2,023",16.36,"111,660",0.3,2.39,"코스피",21249010948700,"유틸리티",0.0183,"value",0.0140705345638154
"9","005490","POSCO",243000,"34,464",7.05,"501,600",0.48,3.29,"코스피",21186400905000,"소재",0.0681,"value",0.0140290758443461
"10","035420","NAVER",122000,"5,320",22.93,"28,936",4.22,0.24,"코스피",20107234190000,"IT",0.184,"growth",0.0133144801109171
"11","028260","삼성물산",105500,"3,879",27.2,"117,902",0.89,1.9,"코스피",20012299536500,"산업재",0.0327,"value",0.0132516168874663
"12","105560","KB금융",46500,"8,305",5.6,"81,411",0.57,4.13,"코스피",19442186470500,"금융",0.1018,"value",0.0128741030530671
"13","055550","신한지주",39600,"6,116",6.47,"69,210",0.57,3.66,"코스피",18778303645200,"금융",0.0881,"value",0.0124344973574298
"14","012330","현대모비스",190000,"16,558",11.47,"300,935",0.63,1.84,"코스피",18495333970000,"경기관련소비재",0.0549,"value",0.0122471223024202
"15","034730","SK",260000,"30,007",8.66,"192,595",1.35,1.54,"코스피",18293677220000,"산업재",0.1559,"growth",0.0121135905216821
"16","051900","LG생활건강",1101000,"36,199",30.42,"169,155",6.51,0.82,"코스피",17195634897000,"경기관련소비재",0.214,"growth",0.0113864958585186
"17","096770","SK이노베이션",179500,"22,574",7.95,"192,989",0.93,4.46,"코스피",16597568738000,"에너지",0.117,"value",0.0109904722232551
"18","032830","삼성생명",81600,"6,494",12.57,"146,795",0.56,2.45,"코스피",1.632e+13,"금융",0.0446,"value",0.0108066735263985
"19","018260","삼성에스디에스",204000,"6,856",29.75,"71,833",2.84,0.98,"코스피",15785071200000,"IT",0.0955,"growth",0.0104524577848869
"20","006400","삼성SDI",219000,"9,824",22.29,"159,945",1.37,0.46,"코스피",15059432070000,"IT",0.0615,"growth",0.00997195869322701
"21","033780","KT&G",101500,"9,217",11.01,"56,609",1.79,3.94,"코스피",13935188445500,"필수소비재",0.1626,"growth",0.00922751421932343
"22","000270","기아차",33700,"2,414",13.96,"66,264",0.51,2.37,"코스피",13660744793900,"경기관련소비재",0.0365,"value",0.00904578487225028
"23","000810","삼성화재",269000,"22,731",11.83,"235,548",1.14,3.72,"코스피",12743831153000,"금융",0.0964,"growth",0.00843862884473143
"24","090430","아모레퍼시픽",209500,"5,711",36.68,"60,186",3.48,0.61,"코스피",12247053655000,"경기관련소비재",0.0949,"growth",0.00810967588908516
"25","003550","LG",69900,"13,630",5.13,"90,990",0.77,1.86,"코스피",12061743456900,"산업재",0.1501,"value",0.00798696836384136
"26","010950","S-Oil",97700,"10,706",9.13,"58,682",1.66,6.04,"코스피",10999338778400,"에너지",0.1818,"growth",0.00728347200884946
"27","086790","하나금융지주",36250,"6,817",5.32,"80,654",0.45,4.28,"코스피",10883774747500,"금융",0.0846,"value",0.00720694855582673
"28","091990","셀트리온헬스케어",75300,"1,233",61.07,"11,968",6.29,0,"코스닥",10581649139700,"건강관리",0.103,"growth",0.00700688894752653
"29","000030","우리은행",15600,"1,999",7.8,"30,127",0.52,3.85,"코스피",1.05456e+13,"금융",0.0667,"value",0.00698301815808747
"30","036570","엔씨소프트",466500,"20,756",22.48,"124,037",3.76,1.56,"코스피",10234553763000,"IT",0.1673,"growth",0.00677705154443099
"31","066570","LG전자",62300,"9,579",6.5,"73,129",0.85,0.64,"코스피",10195258812200,"IT",0.1308,"value",0.00675103146449646
"32","251270","넷마블",111500,"3,908",28.53,"50,919",2.19,0.32,"코스피",9507143947500,"IT",0.0768,"growth",0.00629537995153845
"33","011170","롯데케미칼",277000,"65,625",4.22,"335,215",0.83,3.79,"코스피",9494291063000,"소재",0.1967,"value",0.00628686911044384
"34","009540","현대중공업",128500,"42,777",3,"187,375",0.69,0,"코스피",9094345406000,"산업재",0.23,"value",0.0060220356457686
"35","035720","카카오",103000,"1,602",64.29,"59,332",1.74,0.14,"코스피",8588940619000,"IT",0.0271,"growth",0.00568736992690904
"36","010130","고려아연",432500,"35,591",12.15,"315,862",1.37,2.31,"코스피",8.161275e+12,"소재",0.1128,"growth",0.00540418103456847
"37","024110","기업은행",14050,"2,178",6.45,"29,937",0.47,4.39,"코스피",7867702350750,"금융",0.0729,"value",0.00520978496981819
"38","030200","KT",29800,"1,946",15.31,"44,749",0.67,3.36,"코스피",7781131878400,"전기통신서비스",0.0438,"value",0.00515246028650247
"39","009150","삼성전기",103500,"2,139",48.39,"54,531",1.9,0.72,"코스피",7730797536000,"IT",0.0393,"growth",0.00511913021263711
"40","032640","LG유플러스",17650,"1,253",14.09,"11,985",1.47,2.27,"코스피",7706190521650,"전기통신서비스",0.1043,"growth",0.0051028360967952
"41","035250","강원랜드",32000,"2,159",14.82,"16,365",1.96,3.09,"코스피",6.846096e+12,"경기관련소비재",0.1323,"growth",0.00453330419132245
"42","034220","LG디스플레이",18050,"5,038",3.58,"40,170",0.45,2.77,"코스피",6458573385000,"IT",0.1257,"value",0.00427669693737629
"43","004990","롯데지주",52700,"7,625",6.91,"81,890",0.64,0,"코스피",6143040689900,"필수소비재",0.0926,"value",0.00406775950950556
"44","000720","현대건설",54600,"1,810",30.17,"58,029",0.94,0.92,"코스피",6080024769000,"산업재",0.0312,"value",0.00402603202886024
"45","004020","현대제철",45250,"5,455",8.3,"125,261",0.36,1.66,"코스피",6038421771250,"소재",0.0434,"value",0.00399848362111491
"46","002790","아모레G",72700,"2,432",29.89,"33,714",2.16,0.5,"코스피",5994709686000,"경기관련소비재",0.0723,"growth",0.00396953863125861
"47","023530","롯데쇼핑",211000,"-",NA,"450,130",0.47,2.46,"코스피",5968927305000,"경기관련소비재",NA,"value",0.0039524662186238
"48","018880","한온시스템",10800,"541",19.96,"3,707",2.91,2.82,"코스피",5.76504e+12,"경기관련소비재",0.1458,"growth",0.00381745742320025
"49","267250","현대중공업지주",346000,"74,312",4.66,"459,750",0.75,0,"코스피",5635169482000,"산업재",0.1609,"value",0.00373146059178296
"50","021240","코웨이",74100,"4,484",16.53,"13,128",5.64,4.32,"코스피",5468551767900,"경기관련소비재",0.3412,"growth",0.0036211307363912
"51","128940","한미약품",464000,"5,276",87.95,"61,358",7.56,0.11,"코스피",5282960624000,"건강관리",0.086,"growth",0.00349823717624916
"52","215600","신라젠",73500,"-",NA,"2,968",24.76,0,"코스닥",5131551925500,"건강관리",NA,"growth",0.00339797832981862
"53","139480","이마트",182500,"21,621",8.44,"295,657",0.62,0.96,"코스피",5087336967500,"경기관련소비재",0.0735,"value",0.00336870035089157
"54","008930","한미사이언스",79000,"479",164.93,"10,296",7.67,0.25,"코스피",5016442093000,"건강관리",0.0465,"growth",0.00332175563499595
"55","005830","DB손해보험",70400,"10,445",6.74,"65,368",1.08,3.27,"코스피",4.98432e+12,"금융",0.1602,"growth",0.00330048523229769
"56","097950","CJ제일제당",330500,"26,179",12.62,"232,686",1.42,0.91,"코스피",4975408473000,"필수소비재",0.1125,"growth",0.00329458425417816
"57","161390","한국타이어",40150,"4,837",8.3,"51,331",0.78,1,"코스피",4973584020350,"경기관련소비재",0.094,"value",0.00329337614975703
"58","086280","현대글로비스",129000,"18,147",7.11,"106,381",1.21,2.33,"코스피",4.8375e+12,"산업재",0.1702,"growth",0.00320326490097748
"59","078930","GS",51600,"10,416",4.95,"81,628",0.63,3.49,"코스피",4794433504800,"에너지",0.1273,"value",0.00317474740382352
"60","271560","오리온",120000,"1,912",62.76,"33,092",3.63,0.5,"코스피",4744075320000,"필수소비재",0.0578,"growth",0.00314140154214977
"61","010140","삼성중공업",7410,"-",NA,"13,097",0.57,0,"코스피",4.6683e+12,"산업재",NA,"value",0.00309122512397585
"62","036460","한국가스공사",48200,"-",NA,"84,640",0.57,0,"코스피",4449486600000,"유틸리티",NA,"value",0.00294633266214979
"63","035760","CJ ENM",201900,"21,705",9.3,"165,443",1.22,1.49,"코스닥",4426936929600,"경기관련소비재",0.1312,"growth",0.0029314008652049
"64","084990","바이로메드",254000,"-",NA,"10,307",24.64,0,"코스닥",4052890040000,"건강관리",NA,"growth",0.00268371688116862
"65","029780","삼성카드",34550,"3,528",9.79,"59,753",0.58,4.34,"코스피",4002924684050,"금융",0.0592,"value",0.00265063114039767
"66","012750","에스원",100500,"4,239",23.71,"31,786",3.16,2.49,"코스피",3818917389000,"산업재",0.1333,"growth",0.00252878636318683
"67","000120","CJ대한통운",167000,"1,786",93.51,"103,964",1.61,0,"코스피",3809661448000,"산업재",0.0172,"growth",0.00252265732320113
"68","003670","포스코켐텍",63700,"1,753",36.34,"10,910",5.84,0.55,"코스닥",3.762759e+12,"소재",0.1607,"growth",0.00249159975928416
"69","005940","NH투자증권",13050,"1,170",11.15,"16,087",0.81,3.83,"코스피",3672385975350,"금융",0.0726,"value",0.00243175712613553
"70","001450","현대해상",41050,"5,824",7.05,"34,717",1.18,3.65,"코스피",3.66987e+12,"금융",0.1674,"growth",0.00243009111362279
"71","088350","한화생명",4220,"757",5.57,"10,767",0.39,3.32,"코스피",3665196600000,"금융",0.07,"value",0.00242699651141333
"72","042660","대우조선해양",34150,"7,141",4.78,"31,816",1.07,0,"코스피",3661076430800,"산업재",0.2238,"growth",0.00242426824404704
"73","000210","대림산업",102500,"12,702",8.07,"131,198",0.78,0.98,"코스피",3.567e+12,"산업재",0.0967,"value",0.00236197331303084
"74","001040","CJ",121500,"15,357",7.91,"117,874",1.03,1.19,"코스피",3545005257000,"산업재",0.1302,"value",0.00234740897437287
"75","282330","BGF리테일",204000,"1,619",126,"22,486",9.07,0.49,"코스피",3525916824000,"경기관련소비재",0.072,"growth",0.00233476911753699
"76","006360","GS건설",43750,"-",NA,"44,190",0.99,0.69,"코스피",3469245850000,"산업재",NA,"value",0.00229724309336781
"77","028050","삼성엔지니어링",17600,"-",NA,"5,236",3.36,0,"코스피",3.4496e+12,"산업재",NA,"growth",0.00228423412969755
"78","071050","한국금융지주",59500,"8,731",6.81,"62,616",0.95,2.69,"코스피",3315696524000,"금융",0.1395,"value",0.00219556677987023
"79","009830","한화케미칼",20200,"5,021",4.02,"36,250",0.56,1.73,"코스피",3294829958800,"소재",0.1393,"value",0.00218174949079341
"80","081660","휠라코리아",53500,"1,030",51.94,"13,074",4.09,0.09,"코스피",3269656245000,"경기관련소비재",0.0787,"growth",0.00216508012152358
"81","086900","메디톡스",577800,"13,459",42.93,"34,368",16.81,0.38,"코스닥",3268345923000,"건강관리",0.3916,"growth",0.00216421246085762
"82","002380","KCC",309000,"4,249",72.72,"554,654",0.56,2.91,"코스피",3261962517000,"산업재",0.0077,"value",0.0021599855377799
"83","003410","쌍용양회",6290,"624",10.08,"3,879",1.62,3.4,"코스피",3169276852550,"산업재",0.1607,"growth",0.00209861153555634
"84","241560","두산밥캣",31500,"2,725",11.56,"34,190",0.92,2.54,"코스피",3157848729000,"산업재",0.0796,"value",0.00209104413358182
"85","003490","대한항공",33050,"8,639",3.83,"37,824",0.87,0.76,"코스피",3134615153700,"산업재",0.2272,"value",0.00207565947285154
"86","028300","에이치엘비",79900,"-",NA,"2,123",37.64,0,"코스닥",3129802210800,"산업재",NA,"growth",0.00207247246901444
"87","007070","GS리테일",40500,"1,535",26.38,"26,369",1.54,1.48,"코스피",3.1185e+12,"경기관련소비재",0.0584,"growth",0.00206498844314176
"88","047810","한국항공우주",31900,"-",NA,"11,699",2.73,0,"코스피",3109455913300,"산업재",NA,"growth",0.00205899968748543
"89","008770","호텔신라",76500,"667",114.69,"16,687",4.58,0.46,"코스피",3002481256500,"경기관련소비재",0.0399,"growth",0.0019881638914293
"90","017800","현대엘리베이",107000,"3,801",28.15,"33,952",3.15,0.47,"코스피",2905934462000,"산업재",0.1119,"growth",0.00192423315073188
"91","016360","삼성증권",31500,"3,135",10.05,"49,380",0.64,3.17,"코스피",2.81295e+12,"금융",0.0637,"value",0.00186266129265212
"92","263750","펄어비스",207900,"1,402",148.29,"22,807",9.12,0,"코스닥",2690849700000,"IT",0.0615,"growth",0.00178180969463892
"93","011780","금호석유",87300,"7,647",11.42,"55,019",1.59,1.15,"코스피",2659829424300,"소재",0.1392,"growth",0.00176126888629402
"94","007310","오뚜기",724000,"39,458",18.35,"319,178",2.27,0.97,"코스피",2610191588000,"필수소비재",0.1237,"growth",0.00172840002039629
"95","008560","메리츠종금증권",4280,"634",6.75,"4,478",0.96,4.67,"코스피",2592143788160,"금융",0.1422,"value",0.00171644924339013
"96","253450","스튜디오드래곤",92400,"1,053",87.75,"13,141",7.03,0,"코스닥",2591957676000,"경기관련소비재",0.0801,"growth",0.00171632600482687
"97","030000","제일기획",22500,"1,255",17.93,"7,354",3.06,3.38,"코스피",2588427562500,"경기관련소비재",0.1707,"growth",0.00171398845678118
"98","010060","OCI",107000,"9,849",10.86,"140,563",0.76,1.82,"코스피",2551882697000,"소재",0.07,"value",0.00168978941079315
"99","004170","신세계",256000,"18,530",13.82,"347,557",0.74,0.49,"코스피",2520366336000,"경기관련소비재",0.0535,"value",0.00166892010784786
"100","000100","유한양행",204500,"9,331",21.92,"123,265",1.66,0.98,"코스피",2496812893000,"건강관리",0.0757,"growth",0.00165332363916381
"101","000060","메리츠화재",21850,"3,510",6.23,"16,071",1.36,5.22,"코스피",2.483908e+12,"금융",0.2183,"growth",0.00164477835941234
"102","010620","현대미포조선",60000,"10,984",5.46,"55,567",1.08,0,"코스피",2396528940000,"산업재",0.1978,"growth",0.00158691825068295
"103","138930","BNK금융지주",7330,"1,200",6.11,"21,653",0.34,3.14,"코스피",2389105353180,"금융",0.0556,"value",0.00158200254730313
"104","028670","팬오션",4445,"268",16.59,"4,469",0.99,0,"코스피",2376160125115,"산업재",0.0597,"value",0.00157343055873553
"105","064350","현대로템",27850,"-",NA,"15,811",1.76,0,"코스피",2.36725e+12,"산업재",NA,"growth",0.00156753050890728
"106","000880","한화",31350,"5,619",5.58,"46,382",0.68,1.91,"코스피",2349956342250,"소재",0.1219,"value",0.00155607910490105
"107","079440","오렌지라이프",28000,"4,149",6.75,"44,738",0.63,8.57,"코스피",2.296e+12,"금융",0.0933,"value",0.00152035063827272
"108","047040","대우건설",5390,"630",8.56,"5,396",1,0,"코스피",2240206018820,"산업재",0.1168,"value",0.00148340533561646
"109","069620","대웅제약",188500,"3,060",61.6,"44,831",4.2,0.32,"코스피",2184069387500,"건강관리",0.0682,"growth",0.00144623313907558
"110","068760","셀트리온제약",63500,"-",NA,"10,088",6.29,0,"코스닥",2163184904000,"건강관리",NA,"growth",0.00143240398497314
"111","294870","HDC현대산업개발",48200,"-",NA,"-",NA,NA,"코스피",2117822204000,"산업재",NA,NA,0.00140236600156775
"112","069960","현대백화점",90400,"11,242",8.04,"169,016",0.53,0.88,"코스피",2115580666400,"경기관련소비재",0.0659,"value",0.0014008817144942
"113","011070","LG이노텍",86400,"7,386",11.7,"82,426",1.05,0.29,"코스피",2044838044800,"IT",0.0897,"value",0.00135403781645297
"114","000150","두산",111500,"1,909",58.41,"100,593",1.11,4.57,"코스피",2033548373000,"산업재",0.019,"growth",0.00134656209357535
"115","009420","한올바이오파마",36200,"114",317.54,"2,129",17,0,"코스피",1891111095600,"건강관리",0.0535,"growth",0.00125224388555753
"116","020150","일진머티리얼즈",41000,"1,026",39.96,"11,531",3.56,1.59,"코스피",1890544235000,"IT",0.0891,"growth",0.00125186852542033
"117","026960","동서",17900,"1,233",14.52,"12,239",1.46,3.91,"코스피",1.78463e+12,"필수소비재",0.1006,"growth",0.00118173491270934
"118","180640","한진칼",29800,"3,717",8.02,"25,481",1.17,0.42,"코스피",1763279648400,"산업재",0.1459,"growth",0.0011675972730393
"119","039490","키움증권",78200,"10,870",7.19,"68,988",1.13,1.66,"코스피",1728199668000,"금융",0.1572,"growth",0.00114436823532513
"120","034230","파라다이스",18850,"-",NA,"10,932",1.72,0.53,"코스닥",1714269367200,"경기관련소비재",NA,"growth",0.00113514395757574
"121","111770","영원무역",38350,"2,477",15.48,"27,747",1.38,0.78,"코스피",1699344797800,"경기관련소비재",0.0891,"growth",0.00112526130138531
"122","012450","한화에어로스페이스",32500,"-",NA,"41,433",0.78,0,"코스피",1.6913e+12,"산업재",NA,"value",0.00111993424848025
"123","145020","휴젤",381500,"19,475",19.59,"161,504",2.36,0,"코스닥",1662655207500,"건강관리",0.1205,"growth",0.00110096642245213
"124","078340","컴투스",129000,"11,396",11.32,"59,141",2.18,1.09,"코스닥",1659768180000,"IT",0.1926,"growth",0.00109905470899293
"125","138040","메리츠금융지주",11550,"2,596",4.45,"14,400",0.8,4.5,"코스피",1619590826700,"금융",0.1798,"value",0.00107245032539808
"126","036490","SK머티리얼즈",151000,"10,124",14.92,"36,567",4.13,2.35,"코스닥",1592698623000,"IT",0.2768,"growth",0.00105464301744518
"127","006280","녹십자",136000,"4,665",29.15,"89,010",1.53,0.92,"코스피",1589369168000,"건강관리",0.0525,"growth",0.00105243834016541
"128","009240","한샘",67400,"5,413",12.45,"21,565",3.13,1.78,"코스피",1586186747200,"산업재",0.2514,"growth",0.00105033102505455
"129","006260","LS",49100,"10,691",4.59,"84,524",0.58,2.55,"코스피",1.58102e+12,"산업재",0.1264,"value",0.00104690974134231
"130","042670","두산인프라코어",7590,"627",12.11,"7,662",0.99,0,"코스피",1579917610920,"산업재",0.0818,"value",0.00104617976837131
"131","161890","한국콜마",70500,"2,240",31.47,"14,458",4.88,0.43,"코스피",1575442209000,"경기관련소비재",0.1551,"growth",0.00104321627526783
"132","004370","농심",254500,"15,678",16.23,"300,600",0.85,1.57,"코스피",1548032389000,"필수소비재",0.0524,"value",0.00102506621545427
"133","120110","코오롱인더",57300,"4,830",11.86,"76,824",0.75,1.92,"코스피",1545887532000,"소재",0.0632,"value",0.00102364594772389
"134","000240","한국타이어월드와이드",16600,"1,849",8.98,"31,402",0.53,1.81,"코스피",1544134871800,"경기관련소비재",0.059,"value",0.00102248538236947
"135","025980","아난티",18750,"32",585.94,"4,017",4.67,0,"코스닥",1543517156250,"경기관련소비재",0.008,"growth",0.00102207634742578
"136","114090","GKL",24900,"1,302",19.12,"8,602",2.89,2.93,"코스피",1540206183000,"경기관련소비재",0.1512,"growth",0.00101988390827336
"137","012510","더존비즈온",51900,"1,350",38.44,"6,203",8.37,0.77,"코스피",1540013130000,"IT",0.2177,"growth",0.00101975607366893
"138","073240","금호타이어",5310,"-",NA,"6,042",0.88,0,"코스피",1525352123970,"경기관련소비재",NA,"value",0.00101004794219009
"139","051600","한전KPS",33200,"3,021",10.99,"20,113",1.65,4.43,"코스피",1.494e+12,"유틸리티",0.1501,"growth",0.000989287392673976
"140","095700","제넥신",72600,"-",NA,"5,676",12.79,0,"코스닥",1483013558400,"건강관리",NA,"growth",0.000982012460836473
"141","010120","LS산전",49000,"3,583",13.68,"38,191",1.28,2.24,"코스피",1.47e+12,"산업재",0.0936,"growth",0.00097339522572339
"142","003240","태광산업",1320000,"164,917",8,"2,430,678",0.54,0.15,"코스피",1.469688e+12,"소재",0.0675,"value",0.000973188627553032
"143","139130","DGB금융지주",8310,"1,787",4.65,"23,088",0.36,4.09,"코스피",1405601872230,"금융",0.0774,"value",0.000930752484147306
"144","005440","현대그린푸드",14300,"1,299",11.01,"17,132",0.83,0.56,"코스피",1397174092600,"필수소비재",0.0754,"value",0.00092517183077636
"145","031430","신세계인터내셔날",194500,"3,371",57.7,"69,236",2.81,0.31,"코스피",1.38873e+12,"경기관련소비재",0.0487,"growth",0.000919580375386968
"146","000670","영풍",745000,"142,197",5.24,"1,610,072",0.46,1.34,"코스피",1372319800000,"IT",0.0878,"value",0.00090871397379978
"147","204320","만도",28950,"102",283.82,"28,786",1.01,0.69,"코스피",1359408624000,"경기관련소비재",0.0036,"value",0.00090016453361143
"148","011790","SKC",35800,"3,104",11.53,"38,631",0.93,2.51,"코스피",1343737069000,"소재",0.0807,"value",0.00088978724325996
"149","192820","코스맥스",130000,"1,877",69.26,"21,704",5.99,0.23,"코스피",1306436170000,"경기관련소비재",0.0865,"growth",0.000865087571830171
"150","001740","SK네트웍스",5200,"136",38.24,"9,546",0.54,2.31,"코스피",1290575764400,"산업재",0.0141,"value",0.000854585229592704
"151","214320","이노션",63300,"3,074",20.59,"33,615",1.88,1.58,"코스피",1.266e+12,"경기관련소비재",0.0913,"growth",0.000838311806643409
"152","018250","애경산업",47600,"1,785",26.67,"5,524",8.62,0.74,"코스피",1250268026000,"필수소비재",0.3232,"growth",0.000827894508423814
"153","056190","에스에프에이",34600,"5,544",6.24,"21,646",1.6,3.6,"코스닥",1242443096000,"산업재",0.2564,"growth",0.000822713046176454
"154","003000","부광약품",24800,"188",131.91,"3,333",7.44,0.81,"코스피",1211983018400,"건강관리",0.0564,"growth",0.000802543186236995
"155","041510","에스엠",52300,"200",261.5,"15,824",3.31,0,"코스닥",1204016657300,"경기관련소비재",0.0127,"growth",0.000797268072045751
"156","057050","현대홈쇼핑",99000,"10,473",9.45,"128,703",0.77,1.72,"코스피",1.188e+12,"경기관련소비재",0.0815,"value",0.000786662264054005
"157","005250","녹십자홀딩스",25100,"955",26.28,"16,406",1.53,1.2,"코스피",1180408071000,"건강관리",0.0582,"growth",0.000781635088922963
"158","028150","GS홈쇼핑",179600,"16,677",10.77,"162,004",1.11,3.62,"코스닥",1.178625e+12,"경기관련소비재",0.1031,"growth",0.000780454386338932
"159","000080","하이트진로",16600,"182",91.21,"17,074",0.97,4.82,"코스피",1164217942600,"필수소비재",0.0106,"value",0.000770914412944454
"160","011200","현대상선",3695,"-",NA,"2,853",1.3,0,"코스피",1152122530765,"산업재",NA,"growth",0.000762905150268708
"161","034020","두산중공업",9730,"-",NA,"28,373",0.34,0,"코스피",1139838393190,"산업재",NA,"value",0.000754770918385963
"162","098460","고영",82500,"2,013",40.98,"11,787",7,0.85,"코스닥",1129255957500,"IT",0.1708,"growth",0.000747763508605575
"163","046890","서울반도체",19350,"700",27.64,"10,196",1.9,0.95,"코스닥",1128209490000,"IT",0.0687,"growth",0.00074707056542981
"164","041960","코미팜",20300,"-",NA,"1,755",11.57,0,"코스닥",1122962058400,"건강관리",NA,"growth",0.000743595854636102
"165","175330","JB금융지주",5700,"1,207",4.72,"15,630",0.36,1.75,"코스피",1122802495800,"금융",0.0763,"value",0.000743490196491174
"166","115390","락앤락",20700,"644",32.14,"11,609",1.78,0.63,"코스피",1121662620000,"소재",0.0554,"growth",0.000742735400802986
"167","181710","NHN엔터테인먼트",57300,"864",66.32,"77,006",0.74,0,"코스피",1121075932500,"IT",0.0112,"value",0.000742346911815576
"168","005300","롯데칠성",1400000,"108,521",12.9,"1,497,124",0.94,2.36,"코스피",1119084400000,"필수소비재",0.0729,"value",0.000741028171524846
"169","049770","동원F&B",287500,"13,313",21.6,"153,682",1.87,0.87,"코스피",1109498150000,"필수소비재",0.0866,"growth",0.000734680409631927
"170","071840","롯데하이마트",46650,"6,288",7.42,"85,810",0.54,3.97,"코스피",1101299764800,"경기관련소비재",0.0728,"value",0.000729251655201777
"171","005610","SPC삼립",127500,"4,685",27.21,"32,469",3.93,0.75,"코스피",1100198647500,"필수소비재",0.1444,"growth",0.000728522524369953
"172","192080","더블유게임즈",59800,"2,204",27.13,"22,996",2.6,0.59,"코스닥",1091188420400,"IT",0.0958,"growth",0.000722556189647624
"173","003520","영진약품",5940,"10",594,"654",9.08,0,"코스피",1086382822140,"건강관리",0.0153,"growth",0.0007193740492374
"174","003380","하림지주",11500,"2,529",4.55,"19,050",0.6,1.57,"코스닥",1076218277000,"필수소비재",0.1319,"value",0.000712643355556498
"175","001800","오리온홀딩스",17100,"39,092",0.44,"29,498",0.58,3.51,"코스피",1071217410300,"필수소비재",1.3182,"value",0.000709331913535914
"176","035900","JYP Ent.",30250,"512",59.08,"2,452",12.34,0,"코스닥",1069495284000,"경기관련소비재",0.2089,"growth",0.000708191566924681
"177","004000","롯데정밀화학",41050,"3,503",11.72,"46,229",0.89,1.95,"코스피",1.05909e+12,"소재",0.0759,"value",0.00070130146232067
"178","003690","코리안리",8660,"1,068",8.11,"17,970",0.48,3.46,"코스피",1042396544560,"금융",0.0592,"value",0.00069024749645256
"179","042000","카페24",109800,"641",171.29,"1,728",63.54,0,"코스닥",1035479550600,"IT",0.3709,"growth",0.000685667245502205
"180","003090","대웅",17800,"1,534",11.6,"9,367",1.9,0.56,"코스피",1034927244000,"건강관리",0.1638,"growth",0.000685301522639909
"181","012630","HDC",17250,"5,763",2.99,"38,991",0.44,5.8,"코스피",1030544687250,"산업재",0.1472,"value",0.000682399509159016
"182","185750","종근당",102000,"5,211",19.57,"38,884",2.62,0.88,"코스피",1007682072000,"건강관리",0.1339,"growth",0.000667260488389016
"183","006650","대한유화",153500,"34,701",4.42,"226,646",0.68,2.61,"코스피",9.9775e+11,"소재",0.1538,"value",0.000660683732289464
"184","011210","현대위아",36250,"-",NA,"115,466",0.31,1.66,"코스피",985821758750,"경기관련소비재",NA,"value",0.000652785165565636
"185","069260","휴켐스",24100,"2,985",8.07,"14,210",1.7,6.22,"코스피",985173970800,"소재",0.2107,"growth",0.000652356217471887
"186","178920","SKC코오롱PI",33200,"1,116",29.75,"8,453",3.93,2.41,"코스닥",974961890400,"소재",0.1321,"growth",0.000645594047195654
"187","032350","롯데관광개발",14550,"67",217.16,"3,403",4.28,0,"코스피",948124181700,"경기관련소비재",0.0197,"growth",0.000627822824394337
"188","010780","아이에스동서",30650,"6,355",4.82,"34,537",0.89,3.59,"코스피",945655821150,"산업재",0.1846,"value",0.000626188341146219
"189","066970","엘앤에프",36400,"963",37.8,"4,938",7.37,0.27,"코스닥",901179370000,"IT",0.195,"growth",0.000596737208352661
"190","002350","넥센타이어",9170,"1,226",7.48,"12,821",0.72,1.09,"코스피",895614432090,"경기관련소비재",0.0963,"value",0.000593052253255354
"191","020000","한섬",36250,"2,451",14.79,"37,575",0.96,0.97,"코스피",892837500000,"경기관련소비재",0.0649,"value",0.000591213442072658
"192","298380","에이비엘바이오",20000,"-",NA,"-",NA,0,"코스닥",8.9174e+11,"건강관리",NA,NA,0.00059048670652148
"193","089590","제주항공",33550,"2,960",11.33,"12,574",2.67,1.79,"코스피",884269230900,"산업재",0.2357,"growth",0.000585539760280377
"194","170900","동아에스티",104500,"-",NA,"68,830",1.52,0.48,"코스피",882384206000,"건강관리",NA,"growth",0.00058429154651301
"195","014680","한솔케미칼",77500,"4,893",15.84,"28,396",2.73,1.29,"코스피",875377612500,"소재",0.1723,"growth",0.000579651965110639
"196","001440","대한전선",1015,"-",NA,"378",2.69,0,"코스피",869320104135,"산업재",NA,"growth",0.000575640842850591
"197","001680","대상",25050,"1,467",17.08,"24,181",1.04,2,"코스피",867933026250,"필수소비재",0.0609,"value",0.000574722356462179
