"","."
"1",467
"2",376
"3",90
"4",81
"5",35
"6",10
"7",21
"8",0
"9",0
"10",14
"11",NA
"12",0
"13",9
"14",4
"15",2
"16",NA
"17",0
"18",NA
"19",NA
"20",NA
"21",1
"22",0
"23",NA
"24",NA
"25",NA
"26",0
"27",0
"28",0
"29",NA
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",NA
"36",NA
"37",0
"38",NA
"39",NA
"40",NA
"41",0
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",1
"50",NA
"51",NA
"52",NA
"53",0
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",NA
"60",NA
"61",NA
"62",13
"63",1
"64",12
"65",NA
"66",12
"67",639
"68",585
"69",15
"70",NA
"71",245
"72",246
"73",NA
"74",NA
"75",NA
"76",NA
"77",11
"78",67
"79",NA
"80",54
"81",7
"82",34
"83",NA
"84",NA
"85",13
"86",NA
"87",NA
"88",0
"89",NA
"90",NA
"91",NA
"92",208
"93",198
"94",NA
"95",3
"96",NA
"97",5
"98",183
"99",NA
"100",NA
"101",1
"102",6
"103",NA
"104",NA
"105",NA
"106",NA
"107",11
"108",NA
"109",NA
"110",NA
"111",NA
"112",5
"113",NA
"114",NA
"115",NA
"116",NA
"117",NA
"118",431
"119",38
"120",NA
"121",61
"122",-23
"123",NA
"124",354
"125",64
"126",12
"127",NA
"128",19
"129",7
"130",NA
"131",NA
"132",4
"133",8
"134",NA
"135",NA
"136",NA
"137",NA
"138",NA
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",2
"147",NA
"148",NA
"149",NA
"150",NA
"151",NA
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",34
"160",-26
"161",60
"162",NA
"163",NA
"164",62
"165",2
"166",3
"167",0
"168",NA
"169",NA
"170",NA
"171",-1
"172",NA
"173",-37
"174",378
"175",378
"176",NA
"177",NA
"178",NA
"179",NA
"180",NA
"181",0
"182",NA
"183",0
"184",NA
"185",NA
"186",NA
"187",0
"188",415
"189",403
"190",NA
"191",NA
"192",NA
"193",NA
"194",3
"195",NA
"196",1
"197",8
"198",NA
"199",NA
"200",0
"201",NA
"202",-23
"203",19
"204",NA
"205",19
"206",NA
"207",NA
"208",NA
"209",NA
"210",NA
"211",NA
"212",NA
"213",NA
"214",NA
"215",29
"216",NA
"217",29
"218",NA
"219",NA
"220",NA
"221",NA
"222",NA
"223",NA
"224",NA
"225",NA
"226",-13
"227",NA
"228",NA
"229",NA
"230",4
"231",64
"232",67
