"","X2018.12","X2019.12","X2020.12"
"매출액",11091,11237,9497
"매출원가",9031,9694,8378
"매출총이익",2060,1543,1118
"판매비와관리비",819,855,846
"인건비",304,324,315
"유무형자산상각비",20,40,47
"연구개발비",38,41,37
"광고선전비",11,10,11
"판매비",259,258,255
"관리비",183,178,178
"기타원가성비용",NA,NA,NA
"기타",4,4,2
"영업이익",1241,688,273
"영업이익(발표기준)",1241,688,273
"금융수익",153,206,276
"이자수익",20,26,15
"배당금수익",NA,NA,NA
"외환이익",108,170,257
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,NA
"금융자산평가이익",NA,NA,NA
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",21,11,4
"기타금융수익",4,0,0
"금융원가",474,537,598
"이자비용",302,322,308
"외환손실",168,191,226
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,3,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",NA,NA,NA
"금융자산손상차손",NA,NA,NA
"파생상품손실",3,22,61
"기타금융원가",1,NA,3
"기타수익",29,180,46
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",2,1,1
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",1,2,2
"로열티수익",NA,NA,NA
"수수료수익",5,3,1
"대손충당금환입",NA,NA,2
"충당부채환입액",NA,NA,NA
"기타비용",41,467,440
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",0,0,36
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",10,1,13
"자산평가손실",NA,NA,NA
"자산손상차손",NA,445,363
"기타대손상각비",NA,0,NA
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",6,9,41
"지분법손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",913,79,-404
"법인세비용",298,148,-25
"계속영업이익",615,-68,-378
"중단영업이익",NA,NA,NA
"당기순이익",615,-68,-378
"지배주주순이익",347,-96,-385
"비지배주주순이익",269,28,7
"자산",20143,21585,21950
"유동자산",6705,5957,6423
"재고자산",2351,2069,1703
"유동생물자산",NA,NA,NA
"유동금융자산",324,409,478
"매출채권및기타유동채권",2099,2049,1585
"당기법인세자산",NA,NA,NA
"계약자산",NA,NA,NA
"반품(환불)자산",2,3,2
"배출권",NA,5,0
"기타유동자산",39,42,101
"현금및현금성자산",1890,1380,2554
"매각예정비유동자산및처분자산집단",NA,NA,NA
"비유동자산",12349,14146,13871
"유형자산",10393,12325,12294
"무형자산",635,447,100
"비유동생물자산",NA,NA,NA
"투자부동산",48,47,47
"장기금융자산",1077,1066,1138
"관계기업등지분관련투자자산",98,45,120
"장기매출채권및기타비유동채권",81,56,30
"이연법인세자산",18,50,41
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",NA,110,101
"기타금융업자산",1089,1482,1656
"부채",13467,14706,15501
"유동부채",7947,7714,7458
"단기사채",154,744,275
"단기차입금",3392,3439,3332
"유동성장기부채",2588,2050,2443
"유동금융부채",7,1,3
"매입채무및기타유동채무",1511,1229,1251
"유동종업원급여충당부채",NA,NA,NA
"기타단기충당부채",12,6,5
"당기법인세부채",216,104,16
"계약부채",NA,NA,NA
"반품(환불)부채",3,3,2
"배출부채",NA,9,NA
"기타유동부채",64,129,130
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA
"비유동부채",5520,6992,8043
"사채",NA,NA,NA
"장기차입금",4188,5239,6234
"비유동금융부채",27,101,150
"장기매입채무및기타비유동채무",95,138,127
"비유동종업원급여충당부채",742,824,859
"기타장기충당부채",17,18,74
"이연법인세부채",451,672,600
"장기당기법인세부채",NA,NA,NA
"기타비유동부채",NA,NA,NA
"기타금융업부채",NA,NA,NA
"자본",6676,6879,6449
"지배기업주주지분",4491,4381,3983
"자본금",1040,1040,1040
"신종자본증권",NA,NA,NA
"자본잉여금",1690,1690,1690
"기타자본",100,100,100
