"","."
"1",206
"2",153
"3",52
"4",104
"5",31
"6",2
"7",NA
"8",NA
"9",42
"10",18
"11",NA
"12",11
"13",-52
"14",3
"15",3
"16",NA
"17",NA
"18",NA
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",NA
"26",37
"27",37
"28",NA
"29",NA
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",0
"36",0
"37",52
"38",NA
"39",NA
"40",NA
"41",50
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",109
"50",NA
"51",NA
"52",NA
"53",0
"54",NA
"55",103
"56",2
"57",NA
"58",-4
"59",NA
"60",NA
"61",NA
"62",-147
"63",-1
"64",-146
"65",NA
"66",-146
"67",-146
"68",NA
"69",854
"70",530
"71",46
"72",NA
"73",57
"74",223
"75",0
"76",NA
"77",NA
"78",NA
"79",146
"80",58
"81",NA
"82",324
"83",99
"84",90
"85",NA
"86",43
"87",35
"88",51
"89",6
"90",NA
"91",NA
"92",NA
"93",NA
"94",713
"95",668
"96",552
"97",16
"98",NA
"99",NA
"100",49
"101",NA
"102",0
"103",NA
"104",NA
"105",NA
"106",NA
"107",51
"108",NA
"109",45
"110",NA
"111",NA
"112",NA
"113",NA
"114",36
"115",NA
"116",8
"117",NA
"118",1
"119",NA
"120",141
"121",141
"122",183
"123",NA
"124",1037
"125",-9
"126",26
"127",-1095
"128",NA
"129",-57
"130",-146
"131",NA
"132",158
"133",5
"134",NA
"135",NA
"136",3
"137",1
"138",NA
"139",NA
"140",NA
"141",2
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",4
"148",NA
"149",NA
"150",54
"151",NA
"152",0
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",1
"163",15
"164",-12
"165",27
"166",NA
"167",NA
"168",-26
"169",-31
"170",1
"171",-28
"172",NA
"173",NA
"174",0
"175",-4
"176",NA
"177",5
"178",330
"179",47
"180",NA
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",NA
"187",0
"188",NA
"189",NA
"190",NA
"191",283
"192",325
"193",35
"194",0
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",2
"201",0
"202",NA
"203",NA
"204",288
"205",NA
"206",72
"207",124
"208",80
"209",34
"210",NA
"211",NA
"212",NA
"213",NA
"214",10
"215",NA
"216",NA
"217",NA
"218",NA
"219",53
"220",30
"221",23
"222",NA
"223",NA
"224",0
"225",NA
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",NA
"232",NA
"233",NA
"234",20
"235",38
"236",58
