"","X2018.12","X2019.12","X2020.12"
"매출액",27678,23611,27022
"매출원가",22891,19621,21930
"매출총이익",4787,3990,5092
"판매비와관리비",2776,2592,3184
"인건비",935,804,975
"유무형자산상각비",133,192,389
"연구개발비",452,376,462
"광고선전비",11,14,6
"판매비",466,533,637
"관리비",698,625,667
"기타원가성비용",NA,NA,NA
"기타",80,49,48
"영업이익",2011,1398,1908
"영업이익(발표기준)",2011,1398,1908
"금융수익",303,314,638
"이자수익",11,14,30
"배당금수익",NA,NA,NA
"외환이익",264,228,463
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,NA
"금융자산평가이익",NA,NA,NA
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",28,72,145
"기타금융수익",NA,NA,NA
"금융원가",838,831,1847
"이자비용",519,549,875
"외환손실",275,205,656
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",3,NA,NA
"금융자산손상차손",NA,NA,NA
"파생상품손실",40,76,194
"기타금융원가",NA,NA,123
"기타수익",46,31,2432
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",5,13,2377
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",1,1,1
"로열티수익",NA,NA,NA
"수수료수익",0,1,0
"대손충당금환입",NA,NA,NA
"충당부채환입액",NA,NA,NA
"기타비용",330,301,729
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",17,46,126
"자산평가손실",NA,NA,NA
"자산손상차손",208,130,234
"기타대손상각비",9,NA,NA
"충당부채전입액",NA,78,13
"종속기업,공동지배기업및관계기업관련손익",629,-6,-330
"지분법손익",629,-6,-330
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",1821,604,2071
"법인세비용",411,39,873
"계속영업이익",1410,565,1199
"중단영업이익",NA,109,-462
"당기순이익",1410,674,736
"지배주주순이익",1206,597,371
"비지배주주순이익",205,77,365
"자산",38331,39730,54064
"유동자산",9101,9927,12473
"재고자산",3532,3857,3368
"유동생물자산",NA,NA,NA
"유동금융자산",16,99,47
"매출채권및기타유동채권",3457,3801,4045
"당기법인세자산",10,13,11
"계약자산",NA,NA,NA
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",483,661,654
"현금및현금성자산",1604,800,4286
"매각예정비유동자산및처분자산집단",NA,697,62
"비유동자산",29230,29803,41591
"유형자산",19786,21159,22981
"무형자산",2325,2547,13080
"비유동생물자산",NA,NA,NA
"투자부동산",551,382,351
"장기금융자산",63,71,34
"관계기업등지분관련투자자산",5900,4947,4561
"장기매출채권및기타비유동채권",156,164,109
