"","."
"1",3
"2",43
"3",3
"4",NA
"5",NA
"6",-13
"7",NA
"8",37
"9",76
"10",-40
"11",41
"12",NA
"13",NA
"14",NA
"15",NA
"16",NA
"17",NA
"18",NA
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",NA
"26",NA
"27",NA
"28",NA
"29",NA
"30",NA
"31",NA
"32",NA
"33",NA
"34",41
"35",9
"36",NA
"37",NA
"38",NA
"39",NA
"40",NA
"41",NA
"42",7
"43",NA
"44",1
"45",NA
"46",NA
"47",NA
"48",NA
"49",0
"50",NA
"51",NA
"52",NA
"53",NA
"54",0
"55",-7
"56",NA
"57",-7
"58",6
"59",-1
"60",2
"61",-3
"62",739
"63",67
"64",NA
"65",49
"66",NA
"67",NA
"68",NA
"69",NA
"70",NA
"71",42
"72",NA
"73",NA
"74",34
"75",NA
"76",NA
"77",204
"78",230
"79",26
"80",NA
"81",NA
"82",NA
"83",NA
"84",NA
"85",NA
"86",NA
"87",NA
"88",2
"89",NA
"90",NA
"91",NA
"92",NA
"93",4
"94",3
"95",107
"96",NA
"97",3
"98",0
"99",223
"100",267
"101",NA
"102",NA
"103",NA
"104",NA
"105",NA
"106",NA
"107",NA
"108",145
"109",NA
"110",NA
"111",9
"112",NA
"113",NA
"114",112
"115",471
"116",439
"117",496
"118",NA
"119",90
"120",-62
"121",-7
"122",-79
"123",32
"124",-22
"125",-1
"126",NA
"127",35
"128",NA
"129",NA
"130",NA
"131",NA
"132",NA
"133",NA
"134",NA
"135",NA
"136",NA
"137",NA
"138",NA
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",NA
"151",1
"152",NA
"153",NA
"154",0
"155",1
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",NA
"164",NA
"165",NA
"166",NA
"167",NA
"168",NA
"169",NA
"170",0
"171",17
"172",NA
"173",NA
"174",3
"175",NA
"176",NA
"177",NA
"178",NA
"179",NA
"180",NA
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",NA
"187",NA
"188",NA
"189",NA
"190",NA
"191",NA
"192",NA
"193",NA
"194",NA
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",NA
"201",NA
"202",NA
"203",NA
"204",NA
"205",NA
"206",NA
"207",NA
"208",1
"209",NA
"210",0
"211",-46
"212",-35
"213",-10
"214",NA
"215",NA
"216",-29
"217",7
"218",13
"219",-6
"220",0
"221",NA
"222",NA
"223",0
"224",NA
"225",52
"226",133
"227",NA
"228",29
"229",NA
"230",NA
"231",NA
"232",NA
"233",NA
"234",NA
"235",NA
"236",100
"237",NA
"238",NA
"239",NA
"240",NA
"241",NA
"242",NA
"243",NA
"244",NA
"245",NA
"246",NA
"247",NA
"248",NA
"249",NA
"250",4
"251",1
"252",NA
"253",NA
"254",NA
"255",NA
"256",NA
"257",NA
"258",NA
"259",NA
"260",81
"261",25
"262",54
"263",NA
"264",NA
"265",NA
"266",NA
"267",NA
"268",NA
"269",NA
"270",NA
"271",NA
"272",NA
"273",NA
"274",NA
"275",NA
"276",NA
"277",NA
"278",NA
"279",2
"280",0
"281",NA
"282",NA
"283",NA
"284",0
"285",NA
"286",NA
"287",NA
"288",NA
"289",NA
"290",NA
"291",NA
"292",NA
"293",-88
"294",52
"295",NA
"296",NA
"297",NA
"298",NA
"299",42
"300",NA
"301",NA
"302",NA
"303",NA
"304",NA
"305",NA
"306",NA
"307",NA
"308",10
"309",NA
"310",NA
"311",NA
"312",NA
"313",NA
"314",NA
"315",NA
"316",NA
"317",NA
"318",NA
"319",NA
"320",140
"321",NA
"322",NA
"323",NA
"324",NA
"325",140
"326",NA
"327",NA
"328",NA
"329",NA
"330",NA
"331",NA
"332",NA
"333",NA
"334",NA
"335",NA
"336",NA
"337",NA
"338",NA
"339",NA
"340",NA
"341",NA
"342",NA
"343",NA
"344",30
"345",NA
"346",NA
"347",-28
"348",70
"349",42
