"","X2018.12","X2019.12","X2020.12"
"매출액",91583,100974,112948
"매출원가",71182,78823,89142
"매출총이익",20401,22152,23806
"판매비와관리비",13251,17530,17092
"인건비",3205,3231,3151
"유무형자산상각비",921,921,1062
"연구개발비",6040,7124,8083
"광고선전비",NA,NA,NA
"판매비",640,746,1255
"관리비",913,1171,1071
"기타원가성비용",NA,NA,NA
"기타",1532,4338,2470
"영업이익",7150,4622,6713
"영업이익(발표기준)",7150,4622,6713
"금융수익",3842,3144,5288
"이자수익",181,184,120
"배당금수익",NA,NA,NA
"외환이익",2172,2632,4783
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",24,35,NA
"금융자산평가이익",1232,179,285
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",232,115,100
"기타금융수익",NA,NA,NA
"금융원가",3387,3837,5919
"이자비용",518,822,690
"외환손실",2618,2884,4671
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,0
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",21,52,112
"금융자산손상차손",NA,NA,NA
"파생상품손실",231,78,446
"기타금융원가",NA,NA,NA
"기타수익",1271,827,502
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",13,241,85
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",NA,1,3
"로열티수익",NA,NA,NA
"수수료수익",NA,0,0
"대손충당금환입",0,0,0
"충당부채환입액",NA,NA,NA
"기타비용",1935,896,1477
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",639,270,357
"자산평가손실",NA,NA,NA
"자산손상차손",187,281,449
"기타대손상각비",NA,NA,NA
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",3422,1786,2927
"지분법손익",3422,1786,2927
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",10362,5646,8034
"법인세비용",2912,1623,1724
"계속영업이익",7450,4024,6310
"중단영업이익",NA,NA,NA
"당기순이익",7450,4024,6310
"지배주주순이익",7012,3565,5747
"비지배주주순이익",439,458,562
"자산",193497,198521,215342
"유동자산",55193,51814,56574
"재고자산",17457,17079,18108
"유동생물자산",NA,NA,NA
"유동금융자산",1514,1480,1744
"매출채권및기타유동채권",16317,19070,17614
"당기법인세자산",NA,NA,NA
"계약자산",NA,469,160
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",4172,2154,3489
"현금및현금성자산",15166,11563,15460
"매각예정비유동자산및처분자산집단",568,NA,NA
"비유동자산",138304,146707,158768
