"","."
"1",417
"2",365
"3",53
"4",48
"5",21
"6",4
"7",0
"8",0
"9",8
"10",14
"11",NA
"12",0
"13",5
"14",5
"15",122
"16",1
"17",NA
"18",0
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",121
"26",NA
"27",232
"28",23
"29",0
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",NA
"36",209
"37",1
"38",8
"39",NA
"40",NA
"41",NA
"42",1
"43",0
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",NA
"50",33
"51",NA
"52",NA
"53",19
"54",0
"55",0
"56",10
"57",2
"58",NA
"59",NA
"60",NA
"61",NA
"62",NA
"63",-131
"64",NA
"65",-131
"66",NA
"67",-131
"68",-130
"69",0
"70",526
"71",315
"72",63
"73",NA
"74",71
"75",101
"76",NA
"77",NA
"78",NA
"79",NA
"80",20
"81",61
"82",NA
"83",211
"84",180
"85",12
"86",NA
"87",NA
"88",4
"89",NA
"90",14
"91",NA
"92",NA
"93",0
"94",NA
"95",213
"96",212
"97",96
"98",NA
"99",0
"100",96
"101",19
"102",NA
"103",0
"104",NA
"105",NA
"106",NA
"107",NA
"108",1
"109",NA
"110",1
"111",NA
"112",0
"113",NA
"114",1
"115",NA
"116",NA
"117",NA
"118",NA
"119",NA
"120",NA
"121",313
"122",313
"123",23
"124",NA
"125",751
"126",-1
"127",-8
"128",-452
"129",0
"130",-103
"131",-131
"132",NA
"133",288
"134",NA
"135",NA
"136",NA
"137",24
"138",0
"139",NA
"140",NA
"141",NA
"142",2
"143",NA
"144",NA
"145",NA
"146",0
"147",NA
"148",NA
"149",NA
"150",NA
"151",128
"152",NA
"153",5
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",NA
"164",-130
"165",-125
"166",-5
"167",NA
"168",NA
"169",-101
"170",-2
"171",0
"172",-3
"173",NA
"174",NA
"175",NA
"176",0
"177",NA
"178",-49
"179",122
"180",19
"181",NA
"182",NA
"183",NA
"184",0
"185",NA
"186",2
"187",NA
"188",0
"189",NA
"190",NA
"191",NA
"192",101
"193",171
"194",40
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",7
"201",4
"202",5
"203",NA
"204",NA
"205",115
"206",NA
"207",203
"208",430
"209",200
"210",110
"211",NA
"212",NA
"213",NA
"214",NA
"215",120
"216",NA
"217",NA
"218",NA
"219",NA
"220",227
"221",79
"222",147
"223",NA
"224",NA
"225",NA
"226",NA
"227",NA
"228",NA
"229",NA
"230",1
"231",NA
"232",2
"233",NA
"234",NA
"235",53
"236",8
"237",61
