"","."
"1",404
"2",322
"3",82
"4",51
"5",34
"6",2
"7",2
"8",1
"9",0
"10",12
"11",NA
"12",1
"13",30
"14",7
"15",4
"16",NA
"17",3
"18",NA
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",NA
"26",1
"27",NA
"28",1
"29",NA
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",NA
"36",NA
"37",3
"38",NA
"39",NA
"40",NA
"41",0
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",1
"50",NA
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",NA
"60",NA
"61",NA
"62",39
"63",7
"64",32
"65",NA
"66",32
"67",32
"68",0
"69",423
"70",290
"71",NA
"72",NA
"73",41
"74",158
"75",4
"76",NA
"77",NA
"78",NA
"79",5
"80",82
"81",NA
"82",133
"83",7
"84",87
"85",NA
"86",NA
"87",12
"88",NA
"89",18
"90",7
"91",NA
"92",2
"93",NA
"94",101
"95",81
"96",NA
"97",1
"98",NA
"99",NA
"100",60
"101",NA
"102",1
"103",3
"104",NA
"105",NA
"106",NA
"107",17
"108",NA
"109",20
"110",NA
"111",NA
"112",NA
"113",NA
"114",20
"115",NA
"116",NA
"117",NA
"118",NA
"119",NA
"120",322
"121",321
"122",25
"123",NA
"124",8
"125",NA
"126",-9
"127",296
"128",1
"129",27
"130",NA
"131",39
"132",16
"133",12
"134",NA
"135",NA
"136",2
"137",0
"138",NA
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",5
"151",NA
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",0
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",-20
"164",-2
"165",-18
"166",NA
"167",NA
"168",30
"169",-3
"170",2
"171",NA
"172",NA
"173",NA
"174",NA
"175",-6
"176",NA
"177",-39
"178",3
"179",0
"180",NA
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",NA
"187",NA
"188",2
"189",NA
"190",NA
"191",0
"192",41
"193",0
"194",NA
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",3
"201",36
"202",NA
"203",NA
"204",2
"205",NA
"206",3
"207",8
"208",NA
"209",1
"210",NA
"211",NA
"212",NA
"213",NA
"214",7
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",NA
"221",NA
"222",NA
"223",NA
"224",NA
"225",NA
"226",NA
"227",NA
"228",NA
"229",NA
"230",-4
"231",NA
"232",NA
"233",1
"234",-8
"235",90
"236",82
