"","X2018.12","X2019.12","X2020.12"
"매출액",8140,8752,8905
"매출원가",6391,6844,6846
"매출총이익",1749,1907,2059
"판매비와관리비",949,1060,1097
"인건비",206,222,234
"유무형자산상각비",34,37,37
"연구개발비",29,136,149
"광고선전비",0,0,4
"판매비",470,501,515
"관리비",208,164,156
"기타원가성비용",NA,NA,NA
"기타",NA,NA,NA
"영업이익",801,848,962
"영업이익(발표기준)",801,848,962
"금융수익",100,81,131
"이자수익",15,13,12
"배당금수익",NA,NA,NA
"외환이익",85,68,119
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,NA
"금융자산평가이익",NA,NA,NA
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"기타금융수익",NA,NA,NA
"금융원가",232,222,173
"이자비용",128,126,85
"외환손실",104,96,88
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",NA,NA,NA
"금융자산손상차손",NA,NA,NA
"파생상품손실",NA,NA,NA
"기타금융원가",NA,NA,NA
"기타수익",116,325,112
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",12,0,1
"자산처분(폐기)이익",83,228,13
"자산평가이익",NA,NA,NA
"자산손상차손환입",4,1,60
"임대료수익",0,1,2
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",NA,0,0
"충당부채환입액",NA,NA,NA
"기타비용",155,156,124
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,24,1
"자산처분(폐기)손실",61,57,25
"자산평가손실",NA,NA,NA
"자산손상차손",57,5,86
"기타대손상각비",NA,28,NA
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",NA,NA,NA
"지분법손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",629,876,908
"법인세비용",269,201,140
"계속영업이익",360,675,768
"중단영업이익",NA,NA,NA
"당기순이익",360,675,768
"지배주주순이익",361,676,769
"비지배주주순이익",-1,-1,-1
"자산",11119,10763,11208
"유동자산",4402,4308,4910
"재고자산",1068,1367,986
"유동생물자산",NA,NA,NA
"유동금융자산",458,489,532
"매출채권및기타유동채권",1945,1904,2120
"당기법인세자산",NA,NA,26
"계약자산",NA,NA,NA
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",186,135,40
"현금및현금성자산",746,414,983
"매각예정비유동자산및처분자산집단",NA,NA,221
"비유동자산",6717,6454,6298
"유형자산",5243,5167,4790
"무형자산",186,76,83
"비유동생물자산",NA,NA,NA
"투자부동산",763,584,567
"장기금융자산",461,365,614
"관계기업등지분관련투자자산",NA,NA,26
"장기매출채권및기타비유동채권",2,2,2
"이연법인세자산",42,62,24
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",21,198,193
"기타금융업자산",NA,NA,NA
"부채",4564,3675,3388
"유동부채",3075,2371,2606
"단기사채",NA,NA,NA
"단기차입금",1696,1297,939
"유동성장기부채",608,459,505
"유동금융부채",0,30,24
"매입채무및기타유동채무",665,440,581
"유동종업원급여충당부채",1,2,NA
"기타단기충당부채",NA,NA,4
"당기법인세부채",77,114,36
"계약부채",NA,NA,NA
"반품(환불)부채",NA,NA,NA
"배출부채",NA,NA,NA
"기타유동부채",28,30,516
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA
"비유동부채",1489,1304,782
"사채",NA,NA,NA
"장기차입금",1470,1230,722
"비유동금융부채",NA,53,35
"장기매입채무및기타비유동채무",3,1,1
"비유동종업원급여충당부채",12,16,24
"기타장기충당부채",4,4,NA
"이연법인세부채",NA,NA,NA
"장기당기법인세부채",NA,NA,NA
"기타비유동부채",NA,NA,NA
"기타금융업부채",NA,NA,NA
"자본",6554,7088,7820
