"","Price"
"2018-11-05",2950
"2018-11-06",2788
"2018-11-07",2863
"2018-11-08",2875
"2018-11-09",2963
"2018-11-12",2888
"2018-11-13",2875
"2018-11-14",2788
"2018-11-15",2750
"2018-11-16",2813
"2018-11-19",2813
"2018-11-20",2775
"2018-11-21",2825
"2018-11-22",2725
"2018-11-23",2775
"2018-11-26",2913
"2018-11-27",2950
"2018-11-28",2900
"2018-11-29",2950
"2018-11-30",2888
"2018-12-03",2950
"2018-12-04",2888
"2018-12-05",2875
"2018-12-06",2800
"2018-12-07",2913
"2018-12-10",2838
"2018-12-11",2800
"2018-12-12",2775
"2018-12-13",2700
"2018-12-14",2600
"2018-12-17",2600
"2018-12-18",2613
"2018-12-19",2600
"2018-12-20",2625
"2018-12-21",2500
"2018-12-24",2425
"2018-12-26",2438
"2018-12-27",2485
"2018-12-28",2513
"2019-01-02",2525
"2019-01-03",2550
"2019-01-04",2475
"2019-01-07",2483
"2019-01-08",2445
"2019-01-09",2445
"2019-01-10",2430
"2019-01-11",2538
"2019-01-14",2490
"2019-01-15",2493
"2019-01-16",2463
"2019-01-17",2498
"2019-01-18",2498
"2019-01-21",2490
"2019-01-22",2428
"2019-01-23",2475
"2019-01-24",2495
"2019-01-25",2483
"2019-01-28",2453
"2019-01-29",2248
"2019-01-30",2330
"2019-01-31",2290
"2019-02-01",2263
"2019-02-07",2258
"2019-02-08",2253
"2019-02-11",2268
"2019-02-12",2200
"2019-02-13",1930
"2019-02-14",1945
"2019-02-15",1963
"2019-02-18",1925
"2019-02-19",1913
"2019-02-20",1873
"2019-02-21",1825
"2019-02-22",1773
"2019-02-25",1828
"2019-02-26",1943
"2019-02-27",1958
"2019-02-28",1915
"2019-03-04",1938
"2019-03-05",1900
"2019-03-06",1950
"2019-03-07",2028
"2019-03-08",2030
"2019-03-11",2223
"2019-03-12",2145
"2019-03-13",2078
"2019-03-14",2083
"2019-03-15",2133
"2019-03-18",1988
"2019-03-19",2100
"2019-03-20",2080
"2019-03-21",2078
"2019-03-22",2050
"2019-03-25",2063
"2019-03-26",2040
"2019-03-27",1950
"2019-03-28",1890
"2019-03-29",1950
"2019-04-01",2050
"2019-04-02",2075
"2019-04-03",2088
"2019-04-04",2075
"2019-04-05",2070
"2019-04-08",2125
"2019-04-09",2095
"2019-04-10",2090
"2019-04-11",2075
"2019-04-12",2075
"2019-04-15",2055
"2019-04-16",2030
"2019-04-17",2090
"2019-04-18",2038
"2019-04-19",2308
"2019-04-22",2253
"2019-04-23",2273
"2019-04-24",2255
"2019-04-25",2225
"2019-04-26",2145
"2019-04-29",2138
"2019-04-30",2085
"2019-05-02",2135
"2019-05-03",2100
"2019-05-07",2043
"2019-05-08",2050
"2019-05-09",2003
"2019-05-10",1973
"2019-05-13",1850
"2019-05-14",1790
"2019-05-15",1850
"2019-05-16",1805
"2019-05-17",1808
"2019-05-20",1825
"2019-05-21",1908
"2019-05-22",1878
"2019-05-23",1873
"2019-05-24",1910
"2019-05-27",1880
"2019-05-28",1885
"2019-05-29",1895
"2019-05-30",1868
"2019-05-31",1943
"2019-06-03",1868
"2019-06-04",1940
"2019-06-05",2000
"2019-06-07",2120
"2019-06-10",2125
"2019-06-11",2098
"2019-06-12",2038
"2019-06-13",2020
"2019-06-14",1990
"2019-06-17",2018
"2019-06-18",1960
"2019-06-19",1960
"2019-06-20",1948
"2019-06-21",1900
"2019-06-24",1935
"2019-06-25",1940
"2019-06-26",1940
"2019-06-27",1918
"2019-06-28",1958
"2019-07-01",1970
"2019-07-02",2040
"2019-07-03",2028
"2019-07-04",2025
"2019-07-05",2028
"2019-07-08",1950
"2019-07-09",1888
"2019-07-10",1915
"2019-07-11",1990
"2019-07-12",1978
"2019-07-15",1943
"2019-07-16",1905
"2019-07-17",1915
"2019-07-18",1855
"2019-07-19",1875
"2019-07-22",1858
"2019-07-23",1875
"2019-07-24",1870
"2019-07-25",1835
"2019-07-26",1853
"2019-07-29",1850
"2019-07-30",1788
"2019-07-31",1788
"2019-08-01",1823
"2019-08-02",1788
"2019-08-05",1768
"2019-08-06",1735
"2019-08-07",1703
"2019-08-08",1840
"2019-08-09",1850
"2019-08-12",1870
"2019-08-13",1835
"2019-08-14",1848
"2019-08-16",1820
"2019-08-19",1820
"2019-08-20",1850
"2019-08-21",1820
"2019-08-22",1805
"2019-08-23",1798
"2019-08-26",1750
"2019-08-27",1775
"2019-08-28",1790
"2019-08-29",1823
"2019-08-30",1935
"2019-09-02",1938
"2019-09-03",1843
"2019-09-04",1770
"2019-09-05",1853
"2019-09-06",1880
"2019-09-09",1920
"2019-09-10",1908
"2019-09-11",1943
"2019-09-16",2038
"2019-09-17",2173
"2019-09-18",2180
"2019-09-19",2150
"2019-09-20",1938
"2019-09-23",1868
"2019-09-24",1875
"2019-09-25",1795
"2019-09-26",1788
"2019-09-27",1788
"2019-09-30",1768
"2019-10-01",1748
"2019-10-02",1840
"2019-10-04",1830
"2019-10-07",1810
"2019-10-08",1810
"2019-10-10",1810
"2019-10-11",1810
"2019-10-14",1810
"2019-10-15",1810
"2019-10-16",1810
"2019-10-17",1810
"2019-10-18",1810
"2019-10-21",1810
"2019-10-22",1810
"2019-10-23",1810
"2019-10-24",1810
"2019-10-25",1810
"2019-10-28",1810
"2019-10-29",1810
"2019-10-30",1810
"2019-10-31",1810
"2019-11-01",1810
"2019-11-04",1810
"2019-11-05",1810
"2019-11-06",1850
"2019-11-07",1895
"2019-11-08",1890
"2019-11-11",1855
"2019-11-12",1850
"2019-11-13",1840
"2019-11-14",2000
"2019-11-15",2005
"2019-11-18",2000
"2019-11-19",1995
"2019-11-20",1945
"2019-11-21",1940
"2019-11-22",1540
"2019-11-25",1530
"2019-11-26",1475
"2019-11-27",1415
"2019-11-28",1415
"2019-11-29",1380
"2019-12-02",1230
"2019-12-03",1335
"2019-12-04",1305
"2019-12-05",1290
"2019-12-06",1320
"2019-12-09",1295
"2019-12-10",1295
"2019-12-11",1275
"2019-12-12",1285
"2019-12-13",1285
"2019-12-16",1300
"2019-12-17",1310
"2019-12-18",1250
"2019-12-19",1150
"2019-12-20",1260
"2019-12-23",1265
"2019-12-24",1265
"2019-12-26",1375
"2019-12-27",1450
"2019-12-30",1585
"2020-01-02",1695
"2020-01-03",1675
"2020-01-06",1685
"2020-01-07",1730
"2020-01-08",1675
"2020-01-09",1690
"2020-01-10",1695
"2020-01-13",1600
"2020-01-14",1465
"2020-01-15",1465
"2020-01-16",1470
"2020-01-17",1520
"2020-01-20",1440
"2020-01-21",1465
"2020-01-22",1530
"2020-01-23",1485
"2020-01-28",1350
"2020-01-29",1325
"2020-01-30",1300
"2020-01-31",1280
"2020-02-03",1305
"2020-02-04",1315
"2020-02-05",1315
"2020-02-06",1355
"2020-02-07",1360
"2020-02-10",1400
"2020-02-11",1425
"2020-02-12",1425
"2020-02-13",1405
"2020-02-14",1450
"2020-02-17",1550
"2020-02-18",1560
"2020-02-19",1545
"2020-02-20",1550
"2020-02-21",1525
"2020-02-24",1435
"2020-02-25",1390
"2020-02-26",1250
"2020-02-27",1130
"2020-02-28",1090
"2020-03-02",1115
"2020-03-03",1090
"2020-03-04",1060
"2020-03-05",1025
"2020-03-06",760
"2020-03-09",595
"2020-03-10",452
"2020-03-11",546
"2020-03-12",457
"2020-03-13",400
"2020-03-16",350
"2020-03-17",329
"2020-03-18",321
"2020-03-19",275
"2020-03-20",275
"2020-03-23",275
"2020-03-24",275
"2020-03-25",275
"2020-03-26",275
"2020-03-27",275
"2020-03-30",275
"2020-03-31",275
"2020-04-01",275
"2020-04-02",275
"2020-04-03",275
"2020-04-06",275
"2020-04-07",275
"2020-04-08",275
"2020-04-09",275
"2020-04-10",275
"2020-04-13",275
"2020-04-14",275
"2020-04-16",275
"2020-04-17",275
"2020-04-20",275
"2020-04-21",275
"2020-04-22",275
"2020-04-23",275
"2020-04-24",275
"2020-04-27",275
"2020-04-28",275
"2020-04-29",275
"2020-05-04",275
"2020-05-06",275
"2020-05-07",275
"2020-05-08",275
"2020-05-11",275
"2020-05-12",275
"2020-05-13",275
"2020-05-14",275
"2020-05-15",275
"2020-05-18",275
"2020-05-19",275
"2020-05-20",275
"2020-05-21",275
"2020-05-22",275
"2020-05-25",275
"2020-05-26",275
"2020-05-27",275
"2020-05-28",275
"2020-05-29",275
"2020-06-01",275
"2020-06-02",275
"2020-06-03",275
"2020-06-04",275
"2020-06-05",275
"2020-06-08",275
"2020-06-09",275
"2020-06-10",275
