"","Price"
"2018-11-05",1845
"2018-11-06",2395
"2018-11-07",2285
"2018-11-08",2310
"2018-11-09",2360
"2018-11-12",2200
"2018-11-13",2115
"2018-11-14",2080
"2018-11-15",2000
"2018-11-16",2050
"2018-11-19",2100
"2018-11-20",2205
"2018-11-21",2195
"2018-11-22",2080
"2018-11-23",1980
"2018-11-26",1945
"2018-11-27",2065
"2018-11-28",2050
"2018-11-29",2050
"2018-11-30",1950
"2018-12-03",1965
"2018-12-04",1960
"2018-12-05",1990
"2018-12-06",1895
"2018-12-07",1880
"2018-12-10",1800
"2018-12-11",1785
"2018-12-12",1805
"2018-12-13",1885
"2018-12-14",1800
"2018-12-17",1795
"2018-12-18",1720
"2018-12-19",1745
"2018-12-20",1735
"2018-12-21",1715
"2018-12-24",1670
"2018-12-26",1615
"2018-12-27",1640
"2018-12-28",1705
"2019-01-02",1740
"2019-01-03",1735
"2019-01-04",1700
"2019-01-07",1725
"2019-01-08",1725
"2019-01-09",1785
"2019-01-10",1765
"2019-01-11",1795
"2019-01-14",1730
"2019-01-15",1725
"2019-01-16",1865
"2019-01-17",1925
"2019-01-18",1870
"2019-01-21",1910
"2019-01-22",1835
"2019-01-23",1830
"2019-01-24",1870
"2019-01-25",1995
"2019-01-28",1980
"2019-01-29",1930
"2019-01-30",1980
"2019-01-31",1990
"2019-02-01",2010
"2019-02-07",1950
"2019-02-08",1965
"2019-02-11",1880
"2019-02-12",1870
"2019-02-13",1790
"2019-02-14",1900
"2019-02-15",1970
"2019-02-18",2025
"2019-02-19",1995
"2019-02-20",1990
"2019-02-21",1940
"2019-02-22",1950
"2019-02-25",1955
"2019-02-26",2040
"2019-02-27",2195
"2019-02-28",2010
"2019-03-04",2090
"2019-03-05",2065
"2019-03-06",2055
"2019-03-07",2000
"2019-03-08",1960
"2019-03-11",1955
"2019-03-12",1995
"2019-03-13",1995
"2019-03-14",2000
"2019-03-15",1905
"2019-03-18",1925
"2019-03-19",1955
"2019-03-20",2060
"2019-03-21",2010
"2019-03-22",2020
"2019-03-25",1995
"2019-03-26",1970
"2019-03-27",2010
"2019-03-28",1960
"2019-03-29",1995
"2019-04-01",2050
"2019-04-02",2665
"2019-04-03",2610
"2019-04-04",2565
"2019-04-05",2440
"2019-04-08",2455
"2019-04-09",2405
"2019-04-10",2420
"2019-04-11",2525
"2019-04-12",2550
"2019-04-15",2460
"2019-04-16",2425
"2019-04-17",2445
"2019-04-18",2385
"2019-04-19",2590
"2019-04-22",2700
"2019-04-23",2640
"2019-04-24",2580
"2019-04-25",2705
"2019-04-26",2710
"2019-04-29",2775
"2019-04-30",2785
"2019-05-02",2850
"2019-05-03",2855
"2019-05-07",2875
"2019-05-08",2850
"2019-05-09",2680
"2019-05-10",2645
"2019-05-13",2645
"2019-05-14",2645
"2019-05-15",2795
"2019-05-16",2795
"2019-05-17",2885
"2019-05-20",2665
"2019-05-21",2530
"2019-05-22",2570
"2019-05-23",2430
"2019-05-24",2385
"2019-05-27",2575
"2019-05-28",2650
"2019-05-29",2655
"2019-05-30",2640
"2019-05-31",2630
"2019-06-03",2645
"2019-06-04",2620
"2019-06-05",2730
"2019-06-07",2755
"2019-06-10",2760
"2019-06-11",2820
"2019-06-12",2810
"2019-06-13",2865
"2019-06-14",2755
"2019-06-17",2585
"2019-06-18",2585
"2019-06-19",2560
"2019-06-20",2600
"2019-06-21",2600
"2019-06-24",2570
"2019-06-25",2510
"2019-06-26",2470
"2019-06-27",2490
"2019-06-28",2490
"2019-07-01",2465
"2019-07-02",2450
"2019-07-03",2650
"2019-07-04",2765
"2019-07-05",2795
"2019-07-08",2580
"2019-07-09",2460
"2019-07-10",2445
"2019-07-11",2515
"2019-07-12",2520
"2019-07-15",2395
"2019-07-16",2370
"2019-07-17",2240
"2019-07-18",2180
"2019-07-19",2290
"2019-07-22",2325
"2019-07-23",2330
"2019-07-24",2230
"2019-07-25",2145
"2019-07-26",2180
"2019-07-29",2105
"2019-07-30",2090
"2019-07-31",2120
"2019-08-01",2000
"2019-08-02",2080
"2019-08-05",1965
"2019-08-06",1875
"2019-08-07",1930
"2019-08-08",2015
"2019-08-09",2120
"2019-08-12",2135
"2019-08-13",2090
"2019-08-14",2060
"2019-08-16",2065
"2019-08-19",2070
"2019-08-20",2105
"2019-08-21",2120
"2019-08-22",2130
"2019-08-23",2200
"2019-08-26",2160
"2019-08-27",2255
"2019-08-28",2250
"2019-08-29",2250
"2019-08-30",2230
"2019-09-02",2335
"2019-09-03",2295
"2019-09-04",2310
"2019-09-05",2295
"2019-09-06",2300
"2019-09-09",2290
"2019-09-10",2400
"2019-09-11",2430
"2019-09-16",2440
"2019-09-17",2390
"2019-09-18",2440
"2019-09-19",2435
"2019-09-20",2540
"2019-09-23",2540
"2019-09-24",2520
"2019-09-25",2380
"2019-09-26",2290
"2019-09-27",2400
"2019-09-30",2420
"2019-10-01",2420
"2019-10-02",2620
"2019-10-04",2560
"2019-10-07",2475
"2019-10-08",2535
"2019-10-10",2530
"2019-10-11",2810
"2019-10-14",2955
"2019-10-15",2805
"2019-10-16",2745
"2019-10-17",2760
"2019-10-18",2770
"2019-10-21",2755
"2019-10-22",2770
"2019-10-23",2820
"2019-10-24",2825
"2019-10-25",2940
"2019-10-28",2970
"2019-10-29",2950
"2019-10-30",2875
"2019-10-31",2845
"2019-11-01",2810
"2019-11-04",2690
"2019-11-05",2755
"2019-11-06",3000
"2019-11-07",3000
"2019-11-08",3045
"2019-11-11",3120
"2019-11-12",3120
"2019-11-13",3075
"2019-11-14",3145
"2019-11-15",3110
"2019-11-18",3115
"2019-11-19",3165
"2019-11-20",3135
"2019-11-21",2890
"2019-11-22",2900
"2019-11-25",3140
"2019-11-26",3380
"2019-11-27",3310
"2019-11-28",3330
"2019-11-29",3200
"2019-12-02",3430
"2019-12-03",3280
"2019-12-04",3100
"2019-12-05",3000
"2019-12-06",3155
"2019-12-09",3230
"2019-12-10",3200
"2019-12-11",3090
"2019-12-12",3110
"2019-12-13",3115
"2019-12-16",3210
"2019-12-17",3190
"2019-12-18",3335
"2019-12-19",3335
"2019-12-20",3215
"2019-12-23",3000
"2019-12-24",2950
"2019-12-26",3010
"2019-12-27",3100
"2019-12-30",3040
"2020-01-02",3070
"2020-01-03",3050
"2020-01-06",2970
"2020-01-07",2960
"2020-01-08",2815
"2020-01-09",2930
"2020-01-10",3020
"2020-01-13",3025
"2020-01-14",2985
"2020-01-15",2950
"2020-01-16",2995
"2020-01-17",2995
"2020-01-20",3210
"2020-01-21",3080
"2020-01-22",3165
"2020-01-23",3360
"2020-01-28",3230
"2020-01-29",3170
"2020-01-30",3085
"2020-01-31",3115
"2020-02-03",3165
"2020-02-04",3275
"2020-02-05",3280
"2020-02-06",3260
"2020-02-07",3590
"2020-02-10",3860
"2020-02-11",3910
"2020-02-12",3800
"2020-02-13",4195
"2020-02-14",4160
"2020-02-17",4015
"2020-02-18",4440
"2020-02-19",4450
"2020-02-20",4395
"2020-02-21",4220
"2020-02-24",3960
"2020-02-25",4080
"2020-02-26",3970
"2020-02-27",3795
"2020-02-28",3600
"2020-03-02",3700
"2020-03-03",3665
"2020-03-04",3840
"2020-03-05",3925
"2020-03-06",3730
"2020-03-09",3390
"2020-03-10",3440
"2020-03-11",3265
"2020-03-12",3110
"2020-03-13",2820
"2020-03-16",2620
"2020-03-17",2500
"2020-03-18",2255
"2020-03-19",1935
"2020-03-20",2195
"2020-03-23",2015
"2020-03-24",2225
"2020-03-25",2520
"2020-03-26",2525
"2020-03-27",2540
"2020-03-30",2570
"2020-03-31",2580
"2020-04-01",2475
"2020-04-02",2550
"2020-04-03",2725
"2020-04-06",2910
"2020-04-07",3000
"2020-04-08",3030
"2020-04-09",3230
"2020-04-10",3070
"2020-04-13",2785
"2020-04-14",2895
"2020-04-16",3070
"2020-04-17",3150
"2020-04-20",3055
"2020-04-21",2945
"2020-04-22",2860
"2020-04-23",2895
"2020-04-24",2715
"2020-04-27",2810
"2020-04-28",2790
"2020-04-29",2820
"2020-05-04",2915
"2020-05-06",2970
"2020-05-07",2970
"2020-05-08",3075
"2020-05-11",3015
"2020-05-12",2900
"2020-05-13",3015
"2020-05-14",2910
"2020-05-15",2805
"2020-05-18",2720
"2020-05-19",2815
"2020-05-20",2945
"2020-05-21",2980
"2020-05-22",2975
"2020-05-25",3085
"2020-05-26",3055
"2020-05-27",2980
"2020-05-28",2900
"2020-05-29",2880
"2020-06-01",3045
"2020-06-02",3200
"2020-06-03",3045
"2020-06-04",3125
"2020-06-05",3110
"2020-06-08",3105
"2020-06-09",3060
"2020-06-10",2995
"2020-06-11",3020
"2020-06-12",3070
"2020-06-15",2820
"2020-06-16",2895
"2020-06-17",2770
"2020-06-18",2935
"2020-06-19",3085
"2020-06-22",3010
"2020-06-23",3075
"2020-06-24",3105
"2020-06-25",2945
"2020-06-26",3045
"2020-06-29",2855
"2020-06-30",2960
"2020-07-01",3465
"2020-07-02",3510
"2020-07-03",3430
"2020-07-06",3580
"2020-07-07",3460
"2020-07-08",3435
"2020-07-09",3510
"2020-07-10",3535
"2020-07-13",3550
"2020-07-14",3835
"2020-07-15",4155
"2020-07-16",4250
"2020-07-17",4110
"2020-07-20",4095
"2020-07-21",3995
"2020-07-22",4050
"2020-07-23",4240
"2020-07-24",4070
"2020-07-27",4385
"2020-07-28",4270
"2020-07-29",4160
"2020-07-30",4265
"2020-07-31",4420
"2020-08-03",4405
"2020-08-04",4750
"2020-08-05",4640
"2020-08-06",4555
"2020-08-07",4455
"2020-08-10",4180
"2020-08-11",3945
"2020-08-12",4085
"2020-08-13",4130
"2020-08-14",4070
"2020-08-18",3750
"2020-08-19",3840
"2020-08-20",3735
"2020-08-21",3705
"2020-08-24",3665
"2020-08-25",4005
"2020-08-26",4290
"2020-08-27",3995
"2020-08-28",4030
"2020-08-31",4100
"2020-09-01",4070
"2020-09-02",4100
"2020-09-03",4135
"2020-09-04",4045
"2020-09-07",4080
"2020-09-08",4060
"2020-09-09",4090
"2020-09-10",4270
"2020-09-11",4185
"2020-09-14",4125
"2020-09-15",4285
"2020-09-16",4130
"2020-09-17",4065
"2020-09-18",4130
"2020-09-21",4010
"2020-09-22",3815
"2020-09-23",3850
"2020-09-24",3680
"2020-09-25",3670
"2020-09-28",3775
"2020-09-29",3745
"2020-10-05",3810
"2020-10-06",3840
"2020-10-07",3790
"2020-10-08",3765
"2020-10-12",3765
"2020-10-13",3730
"2020-10-14",3565
"2020-10-15",3655
"2020-10-16",3600
"2020-10-19",3685
"2020-10-20",3760
"2020-10-21",3760
"2020-10-22",3570
"2020-10-23",3585
"2020-10-26",3570
"2020-10-27",3510
"2020-10-28",3500
"2020-10-29",3380
"2020-10-30",3220
"2020-11-02",3345
"2020-11-03",3345
"2020-11-04",3390
"2020-11-05",3460
"2020-11-06",3480
"2020-11-09",3530
"2020-11-10",3515
"2020-11-11",3535
"2020-11-12",3495
"2020-11-13",3455
"2020-11-16",3510
"2020-11-17",3450
"2020-11-18",3420
"2020-11-19",3360
"2020-11-20",3435
"2020-11-23",3480
"2020-11-24",3485
"2020-11-25",3420
"2020-11-26",3570
"2020-11-27",3500
