"","Price"
"2018-11-05",42643
"2018-11-06",42542
"2018-11-07",42542
"2018-11-08",43046
"2018-11-09",40677
"2018-11-12",37451
"2018-11-13",37754
"2018-11-14",37804
"2018-11-15",38711
"2018-11-16",41383
"2018-11-19",41736
"2018-11-20",41534
"2018-11-21",41988
"2018-11-22",40728
"2018-11-23",40324
"2018-11-26",41332
"2018-11-27",43046
"2018-11-28",42744
"2018-11-29",41685
"2018-11-30",41584
"2018-12-03",43349
"2018-12-04",42240
"2018-12-05",40879
"2018-12-06",39115
"2018-12-07",39669
"2018-12-10",38762
"2018-12-11",38106
"2018-12-12",39518
"2018-12-13",39820
"2018-12-14",37653
"2018-12-17",36947
"2018-12-18",36090
"2018-12-19",36544
"2018-12-20",35485
"2018-12-21",35788
"2018-12-24",35889
"2018-12-26",35233
"2018-12-27",36191
"2018-12-28",36897
"2019-01-02",36292
"2019-01-03",35082
"2019-01-04",36695
"2019-01-07",36998
"2019-01-08",38359
"2019-01-09",38006
"2019-01-10",37653
"2019-01-11",37451
"2019-01-14",37451
"2019-01-15",37905
"2019-01-16",38661
"2019-01-17",37854
"2019-01-18",38106
"2019-01-21",38258
"2019-01-22",38359
"2019-01-23",38006
"2019-01-24",39518
"2019-01-25",39518
"2019-01-28",39417
"2019-01-29",39417
"2019-01-30",39165
"2019-01-31",39619
"2019-02-01",39518
"2019-02-07",40375
"2019-02-08",39467
"2019-02-11",40980
"2019-02-12",39568
"2019-02-13",39215
"2019-02-14",39165
"2019-02-15",38459
"2019-02-18",39266
"2019-02-19",38913
"2019-02-20",39518
"2019-02-21",39316
"2019-02-22",38560
"2019-02-25",38560
"2019-02-26",38359
"2019-02-27",38863
"2019-02-28",40828
"2019-03-04",42542
"2019-03-05",43701
"2019-03-06",43903
"2019-03-07",42593
"2019-03-08",42290
"2019-03-11",41786
"2019-03-12",42542
"2019-03-13",38560
"2019-03-14",37250
"2019-03-15",39165
"2019-03-18",39367
"2019-03-19",38711
"2019-03-20",39568
"2019-03-21",40022
"2019-03-22",40274
"2019-03-25",38963
"2019-03-26",38913
"2019-03-27",38157
"2019-03-28",37300
"2019-03-29",38200
"2019-04-01",38150
"2019-04-02",38000
"2019-04-03",38850
"2019-04-04",39050
"2019-04-05",38100
"2019-04-08",37800
"2019-04-09",38150
"2019-04-10",38550
"2019-04-11",38700
"2019-04-12",38500
"2019-04-15",37450
"2019-04-16",36300
"2019-04-17",36650
"2019-04-18",35850
"2019-04-19",36000
"2019-04-22",36200
"2019-04-23",36250
"2019-04-24",36450
"2019-04-25",36450
"2019-04-26",36000
