"","Price"
"2018-11-05",11450
"2018-11-06",12200
"2018-11-07",11800
"2018-11-08",11800
"2018-11-09",11900
"2018-11-12",11850
"2018-11-13",11500
"2018-11-14",10750
"2018-11-15",10850
"2018-11-16",11700
"2018-11-19",11800
"2018-11-20",12250
"2018-11-21",11900
"2018-11-22",11750
"2018-11-23",11450
"2018-11-26",11350
"2018-11-27",11500
"2018-11-28",11650
"2018-11-29",11800
"2018-11-30",12000
"2018-12-03",12300
"2018-12-04",13050
"2018-12-05",13050
"2018-12-06",13100
"2018-12-07",13400
"2018-12-10",13550
"2018-12-11",13650
"2018-12-12",13650
"2018-12-13",13300
"2018-12-14",13250
"2018-12-17",13450
"2018-12-18",13000
"2018-12-19",12500
"2018-12-20",11800
"2018-12-21",11400
"2018-12-24",11650
"2018-12-26",11500
"2018-12-27",11750
"2018-12-28",11700
"2019-01-02",11550
"2019-01-03",11750
"2019-01-04",11400
"2019-01-07",11650
"2019-01-08",11100
"2019-01-09",11750
"2019-01-10",11850
"2019-01-11",11900
"2019-01-14",11650
"2019-01-15",12350
"2019-01-16",12200
"2019-01-17",12050
"2019-01-18",12000
"2019-01-21",12250
"2019-01-22",12250
"2019-01-23",12200
"2019-01-24",12200
"2019-01-25",12250
"2019-01-28",12350
"2019-01-29",12350
"2019-01-30",12600
"2019-01-31",12650
"2019-02-01",12100
"2019-02-07",12200
"2019-02-08",11950
"2019-02-11",11750
"2019-02-12",12350
"2019-02-13",11950
"2019-02-14",11850
"2019-02-15",11400
"2019-02-18",11650
"2019-02-19",11300
"2019-02-20",11500
"2019-02-21",11600
"2019-02-22",11350
"2019-02-25",11250
"2019-02-26",10850
"2019-02-27",10700
"2019-02-28",10400
"2019-03-04",10850
"2019-03-05",11100
"2019-03-06",11050
"2019-03-07",10850
"2019-03-08",10550
"2019-03-11",10350
"2019-03-12",10850
"2019-03-13",11250
"2019-03-14",11350
"2019-03-15",11400
"2019-03-18",11400
"2019-03-19",11300
"2019-03-20",11200
"2019-03-21",11150
"2019-03-22",11300
"2019-03-25",10850
"2019-03-26",11000
"2019-03-27",11200
"2019-03-28",11150
"2019-03-29",11300
"2019-04-01",11450
"2019-04-02",11200
"2019-04-03",11400
"2019-04-04",11400
"2019-04-05",11450
"2019-04-08",12000
"2019-04-09",12000
"2019-04-10",11850
"2019-04-11",11900
"2019-04-12",11650
"2019-04-15",11400
"2019-04-16",11800
"2019-04-17",11700
"2019-04-18",11500
"2019-04-19",11450
"2019-04-22",11500
"2019-04-23",11850
"2019-04-24",11950
"2019-04-25",11850
"2019-04-26",11800
"2019-04-29",11950
"2019-04-30",11600
"2019-05-02",11850
"2019-05-03",12000
"2019-05-07",11500
"2019-05-08",11250
"2019-05-09",11300
"2019-05-10",11250
"2019-05-13",10700
"2019-05-14",10950
"2019-05-15",11050
"2019-05-16",10750
"2019-05-17",10550
"2019-05-20",10350
"2019-05-21",10650
"2019-05-22",10550
"2019-05-23",10350
"2019-05-24",10000
"2019-05-27",9890
"2019-05-28",9920
"2019-05-29",9670
"2019-05-30",10000
