"","Price"
"2018-11-05",11100
"2018-11-06",11150
"2018-11-07",11100
"2018-11-08",11350
"2018-11-09",11150
"2018-11-12",10800
"2018-11-13",10750
"2018-11-14",10800
"2018-11-15",10650
"2018-11-16",10700
"2018-11-19",10850
"2018-11-20",10950
"2018-11-21",10800
"2018-11-22",10300
"2018-11-23",10200
"2018-11-26",10300
"2018-11-27",10400
"2018-11-28",10450
"2018-11-29",10300
"2018-11-30",10500
"2018-12-03",10600
"2018-12-04",10550
"2018-12-05",10800
"2018-12-06",10300
"2018-12-07",10300
"2018-12-10",10100
"2018-12-11",9900
"2018-12-12",10050
"2018-12-13",10050
"2018-12-14",9980
"2018-12-17",9840
"2018-12-18",9860
"2018-12-19",9920
"2018-12-20",9690
"2018-12-21",9770
"2018-12-24",9700
"2018-12-26",9510
"2018-12-27",9760
"2018-12-28",9900
"2019-01-02",9750
"2019-01-03",9460
"2019-01-04",9590
"2019-01-07",9960
"2019-01-08",9930
"2019-01-09",10000
"2019-01-10",9980
"2019-01-11",9980
"2019-01-14",10200
"2019-01-15",10150
"2019-01-16",10200
"2019-01-17",10300
"2019-01-18",10450
"2019-01-21",10450
"2019-01-22",10450
"2019-01-23",10400
"2019-01-24",10500
"2019-01-25",10550
"2019-01-28",10350
"2019-01-29",10300
"2019-01-30",10100
"2019-01-31",10150
"2019-02-01",10250
"2019-02-07",10400
"2019-02-08",10400
"2019-02-11",10700
"2019-02-12",10700
"2019-02-13",10800
"2019-02-14",10900
"2019-02-15",10750
"2019-02-18",10900
"2019-02-19",10950
"2019-02-20",10900
"2019-02-21",10800
"2019-02-22",10700
"2019-02-25",10700
"2019-02-26",10850
"2019-02-27",10900
"2019-02-28",11550
"2019-03-04",13300
"2019-03-05",13300
"2019-03-06",12900
"2019-03-07",12750
"2019-03-08",12800
"2019-03-11",12750
"2019-03-12",13000
"2019-03-13",12600
"2019-03-14",12650
"2019-03-15",13700
"2019-03-18",14350
"2019-03-19",14700
"2019-03-20",14900
"2019-03-21",14950
"2019-03-22",14300
"2019-03-25",13050
"2019-03-26",13250
"2019-03-27",15100
"2019-03-28",14300
"2019-03-29",14000
"2019-04-01",14500
"2019-04-02",13900
"2019-04-03",14100
"2019-04-04",14000
"2019-04-05",14500
"2019-04-08",14100
"2019-04-09",13800
"2019-04-10",13800
"2019-04-11",13600
"2019-04-12",13750
"2019-04-15",13500
"2019-04-16",12950
"2019-04-17",13000
"2019-04-18",12750
"2019-04-19",13050
"2019-04-22",13400
"2019-04-23",13300
"2019-04-24",13000
"2019-04-25",12800
"2019-04-26",12600
"2019-04-29",13100
"2019-04-30",13200
"2019-05-02",13200
"2019-05-03",12950
"2019-05-07",12900
"2019-05-08",12600
"2019-05-09",12200
"2019-05-10",12300
"2019-05-13",11550
"2019-05-14",11650
"2019-05-15",12550
"2019-05-16",11650
"2019-05-17",11350
"2019-05-20",10800
"2019-05-21",10900
"2019-05-22",11150
"2019-05-23",11050
"2019-05-24",11250
"2019-05-27",10950
"2019-05-28",11100
"2019-05-29",10750
"2019-05-30",10700
"2019-05-31",11100
"2019-06-03",11200
"2019-06-04",11100
"2019-06-05",11350
"2019-06-07",11350
"2019-06-10",11350
"2019-06-11",11500
"2019-06-12",11450
"2019-06-13",11400
"2019-06-14",11500
"2019-06-17",11450
"2019-06-18",11350
"2019-06-19",11350
"2019-06-20",11500
"2019-06-21",11600
"2019-06-24",11450
"2019-06-25",11250
"2019-06-26",11250
"2019-06-27",11250
"2019-06-28",11250
"2019-07-01",11300
"2019-07-02",11250
"2019-07-03",11200
"2019-07-04",10950
"2019-07-05",11000
"2019-07-08",10750
"2019-07-09",10250
"2019-07-10",10450
"2019-07-11",10550
"2019-07-12",10550
"2019-07-15",10150
"2019-07-16",10350
"2019-07-17",10400
"2019-07-18",10300
"2019-07-19",10400
"2019-07-22",10250
"2019-07-23",10200
"2019-07-24",10050
"2019-07-25",9870
"2019-07-26",9870
"2019-07-29",9500
"2019-07-30",9490
"2019-07-31",9420
"2019-08-01",9420
"2019-08-02",9420
"2019-08-05",8930
"2019-08-06",8610
"2019-08-07",8520
"2019-08-08",8980
"2019-08-09",9080
"2019-08-12",9150
"2019-08-13",9030
"2019-08-14",9060
"2019-08-16",8650
"2019-08-19",8720
"2019-08-20",11300
"2019-08-21",11950
"2019-08-22",11500
"2019-08-23",11300
"2019-08-26",11650
