"","Price"
"2017-05-23",53100
"2017-05-24",52800
"2017-05-25",53300
"2017-05-26",53600
"2017-05-29",53400
"2017-05-30",53300
"2017-05-31",53800
"2017-06-01",53500
"2017-06-02",53900
"2017-06-05",54400
"2017-06-07",55300
"2017-06-08",55400
"2017-06-09",55400
"2017-06-12",54000
"2017-06-13",54200
"2017-06-14",54200
"2017-06-15",54300
"2017-06-16",54100
"2017-06-19",54200
"2017-06-20",54500
"2017-06-21",54000
"2017-06-22",54300
"2017-06-23",54900
"2017-06-26",54800
"2017-06-27",53800
"2017-06-28",54300
"2017-06-29",54300
"2017-06-30",54400
"2017-07-03",54400
"2017-07-04",54300
"2017-07-05",53800
"2017-07-06",53600
"2017-07-07",53800
"2017-07-10",53400
"2017-07-11",54100
"2017-07-12",54100
"2017-07-13",53500
"2017-07-14",53300
"2017-07-17",53600
"2017-07-18",53000
"2017-07-19",52600
"2017-07-20",52400
"2017-07-21",52200
"2017-07-24",51900
"2017-07-25",52000
"2017-07-26",51800
"2017-07-27",51700
"2017-07-28",51500
"2017-07-31",51600
"2017-08-01",51900
"2017-08-02",51800
"2017-08-03",51600
"2017-08-04",51500
"2017-08-07",51700
"2017-08-08",51700
"2017-08-09",50800
"2017-08-10",50700
"2017-08-11",50700
"2017-08-14",50500
"2017-08-16",51500
"2017-08-17",50800
"2017-08-18",50500
"2017-08-21",50600
"2017-08-22",50300
"2017-08-23",50300
"2017-08-24",50200
"2017-08-25",50100
"2017-08-28",50000
"2017-08-29",49950
"2017-08-30",49950
"2017-08-31",49950
"2017-09-01",50100
"2017-09-04",49850
"2017-09-05",49700
"2017-09-06",49550
"2017-09-07",49550
"2017-09-08",49500
"2017-09-11",50500
"2017-09-12",49900
"2017-09-13",49600
"2017-09-14",49400
"2017-09-15",49400
"2017-09-18",49400
"2017-09-19",49550
"2017-09-20",49500
"2017-09-21",49200
"2017-09-22",48700
"2017-09-25",48400
"2017-09-26",48500
"2017-09-27",48300
"2017-09-28",49300
