"","Price"
"2017-05-30",7450
"2017-05-31",7350
"2017-06-01",7340
"2017-06-02",7280
"2017-06-05",7370
"2017-06-07",7330
"2017-06-08",7320
"2017-06-09",7440
"2017-06-12",7460
"2017-06-13",7560
"2017-06-14",8020
"2017-06-15",7910
"2017-06-16",7900
"2017-06-19",7830
"2017-06-20",7690
"2017-06-21",7680
"2017-06-22",7520
"2017-06-23",7540
"2017-06-26",7630
"2017-06-27",7690
"2017-06-28",7660
"2017-06-29",7790
"2017-06-30",7760
"2017-07-03",7520
"2017-07-04",7500
"2017-07-05",7500
"2017-07-06",7660
"2017-07-07",7300
"2017-07-10",7190
"2017-07-11",7160
"2017-07-12",7050
"2017-07-13",7120
"2017-07-14",7170
"2017-07-17",7230
"2017-07-18",7220
"2017-07-19",7360
"2017-07-20",7370
"2017-07-21",7350
"2017-07-24",7310
"2017-07-25",7300
"2017-07-26",7220
"2017-07-27",7190
"2017-07-28",7170
"2017-07-31",7200
"2017-08-01",7200
"2017-08-02",7270
"2017-08-03",7200
"2017-08-04",7130
"2017-08-07",7120
"2017-08-08",7160
"2017-08-09",7100
"2017-08-10",6970
"2017-08-11",6970
"2017-08-14",6900
"2017-08-16",7210
"2017-08-17",7520
"2017-08-18",7400
"2017-08-21",7380
"2017-08-22",7450
"2017-08-23",7450
"2017-08-24",7490
"2017-08-25",7490
"2017-08-28",7500
"2017-08-29",7570
"2017-08-30",7670
"2017-08-31",7640
"2017-09-01",7700
"2017-09-04",7560
"2017-09-05",7450
"2017-09-06",7480
"2017-09-07",7600
"2017-09-08",7580
"2017-09-11",7690
"2017-09-12",7820
"2017-09-13",7780
"2017-09-14",7720
"2017-09-15",7920
"2017-09-18",7910
"2017-09-19",7650
"2017-09-20",7790
"2017-09-21",7570
"2017-09-22",7460
"2017-09-25",7130
"2017-09-26",7250
"2017-09-27",7270
"2017-09-28",7250
"2017-09-29",7250
"2017-10-10",7440
"2017-10-11",7590
"2017-10-12",7590
"2017-10-13",7620
"2017-10-16",7540
"2017-10-17",7580
"2017-10-18",7590
"2017-10-19",7560
"2017-10-20",7630
"2017-10-23",7650
"2017-10-24",7630
"2017-10-25",7680
"2017-10-26",7600
"2017-10-27",7540
"2017-10-30",7600
"2017-10-31",7630
"2017-11-01",7570
"2017-11-02",7460
"2017-11-03",7440
"2017-11-06",7410
"2017-11-07",7420
"2017-11-08",7250
"2017-11-09",7290
"2017-11-10",7290
"2017-11-13",7420
"2017-11-14",7380
"2017-11-15",7190
"2017-11-16",7120
"2017-11-17",7220
"2017-11-20",7120
"2017-11-21",7060
"2017-11-22",7070
"2017-11-23",7240
"2017-11-24",7310
"2017-11-27",7290
"2017-11-28",7290
"2017-11-29",7260
"2017-11-30",7230
"2017-12-01",7190
"2017-12-04",7150
"2017-12-05",6990
"2017-12-06",6970
"2017-12-07",6820
"2017-12-08",6730
"2017-12-11",6770
"2017-12-12",6660
"2017-12-13",6780
"2017-12-14",6830
"2017-12-15",6620
"2017-12-18",6420
"2017-12-19",6400
"2017-12-20",6250
"2017-12-21",6330
"2017-12-22",6350
"2017-12-26",6450
"2017-12-27",6380
"2017-12-28",6430
"2018-01-02",6470
"2018-01-03",6390
"2018-01-04",6160
"2018-01-05",6280
"2018-01-08",6300
"2018-01-09",6350
"2018-01-10",6430
"2018-01-11",6350
"2018-01-12",6440
"2018-01-15",6430
"2018-01-16",6340
"2018-01-17",6240
"2018-01-18",6240
