"","Price"
"2018-11-05",2055
"2018-11-06",2055
"2018-11-07",2055
"2018-11-08",2070
"2018-11-09",2055
"2018-11-12",2055
"2018-11-13",2055
"2018-11-14",2070
"2018-11-15",2085
"2018-11-16",2065
"2018-11-19",2055
"2018-11-20",2060
"2018-11-21",2060
"2018-11-22",2070
"2018-11-23",2070
"2018-11-26",2060
"2018-11-27",2065
"2018-11-28",2065
"2018-11-29",2065
"2018-11-30",2065
"2018-12-03",2065
"2018-12-04",2065
"2018-12-05",2065
"2018-12-06",2065
"2018-12-07",2065
"2018-12-10",2070
"2018-12-11",2070
"2018-12-12",2070
"2018-12-13",2070
"2018-12-14",2070
"2018-12-17",2065
"2018-12-18",2065
"2018-12-19",2055
"2018-12-20",2060
"2018-12-21",2060
"2018-12-24",2055
"2018-12-26",2055
"2018-12-27",2055
"2018-12-28",2055
"2019-01-02",2050
"2019-01-03",2045
"2019-01-04",2050
"2019-01-07",2070
"2019-01-08",2070
"2019-01-09",2070
"2019-01-10",2070
"2019-01-11",2065
"2019-01-14",2065
"2019-01-15",2065
"2019-01-16",2060
"2019-01-17",2060
"2019-01-18",2065
"2019-01-21",2065
"2019-01-22",2055
"2019-01-23",2065
"2019-01-24",2060
"2019-01-25",2080
"2019-01-28",2080
"2019-01-29",2080
"2019-01-30",2080
"2019-01-31",2075
"2019-02-01",2075
"2019-02-07",2075
"2019-02-08",2075
"2019-02-11",2080
"2019-02-12",2085
"2019-02-13",2090
"2019-02-14",2090
"2019-02-15",2095
"2019-02-18",2095
"2019-02-19",2095
"2019-02-20",2090
"2019-02-21",2090
"2019-02-22",2090
"2019-02-25",2095
"2019-02-26",2090
"2019-02-27",2090
"2019-02-28",2100
"2019-03-04",2090
"2019-03-05",2095
"2019-03-06",2100
"2019-03-07",2095
"2019-03-08",2095
"2019-03-11",2100
"2019-03-12",2100
"2019-03-13",2095
"2019-03-14",2090
"2019-03-15",2095
"2019-03-18",2090
"2019-03-19",2115
"2019-03-20",2121
"2019-03-21",2126
"2019-03-22",2115
"2019-03-25",2115
"2019-03-26",2115
"2019-03-27",2121
"2019-03-28",2141
"2019-03-29",2105
"2019-04-01",2115
"2019-04-02",2105
"2019-04-03",2121
"2019-04-04",2136
"2019-04-05",2131
"2019-04-08",2126
"2019-04-09",2126
"2019-04-10",2151
"2019-04-11",2186
"2019-04-12",2176
"2019-04-15",2171
"2019-04-16",2136
"2019-04-17",2151
"2019-04-18",2105
"2019-04-19",2151
"2019-04-22",2171
"2019-04-23",2156
"2019-04-24",2156
"2019-04-25",2166
"2019-04-26",2166
"2019-04-29",2156
"2019-04-30",2166
"2019-05-02",2161
"2019-05-03",2156
"2019-05-07",2151
"2019-05-08",2151
"2019-05-09",2156
"2019-05-10",2151
"2019-05-13",2151
"2019-05-14",2166
"2019-05-15",2131
"2019-05-16",2166
"2019-05-17",2151
"2019-05-20",2217
"2019-05-21",2212
"2019-05-22",2222
"2019-05-23",2217
"2019-05-24",2207
"2019-05-27",2202
"2019-05-28",2202
"2019-05-29",2186
"2019-05-30",2191
"2019-05-31",2191
"2019-06-03",2191
"2019-06-04",2202
"2019-06-05",2181
"2019-06-07",2181
"2019-06-10",2171
"2019-06-11",2181
"2019-06-12",2171
"2019-06-13",2171
"2019-06-14",2191
"2019-06-17",2196
"2019-06-18",2186
"2019-06-19",2186
"2019-06-20",2181
"2019-06-21",2191
"2019-06-24",2186
"2019-06-25",2207
"2019-06-26",2207
"2019-06-27",2151
"2019-06-28",2146
"2019-07-01",2146
"2019-07-02",2156
"2019-07-03",2156
"2019-07-04",2156
"2019-07-05",2196
"2019-07-08",2207
"2019-07-09",2207
"2019-07-10",2222
"2019-07-11",2227
"2019-07-12",2242
"2019-07-15",2202
"2019-07-16",2217
"2019-07-17",2222
"2019-07-18",2212
"2019-07-19",2207
"2019-07-22",2227
"2019-07-23",2247
"2019-07-24",2247
"2019-07-25",2247
"2019-07-26",2227
"2019-07-29",2252
"2019-07-30",2247
"2019-07-31",2237
"2019-08-01",2242
"2019-08-02",2237
"2019-08-05",2202
"2019-08-06",2207
"2019-08-07",2191
"2019-08-08",2207
"2019-08-09",2212
"2019-08-12",2227
"2019-08-13",2222
"2019-08-14",2257
"2019-08-16",2202
"2019-08-19",2176
"2019-08-20",2217
"2019-08-21",2222
"2019-08-22",2227
"2019-08-23",2217
"2019-08-26",2207
"2019-08-27",2207
"2019-08-28",2227
"2019-08-29",2212
"2019-08-30",2222
"2019-09-02",2227
"2019-09-03",2232
"2019-09-04",2202
"2019-09-05",2227
"2019-09-06",2217
"2019-09-09",2217
"2019-09-10",2217
"2019-09-11",2227
"2019-09-16",2222
"2019-09-17",2222
"2019-09-18",2222
"2019-09-19",2222
"2019-09-20",2212
"2019-09-23",2202
"2019-09-24",2217
