"","Price"
"2018-11-05",5980
"2018-11-06",6240
"2018-11-07",6070
"2018-11-08",6430
"2018-11-09",6610
"2018-11-12",6600
"2018-11-13",6520
"2018-11-14",6400
"2018-11-15",6550
"2018-11-16",6420
"2018-11-19",6520
"2018-11-20",6440
"2018-11-21",6330
"2018-11-22",6160
"2018-11-23",5800
"2018-11-26",5910
"2018-11-27",5930
"2018-11-28",5970
"2018-11-29",5910
"2018-11-30",5910
"2018-12-03",5850
"2018-12-04",5870
"2018-12-05",5830
"2018-12-06",5620
"2018-12-07",5630
"2018-12-10",5650
"2018-12-11",5620
"2018-12-12",6110
"2018-12-13",6150
"2018-12-14",6020
"2018-12-17",6510
"2018-12-18",6780
"2018-12-19",8020
"2018-12-20",8350
"2018-12-21",7880
"2018-12-24",7800
"2018-12-26",7940
"2018-12-27",7900
"2018-12-28",8280
"2019-01-02",8710
"2019-01-03",8560
"2019-01-04",8900
"2019-01-07",9010
"2019-01-08",9100
"2019-01-09",9090
"2019-01-10",9240
"2019-01-11",8930
"2019-01-14",9150
"2019-01-15",9060
"2019-01-16",9320
"2019-01-17",9590
"2019-01-18",10400
"2019-01-21",11500
"2019-01-22",10100
"2019-01-23",10050
"2019-01-24",9970
"2019-01-25",9960
"2019-01-28",10050
"2019-01-29",9930
"2019-01-30",9200
"2019-01-31",8890
"2019-02-01",9000
"2019-02-07",8820
"2019-02-08",8740
"2019-02-11",8670
"2019-02-12",8560
"2019-02-13",8600
"2019-02-14",8370
"2019-02-15",8500
"2019-02-18",8280
"2019-02-19",8550
"2019-02-20",8480
"2019-02-21",8540
"2019-02-22",8360
"2019-02-25",8760
"2019-02-26",8620
"2019-02-27",8740
"2019-02-28",8370
"2019-03-04",8800
"2019-03-05",8940
"2019-03-06",8990
"2019-03-07",8720
"2019-03-08",8530
"2019-03-11",7990
"2019-03-12",7860
"2019-03-13",7700
"2019-03-14",7950
"2019-03-15",7650
"2019-03-18",7760
"2019-03-19",7740
"2019-03-20",7920
"2019-03-21",7620
"2019-03-22",7340
"2019-03-25",7370
"2019-03-26",7460
"2019-03-27",7370
"2019-03-28",7700
"2019-03-29",7830
"2019-04-01",8170
"2019-04-02",8170
"2019-04-03",8460
"2019-04-04",8420
"2019-04-05",8490
"2019-04-08",8240
"2019-04-09",8320
"2019-04-10",8340
"2019-04-11",8470
"2019-04-12",8410
"2019-04-15",8260
"2019-04-16",8240
