"","Price"
"2018-11-05",9725
"2018-11-06",10125
"2018-11-07",9925
"2018-11-08",12900
"2018-11-09",12850
"2018-11-12",13050
"2018-11-13",12000
"2018-11-14",10750
"2018-11-15",10650
"2018-11-16",11050
"2018-11-19",10325
"2018-11-20",10275
"2018-11-21",9400
"2018-11-22",9150
"2018-11-23",9475
"2018-11-26",10175
"2018-11-27",10150
"2018-11-28",9450
"2018-11-29",9250
"2018-11-30",9250
"2018-12-03",9275
"2018-12-04",9150
"2018-12-05",8800
"2018-12-06",8375
"2018-12-07",8475
"2018-12-10",8100
"2018-12-11",7800
"2018-12-12",8175
"2018-12-13",8450
"2018-12-14",8500
"2018-12-17",9500
"2018-12-18",10300
"2018-12-19",11650
"2018-12-20",11625
"2018-12-21",11475
"2018-12-24",11425
"2018-12-26",11925
"2018-12-27",12350
"2018-12-28",13075
"2019-01-02",13550
"2019-01-03",14250
"2019-01-04",14325
"2019-01-07",15100
"2019-01-08",15750
"2019-01-09",16900
"2019-01-10",17075
"2019-01-11",16875
"2019-01-14",15850
"2019-01-15",15350
"2019-01-16",11450
"2019-01-17",10725
"2019-01-18",10625
"2019-01-21",10625
"2019-01-22",10800
"2019-01-23",10475
"2019-01-24",10200
"2019-01-25",10300
"2019-01-28",10275
"2019-01-29",10025
"2019-01-30",10000
"2019-01-31",10025
"2019-02-01",10025
"2019-02-07",10200
"2019-02-08",10175
"2019-02-11",10075
"2019-02-12",10050
"2019-02-13",10100
"2019-02-14",10475
"2019-02-15",10650
"2019-02-18",10500
"2019-02-19",10450
"2019-02-20",10175
"2019-02-21",10050
"2019-02-22",10050
"2019-02-25",10050
"2019-02-26",10100
"2019-02-27",10600
"2019-02-28",10100
"2019-03-04",10300
"2019-03-05",10250
"2019-03-06",10250
"2019-03-07",10100
"2019-03-08",10000
"2019-03-11",9600
"2019-03-12",9600
"2019-03-13",9600
"2019-03-14",9625
"2019-03-15",9350
"2019-03-18",9775
"2019-03-19",10200
"2019-03-20",10100
"2019-03-21",9925
"2019-03-22",10000
"2019-03-25",9550
"2019-03-26",9500
"2019-03-27",9450
"2019-03-28",8900
"2019-03-29",8700
"2019-04-01",8850
"2019-04-02",8800
"2019-04-03",8950
"2019-04-04",9275
"2019-04-05",10225
"2019-04-08",10225
"2019-04-09",10500
"2019-04-10",10250
"2019-04-11",10250
"2019-04-12",10025
"2019-04-15",10175
"2019-04-16",10150
"2019-04-17",10100
"2019-04-18",9925
"2019-04-19",9700
"2019-04-22",9675
"2019-04-23",9650
"2019-04-24",9400
"2019-04-25",9200
"2019-04-26",8950
"2019-04-29",8925
"2019-04-30",9225
"2019-05-02",9375
"2019-05-03",9375
"2019-05-07",9000
"2019-05-08",8850
"2019-05-09",8550
"2019-05-10",8550
"2019-05-13",8200
"2019-05-14",8200
"2019-05-15",8450
"2019-05-16",8150
"2019-05-17",8050
"2019-05-20",7875
"2019-05-21",8900
"2019-05-22",9250
"2019-05-23",9325
"2019-05-24",8950
"2019-05-27",8425
"2019-05-28",8650
"2019-05-29",11225
"2019-05-30",10900
"2019-05-31",11175
"2019-06-03",14525
"2019-06-04",14525
"2019-06-05",13475
"2019-06-07",13000
"2019-06-10",13375
"2019-06-11",12550
"2019-06-12",13500
"2019-06-13",13200
"2019-06-14",11925
"2019-06-17",12350
"2019-06-18",11800
"2019-06-19",10950
"2019-06-20",10900
"2019-06-21",10575
"2019-06-24",10525
"2019-06-25",10625
"2019-06-26",9500
"2019-06-27",9250
"2019-06-28",9525
"2019-07-01",9350
"2019-07-02",9400
"2019-07-03",9650
"2019-07-04",9425
"2019-07-05",9400
"2019-07-08",9100
"2019-07-09",8675
"2019-07-10",9000
"2019-07-11",9175
"2019-07-12",9150
"2019-07-15",9000
"2019-07-16",9100
"2019-07-17",8900
"2019-07-18",9200
"2019-07-19",9125
"2019-07-22",9525
"2019-07-23",9725
"2019-07-24",9350
"2019-07-25",9075
"2019-07-26",8725
"2019-07-29",8150
"2019-07-30",8375
"2019-07-31",8525
"2019-08-01",8100
"2019-08-02",8950
"2019-08-05",9250
"2019-08-06",8900
"2019-08-07",9100
"2019-08-08",9525
"2019-08-09",10675
"2019-08-12",10500
"2019-08-13",10050
"2019-08-14",8800
"2019-08-16",8650
"2019-08-19",8500
"2019-08-20",8625
"2019-08-21",8650
"2019-08-22",8450
"2019-08-23",8650
"2019-08-26",9150
"2019-08-27",8775
"2019-08-28",8675
"2019-08-29",9025
"2019-08-30",8800
"2019-09-02",8750
"2019-09-03",8625
"2019-09-04",8475
"2019-09-05",8450
"2019-09-06",8350
"2019-09-09",8125
"2019-09-10",8200
"2019-09-11",8300
"2019-09-16",8325
"2019-09-17",8325
"2019-09-18",8300
"2019-09-19",8225
"2019-09-20",8325
"2019-09-23",8475
"2019-09-24",8375
"2019-09-25",8125
"2019-09-26",8050
"2019-09-27",8200
"2019-09-30",8025
"2019-10-01",8200
"2019-10-02",8075
"2019-10-04",7900
"2019-10-07",7700
"2019-10-08",7900
"2019-10-10",8200
"2019-10-11",8100
"2019-10-14",8025
"2019-10-15",8125
"2019-10-16",8050
"2019-10-17",8050
"2019-10-18",8000
"2019-10-21",7900
"2019-10-22",7900
"2019-10-23",7750
"2019-10-24",7725
"2019-10-25",7650
"2019-10-28",7775
"2019-10-29",7675
"2019-10-30",7625
"2019-10-31",7650
"2019-11-01",7625
"2019-11-04",7800
"2019-11-05",7800
"2019-11-06",7700
"2019-11-07",7650
"2019-11-08",7925
"2019-11-11",8025
"2019-11-12",7875
"2019-11-13",7900
"2019-11-14",7800
"2019-11-15",7800
"2019-11-18",7750
"2019-11-19",7725
"2019-11-20",7625
"2019-11-21",7325
"2019-11-22",7250
"2019-11-25",7300
"2019-11-26",7575
"2019-11-27",7600
"2019-11-28",7700
"2019-11-29",8050
"2019-12-02",7750
"2019-12-03",7750
"2019-12-04",7925
"2019-12-05",7425
"2019-12-06",7425
"2019-12-09",7525
"2019-12-10",7375
"2019-12-11",7350
"2019-12-12",7475
"2019-12-13",7800
"2019-12-16",8100
"2019-12-17",8175
"2019-12-18",7975
"2019-12-19",7800
"2019-12-20",8675
"2019-12-23",8450
"2019-12-24",8200
"2019-12-26",8950
"2019-12-27",9575
"2019-12-30",9675
"2020-01-02",9425
"2020-01-03",9375
"2020-01-06",8925
"2020-01-07",8625
"2020-01-08",8425
"2020-01-09",8600
"2020-01-10",8500
"2020-01-13",8425
"2020-01-14",8550
"2020-01-15",8650
"2020-01-16",8575
"2020-01-17",8475
"2020-01-20",8775
"2020-01-21",8925
"2020-01-22",9125
"2020-01-23",9225
"2020-01-28",9300
"2020-01-29",9050
"2020-01-30",8825
"2020-01-31",8250
"2020-02-03",8200
"2020-02-04",8550
"2020-02-05",8375
"2020-02-06",8650
"2020-02-07",8425
"2020-02-10",8575
"2020-02-11",8400
"2020-02-12",8275
"2020-02-13",8100
"2020-02-14",8175
"2020-02-17",8500
"2020-02-18",8200
"2020-02-19",8300
"2020-02-20",7975
"2020-02-21",7700
"2020-02-24",7100
"2020-02-25",7350
"2020-02-26",7250
"2020-02-27",6825
"2020-02-28",6325
"2020-03-02",6650
"2020-03-03",6500
"2020-03-04",6750
"2020-03-05",6900
"2020-03-06",6700
"2020-03-09",6250
"2020-03-10",6275
"2020-03-11",5850
"2020-03-12",5375
"2020-03-13",4705
"2020-03-16",4555
"2020-03-17",4525
"2020-03-18",4345
"2020-03-19",3820
"2020-03-20",4090
"2020-03-23",3910
"2020-03-24",4355
"2020-03-25",4580
"2020-03-26",4650
"2020-03-27",4795
"2020-03-30",4850
"2020-03-31",5175
"2020-04-01",5050
"2020-04-02",5100
"2020-04-03",5050
"2020-04-06",5350
"2020-04-07",5450
"2020-04-08",5600
"2020-04-09",5825
"2020-04-10",5725
"2020-04-13",5500
"2020-04-14",5950
"2020-04-16",6125
"2020-04-17",6275
"2020-04-20",6300
"2020-04-21",6200
"2020-04-22",6225
"2020-04-23",6275
"2020-04-24",6100
"2020-04-27",6525
"2020-04-28",6575
"2020-04-29",6450
"2020-05-04",8025
"2020-05-06",8000
"2020-05-07",8100
"2020-05-08",7875
"2020-05-11",7450
"2020-05-12",8100
"2020-05-13",8350
"2020-05-14",8550
"2020-05-15",8550
"2020-05-18",8675
"2020-05-19",8575
"2020-05-20",8350
"2020-05-21",8350
"2020-05-22",10575
"2020-05-25",10275
"2020-05-26",10325
"2020-05-27",13375
"2020-05-28",11450
"2020-05-29",11800
"2020-06-01",11025
"2020-06-02",11250
"2020-06-03",10600
"2020-06-04",10675
"2020-06-05",10500
"2020-06-08",10550
"2020-06-09",10400
"2020-06-10",10700
"2020-06-11",10525
"2020-06-12",9975
"2020-06-15",9050
"2020-06-16",9475
"2020-06-17",10175
"2020-06-18",9800
"2020-06-19",9475
"2020-06-22",9525
"2020-06-23",9400
"2020-06-24",9150
"2020-06-25",9200
"2020-06-26",9425
"2020-06-29",10150
"2020-06-30",10050
"2020-07-01",9775
"2020-07-02",9450
"2020-07-03",9575
"2020-07-06",9550
"2020-07-07",9800
"2020-07-08",9925
"2020-07-09",9825
"2020-07-10",9725
"2020-07-13",9875
"2020-07-14",9825
"2020-07-15",10125
"2020-07-16",10075
"2020-07-17",10350
"2020-07-20",10025
"2020-07-21",10475
"2020-07-22",10500
"2020-07-23",11025
"2020-07-24",12500
"2020-07-27",11450
"2020-07-28",10800
"2020-07-29",11025
"2020-07-30",10800
"2020-07-31",11100
"2020-08-03",11575
"2020-08-04",11550
"2020-08-05",12125
"2020-08-06",12000
"2020-08-07",11950
"2020-08-10",12450
"2020-08-11",12500
"2020-08-12",12775
"2020-08-13",12725
"2020-08-14",12075
"2020-08-18",11225
"2020-08-19",11375
"2020-08-20",10125
