"","Price"
"2018-11-05",2280
"2018-11-06",2275
"2018-11-07",2255
"2018-11-08",2290
"2018-11-09",2310
"2018-11-12",2260
"2018-11-13",2330
"2018-11-14",2325
"2018-11-15",2370
"2018-11-16",2365
"2018-11-19",2370
"2018-11-20",2370
"2018-11-21",2380
"2018-11-22",2350
"2018-11-23",2345
"2018-11-26",2360
"2018-11-27",2370
"2018-11-28",2370
"2018-11-29",2360
"2018-11-30",2330
"2018-12-03",2365
"2018-12-04",2400
"2018-12-05",2420
"2018-12-06",2425
"2018-12-07",2435
"2018-12-10",2400
"2018-12-11",2370
"2018-12-12",2395
"2018-12-13",2445
"2018-12-14",2390
"2018-12-17",2440
"2018-12-18",2445
"2018-12-19",2470
"2018-12-20",2440
"2018-12-21",2405
"2018-12-24",2355
"2018-12-26",2265
"2018-12-27",2270
"2018-12-28",2320
"2019-01-02",2315
"2019-01-03",2295
"2019-01-04",2275
"2019-01-07",2285
"2019-01-08",2290
"2019-01-09",2325
"2019-01-10",2305
"2019-01-11",2335
"2019-01-14",2350
"2019-01-15",2365
"2019-01-16",2385
"2019-01-17",2375
"2019-01-18",2410
"2019-01-21",2400
"2019-01-22",2390
"2019-01-23",2375
"2019-01-24",2395
"2019-01-25",2400
"2019-01-28",2425
"2019-01-29",2420
"2019-01-30",2395
"2019-01-31",2395
"2019-02-01",2435
"2019-02-07",2455
"2019-02-08",2455
"2019-02-11",2465
"2019-02-12",2460
"2019-02-13",2480
"2019-02-14",2490
"2019-02-15",2485
"2019-02-18",2510
"2019-02-19",2505
"2019-02-20",2480
"2019-02-21",2480
"2019-02-22",2460
"2019-02-25",2450
"2019-02-26",2450
"2019-02-27",2455
"2019-02-28",2415
"2019-03-04",2410
"2019-03-05",2400
"2019-03-06",2390
"2019-03-07",2340
"2019-03-08",2340
"2019-03-11",2310
"2019-03-12",2330
"2019-03-13",2365
"2019-03-14",2385
"2019-03-15",2360
"2019-03-18",2375
"2019-03-19",2370
"2019-03-20",2335
"2019-03-21",2320
"2019-03-22",2295
"2019-03-25",2240
"2019-03-26",2260
"2019-03-27",2260
"2019-03-28",2245
"2019-03-29",2215
"2019-04-01",2265
"2019-04-02",2285
"2019-04-03",2320
"2019-04-04",2310
"2019-04-05",2320
"2019-04-08",2325
"2019-04-09",2315
"2019-04-10",2300
"2019-04-11",2300
"2019-04-12",2345
"2019-04-15",2345
"2019-04-16",3045
"2019-04-17",3180
"2019-04-18",2825
"2019-04-19",2800
"2019-04-22",3640
"2019-04-23",3295
"2019-04-24",3145
"2019-04-25",3080
"2019-04-26",2980
"2019-04-29",2925
"2019-04-30",2935
"2019-05-02",2860
"2019-05-03",3210
"2019-05-07",3260
"2019-05-08",3065
"2019-05-09",2865
"2019-05-10",2885
"2019-05-13",2975
"2019-05-14",2905
"2019-05-15",2910
"2019-05-16",2665
"2019-05-17",2660
"2019-05-20",2605
"2019-05-21",2655
"2019-05-22",2700
"2019-05-23",2580
"2019-05-24",2655
"2019-05-27",2700
"2019-05-28",2705
"2019-05-29",2735
"2019-05-30",2755
"2019-05-31",2835
"2019-06-03",2855
"2019-06-04",2830
"2019-06-05",2840
"2019-06-07",2835
"2019-06-10",2850
"2019-06-11",2895
"2019-06-12",2850
"2019-06-13",2890
"2019-06-14",2860
"2019-06-17",2870
"2019-06-18",2765
"2019-06-19",2790
"2019-06-20",2785
"2019-06-21",2920
"2019-06-24",2990
"2019-06-25",2910
"2019-06-26",2875
"2019-06-27",2775
"2019-06-28",2670
"2019-07-01",2615
"2019-07-02",2620
"2019-07-03",2635
"2019-07-04",2605
"2019-07-05",2640
"2019-07-08",2500
"2019-07-09",2510
"2019-07-10",2530
"2019-07-11",2575
"2019-07-12",2595
"2019-07-15",2545
"2019-07-16",2585
"2019-07-17",2505
"2019-07-18",2510
"2019-07-19",2545
"2019-07-22",2545
"2019-07-23",2535
"2019-07-24",2535
"2019-07-25",2405
"2019-07-26",2340
"2019-07-29",2200
"2019-07-30",2385
"2019-07-31",2375
"2019-08-01",2375
"2019-08-02",2290
"2019-08-05",2100
"2019-08-06",2730
"2019-08-07",2880
