"","Price"
"2018-11-05",25257
"2018-11-06",25291
"2018-11-07",25257
"2018-11-08",25601
"2018-11-09",25773
"2018-11-12",25842
"2018-11-13",25773
"2018-11-14",25085
"2018-11-15",24500
"2018-11-16",24293
"2018-11-19",24603
"2018-11-20",24500
"2018-11-21",24431
"2018-11-22",24397
"2018-11-23",23880
"2018-11-26",23984
"2018-11-27",24121
"2018-11-28",24569
"2018-11-29",24741
"2018-11-30",25532
"2018-12-03",26014
"2018-12-04",26152
"2018-12-05",25876
"2018-12-06",25085
"2018-12-07",25463
"2018-12-10",25016
"2018-12-11",24603
"2018-12-12",24810
"2018-12-13",25463
"2018-12-14",25326
"2018-12-17",25463
"2018-12-18",25635
"2018-12-19",25911
"2018-12-20",26014
"2018-12-21",25807
"2018-12-24",25739
"2018-12-26",26117
"2018-12-27",25463
"2018-12-28",25291
"2019-01-02",24775
"2019-01-03",24947
"2019-01-04",24328
"2019-01-07",24569
"2019-01-08",24775
"2019-01-09",25085
"2019-01-10",25016
"2019-01-11",25050
"2019-01-14",25601
"2019-01-15",25326
"2019-01-16",24982
"2019-01-17",25257
"2019-01-18",25635
"2019-01-21",25635
"2019-01-22",25498
"2019-01-23",25429
"2019-01-24",25463
"2019-01-25",25876
"2019-01-28",25945
"2019-01-29",25876
"2019-01-30",25807
"2019-01-31",26048
"2019-02-01",26186
"2019-02-07",26152
"2019-02-08",26117
"2019-02-11",26152
"2019-02-12",26289
"2019-02-13",26220
"2019-02-14",26289
"2019-02-15",26255
"2019-02-18",26220
"2019-02-19",26289
"2019-02-20",27012
"2019-02-21",27012
"2019-02-22",27046
"2019-02-25",27149
"2019-02-26",27459
"2019-02-27",27838
"2019-02-28",27528
"2019-03-04",27528
"2019-03-05",27838
"2019-03-06",27838
"2019-03-07",27459
"2019-03-08",27528
"2019-03-11",27562
"2019-03-12",27666
"2019-03-13",27425
"2019-03-14",26771
"2019-03-15",27218
"2019-03-18",27218
"2019-03-19",27666
"2019-03-20",27562
"2019-03-21",27941
"2019-03-22",29180
"2019-03-25",28285
"2019-03-26",28285
"2019-03-27",28423
"2019-03-28",27562
"2019-03-29",27906
"2019-04-01",28595
"2019-04-02",28423
"2019-04-03",28629
"2019-04-04",28423
"2019-04-05",28457
"2019-04-08",28491
"2019-04-09",28698
"2019-04-10",28698
"2019-04-11",28491
"2019-04-12",28560
"2019-04-15",28560
"2019-04-16",28904
"2019-04-17",28870
"2019-04-18",28044
"2019-04-19",27941
"2019-04-22",28010
"2019-04-23",28388
"2019-04-24",28010
"2019-04-25",27975
"2019-04-26",27906
"2019-04-29",28147
"2019-04-30",28044
"2019-05-02",27906
"2019-05-03",28182
"2019-05-07",27666
"2019-05-08",27528
"2019-05-09",27046
"2019-05-10",26909
"2019-05-13",25532
"2019-05-14",26117
"2019-05-15",26840
"2019-05-16",26805
"2019-05-17",26943
"2019-05-20",26668
"2019-05-21",26083
"2019-05-22",26633
"2019-05-23",26805
"2019-05-24",26152
"2019-05-27",26324
"2019-05-28",26117
"2019-05-29",26186
"2019-05-30",26186
"2019-05-31",26530
"2019-06-03",26771
"2019-06-04",26771
"2019-06-05",27184
"2019-06-07",27459
"2019-06-10",27700
"2019-06-11",27769
"2019-06-12",27803
"2019-06-13",27872
"2019-06-14",27975
"2019-06-17",27012
"2019-06-18",27390
"2019-06-19",27218
"2019-06-20",27356
"2019-06-21",27390
"2019-06-24",27115
"2019-06-25",27906
"2019-06-26",27597
"2019-06-27",27597
"2019-06-28",27459
"2019-07-01",27872
"2019-07-02",27769
"2019-07-03",27494
"2019-07-04",27425
"2019-07-05",27390
"2019-07-08",26564
"2019-07-09",26530
"2019-07-10",26427
"2019-07-11",26324
"2019-07-12",26324
"2019-07-15",25911
"2019-07-16",25911
"2019-07-17",26083
"2019-07-18",26048
"2019-07-19",26943
"2019-07-22",26220
"2019-07-23",26083
"2019-07-24",26152
"2019-07-25",26048
"2019-07-26",26117
"2019-07-29",25739
"2019-07-30",25807
"2019-07-31",25807
"2019-08-01",25773
"2019-08-02",25326
"2019-08-05",25050
"2019-08-06",24293
"2019-08-07",24293
"2019-08-08",24190
"2019-08-09",24397
"2019-08-12",24293
"2019-08-13",23915
"2019-08-14",24018
"2019-08-16",23812
"2019-08-19",23846
"2019-08-20",23949
"2019-08-21",24018
"2019-08-22",24121
"2019-08-23",23468
"2019-08-26",23261
"2019-08-27",23261
"2019-08-28",23227
"2019-08-29",23330
"2019-08-30",24018
"2019-09-02",24121
"2019-09-03",24190
"2019-09-04",24156
"2019-09-05",24362
"2019-09-06",24225
"2019-09-09",24397
"2019-09-10",24638
"2019-09-11",24569
"2019-09-16",24706
"2019-09-17",24775
"2019-09-18",24775
"2019-09-19",24810
"2019-09-20",24362
"2019-09-23",24225
"2019-09-24",23812
"2019-09-25",23502
"2019-09-26",23880
"2019-09-27",23571
"2019-09-30",23949
"2019-10-01",24225
"2019-10-02",23880
"2019-10-04",23949
"2019-10-07",23846
"2019-10-08",23949
"2019-10-10",23949
"2019-10-11",23192
"2019-10-14",23468
"2019-10-15",23536
"2019-10-16",23708
"2019-10-17",23640
"2019-10-18",23640
"2019-10-21",23571
"2019-10-22",23777
"2019-10-23",23227
"2019-10-24",23227
"2019-10-25",23089
"2019-10-28",23158
"2019-10-29",23192
"2019-10-30",22917
"2019-10-31",22951
"2019-11-01",23055
"2019-11-04",23123
"2019-11-05",23123
"2019-11-06",23055
"2019-11-07",23089
