"","Price"
"2018-11-05",30101
"2018-11-06",30050
"2018-11-07",30302
"2018-11-08",30000
"2018-11-09",30101
"2018-11-12",30201
"2018-11-13",30050
"2018-11-14",30252
"2018-11-15",29849
"2018-11-16",30000
"2018-11-19",30101
"2018-11-20",30050
"2018-11-21",29849
"2018-11-22",30050
"2018-11-23",29799
"2018-11-26",29849
"2018-11-27",30201
"2018-11-28",30302
"2018-11-29",30201
"2018-11-30",30201
"2018-12-03",30201
"2018-12-04",30000
"2018-12-05",29950
"2018-12-06",29950
"2018-12-07",30000
"2018-12-10",30101
"2018-12-11",30302
"2018-12-12",30101
"2018-12-13",30403
"2018-12-14",30352
"2018-12-17",30000
"2018-12-18",30201
"2018-12-19",30000
"2018-12-20",30101
"2018-12-21",30101
"2018-12-24",30151
"2018-12-26",30050
"2018-12-27",30050
"2018-12-28",30302
"2019-01-02",29899
"2019-01-03",29899
"2019-01-04",29597
"2019-01-07",29597
"2019-01-08",30151
"2019-01-09",30101
"2019-01-10",29799
"2019-01-11",29748
"2019-01-14",29799
"2019-01-15",29698
"2019-01-16",29497
"2019-01-17",29446
"2019-01-18",29497
"2019-01-21",29597
"2019-01-22",29396
"2019-01-23",29245
"2019-01-24",29245
"2019-01-25",29195
"2019-01-28",29094
"2019-01-29",29396
"2019-01-30",29295
"2019-01-31",29295
"2019-02-01",29195
"2019-02-07",29195
"2019-02-08",29094
"2019-02-11",28943
"2019-02-12",29094
"2019-02-13",29094
"2019-02-14",29044
"2019-02-15",28943
"2019-02-18",29195
"2019-02-19",29044
"2019-02-20",29195
"2019-02-21",29245
"2019-02-22",29195
"2019-02-25",29144
"2019-02-26",29044
"2019-02-27",28993
"2019-02-28",28842
"2019-03-04",28943
"2019-03-05",29044
"2019-03-06",29044
"2019-03-07",28792
"2019-03-08",29346
"2019-03-11",29245
"2019-03-12",29346
"2019-03-13",29195
"2019-03-14",29144
"2019-03-15",29144
"2019-03-18",29094
"2019-03-19",28943
"2019-03-20",28842
"2019-03-21",28842
"2019-03-22",29597
"2019-03-25",29547
"2019-03-26",29346
"2019-03-27",29295
"2019-03-28",29295
"2019-03-29",28842
"2019-04-01",28842
"2019-04-02",28792
"2019-04-03",28893
"2019-04-04",28993
"2019-04-05",29094
"2019-04-08",29195
"2019-04-09",29245
"2019-04-10",29295
"2019-04-11",29195
"2019-04-12",29094
"2019-04-15",29144
"2019-04-16",29195
"2019-04-17",29245
"2019-04-18",29295
