"","Price"
"2018-11-05",2823
"2018-11-06",2816
"2018-11-07",2823
"2018-11-08",2802
"2018-11-09",2795
"2018-11-12",2809
"2018-11-13",2795
"2018-11-14",2809
"2018-11-15",2782
"2018-11-16",2802
"2018-11-19",2795
"2018-11-20",2795
"2018-11-21",2802
"2018-11-22",2802
"2018-11-23",2802
"2018-11-26",2802
"2018-11-27",2802
"2018-11-28",2802
"2018-11-29",2802
"2018-11-30",2795
"2018-12-03",2802
"2018-12-04",2795
"2018-12-05",2789
"2018-12-06",2802
"2018-12-07",2782
"2018-12-10",2795
"2018-12-11",2782
"2018-12-12",2782
"2018-12-13",2782
"2018-12-14",2768
"2018-12-17",2782
"2018-12-18",2789
"2018-12-19",2782
"2018-12-20",2761
"2018-12-21",2754
"2018-12-24",2768
"2018-12-26",2775
"2018-12-27",2775
"2018-12-28",2761
"2019-01-02",2754
"2019-01-03",2748
"2019-01-04",2748
"2019-01-07",2761
"2019-01-08",2761
"2019-01-09",2761
"2019-01-10",2761
"2019-01-11",2768
"2019-01-14",2761
"2019-01-15",2768
"2019-01-16",2754
"2019-01-17",2754
"2019-01-18",2761
"2019-01-21",2754
"2019-01-22",2761
"2019-01-23",2761
"2019-01-24",2761
"2019-01-25",2754
"2019-01-28",2761
"2019-01-29",2768
"2019-01-30",2754
"2019-01-31",2761
"2019-02-01",2754
"2019-02-07",2761
"2019-02-08",2761
"2019-02-11",2761
"2019-02-12",2761
"2019-02-13",2761
"2019-02-14",2768
"2019-02-15",2768
"2019-02-18",2761
"2019-02-19",2761
"2019-02-20",2754
"2019-02-21",2754
"2019-02-22",2761
"2019-02-25",2768
"2019-02-26",2754
"2019-02-27",2761
"2019-02-28",2761
"2019-03-04",2754
"2019-03-05",2768
"2019-03-06",2768
"2019-03-07",2768
"2019-03-08",2768
"2019-03-11",2768
"2019-03-12",2775
"2019-03-13",2775
"2019-03-14",2775
"2019-03-15",2775
"2019-03-18",2775
"2019-03-19",2775
"2019-03-20",2775
"2019-03-21",2782
"2019-03-22",2782
"2019-03-25",2782
"2019-03-26",2775
"2019-03-27",2782
"2019-03-28",2775
"2019-03-29",2768
"2019-04-01",2775
"2019-04-02",2775
"2019-04-03",2775
"2019-04-04",2782
"2019-04-05",2761
"2019-04-08",2775
"2019-04-09",2775
"2019-04-10",2789
"2019-04-11",2782
"2019-04-12",2782
"2019-04-15",2789
"2019-04-16",2782
"2019-04-17",2795
"2019-04-18",2795
"2019-04-19",2816
"2019-04-22",2816
"2019-04-23",2816
"2019-04-24",2823
"2019-04-25",2816
"2019-04-26",2823
"2019-04-29",2823
"2019-04-30",2816
"2019-05-02",2830
"2019-05-03",2843
"2019-05-07",2836
"2019-05-08",2816
"2019-05-09",2836
"2019-05-10",2836
"2019-05-13",2857
"2019-05-14",2823
"2019-05-15",2816
"2019-05-16",2816
"2019-05-17",2823
