"","Price"
"2021-09-28",19850
"2021-09-29",18500
"2021-09-30",16400
"2021-10-01",15650
"2021-10-05",16450
"2021-10-06",16500
"2021-10-07",15450
"2021-10-08",13700
"2021-10-12",14150
"2021-10-13",13900
"2021-10-14",14150
"2021-10-15",14200
"2021-10-18",14850
"2021-10-19",15200
"2021-10-20",14550
"2021-10-21",14300
"2021-10-22",14350
"2021-10-25",14200
"2021-10-26",14800
"2021-10-27",14300
"2021-10-28",15550
"2021-10-29",15550
"2021-11-01",14800
"2021-11-02",14450
"2021-11-03",14500
"2021-11-04",13900
"2021-11-05",13350
