This file was created using the 201904 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
20061208   ,-0.32   ,-0.05   ,-0.14    ,0.02
20061211    ,0.41   ,-0.09    ,0.33    ,0.02
20061212    ,0.14   ,-0.28    ,0.23    ,0.02
20061213    ,0.03   ,-0.12    ,0.03    ,0.02
20061214    ,0.52   ,-0.27   ,-0.08    ,0.02
20061215   ,-0.01   ,-0.13    ,0.12    ,0.02
20061218   ,-0.16   ,-0.19    ,0.07    ,0.02
20061219   ,-0.01   ,-0.05    ,0.06    ,0.02
20061220    ,0.16    ,0.38    ,0.09    ,0.02
20061221   ,-0.22    ,0.07    ,0.19    ,0.02
20061222   ,-0.50    ,0.29    ,0.03    ,0.02
20061225   ,-0.06   ,-0.07   ,-0.02    ,0.02
20061226    ,0.09    ,0.15    ,0.08    ,0.02
20061227    ,0.88    ,0.00    ,0.09    ,0.02
20061228    ,0.01    ,0.02    ,0.00    ,0.02
20061229   ,-0.15    ,0.13    ,0.02    ,0.02
20070101    ,0.02    ,0.01    ,0.00    ,0.02
20070102    ,0.65   ,-0.16    ,0.02    ,0.02
20070103   ,-0.47   ,-0.01    ,0.16    ,0.02
20070104   ,-0.28    ,0.02   ,-0.12    ,0.02
20070105   ,-0.93   ,-0.02   ,-0.04    ,0.02
20070108    ,0.14   ,-0.03    ,0.11    ,0.02
20070109    ,0.03    ,0.05   ,-0.02    ,0.02
20070110   ,-0.56    ,0.03   ,-0.27    ,0.02
20070111    ,0.61   ,-0.18   ,-0.15    ,0.02
20070112    ,0.77    ,0.20   ,-0.01    ,0.02
20070115    ,0.43    ,0.24   ,-0.02    ,0.02
20070116   ,-0.27    ,0.15   ,-0.06    ,0.02
20070117    ,0.05    ,0.08   ,-0.08    ,0.02
20070118   ,-0.14   ,-0.08    ,0.09    ,0.02
20070119    ,0.38    ,0.11    ,0.04    ,0.02
20070122   ,-0.28    ,0.14    ,0.20    ,0.02
20070123    ,0.39    ,0.11    ,0.11    ,0.02
20070124    ,0.64   ,-0.22    ,0.03    ,0.02
20070125   ,-0.87    ,0.14   ,-0.08    ,0.02
20070126   ,-0.31    ,0.27    ,0.09    ,0.02
20070129    ,0.20    ,0.23    ,0.07    ,0.02
20070130    ,0.42   ,-0.19    ,0.17    ,0.02
20070131    ,0.33    ,0.00   ,-0.09    ,0.02
20070201    ,0.79   ,-0.07    ,0.12    ,0.02
20070202    ,0.07    ,0.01    ,0.09    ,0.02
20070205   ,-0.20    ,0.15   ,-0.08    ,0.02
20070206    ,0.48    ,0.11    ,0.11    ,0.02
20070207    ,0.21    ,0.02    ,0.04    ,0.02
20070208   ,-0.31    ,0.15    ,0.00    ,0.02
20070209   ,-0.19   ,-0.03    ,0.16    ,0.02
