"","SPY","IEV","EWJ","EEM","TLT","IEF","IYR","RWX","GLD","DBC"
"2007-02-09",-0.0074472436484585,-0.00595901182072567,0.00281104025256473,-0.0119450754870796,-0.00567290447950819,-0.00303703016437318,-0.0141714189266406,0.000598943107679384,0.00915760115190478,0.00618052454820117
"2007-02-12",-0.0034040571918883,-0.00327841704452059,-0.00070066533676405,-0.00683279573194029,-0.00228263858122124,-0.00133998131935298,-0.0167530106332424,-0.00822167395448714,-0.00680588293379225,-0.0188370726620055
"2007-02-13",0.00843467458176739,0.00977341587212255,0.0210380697324102,0.0158772488470671,-0.00217309289054635,-0.000731786241981003,0.0178081600731905,0.00813862214802952,0.00258867070469515,0.0183639091888816
"2007-02-14",0.00656729709039516,0.012843323418799,0.0164834551136077,0.021533008653519,0.00951448056571702,0.00573802580001348,-0.00615650450537475,0.0165944992501985,0.00804992454738307,-0.0135245895617495
"2007-02-15",0.00130512628366031,-0.00202161318424721,0.0081078879214036,0.0005954305448852,0.00295121647825369,0.00157801117252543,0.00825934715305787,0.00294135984253674,0.00060269697441484,0
"2007-02-16",-0.000480208337950372,-0.000276208280916457,-0.000670279587481337,0.00229319283196805,0.00351000298886284,0.00109105556226075,-0.00344942763452427,-0.000733243279470441,-0.000752943788408844,0.0174492095307879
"2007-02-20",0.00212665865353068,0.00349974967649125,-0.00335318803647988,0.0026275309932331,0.00225605829563436,0.00121032969049284,0.00843560294728807,0.00190763436428343,-0.015822829779644,-0.0110249534857325
"2007-02-21",-0.000410158080429546,-0.0073421469260706,0.000672766136042613,0.00295846775614894,-0.00168842787856771,-0.000120751486765158,-0.00525441461212472,0.0032222087255096,0.0312356463400902,0.0214698667025177
"2007-02-22",-0.000754047219384213,0.00286585419711538,0.00268989393055974,-0.00252857956252228,-0.00541215421367891,-0.00254020979382785,-0.00506719406973466,0.00627707134226907,-0.00296950268654794,0.0137429030050398
"2007-02-23",-0.00390748491969772,0.00258164337417477,0.00871912086253301,-0.00718173818041856,0.00714209180469494,0.00400075033519864,-0.0141961034173655,0.00681876656838099,0.00848844352975586,0.00637965868586376
"2007-02-26",-0.000894717970196579,0.00505761563281637,0.00664894055207332,-0.000425706270025139,0.00664145272535288,0.00314046996057527,-0.00648581747268817,-0.00806923090119271,0.00561129643220171,0.00277339161668277
"2007-02-27",-0.0390574717868262,-0.0539800610970937,-0.0237781731463413,-0.0813113002549045,0.0126356125734943,0.00842641791414489,-0.032418478346167,-0.0368972067174901,-0.0395006472687415,-0.0189648857771938
"2007-02-28",0.010250531262906,0.0135396865315216,-0.00135303643406048,0.0250230861159149,-0.00452736956934974,-0.00346207310185442,0.00777562860454584,-0.00558074107802575,0.0163583387030521,0.0153040413382763
"2007-03-01",-0.00297960421111099,-0.013167857268763,-0.00474259658660992,-0.014375957460345,-0.000635099603333078,0.000901605076245815,-0.00624061222597372,-0.0121342861217696,-0.00992784251228152,-0.00713996987779464
"2007-03-02",-0.0130954532410424,-0.0130537505968747,-0.0163377484421681,-0.00926530752208254,0.00501446738328326,0.00324188331291286,-0.0206669238289684,-0.0188850907282591,-0.0320571406867212,-0.00918906248670337
"2007-03-05",-0.00951886692636772,-0.0202799750593011,-0.01453292218527,-0.0256479839175173,0.0016626006772662,0.000598577082933538,-0.0354434537594911,-0.0228481136583866,-0.0122429604809757,-0.0149192238025583
"2007-03-06",0.0171090720401788,0.027599736867634,0.0238765199632356,0.0439037795674617,-0.00298854530091863,-0.00131631873749494,0.0344493979824474,0.0281870493175191,0.0193866518353727,0.0094146588311097
"2007-03-07",-0.00100173773101886,0.00194639844839051,-0.00205750674985183,-0.00609936730781158,0.00388580769932556,0.00179771442348509,-0.0142559124181162,0.0118377071411468,0.00233828519600054,0.0137874853766211
"2007-03-08",0.00845513525116814,0.0103923856204677,0.0089343808250304,0.0258290372924126,-0.000884865805121149,-0.000119576647685582,0.0160028647533401,0.00369480076257367,0.00279937778540984,0.00159995498716259
"2007-03-09",0.000284429554974652,0.00288371391945752,0.000681460319127636,0.00178590027433501,-0.0105144955062138,-0.00562024822942564,0.0122506447587358,0.0111963043705727,-0.00356704387870443,-0.0131789962615898
"2007-03-12",0.00149146621779295,0.00383421633791148,0.00816868230579626,0.00490189131738172,0.00391464876983894,0.00276524499285946,0.00507160144969632,0.0071289013547513,0.00186775097276271,-0.00930785050478655
"2007-03-13",-0.0194341422811407,-0.0244439779601957,-0.0182309857867987,-0.0290910609599698,0.00601696716488997,0.00443804877871767,-0.0263758653632308,-0.0191268341625475,-0.0100979022791097,-0.00776140266421155
"2007-03-14",0.00745047787579045,0.00371940560966788,-0.00894075238397718,0.00822151901739532,-0.00454063349521006,-0.00131342546498114,0.00471092062777068,-0.0196526738104337,0.00345257370601737,0.00205843485759316
"2007-03-15",0.00136437698771785,0.00477824343141053,0.00069400218512139,0.00815413052759184,-0.000111842526251626,-0.00107653790159801,0.00750339098375807,0.0117460646819059,0.000625602136778314,-0.00616274918900928
"2007-03-16",-0.00280030514448715,0.00349358366452535,-0.000693520880115206,-0.00853751407930847,-0.000222074620343404,-0.000119872265088805,-0.00558562234744497,-0.00346397630677164,0.0100031728665209,0.00248040310669806
"2007-03-19",0.0120550168052915,0.0149902857559847,0.0111034995141017,0.0219362099178657,-0.00211502712545997,-0.00131616824069325,0.0100633066449813,0.0194856163330039,0.001856932751922,0.00494844489372936
"2007-03-20",0.00549247395660335,0.00981441705941433,0.00892240247306519,0.00656363086590783,0.00055793571699625,0.00143794745764025,0.00324399310675871,0.0151374662029269,0.00818657733044725,0.00123091141877163
"2007-03-21",0.0164566955673675,0.0245327707025571,0.0108845310101997,0.029961148980284,0.000445570104913751,0.00143626134702024,0.0140871704190562,0.0227443067590372,0.00842658227791837,0.0016394712170531
"2007-03-22",-0.000767213725558769,-0.00653901597931883,0.0013456720655709,-0.00427768391719041,-0.00791072306380236,-0.00334615227254687,-0.000796723565312685,-0.00589087043462344,-0.000911546642357819,0.0163665831597291
"2007-03-23",0.00146659834404228,0.00519156791577902,0.0013440032713985,0.00463971972380417,-0.00280753594997751,-0.0015592343032933,-0.000264081018215623,-0.000444596817078979,-0.00927615543564009,0.000402554563802671
"2007-03-26",-0.00132521028658261,0.000737678368696093,-0.00536913599148303,-0.000598592433315726,0.0012394017390216,0.000840673950525339,-0.015508785476737,-0.00340894805306546,0.0105908515551543,0.00442653053240138
"2007-03-27",-0.0023740597889742,-0.00608248135913858,-0.00404835413401849,-0.00444998550133724,-0.00168788123285346,-0.000239700788452812,-0.00828441702404081,-0.00654358378062669,-0.00212635189102994,0.00280454580941214
"2007-03-28",-0.00727985236258499,-0.00917913275385973,-0.00745285858148459,-0.0178803598046126,-0.00202829315893771,-0.000119788330586013,-0.0116484652030522,-0.00748508757238953,0.00532733662073093,0.00958847704379484
"2007-03-29",0.00105763151051974,0.01038717890532,0.00136542797383643,0.0198689669340879,-0.001354619593253,-0.00144024089188799,0.00535711120989335,0.00829551572158649,-0.00605603303303415,0.0193906107304005
"2007-03-30",0.000211463266856615,0.003426807305563,-0.00681663709266001,-0.000171754049382189,-0.00192184055182265,-0.00120271445504572,0.00935483371900281,0.0127151120447813,0.00137084535046927,-0.0147516905660807
"2007-04-02",0.00112655632131853,0.00359998341994738,-0.00549082358830166,0.00686651935581684,0.00165994635466427,0.00111215243022378,0.0118488392382678,0.00531713064770978,0.00167325834113963,-0.00985023907354976
"2007-04-03",0.0107629038805228,0.0129679222803845,0.00828173950506672,0.0163686549573454,-0.00124864278870218,-0.000844833293754066,0.00869549757814791,0.00573055837124814,-0.000303659842176507,-0.00397921708453841
"2007-04-04",0.00111323496551696,0.00254209681920381,0.00752882802479404,0.00629077666939715,0.00102203672766077,0.00157037841889673,-0.00655172134193882,-0.000876324549840657,0.0148867684980474,0.0111865986789872
"2007-04-05",0.00271103101964698,0.00443776300876308,-0.00271746619381286,0.000917067968196905,-0.00374589215132137,-0.0025329300654946,0.000809958409426104,0.00438657648677898,0.000748435885299825,0.00197547942465515
"2007-04-09",0.00138685034247144,-0.000991637307245941,-0.00136225353085295,0.00574656374019789,-0.00660940711897784,-0.00459408085076707,-0.000693540526108705,0.000145122500424977,-0.00493571634855339,-0.0102523480264072
"2007-04-10",0.00117673703401144,0.00722003166862173,0.0034106944729253,0.00471924890278164,0.00298255290544391,0.00206465121993316,0.00254516826936202,0.00611379349005747,0.00946948759160504,0.0139442615194736
"2007-04-11",-0.00407974896025376,-0.00394263265125383,-0.00407903035316981,-0.00923011491307846,-0.000685958814217957,-0.00121174435382942,-0.013385603022555,-0.0111397169552068,-0.00119121493798613,-0.0015718306990381
"2007-04-12",0.00444355479123093,0.00710688740082888,-0.00136510386548439,0.0167189380206516,0.000228414867017745,0.000970139227001621,-0.00526333882955554,0.00555957606595303,-0.00134174116452757,0.0059031570511503
"2007-04-13",0.0045629233111697,0.00741401738918812,-0.00820218464877165,0.00490913483514777,-0.00308958221083644,-0.00169758500309547,0.010934863863552,-0.00334666304387343,0.0126884314879365,0.00547738176440427
"2007-04-16",0.00949543219458326,0.0117040657004306,0.0144726010773533,0.0118864763528084,0.00550998274772962,0.00109355499793207,-0.000232751639767548,0.0157670532549878,0.00825480591125038,-0.0077820467272377
"2007-04-17",0.00265916659098608,0.00131466921518797,-0.00611409733166679,-0.00539058865272357,0.00559313958191487,0.0042460367525532,0.0143087835143347,-0.00546191863391443,-0.00584798228514671,-0.0101961016530312
"2007-04-18",0.00122350124990134,-0.000525043048807183,0.00136696992140806,-0.00744218664858065,0.00499490459953877,0.00229512272351928,-0.00355541096103107,-0.00173378414874759,0.00558819117647058,0.000396174929592652
"2007-04-19",-0.000271604225312583,0,-0.00477796481305537,-0.00806841369376587,-0.00169389038434231,-0.000120570607293646,-0.00863242636886641,-0.00376382022831367,-0.0124305065412623,-0.00277229330357842
"2007-04-20",0.00944035250398345,0.00796915223518102,0.00411529845602332,0.0119133583076894,-0.00260219205848666,-0.00108430837432216,0.0109134132654656,0.00624818791749826,0.0173256036920717,0.0138999595217553
"2007-04-23",-0.00376753421910214,-0.00564725879797445,-0.010928976813126,-0.00397859384245713,0.00363006844751745,0.00205137903483976,0.00849896614740131,-0.00216610227910685,-0.00640458543251454,0.00665880040566003
"2007-04-24",0.000405599951758262,0.000174339224197517,-0.00138129424922462,-0.000162707056569622,0.00372957566948107,0.0019263970751382,-0.00683275151769203,-0.00723594508602499,-0.0077644152427655,-0.0136186740893076
"2007-04-25",0.00918153147612566,0.01057068331459,0.00553236794398626,0.0123923986050414,-0.00349096427596163,-0.000600527693639719,0.00137630121824572,0.0091832630135309,0.00236226181770594,0.0197239150218249
"2007-04-26",0.0011373952758702,-0.00311185130670355,-0.00481421360364198,-0.00265740706624462,-0.00723237961416301,-0.00288700044167334,0.00137397349475044,-0.00548862219689561,-0.0150242453236743,-0.00696327795216378
"2007-04-27",-0.000802264465614377,0.000260034546497145,-0.00552844229901006,-0.00500645049783022,-0.000228143495355382,0,-0.00331635972140354,-0.000726158994540982,0.0103184532532472,0.00506416583145697
"2007-04-30",-0.00829245183834182,-0.00390106348208774,-0.00764448809871532,-0.0193151096760793,0.0104750686249719,0.00434213007639594,-0.0191599957412267,-0.00218037549027361,-0.00695680896852591,-0.00891469367286435
"2007-05-01",0.00256278154622258,0.000260985065418273,0,0.00397217205375799,0.000723755894766587,4.83276406708644e-05,-0.00526401302651558,-0.00335014217621932,-0.0059620513317663,0.0019555163334275
"2007-05-02",0.00585182465578415,0.0053946700127665,0.00560241593939437,0.0198646034566403,-0.000564916058087062,-0.00120543417974961,0.00823135129198671,0.0201697153179206,-0.000449812552112516,-0.00780646974885957
"2007-05-03",0.00541665650821965,-0.000865566896557368,0.00139267177311608,0.00840564650522646,-0.0022611581036146,-0.0010860534874505,0.00396569171522643,0.0028651021899404,0.0124511543683676,0.00472080878420122
"2007-05-04",0.00379107126506173,0.0121265956433361,0.00347702307357012,-0.000320641668093868,0.00407938537518659,0.00253707239501666,-0.00499531757509775,0.00628578541521474,0.0103719665245805,-0.00195781305098319
"2007-05-07",0.000198600658168457,0,0.00485113813550342,0.0064945630940032,0.00270922859308387,0.000843885132658651,0.000934149019282682,0.00525271788804749,0.000879865057050289,-0.00470763770367721
"2007-05-08",-0.00132506681582634,-0.00898607835387943,-0.00206910395424842,-0.0129843183472629,-0.00225066145134212,0,-0.00653234160808069,-0.0121454923449613,-0.00542128937728936,-0.00630677469856933
"2007-05-09",0.00272016813393172,0.00276363120811252,0.012439400220666,0.0161407622679537,-0.00394959545214524,-0.00325149432384741,0.0116239062985459,0.00114386823490076,-0.00633470858874685,-0.00515669603375346
"2007-05-10",-0.0104525870251937,-0.0201515411905041,-0.0150169325344359,-0.0244618897576939,0.00237865654262315,0.00253689836863291,-0.00998158905055702,-0.0075683871730986,-0.0214973619643007,-0.00398731821159681
"2007-05-11",0.0085575485483198,0.0168745357677611,0.00762290858601222,0.0254008598922224,-0.00350246654062625,-0.00204848597193452,0.0111373658016958,0.0141010384682569,0.00681813636363637,0.014811973463202
"2007-05-14",-0.00218783362617836,-0.002160831634622,-0.00275080134333039,-0.00992469678609087,-0.00260828810693015,-0.00144833680829792,-0.0104349119616101,-0.00397293117802699,-0.00255828453987728,-0.00355031052738286
"2007-05-15",0.000265985695226734,0.00259849053500427,-0.00827596555796795,0.00120325760149265,-0.0003411762143396,-0.000121085743644112,-0.0134741212188002,0.00284947332004215,0.00392278219557607,0.00989707440029508
"2007-05-16",0.00684029873652814,0.00215979656823029,0.0020862055892974,0.0144974158159461,-0.000681881372452176,-0.000605402989750536,-0.00926325396762484,-0.0072448213274946,-0.0141268858712521,-0.00980008225706785
"2007-05-17",-0.00197866882468867,-0.00172413893902568,-0.00832749077361583,-0.00363206903215529,-0.00409629379803345,-0.00266141263207109,-0.0179812760143168,-0.00887102944883256,-0.00823170756803993,0.00831346234717723
"2007-05-18",0.00872438129307151,0.0125217936164133,-0.00279932005239458,0.00515048571461718,-0.00662855952256991,-0.00291258540571826,-0.00866744547398701,-0.00389782261742799,0.00707038140394678,-0.00157043110037314
"2007-05-21",-0.000524049200556265,-0.00759087146963577,0,0.00181308908521749,0.00299078675133035,0.00133917633944636,0.00689569840445903,-0.00130448067751432,0.00228939265671824,0.00983103699483778
"2007-05-22",-0.000787064811837213,0.00120328246638413,0.00982489477038406,0.000157301355982797,-0.00516143483500475,-0.00279561376621762,0.0103951789300547,0.000580552719992244,-0.00715701255236845,-0.0144081352495837
"2007-05-23",0.000131377346737072,0.00472126660817063,0.00138962383270758,-0.0015733074577714,-0.00288160078647748,-0.00195030426127141,-0.00786706042221408,0.00203055884039705,0.00521478551601784,0.00474111728970072
"2007-05-24",-0.00905250491634946,-0.0105936706259083,-0.00485787113681591,-0.0240347071844854,0.000924118684892949,0.00134393870726157,-0.0152495590467288,-0.0123026847111347,-0.0120537227333885,-0.00550529944522404
"2007-05-25",0.00417028044972745,0.00682125068823169,-0.00418402967550868,0.0153410707962489,-0.00231018952001238,-0.00109711023454517,0.00631822042846486,0.000292980528415976,0.00293439382239402,0.0122577678644245
"2007-05-29",0.00362601984945465,0.000428886204022927,0.0105042623228682,-0.00341938985749501,-0.000114749740541931,-0.00207517488870923,0.0305302747697616,-0.000585789431934658,0.00200181700025182,-0.0218749227689493
"2007-05-30",0.00814496160374323,0.00488642307526743,0.00207903863532577,0.0102142823484881,0.00208339476775321,0.00097823984886225,0.0255648402637629,0.00630284937410774,-0.00537880743814345,0.00958473221044165
"2007-05-31",-0.00104280083385377,0.0015354967311676,0.00968190043867967,0.00284339579730775,-0.00184872038539707,-0.000366202026750417,-0.0026792981995919,0.0180626325636928,0.012669962721416,0.00909802238068713
"2007-06-01",0.00495726650529238,0.00894377970647442,0.00547923643063952,0.0249681637961399,-0.00525325630506945,-0.00430849260980626,-0.000467015743867205,0.00300515719493788,0.0137320870654245,0.00744806747559679
"2007-06-04",0.000129579855134621,0.00303947751087597,0.00340602802696099,-0.00445690591904868,0.00455685461054922,0.00160239282796515,0.00630942880315888,0.00698971718438846,0.00150510230267598,0.00894946246481232
"2007-06-05",-0.00395831693241955,-0.00547108875884839,-0.00135760926028683,-0.00347362895552095,-0.00628035909688618,-0.00319992626907251,-0.0173013256875675,-0.00878295690448561,-0.00255482412752006,-0.00385661133924331
"2007-06-06",-0.0107498650676733,-0.0198036565791082,-0.00407903035316981,-0.0251742121001622,-0.00046850193842074,0.000493772125951697,-0.00626264050486824,-0.01957994783078,0.00060269697441484,-0.000387125661161059
"2007-06-07",-0.0180452618726993,-0.0231393482617689,-0.00409541288031312,-0.0154151902588564,-0.017915775408745,-0.00999618650083045,-0.030915467848723,-0.0236151104522937,-0.0173166982492577,0.00503482764480379
"2007-06-08",0.0130112244443512,0.0142301773351385,0.00479777573979279,0.0176743422782657,-0.000834141228789775,0.00187051604319466,0.0164416797825964,0.00104514032564107,-0.0159362698150086,-0.0177263670246769
"2007-06-11",0.00172156119540712,0.000435800676076736,-0.00136411179696472,0.00856434510072734,-0.00286430736682486,-0.00261382647710018,-0.0147269593016459,-0.00372869686466715,0.00747424466717161,0.0192232538438917
"2007-06-12",-0.0109054554714912,-0.0164634954779946,-0.0129782739877301,-0.0173769653667022,-0.0144806271560703,-0.00711070855836859,-0.0210735200477913,-0.0176644644632286,-0.00927355529861917,-0.00269439588385112
"2007-06-13",0.0149685058671536,0.0172704578481719,0.00276818054413219,0.0200048672258766,0.011900121181698,0.00326629136611722,0.0215271733673197,0.0118861180697614,0.00670828414066427,0.0127363935335443
"2007-06-14",0.00638540414348299,0.00948968714065135,0.00138034111862684,0.0156900710448806,-0.00251985602151528,0.000250964305656742,-0.010291473745492,0.00135536932213887,0.00108475129528518,0.0095274024686689
"2007-06-15",0.00568996034996605,0.012505389541638,0.00895937922127343,0.0227849738775889,0.00685737450820456,0.00438226252137253,0.0151023680107154,0.00811315760763764,0.00386996916006099,0.00604004468782016
"2007-06-18",-0.00117593521086956,0.00212936611160375,-0.00204913500977844,0.000906382823349983,-0.00203071766553697,-0.00049851165080117,-0.0148776798150037,-0.00330929359907428,0.00154200467361609,0
"2007-06-19",0.00248568412259931,0.00144507370316993,-0.000684582943490941,0.00113176510167179,0.0093392494175415,0.00486375637424197,0.000990240577047885,0.00739544533970449,0.00816021592733862,-0.00975608076911649
"2007-06-20",-0.0138970002250769,-0.0129857951512445,-0.00684923863663534,-0.0085162331097951,-0.00806689057466126,-0.00322706856595167,-0.0178086225031456,-0.0112365121130764,-0.011759376370218,0.00113677228593123
"2007-06-21",0.00555764263371317,0.00610530260039277,0.00482755447704419,0.0124655426027405,-0.00478321619443756,-0.00124485738353741,-0.00402970851876516,0.00378816836655327,-0.00231804979629191,-0.00454200583106668
"2007-06-22",-0.00940906102598149,-0.00965807741628288,-0.00960888526755044,-0.0132131700589322,0.00648818754631075,0.00299191717265179,-0.00379245136041284,-0.00981113662842381,0.00340769837074673,-0.00228136488815811
"2007-06-25",-0.0047825331267719,-0.00276168122449927,-0.00554401390991677,-0.00760775247899037,0.00549179098606412,0.00323213548521961,-0.0227154984416229,-0.0213417340902327,-0.00540288677682743,-0.00381108958029586
"2007-06-26",-0.0102782847621234,-0.00519245721734019,0.0013937251677949,-0.00873961101669218,0.00023809763683369,0.000247195072875739,-0.00142841424258167,0.00233653176210824,-0.0125717988514669,-0.0114766052590189
"2007-06-27",0.0142287807940447,0.00913409455661673,0.00208780201101999,0.0142304335049597,0.000949811311588,-0.000123407006766163,0.0217163862399412,0.00310801127305282,0.000785900672522821,-0.00154802583348457
"2007-06-28",-0.000132697547469141,0.00206914974294992,-0.00208345217537831,0.000228384763623746,-0.00023710128695742,-0.000619485989832858,-0.00390655140236651,0.00898514787037574,0.00926659366315663,-0.00310072925398497
"2007-06-29",0.000332342888316184,0.00593597023849424,0.00974262171900997,0.00350762723016218,0.0103200698332155,0.0052059911182023,-0.00128972211339062,-0.0023029478900688,0.000155539988934361,-0.000777562671875232
"2007-07-02",0.00904052137569078,0.0116309406083406,0.0179185334681788,0.0202837897748382,0.00525674452582514,0.00152279612112505,0.025187450885745,0.0110802012740141,0.011669519760519,0.00622571123510363
"2007-07-03",0.00362325796422325,0.00608677815415315,-0.00203109966016868,0.00796717901897948,-0.0060971891016941,-0.0029663000949004,-0.00466182700692486,0.000456801079264935,-0.0043063520904193,0.00115998883396573
"2007-07-05",-0.00104979315534293,-0.00344537595889638,-0.00271363785174572,0.00443236306627637,-0.0112070650305659,-0.00557937556353616,0.0160760876459622,-0.00654202753652333,-0.00494284846904058,0.00926997312162325
"2007-07-06",0.00525691842209519,0.00758889809433372,-0.00476201512224705,0.0171359265998536,-0.0040562587162335,-0.00236885720334612,-0.00211823959299662,0.0124042345975481,0.00838250569334065,0.00841950820377346
"2007-07-09",0.000784290057619597,0.00343077940763514,0,0.00968933504061642,0.00359472694436058,0.00362491842689616,0.00374562658196975,-0.00862211079643138,0.00646548655273227,-0.00227699595803199
"2007-07-10",-0.0142388620435543,-0.0146776518934004,0.00205061715781119,-0.0196937127831931,0.0169486868855562,0.00684827705819258,-0.0304726599950366,-0.0122060747035756,0.00351795672306299,0.00722700976830515
"2007-07-11",0.00708944926758903,0.0131189782671384,-0.00341045155750286,0.00825508308650158,-0.010328712406878,-0.00346260027092704,0,0.004479319862847,-0.00259105315361896,0.00226589705861868
"2007-07-12",0.0157907855117168,0.0167080988644053,0.00684448882801192,0.0219531085617675,-0.00344008029652032,-0.00285416221499513,0.0125726638854367,0.00830382484119485,0.00886300400785434,0.00263758334971587
"2007-07-13",0.00297974490493047,-0.00246465576638499,0.0047586367427086,0.0124069131275724,0.0027377084436746,0.00223949655133215,0.00950174290019845,0.00732049069929563,0.000151499552476508,0.00150315201066054
"2007-07-16",-0.000130019639787093,-0.00230658110211868,-0.00202974539776468,-0.00980398008594663,0.00961267451635961,0.00397385480750279,-0.00552221653435592,-0.00408768630801348,-0.0031803574614625,-0.0176360515100933
"2007-07-17",-0.000516418161292109,-0.00132095096492024,-0.00542365634267394,-0.000777675496315355,-0.00211611497854303,-0.00210233032733775,-0.00643593417452593,-0.00881746448316345,-0.00106350653296861,-0.00611144463001123
"2007-07-18",-0.00180914262107945,-0.00727509596819964,-0.00477169249190834,-0.0122441388521022,0.00376995602447217,0.00359443964434192,-0.00546209983342649,-0.00153373287985914,0.0132319847908744,0.0115295315376074
"2007-07-19",0.00388418586782691,0.0044136802306658,0.00479457070896228,0.00995958286853926,-0.000234636476498795,-0.000123653381557842,0.0033209619027319,0.00153608882980372,0.00585408259438247,0.00341946702835649
