"","code","name","stock"
"41695","01328639","윙입푸드","900340"
"41776","00925453","나무기술","167380"
"41984","00263140","루트원플러스","046400"
"42185","01130937","한국제4호기업인수목적","240540"
"42203","00232496","씨그널엔터테인먼트그룹","099830"
"42411","00307897","신한카드","032710"
"42559","01088458","극동자동화","272420"
"42784","00108047","세원화성","007910"
"42868","00520887","비상교육","100220"
"42970","00147772","정원엔시스","045510"
"43022","00600013","맵스리얼티1","094800"
"43093","00268181","에스피컴텍","039110"
"43423","00491938","GH신소재","130500"
"43493","00304401","텔라움","047730"
"43610","00609254","세왕","111610"
"43685","00400060","이씨에스","067010"
"43742","00830447","수프로","185190"
"43782","01117495","에스와이제이","251540"
"43820","00835734","피엠디아카데미","144740"
"44234","00157104","대동전자","008110"
"44294","00490090","이지케어텍","099750"
"44395","00628860","네오위즈","095660"
"44542","01119217","본느","242420"
"44544","00110875","대신정보통신","020180"
"45105","00241236","씨엘인터내셔널","037340"
"45166","00865382","트러스와이제7호위탁관리부동산투자회사","140890"
"45167","01338724","SNK","950180"
"45542","00218052","국제엘렉트릭코리아","053740"
"45578","00149877","중앙바이오텍","015170"
"45638","01267170","SK케미칼","285130"
"45909","00123514","보진재","030950"
"46161","01160363","에코프로비엠","247540"
"46447","01139266","로스웰","900260"
"46451","00273110","에스티큐브","052020"
"46452","00159500","한국종합기술","023350"
"46453","00105466","KCC건설","021320"
"46457","00347716","센트럴바이오","051980"
"46458","00112165","디아이씨","092200"
"46466","00103510","인지컨트롤스","023800"
"46475","00186799","태웅","044490"
"46515","00113535","대한해운","005880"
"46516","00995993","캔서롭","180400"
"46517","00140131","키다리스튜디오","020120"
"46518","00128980","삼호개발","010960"
"46519","01115044","안지오랩","251280"
"46521","00390365","토비스","051360"
"46522","00141273","웰바이오텍","010600"
"46523","00126380","삼성전자","005930"
"46524","00293886","위닉스","044340"
"46525","00134723","페이퍼코리아","001020"
"46556","00208444","피에스케이홀딩스","031980"
"46562","00145686","이화산업","000760"
"46581","01168143","골든센츄리","900280"
"46618","00526836","미래나노텍","095500"
"46619","00225159","S&T홀딩스","036530"
"46620","00364111","다이노나","086080"
"46622","01110076","솔트웍스","230980"
"46623","00755739","파인테크닉스","106240"
"46624","00643656","조이맥스","101730"
"46648","00139685","양지사","030960"
"46656","00120872","만호제강","001080"
"46664","00587457","갤럭시아컴즈","094480"
"46665","00138446","아가방컴퍼니","013990"
"46667","00415594","동국S&C","100130"
"46668","00150165","브이티지엠피","018290"
"46684","00540641","동양고속","084670"
"46686","01065785","노브메타파마","229500"
"46687","00203315","제이콘텐트리","036420"
"46688","00125965","삼본전자","111870"
"46689","00659684","장원테크","174880"
"46691","00815369","에스제이엠","123700"
"46692","00961136","씨티네트웍스","189540"
"46693","00440712","WI","073570"
"46695","01018954","제이에스피브이","250300"
"46696","00102113","경인양행","012610"
"46733","00100258","에스마크","030270"
"46761","00569646","영우디에스피","143540"
"46762","00127158","씨아이테크","004920"
"46765","00192499","팜스토리","027710"
"46766","00242378","이지바이오","035810"
"46767","00204208","마니커","027740"
"46768","00418379","자연과환경","043910"
"46769","00153375","태광","023160"
"46771","00674498","골프존뉴딘홀딩스","121440"
"46773","00124726","빙그레","005180"
"46774","00393469","녹원씨엔아이","065560"
"46775","00149804","대유에이텍","002880"
"46795","00305297","코텍","052330"
"46802","01169434","오가닉티코스메틱","900300"
"46823","00300557","위니아딤채","071460"
"46824","01109122","스템랩","258540"
"46826","00910840","윈하이텍","192390"
"46827","00122339","이매진아시아","036260"
"46830","01072518","디피코","163430"
"46831","00617998","세원","234100"
"46850","00180865","엔에스엔","031860"
"46851","00453929","메디포스트","078160"
"46852","01051472","젠큐릭스","229000"
"46853","00247975","솔브레인","036830"
"46854","00121969","에쓰씨엔지니어링","023960"
"46855","00136402","신송홀딩스","006880"
"46856","00482426","인화정공","101930"
"46857","00132318","성광벤드","014620"
"46858","00620558","에이비프로바이오","195990"
"46859","00360142","아이마켓코리아","122900"
"46875","00157399","한솔테크닉스","004710"
"46907","00921475","자비스","230400"
"46910","00108977","대구백화점","006370"
"46911","00110608","DSR","155660"
"46912","00100601","강원","114190"
"46913","00110051","SK머티리얼즈","036490"
"46928","00809517","아이엠텍","226350"
"46930","00112332","미래에셋생명","085620"
"46971","00157681","롯데정밀화학","004000"
"46972","00351630","세코닉스","053450"
"46973","00543204","아이오케이","078860"
"47023","00666064","셀바스AI","108860"
"47024","01047451","셀바스헬스케어","208370"
"47027","00117300","TCC스틸","002710"
"47028","00362292","씨티씨바이오","060590"
"47029","00501970","코드네이처","078940"
"47030","01049422","썸에이지","208640"
"47047","00390055","종근당바이오","063160"
"47058","01010110","더블유게임즈","192080"
"47082","01199985","미래에셋대우기업인수목적1호","265480"
"47084","00104573","국일제지","078130"
"47086","00112819","데코앤이","017680"
"47090","00349811","W홀딩컴퍼니","052300"
"47127","00599151","SV인베스트먼트","289080"
"47138","00146861","자화전자","033240"
"47139","00112378","KR모터스","000040"
"47142","00126308","삼성엔지니어링","028050"
"47159","00535375","키네마스터","139670"
"47160","00301246","SFA반도체","036540"
"47162","01065013","우정바이오","215380"
"47173","00619020","세종머티리얼즈","135270"
"47182","00133991","세아특수강","019440"
"47185","01179839","신한제3호기업인수목적","257730"
"47189","00260383","대한유화","006650"
"47190","00311270","원텍","216280"
"47193","00137012","에스앤더블류","103230"
"47194","00990563","피엔아이컴퍼니","242350"
"47195","00257732","한국정밀기계","101680"
"47196","00378628","KH바텍","060720"
"47198","00105952","LS","006260"
"47199","00126186","삼성에스디에스","018260"
"47200","00628189","웅진씽크빅","095720"
"47209","00152589","코리아나","027050"
"47211","00372688","옴니텔","057680"
"47213","00175173","오스템","031510"
"47216","00132992","성우하이텍","015750"
"47217","00633835","한진중공업","097230"
"47218","00164362","행남사","008800"
"47219","00103547","우진비앤지","018620"
"47220","00125150","삼광글라스","005090"
"47269","00357740","NHN한국사이버결제","060250"
"47270","00145163","파미셀","005690"
"47271","00572905","ISC","095340"
"47272","00203023","시노펙스","025320"
"47279","00156150","하이트론씨스템즈","019490"
"47296","01095397","줌인터넷","229480"
"47320","00867849","오파스넷","173130"
"47321","00114154","덕양산업","024900"
"47322","01051339","한국비엔씨","226610"
"47323","00492353","파이오링크","170790"
"47327","00205003","좋은사람들","033340"
"47328","00308896","아이씨케이","068940"
"47333","00117230","동양물산기업","002900"
"47335","00164788","현대모비스","012330"
"47336","00157636","케이피에프","024880"
"47368","00145914","인터엠","017250"
"47371","00159564","한국주강","025890"
"47372","00138279","S-Oil","010950"
"47373","00118521","진원생명과학","011000"
"47374","01113277","인프라웨어테크놀러지","247300"
"47375","01197428","한화에이스기업인수목적3호","264290"
"47382","00159023","SK텔레콤","017670"
"47383","01186671","바이오시네틱스","281310"
"47386","00410739","필로시스헬스케어","057880"
"47413","00526951","이엠코리아","095190"
"47414","00155151","평화정공","043370"
"47416","00269241","주연테크","044380"
"47417","00127255","삼영화학공업","003720"
"47418","00261443","엔씨소프트","036570"
"47420","00610490","비디아이","148140"
"47421","00111865","미래SCI","028040"
"47422","00261957","한국정보공학","039740"
"47435","00158909","하나은행","004940"
"47436","00609634","아이엠","101390"
"47438","00618410","상상인인더스트리","101000"
"47439","00159193","한국전력공사","015760"
"47440","00111014","애큐온저축은행","007640"
"47441","00330424","이베스트투자증권","078020"
"47442","00117267","동양생명","082640"
"47443","00142713","형지I&C","011080"
"47445","00153861","태영건설","009410"
"47453","00252755","씨앤케이인터내셔널","039530"
"47458","00216647","원익홀딩스","030530"
"47466","00468374","원익QnC","074600"
"47487","01350869","우리금융지주","316140"
"47492","00169048","넥스트사이언스","003580"
"47503","00124090","한국특수형강","007280"
"47504","00104698","LS네트웍스","000680"
"47506","00363510","이그잭스","060230"
"47507","00878517","에스케이씨에스","224020"
"47509","00100939","강남제비스코","000860"
"47510","00172228","엔케이","085310"
"47511","00609315","멜파스","096640"
"47512","01023822","메디젠휴먼케어","236340"
"47514","00753643","컨버즈","109070"
"47520","00159810","카프로","006380"
"47521","00118804","동진쎄미켐","005290"
"47528","01336735","펨토바이오메드","327610"
"47529","01086812","케미메디","205290"
"47535","00159698","지역난방공사","071320"
"47536","00143527","경동인베스트","012320"
"47541","00540605","이월드","084680"
"47557","00165680","호텔신라","008770"
"47572","00983040","한진칼","180640"
"47574","00126414","삼성제약","001360"
"47575","00923792","내츄럴엔도텍","168330"
"47576","00121543","무학","033920"
"47594","00441243","형지엘리트","093240"
"47600","00136642","엠벤처투자","019590"
"47601","00203582","한솔홈데코","025750"
"47608","00127954","CJ프레시웨이","051500"
"47635","00764807","골프존데카","183410"
"47636","00145446","이건산업","008250"
"47637","00152260","카스","016920"
"47638","01097906","이엑스티","226360"
"47639","01060735","아이피몬스터","223220"
"47640","00148443","제일파마홀딩스","002620"
"47641","00181943","에스제이엠홀딩스","025530"
"47643","00134477","S&T중공업","003570"
"47644","01246742","테크트랜스","258050"
"47645","00530121","디에스케이","109740"
"47646","00260392","대원전선","006340"
"47647","00129642","상신브레이크","041650"
"47649","00132868","성안","011300"
"47651","00111874","대원산업","005710"
"47680","00107598","남양유업","003920"
"47681","00356370","LG생활건강","051900"
"47683","00328191","케이에스피","073010"
"47687","00117212","두산","000150"
"47688","00359580","아이디스홀딩스","054800"
"47704","00125576","체시스","033250"
"47715","01068348","러셀","217500"
"47716","00270113","멕아이씨에스","058110"
"47718","00117188","효성","004800"
"47720","00199252","에이치엘비","028300"
"47747","00140964","영원무역홀딩스","009970"
"47748","00173032","동화기업","025900"
"47750","01181940","아이엘사이언스","122050"
"47751","00911229","라온테크","232680"
"47752","00454399","이상네트웍스","080010"
"47780","00140177","GS리테일","007070"
"47781","00858364","BNK금융지주","138930"
"47810","00573579","평화산업","090080"
"47811","00155124","평화홀딩스","010770"
"47812","00129509","한익스프레스","014130"
"47813","01049167","미코바이오메드","214610"
"47814","00364467","드림어스컴퍼니","060570"
"47816","00133812","세방","004360"
"47865","00103130","엔케이물산","009810"
"47866","00113562","롯데손해보험","000400"
"47868","00159616","두산중공업","034020"
"47870","00110750","리더스 기술투자","019570"
"47873","00160205","한국내화","010040"
"47874","00525934","실리콘웍스","108320"
"47877","00136925","신원종합개발","017000"
"47878","00642541","디엔에이링크","127120"
"47880","00186452","바른테크놀로지","029480"
"47904","00244419","디에스티","033430"
"47907","00149646","기업은행","024110"
"47927","00148896","OCI","010060"
"47928","00102858","고려아연","010130"
"47929","00209443","아주캐피탈","033660"
"47937","00150244","하이트진로","000080"
"47938","00115977","아이에스동서","010780"
"47943","00344287","두산인프라코어","042670"
"47944","00130772","SBS","034120"
"47997","00159290","한국아트라스비엑스","023890"
"48006","00155319","포스코","005490"
"48042","00297961","케이맥","043290"
"48043","00158024","KBI메탈","024840"
"48045","00129280","삼화전자공업","011230"
"48058","00244455","케이티앤지","033780"
"48062","00583424","아모레퍼시픽","090430"
"48065","00980122","JB금융지주","175330"
"48086","00153393","태광산업","003240"
"48091","00209780","케이씨","029460"
"48092","00117629","동양철관","008970"
"48093","00267906","베뉴지","019010"
"48095","00168401","금비","008870"
"48104","00877059","삼성바이오로직스","207940"
"48124","00580180","포인트엔지니어링","176560"
"48128","00163691","유수홀딩스","000700"
"48129","00234227","유진로봇","056080"
"48131","00929228","엔에스컴퍼니","224760"
"48132","00264547","KG이니시스","035600"
"48133","01043853","엔터메이트","206400"
"48134","00153755","태양금속공업","004100"
"48135","00762377","씨앗","103660"
"48138","00160047","한국테크놀로지그룹","000240"
"48139","00937324","한국타이어앤테크놀로지","161390"
"48140","00161125","한온시스템","018880"
"48141","00126566","한화에어로스페이스","012450"
"48143","00160588","한화","000880"
"48144","00113058","한화생명","088350"
"48149","00148610","한화투자증권","003530"
"48151","00164478","현대건설","000720"
"48153","00147295","전북은행","006350"
"48172","00288495","홈센타홀딩스","060560"
"48175","01243161","인산가","277410"
"48176","00353878","다스코","058730"
"48177","01187175","라이프사이언스테크놀로지","285770"
"48178","00302078","한국코퍼레이션","050540"
"48179","00442905","대성파인텍","104040"
"48180","00107613","이수페타시스","007660"
"48187","00103176","흥국화재","000540"
"48191","00124540","대우건설","047040"
"48192","00120571","롯데칠성음료","005300"
"48195","00390408","에프앤리퍼블릭","064090"
"48217","00141413","영화금속","012280"
"48218","00159342","한국정보통신","025770"
"48219","01112889","피엔에이치테크","239890"
"48220","00166227","화승인더스트리","006060"
"48223","00918222","엘앤케이바이오","156100"
"48224","00119195","동화약품","000020"
"48225","00126487","F&F","007700"
"48228","00127802","삼익THK","004380"
"48229","00563837","제로투세븐","159580"
"48230","00149947","JW중외제약","001060"
"48231","00151128","모토닉","009680"
"48241","00503668","LIG넥스원","079550"
"48242","00139889","SKC","011790"
"48244","00265324","CJ ENM","035760"
"48274","00351454","큐브앤컴퍼니","043090"
"48275","00145190","유화증권","003460"
"48278","00978075","옐로페이","179720"
"48279","00217947","신세계건설","034300"
"48280","00141307","영풍","000670"
"48281","01113949","퓨전","195440"
"48282","00129989","코스모신소재","005070"
"48283","00112970","대한방직","001070"
"48285","01201590","에브리봇","270660"
"48286","00367695","케이알피앤이","060900"
"48287","00362858","예스24","053280"
"48294","00117744","메리츠화재","000060"
"48301","00781202","뉴프라이드","900100"
"48302","00473400","한컴지엠디","077280"
"48329","00809429","한일진공","123840"
"48331","00117708","리드코프","012700"
"48332","00791209","우리들휴브레인","118000"
"48334","00164779","SK하이닉스","000660"
"48336","00406727","세진티에스","067770"
"48337","00193009","필룩스","033180"
"48338","00757816","모다","149940"
"48405","00146436","엔브이에이치코리아","067570"
"48407","00843830","카이노스메드","220250"
"48408","00302120","피앤텔","054340"
"48409","00121534","MH에탄올","023150"
"48410","00351092","삼보모터스","053700"
"48411","00125822","삼보산업","009620"
"48414","00121686","엠케이전자","033160"
"48452","00111704","대우조선해양","042660"
"48466","00111218","KD","044180"
"48467","00216762","한양이엔지","045100"
"48468","00355548","한국테크놀로지","053590"
"48470","00536541","에코프로","086520"
"48471","00296324","큐로홀딩스","051780"
"48472","00151605","청보산업","013720"
"48473","00608839","제이스테판","096690"
"48474","00553025","데이터스트림즈","199150"
"48478","00197476","코엔텍","029960"
"48479","00141246","이테크건설","016250"
"48521","00356361","LG화학","051910"
"48528","00808022","메지온","140410"
"48540","00187415","코미팜","041960"
"48542","00208134","KNN","058400"
"48543","00151863","청호컴넷","012600"
"48545","00373021","삼원테크","073640"
"48546","00317487","에이치엘비파워","043220"
"48548","00353018","슈펙스비앤피","058530"
"48549","00608699","디엠티","134580"
"48551","00549891","케어젠","214370"
"48552","00660121","디에이테크놀로지","196490"
"48559","00910202","대동고려삼","178600"
"48565","00227333","네패스","033640"
"48566","00412597","현대홈쇼핑","057050"
"48567","00173999","유성티엔에스","024800"
"48569","00133335","성창기업지주","000180"
"48570","00122579","BYC","001460"
"48596","00367385","효성오앤비","097870"
"48601","00393618","제노텍","066830"
"48623","00125938","삼보판지","023600"
"48624","00174004","유성기업","002920"
"48625","00157991","한국석유공업","004090"
"48629","00246417","이오테크닉스","039030"
"48630","00611912","아모그린텍","125210"
"48631","00531078","유비온","084440"
"48632","00369569","휘닉스소재","050090"
"48633","00309503","한국항공우주","047810"
"48635","00152437","케이프","064820"
"48648","01136001","나노브릭","286750"
"48649","00989327","LPK로보틱스","183350"
"48650","00148522","퍼스텍","010820"
"48652","00238977","화진","134780"
"48673","00136341","신성통상","005390"
"48686","00296290","키움증권","039490"
"48702","00102751","고려산업","002140"
"48703","00126478","삼성중공업","010140"
"48704","00105299","금강공업","014280"
"48705","00146083","일동홀딩스","000230"
"48706","00133876","세보엠이씨","011560"
"48710","00112059","상상인증권","001290"
"48712","00143651","웅진","016880"
"48736","00874195","코썬바이오","204990"
"48737","00652423","비티원","101140"
"48759","00101044","에이프로젠제약","003060"
"48760","00360595","현대글로비스","086280"
"48761","00450339","에스에프씨","112240"
"48762","00131850","SK증권","001510"
"48778","00303217","우진플라임","049800"
"48779","00299358","해덕파워웨이","102210"
"48786","00164812","현대종합상사","011760"
"48787","00688996","KB금융","105560"
"48798","00100717","아이이","023430"
"48827","00106669","세아베스틸","001430"
"48863","00201432","비츠로시스","054220"
"48864","00828789","대성산업","128820"
"48866","00157070","한국단자공업","025540"
"48867","00145437","키위미디어그룹","012170"
"48868","00102681","고려개발","004200"
"48869","00114765","케이비아이동국실업","001620"
"48892","00138792","아시아나항공","020560"
"48894","00547583","하나금융지주","086790"
"48896","01258507","롯데제과","280360"
"48897","00860332","메리츠금융지주","138040"
"48898","00266961","NAVER","035420"
"48899","00104856","삼성증권","016360"
"48916","00483735","해성옵틱스","076610"
"48917","00161444","한국씨티은행","016830"
"48918","00261285","한국가스공사","036460"
"48919","00105138","파라텍","033540"
"48931","00435312","하이스틸","071090"
"48942","00109693","대림산업","000210"
"48945","00120021","LG","003550"
"48957","00503899","사조해표","079660"
"48959","00378363","3S","060310"
"48966","00200275","YTN","040300"
"48968","00116268","동성제약","002210"
"48970","00138367","플레이위드","023770"
"48971","00412348","엘비세미콘","061970"
"48972","00618401","크루셜텍","114120"
"48973","00325112","프로텍","053610"
"48974","00661157","인트로메딕","150840"
"48975","01109715","DSC인베스트먼트","241520"
"48976","00141529","오뚜기","007310"
"48977","00806972","매직마이크로","127160"
"48978","00134565","이스타코","015020"
"48979","00896753","스킨앤스킨","159910"
"48980","00255105","골드퍼시픽","038530"
"48993","00261009","버추얼텍","036620"
"48995","00204262","한글과컴퓨터","030520"
"49018","00565154","이노션","214320"
"49025","00167192","넥센","005720"
"49026","00116301","NI스틸","008260"
"49027","00469799","나노메딕스","074610"
"49028","00133663","세동","053060"
"49029","00117027","알루코","001780"
"49030","00390860","MP그룹","065150"
"49031","00295857","코다코","046070"
"49032","01067242","티씨엠생명과학","228180"
"49033","00264787","럭슬","033600"
"49034","01090471","씨아이에스","222080"
"49035","00295370","에이아이비트","039230"
"49036","00145598","이연제약","102460"
"49063","00580199","메디톡스","086900"
"49078","00287812","에코바이오","038870"
"49079","00155948","코웰패션","033290"
"49080","00405959","스타플렉스","115570"
"49081","00124151","부산주공","005030"
"49082","00231372","롯데관광개발","032350"
"49084","00562360","에스맥","097780"
"49085","00186939","특수건설","026150"
"49086","00530413","코디엠","224060"
"49087","00228350","신화인터텍","056700"
"49119","01276594","신한알파리츠","293940"
"49126","00867478","농업회사법인아시아종묘","154030"
"49143","00492894","젬백스","082270"
"49145","00537337","앤씨앤","092600"
"49170","00409788","비에이치아이","083650"
"49171","00113234","대한제당","001790"
"49173","00140858","영신금속","007530"
"49177","00120030","GS건설","006360"
"49179","00158307","롯데하이마트","071840"
"49188","00105040","뉴인텍","012340"
"49194","00442835","메타랩스","090370"
"49195","00125974","삼부토건","001470"
"49196","00356927","에이디칩스","054630"
"49198","00141608","오리엔탈정공","014940"
"49199","00619640","이엔드디","101360"
"49229","00133317","에스티씨라이프","026220"
"49233","00206686","케이피엠테크","042040"
"49234","00114808","동국제약","086450"
"49235","00819073","인크로스","216050"
"49237","00442561","에프알텍","073540"
"49239","00147082","재영솔루텍","049630"
"49246","00155382","바이오빌","065940"
"49249","00426068","아이에스이커머스","069920"
"49250","00127042","삼양통상","002170"
"49251","00140052","에이스침대","003800"
"49252","00101549","경동제약","011040"
"49253","00855093","선진","136490"
"49254","00177870","대창솔루션","096350"
"49255","00160302","코스모화학","005420"
"49256","00113492","깨끗한나라","004540"
"49257","00356802","큐렉소","060280"
"49258","00318662","포스링크","056730"
"49287","01046203","화이브라더스코리아","204630"
"49291","01018802","엔솔바이오사이언스","140610"
"49292","00139153","에코플라스틱","038110"
"49294","00243979","수성","084180"
"49296","00351375","뉴보텍","060260"
"49313","00852087","시디즈","134790"
"49314","00160232","KSS해운","044450"
"49315","00210856","코아스","071950"
"49316","00957568","세미콘라이트","214310"
"49319","00346407","큐로컴","040350"
"49321","00163673","한진중공업홀딩스","003480"
"49322","00523307","다원시스","068240"
"49337","00155373","풍강","093380"
"49364","00165060","하이록코리아","013030"
"49374","00261887","티엘아이","062860"
"49376","00166519","화천기공","000850"
"49401","01205842","현대건설기계","267270"
"49403","00311216","에이치엔에스하이텍","044990"
"49404","00144243","유니슨","018000"
"49414","00115694","DB금융투자","016610"
"49475","00145880","현대제철","004020"
"49478","00120526","롯데쇼핑","023530"
"49479","00162461","한화솔루션","009830"
"49480","01096341","넷게임즈","225570"
"49481","01201581","한화수성기업인수목적","265920"
"49488","00134316","세원정공","021820"
"49519","01237434","플리토","300080"
"49520","00194947","한전산업","130660"
"49523","00200956","현대정보기술","026180"
"49534","00122348","방림","003610"
"49535","00479787","인텍플러스","064290"
"49537","00141389","영풍정밀","036560"
"49538","00495086","픽셀플러스","087600"
"49539","00608802","텔콘RF제약","200230"
"49540","00274933","신세계푸드","031440"
"49546","00939942","포시에스","189690"
"49597","00249441","씨씨에스","066790"
"49598","00105271","케이씨씨","002380"
"49599","00367482","라이트론","069540"
"49600","00135962","신라교역","004970"
"49601","01032486","두산밥캣","241560"
"49602","00372882","KTcs","058850"
"49604","01031502","디오스텍","196450"
"49613","00125743","현대비앤지스틸","004560"
"49650","01111570","에스케이제3호기업인수목적","232330"
"49667","00653103","나노스","151910"
"49669","00552859","지트리비앤티","115450"
"49689","00232089","바이온","032980"
"49693","00103626","한솔피엔에스","010420"
"49695","00133618","세기상사","002420"
"49696","00126089","대유플러스","000300"
"49698","00778235","TS인베스트먼트","246690"
"49730","00138747","아세아텍","050860"
"49738","00808068","에이씨티","138360"
"49739","00800145","서진오토모티브","122690"
"49740","00226352","케이엠더블유","032500"
"49741","00260611","크로바하이텍","043590"
"49756","00220109","솔고바이오","043100"
"49760","00820389","뉴지랩","214870"
"49761","00666204","제너셈","217190"
"49762","00249502","더블유에프엠","035290"
"49763","00349732","코나아이","052400"
"49766","00867034","듀켐바이오","176750"
"49797","00369170","인터플렉스","051370"
"49810","00120924","매일홀딩스","005990"
"49811","00308559","코디","080530"
"49815","01064069","토박스코리아","215480"
"49816","00155531","풍산홀딩스","005810"
"49817","00684714","풍산","103140"
"49818","00379016","이엘케이","094190"
"49819","00155692","우리조명","037400"
"49820","00896285","삼양사","145990"
"49821","00126937","삼양홀딩스","000070"
"49822","00104786","미래아이앤지","007120"
"49833","00605124","알파홀딩스","117670"
"49834","00131896","선광","003100"
"49837","00449379","도이치모터스","067990"
"49838","00215976","UCI","038340"
"49843","00153621","참엔지니어링","009310"
"49844","00305570","서울리거","043710"
"49863","01113781","영현무역","242850"
"49872","00159573","한국주철관공업","000970"
"49874","01212383","엔케이맥스","262760"
"49889","00365758","아이앤씨","052860"
"49890","00923826","유테크","178780"
"49904","00113997","일진머티리얼즈","020150"
"49905","00176835","농우바이오","054050"
"49907","00129615","상보","027580"
"49909","00252135","주성엔지니어링","036930"
"49910","00127167","삼영무역","002810"
"49931","00153524","태림포장","011280"
"49932","00648721","S&TC","100840"
"49933","00106623","현대위아","011210"
"49934","00128661","에스에이엠티","031330"
"49935","00963000","썬테크","217320"
"49962","00266934","파루","043200"
"49974","00143907","원일특강","012620"
"49976","01031229","지티지웰니스","219750"
"49978","00382199","신한지주","055550"
"49980","00409681","아스트","067390"
"49998","00114792","동국제강","001230"
"50023","00244561","인터파크홀딩스","035080"
"50024","00554024","셀트리온헬스케어","091990"
"50026","00496225","에스모 머티리얼즈","087730"
"50027","00631518","SK이노베이션","096770"
"50049","00144395","동서","026960"
"50052","00128315","삼지전자","037460"
"50086","00159102","DB손해보험","005830"
"50090","00238782","다우데이타","032190"
"50103","00128412","삼진제약","005500"
"50107","00475985","시너지이노베이션","048870"
"50112","00352718","소리바다","053110"
"50140","00455112","GV","045890"
"50147","00226228","한프","066110"
"50148","01117592","인터코스","240340"
"50149","01063556","질경이","233990"
"50155","01028164","광주은행","192530"
"50156","00120182","NH투자증권","005940"
"50157","00111722","미래에셋대우","006800"
"50158","00131054","유진증권","001200"
"50169","00787376","대성에너지","117580"
"50171","00623184","감마누","192410"
"50172","00267881","보성파워텍","006910"
"50173","00513948","녹십자엠에스","142280"
"50174","00129679","녹십자","006280"
"50176","00406037","CSA 코스믹","083660"
"50184","01107665","크리스탈신소재","900250"
"50201","00641393","엔시트론","101400"
"50202","00138297","STX","011810"
"50203","00245898","에이앤티앤","050320"
"50204","00108038","엔피씨","004250"
"50207","00158112","한국수출포장공업","002200"
"50208","00194275","코너스톤네트웍스","033110"
"50229","00139214","삼성화재해상보험","000810"
"50230","00598587","인터파크","108790"
"50238","00241209","모아텍","033200"
"50255","00977696","파티게임즈","194510"
"50256","00110431","JW신약","067290"
"50257","00479705","EMW","079190"
"50258","00132804","성신양회","004980"
"50274","01042359","지엘팜텍","204840"
"50276","01316245","효성중공업","298040"
"50277","00126362","삼성SDI","006400"
"50279","01205709","현대중공업지주","267250"
"50280","00219486","신세계I&C","035510"
"50316","00369657","리노공업","058470"
"50320","00140566","한탑","002680"
"50332","00166315","화신","010690"
"50333","00120076","LG상사","001120"
"50370","00178790","동양이엔피","079960"
"50371","01008762","데브시스터즈","194480"
"50373","00372873","KTis","058860"
"50376","00407285","아이컴포넌트","059100"
"50377","00476498","컴투스","078340"
"50379","00258421","기산텔레콤","035460"
"50386","01194759","대신밸런스제4호기업인수목적","262830"
"50400","00172079","파나진","046210"
"50401","01174038","자비스","254120"
"50402","00165583","E1","017940"
"50404","00108241","농심","004370"
"50405","00131780","SK네트웍스","001740"
"50406","00653194","에이프로젠 H&G","109960"
"50413","00441304","가온미디어","078890"
"50416","00118451","동일제강","002690"
"50422","00125646","삼목에스폼","018310"
"50425","00119140","핸즈코퍼레이션","143210"
"50451","01261893","케이씨텍","281820"
"50459","00926522","테고사이언스","191420"
"50463","00494218","엘엠에스","073110"
"50498","00299002","한라홀딩스","060980"
"50503","00632845","노랑풍선","104620"
"50507","00612188","에스티오","098660"
"50554","01396676","미래에셋대우스팩4호","333430"
"50558","00829380","피제이메탈","128660"
"50575","00104388","국도화학","007690"
"50615","01186811","TS트릴리온","284610"
"50650","00964595","엔바이오니아","317870"
"50705","00599106","코닉글로리","094860"
"50713","00606293","나이스디앤비","130580"
"50728","00654175","마이크로프랜드","147760"
"50729","01267958","프로테옴텍","303360"
"50753","00107303","피엔에스커튼월","033220"
"50758","01159853","휴온스","243070"
"50820","00351807","대원미디어","048910"
"50821","00138598","아비코전자","036010"
"50858","00657756","지오씨","135160"
"50911","00138516","아남전자","008700"
"50930","00111111","대양금속","009190"
"50934","00799177","삼기오토모티브","122350"
"50983","00664288","스페이스솔루션","245030"
"50988","00231354","파워넷","037030"
"51023","00152039","SG충방","001380"
"51055","00166175","대호피앤씨","021040"
"51074","00409672","티비에이치글로벌","084870"
"51092","00185505","제일바이오","052670"
"51094","00230425","나노엔텍","039860"
"51150","00423690","삼성출판사","068290"
"51151","00609485","웅진에너지","103130"
"51157","00472890","동국알앤에스","075970"
"51188","00481223","넥스피안","079560"
"51232","00240857","바이오스마트","038460"
"51240","01414370","하이제5호스팩","340120"
"51242","00265005","옴니시스템","057540"
"51269","00175650","케이씨더블류","068060"
"51308","00103592","광동제약","009290"
"51341","00171867","에스씨디","042110"
"51346","00131328","서주산업개발","016140"
"51363","00267979","한일화학","007770"
"51387","00602279","그린플러스","186230"
"51392","00177320","대성미생물","036480"
"51409","00576798","디아이티","110990"
"51425","00364847","이글루시큐리티","067920"
"51431","00365624","광진윈텍","090150"
"51444","00138242","쌍용자동차","003620"
"51456","00260879","카페24","042000"
"51458","00614089","에이원알폼","234070"
"51479","00158015","한국선재","025550"
"51501","00761952","아나패스","123860"
"51514","00591441","어보브반도체","102120"
"51526","01069736","한독크린텍","256150"
"51535","01117422","나눔테크","244880"
"51563","00106368","금호석유화학","011780"
"51624","00145109","유한양행","000100"
"51642","00128607","삼천리자전거","024950"
"51672","00612294","피엔티","137400"
"51674","00349060","한스바이오메드","042520"
