"","일자","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물  일련번호","총카운트"
"1",2019-06-07,"060300","레드로버","-",1190,"-","-","2,128","0.56",0,0,1,2243
"2",2019-06-07,"290650","엘앤씨바이오","-",22750,"830","27.41","7,252","3.14",0,0,2,NA
"3",2019-06-07,"239340","미래에셋제5호스팩","-",5200,"-","-","-","-",0,0,3,NA
"4",2019-06-07,"086060","진바이오텍","-",6940,"312","22.24","5,570","1.25",30,0.43,4,NA
"5",2019-06-07,"033430","디에스티","-",1310,"-","-","338","3.88",0,0,5,NA
"6",2019-06-07,"038680","에스넷","-",9600,"300","32","4,302","2.23",100,1.04,6,NA
"7",2019-06-07,"214680","디알텍","-",2005,"29","69.14","709","2.83",0,0,7,NA
"8",2019-06-07,"242040","나무기술","-",3345,"-","-","462","7.24",0,0,8,NA
"9",2019-06-07,"121890","에스디시스템","-",4980,"-","-","1,912","2.6",0,0,9,NA
"10",2019-06-07,"088800","에이스테크","-",11500,"97","118.56","2,291","5.02",0,0,10,NA
"11",2019-06-07,"032500","케이엠더블유","-",41200,"-","-","2,292","17.98",0,0,11,NA
"12",2019-06-07,"068240","다원시스","-",14100,"329","42.86","7,490","1.88",50,0.35,12,NA
"13",2019-06-07,"192390","윈하이텍","-",4590,"669","6.86","5,803","0.79",120,2.61,13,NA
"14",2019-06-07,"263540","샘코","-",21000,"-","-","4,982","4.22",0,0,14,NA
"15",2019-06-07,"053950","경남제약","관리종목",17200,"327","52.6","2,351","7.32",0,0,15,NA
"16",2019-06-07,"073110","엘엠에스","-",12400,"881","14.07","13,267","0.93",150,1.21,16,NA
"17",2019-06-07,"035620","바른손이앤에이","-",2680,"1,253","2.14","1,315","2.04",0,0,17,NA
"18",2019-06-07,"126880","제이엔케이히터","-",5770,"-","-","3,081","1.87",0,0,18,NA
"19",2019-06-07,"031330","에스에이엠티","-",2055,"321","6.4","2,142","0.96",130,6.33,19,NA
"20",2019-06-07,"058400","KNN","-",883,"59","14.97","1,439","0.61",25,2.83,20,NA
"21",2019-06-07,"215600","신라젠","-",54500,"-","-","2,365","23.04",0,0,21,NA
"22",2019-06-07,"033110","코너스톤네트웍스","-",1755,"-","-","286","6.14",0,0,22,NA
"23",2019-06-07,"057880","토필드","-",2135,"-","-","742","2.88",0,0,23,NA
"24",2019-06-07,"039560","다산네트웍스","-",11650,"-","-","4,439","2.62",0,0,24,NA
"25",2019-06-07,"096690","제이스테판","-",2705,"-","-","3,090","0.88",0,0,25,NA
"26",2019-06-07,"123040","엠에스오토텍","-",3715,"129","28.8","3,031","1.23",50,1.35,26,NA
"27",2019-06-07,"198440","고려시멘트","-",3460,"149","23.22","2,705","1.28",35,1.01,27,NA
"28",2019-06-07,"039670","한류타임즈","-",824,"-","-","1,011","0.82",0,0,28,NA
"29",2019-06-07,"054300","팬스타엔터프라이즈","-",1030,"-","-","756","1.36",0,0,29,NA
"30",2019-06-07,"049080","기가레인","-",2165,"-","-","1,332","1.63",0,0,30,NA
"31",2019-06-07,"000250","삼천당제약","-",39650,"409","96.94","6,719","5.9",50,0.13,31,NA
"32",2019-06-07,"003380","하림지주","-",11750,"1,315","8.94","17,993","0.65",100,0.85,32,NA
"33",2019-06-07,"005290","동진쎄미켐","-",11950,"928","12.88","5,875","2.03",90,0.75,33,NA
"34",2019-06-07,"006730","서부T&D","-",8810,"-","-","11,703","0.75",0,0,34,NA
"35",2019-06-07,"007390","네이처셀","-",11200,"42","266.67","813","13.78",0,0,35,NA
"36",2019-06-07,"007820","에스엠코어","-",10300,"76","135.53","3,774","2.73",50,0.49,36,NA
"37",2019-06-07,"010170","대한광통신","-",4665,"318","14.67","2,591","1.8",0,0,37,NA
"38",2019-06-07,"013030","하이록코리아","-",16750,"848","19.75","24,637","0.68",500,2.99,38,NA
"39",2019-06-07,"014620","성광벤드","-",10750,"-","-","15,246","0.71",100,0.93,39,NA
"40",2019-06-07,"015750","성우하이텍","-",4135,"343","12.06","13,053","0.32",80,1.93,40,NA
"41",2019-06-07,"016100","리더스코스메틱","-",10000,"-","-","4,203","2.38",0,0,41,NA
"42",2019-06-07,"016250","이테크건설","-",108000,"13,248","8.15","101,364","1.07",1000,0.93,42,NA
"43",2019-06-07,"018000","유니슨","-",1235,"-","-","740","1.67",0,0,43,NA
"44",2019-06-07,"019210","와이지-원","-",9440,"717","13.17","10,518","0.9",200,2.12,44,NA
"45",2019-06-07,"022100","포스코 ICT","-",5550,"-","-","2,227","2.49",50,0.9,45,NA
"46",2019-06-07,"023160","태광","-",10250,"388","26.42","16,001","0.64",75,0.73,46,NA
"47",2019-06-07,"023410","유진기업","-",5870,"325","18.06","9,810","0.6",150,2.56,47,NA
"48",2019-06-07,"025770","한국정보통신","-",9080,"651","13.95","4,754","1.91",0,0,48,NA
"49",2019-06-07,"025900","동화기업","-",18500,"2,138","8.65","25,580","0.72",250,1.35,49,NA
"50",2019-06-07,"025980","아난티","-",15250,"-","-","3,902","3.91",0,0,50,NA
"51",2019-06-07,"028150","GS홈쇼핑","-",172000,"21,838","7.88","165,849","1.04",7000,4.07,51,NA
"52",2019-06-07,"028300","에이치엘비","-",72500,"678","106.93","4,438","16.34",0,0,52,NA
"53",2019-06-07,"029960","코엔텍","-",11400,"492","23.17","2,974","3.83",400,3.51,53,NA
"54",2019-06-07,"033290","코웰패션","-",7230,"561","12.89","2,303","3.14",40,0.55,54,NA
"55",2019-06-07,"307870","골든브릿지이안5호","-",2070,"-","-","-","-",NA,NA,55,NA
"56",2019-06-07,"005670","푸드웰","-",10150,"574","17.68","5,885","1.72",75,0.74,56,NA
"57",2019-06-07,"310200","미래에셋대우스팩2호","-",2365,"-","-","-","-",NA,NA,57,NA
"58",2019-06-07,"037460","삼지전자","-",12500,"864","14.47","11,495","1.09",140,1.12,58,NA
"59",2019-06-07,"073540","에프알텍","-",4835,"-","-","2,892","1.67",0,0,59,NA
"60",2019-06-07,"101390","아이엠","-",1350,"-","-","1,248","1.08",0,0,60,NA
"61",2019-06-07,"060720","KH바텍","-",10900,"-","-","8,612","1.27",0,0,61,NA
"62",2019-06-07,"046940","우원개발","-",3965,"-","-","3,774","1.05",0,0,62,NA
"63",2019-06-07,"290270","휴네시온","-",8280,"246","33.66","4,637","1.79",50,0.6,63,NA
"64",2019-06-07,"043710","서울리거","-",2785,"-","-","1,905","1.46",0,0,64,NA
"65",2019-06-07,"035480","마제스타","-",1475,"-","-","711","2.07",0,0,65,NA
"66",2019-06-07,"214370","케어젠","관리종목",76500,"2,950","25.93","22,422","3.41",600,0.78,66,NA
"67",2019-06-07,"030190","NICE평가정보","-",16850,"641","26.29","3,267","5.16",190,1.13,67,NA
"68",2019-06-07,"030520","한글과컴퓨터","-",12800,"299","42.81","8,613","1.49",200,1.56,68,NA
"69",2019-06-07,"030530","원익홀딩스","-",3885,"1,016","3.82","9,500","0.41",0,0,69,NA
"70",2019-06-07,"034230","파라다이스","-",16450,"-","-","13,989","1.18",100,0.61,70,NA
"71",2019-06-07,"035600","KG이니시스","-",14250,"1,276","11.17","7,642","1.86",300,2.11,71,NA
"72",2019-06-07,"035760","CJ ENM","-",189000,"12,661","14.93","126,022","1.5",1200,0.63,72,NA
"73",2019-06-07,"035810","이지바이오","-",6480,"620","10.45","6,828","0.95",75,1.16,73,NA
"74",2019-06-07,"035890","서희건설","-",1315,"208","6.32","1,617","0.81",15,1.14,74,NA
"75",2019-06-07,"036420","제이콘텐트리","-",4965,"152","32.66","2,339","2.12",0,0,75,NA
"76",2019-06-07,"036490","SK머티리얼즈","-",152800,"11,536","13.25","35,670","4.28",3750,2.45,76,NA
"77",2019-06-07,"036630","세종텔레콤","-",514,"-","-","553","0.93",0,0,77,NA
"78",2019-06-07,"036830","솔브레인","-",46950,"5,872","8","41,701","1.13",750,1.6,78,NA
"79",2019-06-07,"036930","주성엔지니어링","-",6560,"906","7.24","4,250","1.54",100,1.52,79,NA
"80",2019-06-07,"038290","마크로젠","-",31650,"353","89.66","11,214","2.82",0,0,80,NA
"81",2019-06-07,"038500","삼표시멘트","-",3675,"-","-","5,784","0.64",0,0,81,NA
"82",2019-06-07,"038540","상상인","-",21750,"2,943","7.39","8,924","2.44",0,0,82,NA
"83",2019-06-07,"039200","오스코텍","-",23550,"153","153.92","1,621","14.53",0,0,83,NA
"84",2019-06-07,"041830","인바디","-",27600,"1,459","18.92","9,090","3.04",120,0.43,84,NA
"85",2019-06-07,"041960","코미팜","-",25250,"-","-","1,611","15.67",0,0,85,NA
"86",2019-06-07,"042000","카페24","-",60800,"-","-","11,657","5.22",0,0,86,NA
"87",2019-06-07,"043150","바텍","-",26300,"1,835","14.33","14,752","1.78",100,0.38,87,NA
"88",2019-06-07,"043370","평화정공","-",8390,"2,135","3.93","25,862","0.32",160,1.91,88,NA
"89",2019-06-07,"044340","위닉스","-",23250,"1,159","20.06","6,641","3.5",400,1.72,89,NA
"90",2019-06-07,"044490","태웅","-",10150,"-","-","30,137","0.34",0,0,90,NA
"91",2019-06-07,"045100","한양이엔지","-",13400,"4,359","3.07","16,968","0.79",400,2.99,91,NA
"92",2019-06-07,"045390","대아티아이","-",5840,"91","64.18","1,291","4.52",20,0.34,92,NA
"93",2019-06-07,"046890","서울반도체","-",19100,"1,094","17.46","11,122","1.72",284,1.49,93,NA
"94",2019-06-07,"048260","오스템임플란트","-",73800,"913","80.83","7,604","9.71",0,0,94,NA
"95",2019-06-07,"048530","인트론바이오","-",17000,"292","58.22","1,268","13.41",0,0,95,NA
"96",2019-06-07,"049950","미래컴퍼니","-",47850,"2,748","17.41","12,702","3.77",300,0.63,96,NA
"97",2019-06-07,"051370","인터플렉스","-",11500,"-","-","10,474","1.1",0,0,97,NA
"98",2019-06-07,"051500","CJ프레시웨이","-",27550,"1,154","23.87","16,496","1.67",200,0.73,98,NA
"99",2019-06-07,"052020","에스티큐브","-",17650,"-","-","1,393","12.67",0,0,99,NA
"100",2019-06-07,"053030","바이넥스","-",10700,"203","52.71","4,709","2.27",0,0,100,NA
"101",2019-06-07,"053800","안랩","-",61900,"2,630","23.54","19,413","3.19",900,1.45,101,NA
"102",2019-06-07,"056190","에스에프에이","-",40500,"4,556","8.89","21,857","1.85",1278,3.16,102,NA
"103",2019-06-07,"058470","리노공업","-",58100,"3,219","18.05","17,244","3.37",1100,1.89,103,NA
"104",2019-06-07,"058820","CMG제약","-",3785,"56","67.59","955","3.96",0,0,104,NA
"105",2019-06-07,"060570","드림어스컴퍼니","-",7360,"-","-","2,877","2.56",0,0,105,NA
"106",2019-06-07,"063080","게임빌","-",43350,"-","-","35,689","1.21",0,0,106,NA
"107",2019-06-07,"063570","한국전자금융","-",8750,"702","12.46","4,546","1.92",110,1.26,107,NA
"108",2019-06-07,"064760","티씨케이","-",58000,"4,013","14.45","15,772","3.68",900,1.55,108,NA
"109",2019-06-07,"065620","제낙스","-",17500,"-","-","409","42.79",0,0,109,NA
"110",2019-06-07,"065660","안트로젠","-",55000,"-","-","6,539","8.41",0,0,110,NA
"111",2019-06-07,"066970","엘앤에프","-",27600,"927","29.77","5,680","4.86",100,0.36,111,NA
"112",2019-06-07,"067080","대화제약","-",17250,"376","45.88","4,218","4.09",150,0.87,112,NA
"113",2019-06-07,"067160","아프리카TV","-",63700,"2,016","31.6","8,041","7.92",470,0.74,113,NA
"114",2019-06-07,"067290","JW신약","-",5950,"-","-","804","7.4",60,1.01,114,NA
"115",2019-06-07,"067390","아스트","-",10750,"235","45.74","6,040","1.78",0,0,115,NA
"116",2019-06-07,"067630","에이치엘비생명과학","-",15900,"-","-","6,036","2.63",0,0,116,NA
"117",2019-06-07,"069080","웹젠","-",16050,"1,609","9.98","8,878","1.81",0,0,117,NA
"118",2019-06-07,"073070","에스모","-",5870,"-","-","891","6.59",0,0,118,NA
"119",2019-06-07,"074600","원익QnC","-",11550,"1,541","7.5","8,003","1.44",0,0,119,NA
"120",2019-06-07,"078160","메디포스트","-",34050,"-","-","8,124","4.19",0,0,120,NA
"121",2019-06-07,"078340","컴투스","-",99900,"10,358","9.64","65,600","1.52",1400,1.4,121,NA
"122",2019-06-07,"080160","모두투어","-",20900,"695","30.07","7,056","2.96",350,1.67,122,NA
"123",2019-06-07,"080420","모다이노칩","-",4635,"347","13.36","4,317","1.07",0,0,123,NA
"124",2019-06-07,"083790","크리스탈","-",15850,"187","84.76","4,415","3.59",0,0,124,NA
"125",2019-06-07,"084110","휴온스글로벌","-",38300,"2,665","14.37","33,197","1.15",500,1.31,125,NA
"126",2019-06-07,"084370","유진테크","-",11750,"859","13.68","10,213","1.15",230,1.96,126,NA
"127",2019-06-07,"086450","동국제약","-",58400,"5,341","10.93","34,603","1.69",520,0.89,127,NA
"128",2019-06-07,"086520","에코프로","-",27000,"1,781","15.16","8,188","3.3",0,0,128,NA
"129",2019-06-07,"086900","메디톡스","-",433100,"12,890","33.6","43,440","9.97",900,0.21,129,NA
"130",2019-06-07,"087010","펩트론","-",19450,"-","-","2,943","6.61",0,0,130,NA
"131",2019-06-07,"089600","나스미디어","-",40800,"2,161","18.88","15,088","2.7",530,1.3,131,NA
"132",2019-06-07,"091700","파트론","-",17950,"186","96.51","5,602","3.2",200,1.11,132,NA
"133",2019-06-07,"092040","아미코젠","-",26800,"2,093","12.8","6,632","4.04",0,0,133,NA
"134",2019-06-07,"092730","네오팜","-",54000,"2,173","24.85","7,946","6.8",650,1.2,134,NA
"135",2019-06-07,"095610","테스","-",16350,"2,192","7.46","10,746","1.52",400,2.45,135,NA
"136",2019-06-07,"096530","씨젠","-",28700,"378","75.93","5,245","5.47",0,0,136,NA
"137",2019-06-07,"098460","고영","-",90700,"3,122","29.05","16,501","5.5",650,0.72,137,NA
"138",2019-06-07,"100120","뷰웍스","-",33350,"2,095","15.92","14,077","2.37",300,0.9,138,NA
"139",2019-06-07,"100130","동국S&C","-",2535,"-","-","4,486","0.57",80,3.16,139,NA
"140",2019-06-07,"104830","원익머트리얼즈","-",21550,"3,336","6.46","22,285","0.97",200,0.93,140,NA
"141",2019-06-07,"108230","톱텍","-",9700,"546","17.77","9,097","1.07",150,1.55,141,NA
"142",2019-06-07,"108320","실리콘웍스","-",42600,"3,010","14.15","27,460","1.55",830,1.95,142,NA
"143",2019-06-07,"108790","인터파크","-",5540,"-","-","4,712","1.18",100,1.81,143,NA
"144",2019-06-07,"112040","위메이드","-",33950,"-","-","15,451","2.2",600,1.77,144,NA
"145",2019-06-07,"115450","지트리비앤티","-",31100,"196","158.67","2,804","11.09",0,0,145,NA
"146",2019-06-07,"115960","연우","-",27700,"594","46.63","15,453","1.79",0,0,146,NA
"147",2019-06-07,"119610","인터로조","-",27150,"1,296","20.95","10,695","2.54",300,1.1,147,NA
"148",2019-06-07,"121440","골프존뉴딘홀딩스","-",3740,"-","-","11,313","0.33",117,3.13,148,NA
"149",2019-06-07,"140410","메지온","-",112000,"-","-","6,633","16.89",0,0,149,NA
"150",2019-06-07,"141080","레고켐바이오","-",51500,"-","-","8,473","6.08",0,0,150,NA
"151",2019-06-07,"144510","녹십자랩셀","-",38300,"95","403.16","4,522","8.47",35,0.09,151,NA
"152",2019-06-07,"145020","휴젤","-",389900,"17,481","22.3","166,977","2.34",0,0,152,NA
"153",2019-06-07,"178920","SKC코오롱PI","-",29800,"1,191","25.02","8,810","3.38",830,2.79,153,NA
"154",2019-06-07,"182400","에이티젠","-",14250,"-","-","1,406","10.14",0,0,154,NA
"155",2019-06-07,"200130","콜마비앤에이치","-",25150,"1,637","15.36","6,928","3.63",200,0.8,155,NA
"156",2019-06-07,"200230","텔콘RF제약","-",6250,"-","-","1,871","3.34",0,0,156,NA
"157",2019-06-07,"206640","바디텍메드","-",10950,"-","-","2,790","3.92",50,0.46,157,NA
"158",2019-06-07,"213420","덕산네오룩스","-",15550,"784","19.83","5,870","2.65",0,0,158,NA
"159",2019-06-07,"214450","파마리서치프로덕트","-",48750,"1,528","31.9","19,925","2.45",300,0.62,159,NA
"160",2019-06-07,"215360","우리산업","-",26300,"1,338","19.66","11,913","2.21",100,0.38,160,NA
"161",2019-06-07,"217480","에스디생명공학","-",7960,"401","19.85","4,977","1.6",0,0,161,NA
"162",2019-06-07,"218410","RFHIC","-",26400,"1,084","24.35","6,976","3.78",200,0.76,162,NA
"163",2019-06-07,"222040","코스맥스엔비티","-",11800,"369","31.98","4,406","2.68",111,0.94,163,NA
"164",2019-06-07,"237690","에스티팜","-",17850,"-","-","17,773","1",500,2.8,164,NA
"165",2019-06-07,"237880","클리오","-",21850,"59","370.34","8,318","2.63",0,0,165,NA
"166",2019-06-07,"240810","원익IPS","-",22950,"2,105","10.9","8,946","2.57",220,0.96,166,NA
"167",2019-06-07,"241710","코스메카코리아","-",21550,"840","25.65","11,702","1.84",100,0.46,167,NA
"168",2019-06-07,"243070","휴온스","-",57000,"5,044","11.3","18,187","3.13",800,1.4,168,NA
"169",2019-06-07,"253450","스튜디오드래곤","-",73600,"1,278","57.59","14,305","5.15",0,0,169,NA
"170",2019-06-07,"267980","매일유업","-",87800,"7,545","11.64","44,235","1.98",700,0.8,170,NA
"171",2019-06-07,"272290","이녹스첨단소재","-",49500,"3,355","14.75","15,909","3.11",0,0,171,NA
"172",2019-06-07,"031980","피에스케이홀딩스","-",9080,"3,227","2.81","16,372","0.55",400,4.41,172,NA
"173",2019-06-07,"068760","셀트리온제약","-",51500,"-","-","7,927","6.5",0,0,173,NA
"174",2019-06-07,"091990","셀트리온헬스케어","-",57300,"80","716.25","11,419","5.02",0,0,174,NA
"175",2019-06-07,"122870","와이지엔터테인먼트","-",32250,"975","33.08","18,407","1.75",150,0.47,175,NA
"176",2019-06-07,"183490","엔지켐생명과학","-",76400,"-","-","7,610","10.04",0,0,176,NA
"177",2019-06-07,"082270","젬백스","-",15100,"-","-","3,228","4.68",0,0,177,NA
"178",2019-06-07,"148250","알엔투테크놀로지","-",14100,"152","92.76","3,494","4.04",40,0.28,178,NA
"179",2019-06-07,"215200","메가스터디교육","-",36200,"3,508","10.32","18,126","2",850,2.35,179,NA
"180",2019-06-07,"263750","펄어비스","-",202300,"12,498","16.19","31,525","6.42",0,0,180,NA
"181",2019-06-07,"035900","JYP Ent.","-",26300,"742","35.44","3,587","7.33",122,0.46,181,NA
"182",2019-06-07,"095700","제넥신","-",66000,"-","-","14,152","4.66",0,0,182,NA
"183",2019-06-07,"039030","이오테크닉스","-",60000,"1,778","33.75","30,383","1.97",100,0.17,183,NA
"184",2019-06-07,"084990","헬릭스미스","-",190700,"-","-","8,390","22.73",0,0,184,NA
"185",2019-06-07,"102940","코오롱생명과학","-",22600,"-","-","41,865","0.54",0,0,185,NA
"186",2019-06-07,"041510","에스엠","-",47800,"1,363","35.07","18,424","2.59",0,0,186,NA
"187",2019-06-07,"039840","디오","-",38700,"379","102.11","7,491","5.17",0,0,187,NA
"188",2019-06-07,"090460","비에이치","-",17450,"2,726","6.4","5,988","2.91",0,0,188,NA
"189",2019-06-07,"039230","에이아이비트","-",923,"-","-","501","1.84",0,0,189,NA
"190",2019-06-07,"031390","녹십자셀","-",45450,"1,189","38.23","5,661","8.03",100,0.22,190,NA
"191",2019-06-07,"049480","오픈베이스","-",2585,"-","-","2,016","1.28",15,0.58,191,NA
"192",2019-06-07,"078890","가온미디어","-",13200,"368","35.87","9,602","1.37",100,0.76,192,NA
"193",2019-06-07,"297570","IBKS제9호스팩","-",2935,"-","-","-","-",0,0,193,NA
"194",2019-06-07,"089030","테크윙","-",13450,"1,091","12.33","8,686","1.55",230,1.71,194,NA
"195",2019-06-07,"053110","소리바다","-",1170,"-","-","465","2.52",0,0,195,NA
"196",2019-06-07,"246710","티앤알바이오팹","-",17700,"-","-","3,717","4.76",0,0,196,NA
"197",2019-06-07,"150840","인트로메딕","-",5540,"-","-","803","6.9",0,0,197,NA
"198",2019-06-07,"042940","상지카일룸","-",1825,"271","6.73","1,209","1.51",0,0,198,NA
"199",2019-06-07,"054340","피앤텔","관리종목",6680,"-","-","740","9.03",0,0,199,NA
"200",2019-06-07,"085370","루트로닉","-",9070,"-","-","5,003","1.81",0,0,200,NA
"201",2019-06-07,"08537M","루트로닉3우C","-",12700,"-","-","-","-",0,0,201,NA
"202",2019-06-07,"101400","엔시트론","-",620,"-","-","56","11.07",0,0,202,NA
"203",2019-06-07,"083640","인콘","-",3015,"-","-","770","3.92",0,0,203,NA
"204",2019-06-07,"091970","나노캠텍","-",5100,"55","92.73","3,076","1.66",0,0,204,NA
"205",2019-06-07,"289080","SV인베스트먼트","-",2600,"136","19.12","516","5.04",0,0,205,NA
"206",2019-06-07,"027580","상보","-",2055,"-","-","701","2.93",0,0,206,NA
"207",2019-06-07,"038340","UCI","-",1830,"-","-","708","2.58",0,0,207,NA
"208",2019-06-07,"052190","이에스에이","-",2350,"-","-","1,292","1.82",0,0,208,NA
"209",2019-06-07,"088290","이원컴포텍","-",1395,"-","-","599","2.33",0,0,209,NA
"210",2019-06-07,"066430","와이오엠","-",7170,"-","-","542","13.23",0,0,210,NA
"211",2019-06-07,"032790","엠젠플러스","-",8140,"-","-","1,262","6.45",0,0,211,NA
"212",2019-06-07,"063440","SM Life Design","-",1735,"-","-","1,135","1.53",0,0,212,NA
"213",2019-06-07,"150900","파수닷컴","-",4540,"107","42.43","2,198","2.07",0,0,213,NA
"214",2019-06-07,"050890","쏠리드","-",6710,"246","27.28","2,177","3.08",0,0,214,NA
"215",2019-06-07,"178780","유테크","관리종목",1595,"-","-","854","1.87",0,0,215,NA
"216",2019-06-07,"219550","MP한강","-",1115,"70","15.93","516","2.16",0,0,216,NA
"217",2019-06-07,"052860","아이앤씨","-",5930,"105","56.48","2,745","2.16",0,0,217,NA
"218",2019-06-07,"122350","삼기오토모티브","-",2805,"17","165","3,643","0.77",45,1.6,218,NA
"219",2019-06-07,"023770","플레이위드","-",8400,"-","-","1,180","7.12",0,0,219,NA
"220",2019-06-07,"031860","엔에스엔","-",4400,"-","-","872","5.05",0,0,220,NA
"221",2019-06-07,"138690","엘아이에스","-",12400,"9","1,377.78","2,320","5.34",0,0,221,NA
"222",2019-06-07,"122640","예스티","-",15200,"-","-","4,325","3.51",0,0,222,NA
"223",2019-06-07,"065560","녹원씨엔아이","-",8900,"509","17.49","5,161","1.72",108,1.21,223,NA
"224",2019-06-07,"226340","본느","-",4450,"13","342.31","852","5.22",0,0,224,NA
"225",2019-06-07,"225190","삼양옵틱스","-",14700,"1,246","11.8","3,595","4.09",1100,7.48,225,NA
"226",2019-06-07,"069140","누리플랜","-",6160,"113","54.51","4,634","1.33",0,0,226,NA
"227",2019-06-07,"187220","디티앤씨","-",10950,"151","72.52","7,792","1.41",0,0,227,NA
"228",2019-06-07,"226350","아이엠텍","관리종목",1175,"-","-","104","11.3",0,0,228,NA
"229",2019-06-07,"197210","리드","-",6120,"-","-","2,686","2.28",0,0,229,NA
"230",2019-06-07,"043200","파루","-",2555,"-","-","1,133","2.26",0,0,230,NA
"231",2019-06-07,"241790","오션브릿지","-",11250,"1,482","7.59","5,608","2.01",400,3.56,231,NA
"232",2019-06-07,"073010","케이에스피","관리종목",1620,"-","-","584","2.77",0,0,232,NA
"233",2019-06-07,"036260","이매진아시아","-",2220,"-","-","715","3.1",0,0,233,NA
"234",2019-06-07,"045890","GV","-",2065,"-","-","1,874","1.1",0,0,234,NA
"235",2019-06-07,"044960","이글벳","-",9040,"85","106.35","2,733","3.31",20,0.22,235,NA
"236",2019-06-07,"078650","코렌","-",2245,"209","10.74","1,071","2.1",0,0,236,NA
"237",2019-06-07,"101000","상상인인더스트리","-",3130,"-","-","733","4.27",0,0,237,NA
"238",2019-06-07,"050110","캠시스","-",2450,"182","13.46","1,332","1.84",0,0,238,NA
"239",2019-06-07,"127710","아시아경제","-",2100,"1,138","1.85","4,211","0.5",80,3.81,239,NA
"240",2019-06-07,"045970","코아시아","-",6400,"-","-","4,921","1.3",0,0,240,NA
"241",2019-06-07,"106520","디지탈옵틱","관리종목",752,"-","-","874","0.86",0,0,241,NA
"242",2019-06-07,"127160","매직마이크로","-",1275,"-","-","1,166","1.09",0,0,242,NA
"243",2019-06-07,"141020","포티스","-",1025,"-","-","701","1.46",0,0,243,NA
"244",2019-06-07,"030960","양지사","-",10800,"190","56.84","4,179","2.58",50,0.46,244,NA
"245",2019-06-07,"042520","한스바이오메드","-",25100,"417","60.19","6,625","3.79",100,0.4,245,NA
"246",2019-06-07,"189690","포시에스","-",6800,"842","8.08","6,537","1.04",100,1.47,246,NA
"247",2019-06-07,"017250","인터엠","-",3050,"-","-","3,513","0.87",120,3.93,247,NA
"248",2019-06-07,"000440","중앙에너비스","-",6880,"958","7.18","7,269","0.95",160,2.33,248,NA
"249",2019-06-07,"001000","신라섬유","-",2225,"7","317.86","587","3.79",0,0,249,NA
"250",2019-06-07,"001540","안국약품","-",11350,"1,154","9.84","11,253","1.01",220,1.94,250,NA
"251",2019-06-07,"001810","무림SP","-",2795,"505","5.53","9,212","0.3",35,1.25,251,NA
"252",2019-06-07,"002230","피에스텍","-",4275,"-","-","7,283","0.59",75,1.75,252,NA
"253",2019-06-07,"002680","한탑","-",2435,"-","-","2,135","1.14",0,0,253,NA
"254",2019-06-07,"002800","신신제약","-",7050,"191","36.91","3,595","1.96",33,0.47,254,NA
"255",2019-06-07,"003100","선광","-",17100,"1,645","10.4","45,898","0.37",400,2.34,255,NA
"256",2019-06-07,"003310","대주산업","-",1560,"48","32.5","1,440","1.08",30,1.92,256,NA
"257",2019-06-07,"004650","창해에탄올","-",14900,"460","32.39","11,519","1.29",600,4.03,257,NA
"258",2019-06-07,"004780","대륙제관","-",5190,"228","22.76","6,517","0.8",80,1.54,258,NA
"259",2019-06-07,"005160","동국산업","-",2665,"204","13.06","6,930","0.38",130,4.88,259,NA
"260",2019-06-07,"005710","대원산업","-",6610,"1,404","4.71","13,736","0.48",125,1.89,260,NA
"261",2019-06-07,"005860","한일사료","-",2190,"9","243.33","1,573","1.39",25,1.14,261,NA
"262",2019-06-07,"005990","매일홀딩스","-",13750,"1,930","7.12","19,879","0.69",120,0.87,262,NA
"263",2019-06-07,"006140","피제이전자","-",4710,"473","9.96","6,995","0.67",185,3.93,263,NA
"264",2019-06-07,"006910","보성파워텍","-",2230,"-","-","1,710","1.3",0,0,264,NA
"265",2019-06-07,"006920","모헨즈","-",5450,"101","53.96","2,011","2.71",0,0,265,NA
"266",2019-06-07,"007330","푸른저축은행","-",8390,"1,994","4.21","16,417","0.51",550,6.56,266,NA
"267",2019-06-07,"007370","진양제약","-",3900,"83","46.99","3,504","1.11",100,2.56,267,NA
"268",2019-06-07,"008290","원풍물산","-",3440,"-","-","636","5.41",0,0,268,NA
"269",2019-06-07,"008370","원풍","-",3705,"171","21.67","6,208","0.6",150,4.05,269,NA
"270",2019-06-07,"009300","삼아제약","-",16900,"1,442","11.72","25,259","0.67",250,1.48,270,NA
"271",2019-06-07,"009780","엠에스씨","-",6750,"608","11.1","4,577","1.47",60,0.89,271,NA
"272",2019-06-07,"011040","경동제약","-",9050,"222","40.77","7,974","1.13",300,3.31,272,NA
"273",2019-06-07,"014470","부방","-",2835,"43","65.93","3,408","0.83",0,0,273,NA
"274",2019-06-07,"010470","오리콤","-",5280,"803","6.58","6,809","0.78",220,4.17,274,NA
"275",2019-06-07,"089230","THE E&M","-",1170,"199","5.88","277","4.22",0,0,275,NA
"276",2019-06-07,"225650","쿠첸","-",6240,"64","97.5","5,688","1.1",0,0,276,NA
"277",2019-06-07,"137950","제이씨케미칼","-",3515,"224","15.69","3,671","0.96",60,1.71,277,NA
"278",2019-06-07,"054210","이랜텍","-",6020,"-","-","6,884","0.87",0,0,278,NA
"279",2019-06-07,"029480","바른테크놀로지","-",897,"-","-","293","3.06",0,0,279,NA
