"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"462","089030","테크윙",25850,1950,8.16,"KOSDAQ","반도체",501189312800,1712,15.1,10478,2.47,230,0.89
"463","122450","KMH",11050,-250,-2.21,"KOSDAQ","방송서비스",500962402200,718,15.39,5865,1.88,0,0
"464","015750","성우하이텍",6250,300,5.04,"KOSDAQ","운송장비·부품",5e+11,NA,NA,12845,0.49,50,0.8
"465","003060","에이프로젠제약",1250,15,1.21,"KOSPI","의약품",498219708750,35,35.71,1268,0.99,0,0
"466","206640","바디텍메드",21100,1100,5.5,"KOSDAQ","제약",495566416000,1978,10.67,5103,4.13,200,0.95
"467","078020","이베스트투자증권",8870,220,2.54,"KOSDAQ","금융",492118155300,2413,3.68,11051,0.8,550,6.2
"468","330860","네패스아크",40550,100,0.25,"KOSDAQ","반도체",491439885800,NA,NA,13343,3.04,0,0
"469","003800","에이스침대",44100,-200,-0.45,"KOSDAQ","기타제조",4.89069e+11,4811,9.17,45711,0.96,1100,2.49
"470","339770","교촌에프앤비",19450,-200,-1.02,"KOSPI","유통업",485910403000,1107,17.57,6145,3.17,200,1.03
"471","016800","퍼시스",42050,-600,-1.41,"KOSPI","기타제조업",4.83575e+11,3660,11.49,40080,1.05,1000,2.38
"472","018000","유니슨",3970,-35,-0.87,"KOSDAQ","기계·장비",483280466550,NA,NA,625,6.35,0,0
"473","043150","바텍",32500,-1200,-3.56,"KOSDAQ","의료·정밀기기",482763320000,NA,NA,14979,2.17,100,0.31
"474","126560","현대퓨처넷",4275,-35,-0.81,"KOSPI","서비스업",482547447900,NA,NA,6121,0.7,80,1.87
"475","009290","광동제약",9180,20,0.22,"KOSPI","의약품",481223412180,1119,8.2,9112,1.01,100,1.09
"476","080160","모두투어",25450,-650,-2.49,"KOSDAQ","기타서비스",4.81005e+11,NA,NA,2777,9.16,0,0
"477","002270","롯데푸드",424000,5500,1.31,"KOSPI","음식료품",479912880000,77191,5.49,672512,0.63,12000,2.83
"478","137400","피엔티",21100,0,0,"KOSDAQ","기계·장비",479839277800,1717,12.29,5917,3.57,100,0.47
"479","020120","키다리스튜디오",14600,300,2.1,"KOSPI","서비스업",477972347200,4,3650,1469,9.94,0,0
"480","059090","미코",15250,0,0,"KOSDAQ","반도체",477578195750,379,40.24,3587,4.25,0,0
"481","001510","SK증권",1010,10,1,"KOSPI","증권",477316072710,25,40.4,1207,0.84,10,0.99
"482","001530","DI동일",190000,4000,2.15,"KOSPI","유통업",477024450000,10653,17.84,198359,0.96,1500,0.79
"483","006730","서부T&D",8030,-190,-2.31,"KOSDAQ","숙박·음식",475849215930,NA,NA,10575,0.76,50,0.62
"484","064260","다날",6890,-70,-1.01,"KOSDAQ","디지털컨텐츠",475058885600,264,26.1,3368,2.05,0,0
"485","035890","서희건설",2060,-10,-0.48,"KOSDAQ","건설",473405421420,632,3.26,2260,0.91,40,1.94
"486","065660","안트로젠",50200,-200,-0.4,"KOSDAQ","유통",472976619000,NA,NA,8915,5.63,0,0
"487","095720","웅진씽크빅",4055,75,1.88,"KOSPI","서비스업",468376769175,8,506.88,3213,1.26,110,2.71
"488","030520","한글과컴퓨터",18900,200,1.07,"KOSDAQ","소프트웨어",468307148400,1539,12.28,10878,1.74,0,0
"489","025860","남해화학",9390,100,1.08,"KOSPI","화학",466484335770,522,17.99,9117,1.03,80,0.85
"490","001200","유진투자증권",4770,185,4.03,"KOSPI","증권",462052813860,797,5.98,8932,0.53,120,2.52
"491","189300","인텔리안테크",61100,5100,9.11,"KOSDAQ","일반전기전자",461997751800,79,773.42,10142,6.02,100,0.16
"492","060980","한라홀딩스",44100,-100,-0.23,"KOSPI","기타금융",461818287000,4297,10.26,84687,0.52,2000,4.54
"493","007860","서연",19650,-300,-1.5,"KOSPI","기타금융",461378934600,NA,NA,18291,1.07,50,0.25
"494","045390","대아티아이",6470,70,1.09,"KOSDAQ","일반전기전자",460350347340,99,65.35,1437,4.5,20,0.31
"495","036200","유니셈",15000,350,2.39,"KOSDAQ","반도체",459963345000,715,20.98,4799,3.13,80,0.53
"496","023410","유진기업",5930,200,3.49,"KOSDAQ","비금속",458453417590,692,8.57,10357,0.57,170,2.87
"497","006840","AK홀딩스",34600,-300,-0.86,"KOSPI","기타금융",458365610600,NA,NA,50471,0.69,400,1.16
"498","060720","KH바텍",19350,350,1.84,"KOSDAQ","IT부품",458090023050,NA,NA,7447,2.6,0,0
"499","041140","넥슨지티",12950,250,1.97,"KOSDAQ","디지털컨텐츠",458084519900,115,112.61,3157,4.1,0,0
"500","029960","코엔텍",9150,110,1.22,"KOSDAQ","기타서비스",4.575e+11,513,17.84,3028,3.02,510,5.57
"501","004430","송원산업",18900,350,1.89,"KOSPI","화학",4.536e+11,1144,16.52,19113,0.99,120,0.63
"502","099320","쎄트렉아이",49900,2150,4.5,"KOSDAQ","통신장비",453371789300,1654,30.17,10057,4.96,340,0.68
"503","294570","쿠콘",56900,-100,-0.18,"KOSDAQ","소프트웨어",452118182200,2849,19.97,10011,5.68,0,0
"504","101160","월덱스",27350,950,3.6,"KOSDAQ","반도체",451575658550,1321,20.7,6600,4.14,70,0.26
"505","033180","KH 필룩스",3400,90,2.72,"KOSPI","전기전자",451281755200,NA,NA,2768,1.23,0,0
"506","216050","인크로스",55900,1800,3.33,"KOSDAQ","기타서비스",450373834300,1701,32.86,9251,6.04,0,0
"507","084690","대상홀딩스",12400,-400,-3.13,"KOSPI","기타금융",449035471200,2360,5.25,17589,0.7,220,1.77
"508","108230","톱텍",11800,-150,-1.26,"KOSDAQ","기계·장비",448674291000,294,40.14,9538,1.24,100,0.85
"509","086390","유니테스트",21200,-100,-0.47,"KOSDAQ","반도체",448043471200,82,258.54,7301,2.9,0,0
"510","058650","세아홀딩스",112000,5000,4.67,"KOSPI","철강금속",4.48e+11,NA,NA,464459,0.24,2250,2.01
"511","007690","국도화학",76800,4500,6.22,"KOSPI","화학",446255308800,5376,14.29,92809,0.83,1200,1.56
"512","064550","바이오니아",17700,-350,-1.94,"KOSDAQ","제약",444837072600,2509,7.05,5775,3.06,0,0
"513","053210","스카이라이프",9300,-300,-3.13,"KOSPI","서비스업",444744283800,1203,7.73,15415,0.6,350,3.76
"514","001500","현대차증권",14800,300,2.07,"KOSPI","증권",444697228000,2739,5.4,27500,0.54,675,4.56
"515","298540","더네이쳐홀딩스",61100,1500,2.52,"KOSDAQ","섬유·의류",444339240800,6069,10.07,22641,2.7,400,0.65
"516","006060","화승인더",8030,-170,-2.07,"KOSPI","화학",444219600000,698,11.5,6374,1.26,188,2.34
"517","067310","하나마이크론",13900,250,1.83,"KOSDAQ","반도체",443894818100,NA,NA,4497,3.09,0,0
"518","104830","원익머트리얼즈",34900,-50,-0.14,"KOSDAQ","반도체",440019200000,2628,13.28,26857,1.3,200,0.57
"519","042040","케이피엠테크",3135,90,2.96,"KOSDAQ","화학",439571664345,NA,NA,928,3.38,0,0
"520","131370","알서포트",8250,100,1.23,"KOSDAQ","디지털컨텐츠",439453434750,NA,NA,1130,7.3,30,0.36
"521","138250","엔에스쇼핑",13000,50,0.39,"KOSPI","유통업",4.38048e+11,194,67.01,12397,1.05,150,1.15
"522","068290","삼성출판사",43400,-300,-0.69,"KOSPI","서비스업",4.34e+11,5322,8.15,14285,3.04,200,0.46
"523","185490","아이진",36400,-2500,-6.43,"KOSDAQ","기타서비스",432599185200,NA,NA,998,36.47,0,0
"524","067000","조이시티",9710,160,1.68,"KOSDAQ","디지털컨텐츠",430513202160,297,32.69,1761,5.51,0,0
"525","299030","하나기술",59000,200,0.34,"KOSDAQ","기계·장비",429502123000,NA,NA,7360,8.02,0,0
"526","007460","에이프로젠 KIC",2240,40,1.82,"KOSPI","기계",428765865920,NA,NA,1744,1.28,0,0
"527","194700","노바렉스",47550,400,0.85,"KOSDAQ","음식료·담배",428127837000,3162,15.04,12840,3.7,300,0.63
"528","321550","티움바이오",18000,950,5.57,"KOSDAQ","기타서비스",428110668000,NA,NA,3469,5.19,0,0
"529","110790","크리스에프앤씨",36500,-1850,-4.82,"KOSDAQ","섬유·의류",427615020000,3486,10.47,20508,1.78,740,2.03
"530","060900","대한그린파워",2785,-65,-2.28,"KOSDAQ","화학",426904392475,NA,NA,211,13.2,0,0
"531","096040","이트론",811,-16,-1.93,"KOSDAQ","정보기기",425449584628,NA,NA,152,5.34,0,0
"532","138080","오이솔루션",39800,200,0.51,"KOSDAQ","통신장비",422838981000,1164,34.19,13835,2.88,300,0.75
"533","080580","오킨스전자",23900,-400,-1.65,"KOSDAQ","반도체",422535222200,28,853.57,1725,13.86,0,0
"534","001390","KG케미칼",30450,1650,5.73,"KOSPI","화학",422222623200,3358,9.07,29370,1.04,400,1.31
"535","025950","동신건설",50200,-1400,-2.71,"KOSDAQ","건설",4.2168e+11,NA,NA,10157,4.94,150,0.3
"536","143240","사람인에이치알",36100,500,1.4,"KOSDAQ","인터넷",420899394300,1965,18.37,10698,3.37,600,1.66
"537","003300","한일홀딩스",14600,150,1.04,"KOSPI","비금속광물",420710388000,1677,8.71,46221,0.32,510,3.49
"538","136490","선진",17650,300,1.73,"KOSPI","음식료품",419710010600,3516,5.02,15558,1.13,100,0.57
"539","272550","삼양패키징",29500,-150,-0.51,"KOSPI","화학",419189218000,2273,12.98,21657,1.36,1000,3.39
"540","285490","노바텍",41450,800,1.97,"KOSDAQ","기타제조",417888288800,2497,16.6,7086,5.85,300,0.72
"541","000020","동화약품",14950,-50,-0.33,"KOSPI","의약품",417575476500,1033,14.47,11860,1.26,180,1.2
"542","200230","텔콘RF제약",4750,185,4.05,"KOSDAQ","통신장비",415667807000,NA,NA,1044,4.55,0,0
"543","003620","쌍용차",2770,0,0,"KOSPI","운수장비",415056805540,NA,NA,NA,NA,0,0
"544","265520","AP시스템",28600,0,0,"KOSDAQ","반도체",414134492200,1736,16.47,9041,3.16,120,0.42
"545","082740","HSD엔진",10200,200,2,"KOSPI","기계",414114104400,184,55.43,5892,1.73,0,0
"546","001780","알루코",4970,-40,-0.8,"KOSPI","철강금속",413540196510,NA,NA,2427,2.05,0,0
"547","256840","한국비엔씨",8010,-10,-0.12,"KOSDAQ","제약",412768404360,29,276.21,718,11.16,0,0
"548","004830","덕성",26200,550,2.14,"KOSPI","화학",4.10816e+11,232,112.93,3880,6.75,45,0.17
"549","036630","세종텔레콤",683,-20,-2.84,"KOSDAQ","통신서비스",410022744058,30,22.77,588,1.16,0,0
"550","038540","상상인",7410,-130,-1.72,"KOSDAQ","컴퓨터서비스",409982799330,1134,6.53,10581,0.7,0,0
"551","009680","모토닉",12400,100,0.81,"KOSPI","운수장비",4.092e+11,679,18.26,12565,0.99,400,3.23
"552","317400","자이에스앤디",10550,150,1.44,"KOSPI","서비스업",409155586000,727,14.51,5653,1.87,150,1.42
"553","284620","카이노스메드",3880,40,1.04,"KOSDAQ","기타서비스",408342095040,NA,NA,118,32.88,0,0
"554","008350","남선알미늄",3705,-5,-0.13,"KOSPI","철강금속",408213528450,95,39,1716,2.16,0,0
"555","000140","하이트진로홀딩스",17500,250,1.45,"KOSPI","기타금융",406118387500,3014,5.81,20817,0.84,400,2.29
"556","044340","위닉스",22700,300,1.34,"KOSDAQ","일반전기전자",405726747500,2596,8.74,10504,2.16,500,2.2
"557","002020","코오롱",32100,650,2.07,"KOSPI","기타금융",405308274600,10889,2.95,52610,0.61,500,1.56
"558","220630","맘스터치",3970,65,1.66,"KOSDAQ","유통",404215598070,244,16.27,776,5.12,30,0.76
"559","046440","KG모빌리언스",10400,200,1.96,"KOSDAQ","소프트웨어",403785907200,628,16.56,6842,1.52,220,2.12
"560","161000","애경유화",12600,150,1.2,"KOSPI","화학",4.03704e+11,1407,8.96,12313,1.02,350,2.78
"561","002390","한독",29300,400,1.38,"KOSPI","의약품",403271516900,1958,14.96,27703,1.06,300,1.02
"562","237880","클리오",23300,150,0.65,"KOSDAQ","화학",402427115000,576,40.45,8925,2.61,100,0.43
"563","000050","경방",14650,450,3.17,"KOSPI","유통업",401633705500,499,29.36,27063,0.54,125,0.85
"564","097780","에스맥",1535,10,0.66,"KOSDAQ","IT부품",400858499070,125,12.28,1109,1.38,0,0
"565","048910","대원미디어",31850,-50,-0.16,"KOSDAQ","유통",400639430100,339,93.95,6696,4.76,0,0
"566","047820","초록뱀미디어",2460,-5,-0.2,"KOSDAQ","오락·문화",400247805600,NA,NA,776,3.17,0,0
"567","032620","유비케어",7660,-50,-0.65,"KOSDAQ","소프트웨어",399830084740,123,62.28,2041,3.75,50,0.65
"568","245620","EDGC",4780,-10,-0.21,"KOSDAQ","기타서비스",399511888540,NA,NA,839,5.7,0,0
"569","347860","알체라",29500,1250,4.42,"KOSDAQ","소프트웨어",399099423000,NA,NA,2070,14.25,0,0
"570","034810","해성산업",15100,150,1,"KOSDAQ","금융",397980099800,25651,0.59,33305,0.45,175,1.16
"571","002620","제일파마홀딩스",24850,500,2.05,"KOSPI","서비스업",396937871750,745,33.36,25508,0.97,70,0.28
"572","122900","아이마켓코리아",11850,-400,-3.27,"KOSPI","유통업",396131754000,672,17.63,10210,1.16,600,5.06
"573","035080","인터파크",4875,-5,-0.1,"KOSDAQ","유통",395797169625,NA,NA,3675,1.33,20,0.41
"574","299900","위지윅스튜디오",10900,-50,-0.46,"KOSDAQ","오락·문화",395621178900,NA,NA,1890,5.77,0,0
"575","058430","포스코강판",65500,700,1.08,"KOSPI","철강금속",3.93e+11,1056,62.03,37210,1.76,500,0.76
"576","016580","환인제약",21050,50,0.24,"KOSPI","의약품",391531473500,1532,13.74,15920,1.32,300,1.43
"577","037560","LG헬로비전",5050,10,0.2,"KOSPI","서비스업",391106668250,NA,NA,8149,0.62,75,1.49
"578","298060","에스씨엠생명과학",32600,0,0,"KOSDAQ","제약",389313014200,NA,NA,5312,6.14,0,0
"579","100120","뷰웍스",38900,0,0,"KOSDAQ","의료·정밀기기",389072548500,2395,16.24,17022,2.29,450,1.16
"580","034950","한국기업평가",85600,300,0.35,"KOSDAQ","기타서비스",388667998400,4474,19.13,20617,4.15,2907,3.4
"581","075580","세진중공업",6820,150,2.25,"KOSPI","운수장비",387713289920,33,206.67,2720,2.51,150,2.2
"582","213500","한솔제지",16250,-50,-0.31,"KOSPI","종이목재",386759360000,2493,6.52,26670,0.61,700,4.31
"583","002990","금호건설",10550,350,3.43,"KOSPI","건설업",386487898200,741,14.24,10569,1,500,4.74
"584","121440","골프존뉴딘홀딩스",8980,80,0.9,"KOSDAQ","유통",384674625640,659,13.63,10948,0.82,117,1.3
"585","089010","켐트로닉스",25850,-50,-0.19,"KOSDAQ","화학",384083358450,1200,21.54,7619,3.39,250,0.97
"586","009520","포스코엠텍",9190,300,3.37,"KOSDAQ","금속",382696440570,226,40.66,2315,3.97,80,0.87
"587","072710","농심홀딩스",82500,-500,-0.6,"KOSPI","기타금융",382617675000,14746,5.59,209586,0.39,2000,2.42
"588","038880","아이에이",1305,0,0,"KOSDAQ","반도체",382346998830,47,27.77,321,4.07,0,0
"589","079980","휴비스",11050,100,0.91,"KOSPI","화학",3.81225e+11,2497,4.43,13659,0.81,300,2.71
"590","037270","YG PLUS",6010,0,0,"KOSPI","서비스업",381210754100,NA,NA,1487,4.04,0,0
"591","043610","지니뮤직",6550,-20,-0.3,"KOSDAQ","디지털컨텐츠",380656118900,163,40.18,2788,2.35,0,0
"592","139670","키네마스터",28000,-12000,-30,"KOSDAQ","소프트웨어",379296596000,188,148.94,1054,26.57,0,0
"593","270870","뉴트리",41550,-400,-0.95,"KOSDAQ","음식료·담배",378654457200,2168,19.17,7732,5.37,250,0.6
"594","036030","KTH",10600,200,1.92,"KOSDAQ","유통",378579233200,NA,NA,5430,1.95,0,0
"595","084680","이월드",3565,30,0.85,"KOSPI","기타제조업",378388732805,NA,NA,2557,1.39,0,0
"596","031440","신세계푸드",97700,-1500,-1.51,"KOSPI","서비스업",378341296000,NA,NA,73152,1.34,750,0.77
"597","100790","미래에셋벤처투자",8180,0,0,"KOSDAQ","금융",377881832140,695,11.77,3926,2.08,155,1.89
"598","019680","대교",4450,5,0.11,"KOSPI","서비스업",376927682500,NA,NA,5333,0.83,100,2.25
"599","002960","한국쉘석유",289500,6500,2.3,"KOSPI","화학",3.7635e+11,16162,17.91,75474,3.84,14000,4.84
"600","253840","수젠텍",24450,-50,-0.2,"KOSDAQ","의료·정밀기기",376258996200,NA,NA,4126,5.93,0,0
"601","045100","한양이엔지",20900,1050,5.29,"KOSDAQ","기타서비스",3.762e+11,2766,7.56,20421,1.02,500,2.39
"602","001470","삼부토건",2725,0,0,"KOSPI","건설업",374813852800,NA,NA,1397,1.95,0,0
"603","099190","아이센스",27250,600,2.25,"KOSDAQ","의료·정밀기기",374339735500,1974,13.8,15978,1.71,250,0.92
"604","029460","케이씨",27600,-600,-2.13,"KOSPI","의료정밀",374091614400,3851,7.17,43711,0.63,300,1.09
"605","033500","동성화인텍",13150,250,1.94,"KOSDAQ","화학",374019348400,808,16.27,3993,3.29,350,2.66
"606","078070","유비쿼스홀딩스",19950,150,0.76,"KOSDAQ","일반전기전자",372997728600,578,34.52,11120,1.79,170,0.85
"607","119860","다나와",28500,-500,-1.72,"KOSDAQ","인터넷",372632427000,2387,11.94,10461,2.72,600,2.11
"608","175250","아이큐어",41250,50,0.12,"KOSDAQ","제약",372612363750,NA,NA,12429,3.32,0,0
"609","079430","현대리바트",18100,-100,-0.55,"KOSPI","기타제조업",371688604200,1322,13.69,23425,0.77,200,1.1
"610","293480","하나제약",22900,-50,-0.22,"KOSPI","의약품",3.7098e+11,864,26.5,13083,1.75,510,2.23
"611","003560","IHQ",2530,-110,-4.17,"KOSPI","서비스업",369976442440,NA,NA,808,3.13,0,0
"612","004690","삼천리",91000,3600,4.12,"KOSPI","전기가스업",369007275000,9248,9.84,317378,0.29,3000,3.3
"613","217330","싸이토젠",65000,600,0.93,"KOSDAQ","기타서비스",367176160000,NA,NA,3255,19.97,0,0
"614","115960","연우",29600,-850,-2.79,"KOSDAQ","화학",366980800000,917,32.28,17635,1.68,190,0.64
"615","001940","KISCO홀딩스",19850,1150,6.15,"KOSPI","철강금속",366756143000,2260,8.78,45645,0.43,300,1.51
"616","249420","일동제약",15400,-350,-2.22,"KOSPI","의약품",366570589000,NA,NA,10694,1.44,0,0
"617","016450","한세예스24홀딩스",9160,150,1.66,"KOSPI","섬유의복",3.664e+11,1385,6.61,9208,0.99,250,2.73
"618","007340","디티알오토모티브",36650,900,2.52,"KOSPI","전기전자",366280283250,5317,6.89,62666,0.58,2000,5.46
"619","000480","조선내화",91300,1400,1.56,"KOSPI","비금속광물",3.652e+11,10421,8.76,154303,0.59,4200,4.6
"620","016590","신대양제지",90500,0,0,"KOSPI","종이목재",364695271000,10710,8.45,112846,0.8,625,0.69
"621","004700","조광피혁",54800,1400,2.62,"KOSPI","기타제조업",364372762400,5532,9.91,47356,1.16,300,0.55
"622","317330","덕산테코피아",19800,100,0.51,"KOSDAQ","반도체",363873074400,695,28.49,8556,2.31,0,0
"623","192440","슈피겐코리아",58400,100,0.17,"KOSDAQ","IT부품",363035599200,8869,6.58,54056,1.08,1200,2.05
"624","174900","앱클론",23750,150,0.64,"KOSDAQ","제약",362854138750,NA,NA,1920,12.37,0,0
"625","077970","STX엔진",15750,-200,-1.25,"KOSPI","기계",362390238000,713,22.09,9635,1.63,0,0
"626","041830","인바디",26450,100,0.38,"KOSDAQ","의료·정밀기기",361936033900,1335,19.81,10967,2.41,140,0.53
"627","357230","에이치피오",18100,350,1.97,"KOSDAQ","음식료·담배",360880696000,1070,16.92,3626,4.99,0,0
"628","289220","자이언트스텝",38200,1750,4.8,"KOSDAQ","오락·문화",360148263000,NA,NA,1855,20.59,0,0
"629","005500","삼진제약",25900,-350,-1.33,"KOSPI","의약품",3.6001e+11,2266,11.43,15357,1.69,800,3.09
"630","011690","유양디앤유",2440,0,0,"KOSPI","전기전자",359254954280,NA,NA,1090,2.24,0,0
"631","322000","현대에너지솔루션",32000,-100,-0.31,"KOSPI","전기전자",3.584e+11,556,57.55,29352,1.09,200,0.63
"632","011280","태림포장",5060,-70,-1.36,"KOSPI","종이목재",358278056400,43,117.67,4352,1.16,0,0
"633","030210","KTB투자증권",5940,350,6.26,"KOSPI","증권",358265706480,1162,5.11,8631,0.69,150,2.53
"634","332570","와이팜",9640,240,2.55,"KOSDAQ","IT부품",358042671840,199,48.44,2609,3.69,100,1.04
"635","023800","인지컨트롤스",23550,1150,5.13,"KOSPI","운수장비",357021014400,NA,NA,11640,2.02,100,0.42
"636","074430","아미노로직스",4035,-150,-3.58,"KOSDAQ","유통",354381315540,24,168.13,610,6.61,0,0
"637","287410","제이시스메디칼",4995,355,7.65,"KOSDAQ","의료·정밀기기",352819187640,NA,NA,1814,2.75,0,0
"638","095340","ISC",21700,-50,-0.23,"KOSDAQ","반도체",352772928900,454,47.8,12209,1.78,150,0.69
"639","089600","나스미디어",36700,800,2.23,"KOSDAQ","기타서비스",352500197000,2457,14.94,17385,2.11,800,2.18
"640","000390","삼화페인트",12900,100,0.78,"KOSPI","화학",350924750100,294,43.88,10862,1.19,150,1.16
"641","033240","자화전자",19600,650,3.43,"KOSPI","전기전자",3.5084e+11,NA,NA,15221,1.29,0,0
"642","038290","마크로젠",32800,100,0.31,"KOSDAQ","기타서비스",350094145600,9002,3.64,18637,1.76,300,0.91
"643","115450","지트리비앤티",12850,-900,-6.55,"KOSDAQ","유통",348081044150,NA,NA,3315,3.88,0,0
"644","060570","드림어스컴퍼니",6110,220,3.74,"KOSDAQ","디지털컨텐츠",347413665170,NA,NA,1685,3.63,0,0
"645","009580","무림P&P",5570,-100,-1.76,"KOSPI","종이목재",347391564680,NA,NA,9520,0.59,125,2.24
"646","031330","에스에이엠티",3470,525,17.83,"KOSDAQ","유통",346982882490,440,7.89,2546,1.36,150,4.32
"647","054620","APS홀딩스",17000,2100,14.09,"KOSDAQ","금융",346701757000,NA,NA,8135,2.09,0,0
"648","003220","대원제약",16300,100,0.62,"KOSPI","의약품",345964614900,853,19.11,10084,1.62,160,0.98
"649","047920","에이치엘비제약",15450,50,0.32,"KOSDAQ","기타서비스",345428334450,NA,NA,2126,7.27,0,0
"650","243840","신흥에스이씨",47800,1200,2.58,"KOSDAQ","IT부품",344769975800,2689,17.78,18613,2.57,300,0.63
"651","017940","E1",50200,1000,2.03,"KOSPI","유통업",3.44372e+11,10427,4.81,172701,0.29,2200,4.38
"652","072520","제넨바이오",1765,110,6.65,"KOSDAQ","유통",343223361420,NA,NA,312,5.66,0,0
"653","036800","나이스정보통신",34300,250,0.73,"KOSDAQ","통신서비스",3.43e+11,1441,23.8,24022,1.43,460,1.34
"654","277810","레인보우로보틱스",21600,-250,-1.14,"KOSDAQ","기계·장비",342796622400,NA,NA,502,43.03,0,0
"655","228670","레이",51400,2100,4.26,"KOSDAQ","의료·정밀기기",341977923800,1188,43.27,9813,5.24,0,0
"656","322310","오로스테크놀로지",36600,-1300,-3.43,"KOSDAQ","기계·장비",340729237200,154,237.66,2740,13.36,0,0
"657","001520","동양",1425,15,1.06,"KOSPI","비금속광물",340124789775,NA,NA,3285,0.43,40,2.81
"658","195990","에이비프로바이오",1350,-5,-0.37,"KOSDAQ","기계·장비",339483938400,NA,NA,553,2.44,0,0
"659","002780","진흥기업",2330,30,1.3,"KOSPI","건설업",338949165850,140,16.64,811,2.87,0,0
"660","306200","세아제강",119500,8000,7.17,"KOSPI","철강금속",338937850000,11713,10.2,209869,0.57,2500,2.09
"661","025000","KPX케미칼",69800,-2200,-3.06,"KOSPI","화학",3.37832e+11,13307,5.25,108169,0.65,2750,3.94
"662","051500","CJ프레시웨이",28450,-200,-0.7,"KOSDAQ","유통",337746621700,NA,NA,15839,1.8,0,0
"663","050890","쏠리드",6470,60,0.94,"KOSDAQ","통신장비",337638082250,NA,NA,2071,3.12,0,0
"664","251370","와이엠티",22550,-150,-0.66,"KOSDAQ","화학",337234753900,949,23.76,6639,3.4,0,0
"665","122990","와이솔",11950,150,1.27,"KOSDAQ","반도체",336833944950,117,102.14,11971,1,250,2.09
"666","019550","SBI인베스트먼트",2075,55,2.72,"KOSDAQ","금융",336288143125,86,24.13,673,3.08,0,0
"667","005950","이수화학",12750,-450,-3.41,"KOSPI","화학",335914853250,NA,NA,10682,1.19,300,2.35
"668","100130","동국S&C",5870,80,1.38,"KOSDAQ","금속",335429410000,63,93.17,4553,1.29,100,1.7
"669","025770","한국정보통신",8950,50,0.56,"KOSDAQ","통신서비스",335126225450,291,30.76,5517,1.62,0,0
"670","052260","현대바이오랜드",22250,0,0,"KOSDAQ","화학",3.3375e+11,NA,NA,9149,2.43,100,0.45
"671","200670","휴메딕스",33350,1050,3.25,"KOSDAQ","제약",332539319900,1587,21.01,12041,2.77,400,1.2
"672","063160","종근당바이오",60600,200,0.33,"KOSPI","의약품",332449297200,1147,52.83,30760,1.97,200,0.33
"673","136480","하림",3130,-10,-0.32,"KOSDAQ","음식료·담배",332436367260,79,39.62,2676,1.17,0,0
"674","068330","일신바이오",7460,60,0.81,"KOSDAQ","기계·장비",329852404400,93,80.22,1004,7.43,7,0.09
"675","234340","세틀뱅크",34950,650,1.9,"KOSDAQ","소프트웨어",329753250000,1294,27.01,12456,2.81,350,1
"676","036890","진성티이씨",14650,-50,-0.34,"KOSDAQ","기계·장비",329365226200,759,19.3,6655,2.2,200,1.37
"677","208640","썸에이지",2405,-80,-3.22,"KOSDAQ","출판·매체복제",327874179100,NA,NA,176,13.66,0,0
"678","011040","경동제약",10650,0,0,"KOSDAQ","제약",327687357900,508,20.96,8521,1.25,500,4.69
"679","029530","신도리코",32400,100,0.31,"KOSPI","전기전자",326592939600,NA,NA,84179,0.38,0,0
"680","093230","이아이디",420,-9,-2.1,"KOSPI","유통업",324803867640,NA,NA,199,2.11,0,0
"681","004560","현대비앤지스틸",21500,1100,5.39,"KOSPI","철강금속",324194436500,1553,13.84,28211,0.76,100,0.47
"682","151860","KG ETS",8980,2070,29.96,"KOSDAQ","기타서비스",3.2328e+11,768,11.69,7448,1.21,110,1.22
"683","006490","인스코비",3000,-35,-1.15,"KOSPI","통신업",323237559000,26,115.38,356,8.43,0,0
"684","096760","JW홀딩스",4715,-5,-0.11,"KOSPI","기타금융",322700173130,157,30.03,2139,2.2,90,1.91
"685","002810","삼영무역",17450,0,0,"KOSPI","유통업",322248242600,1600,10.91,20537,0.85,500,2.87
"686","091810","티웨이항공",2920,-240,-7.59,"KOSPI","운수창고업",322164414680,NA,NA,1060,2.75,0,0
"687","060280","큐렉소",9630,530,5.82,"KOSDAQ","유통",322002325710,12,802.5,1341,7.18,0,0
"688","138610","나이벡",32500,-1650,-4.83,"KOSDAQ","제약",321846817500,NA,NA,3215,10.11,0,0
"689","246710","티앤알바이오팹",37950,4450,13.28,"KOSDAQ","제약",321511451250,NA,NA,4418,8.59,0,0
"690","016610","DB금융투자",7560,290,3.99,"KOSPI","증권",320894700840,2327,3.25,18855,0.4,300,3.97
"691","036530","SNT홀딩스",19650,-250,-1.26,"KOSPI","기타금융",320371359900,2533,7.76,52339,0.38,650,3.31
"692","013580","계룡건설",35850,2150,6.38,"KOSPI","건설업",320173015950,10992,3.26,61926,0.58,600,1.67
"693","214870","뉴지랩파마",10500,0,0,"KOSDAQ","유통",317574726000,NA,NA,2166,4.85,0,0
"694","039560","다산네트웍스",9050,140,1.57,"KOSDAQ","통신장비",317565115400,NA,NA,4478,2.02,0,0
"695","101530","해태제과식품",10900,200,1.87,"KOSPI","음식료품",317373359800,1035,10.53,9030,1.21,200,1.83
"696","200710","에이디테크놀로지",23750,50,0.21,"KOSDAQ","반도체",316583510000,284,83.63,11032,2.15,70,0.29
