"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1655","053620","태양",11000,0,0,"KOSDAQ","금속",9.46e+10,881,12.49,19081,0.58,150,1.36
"1656","222110","팬젠",9800,440,4.7,"KOSDAQ","제약",94533553800,NA,NA,1474,6.65,0,0
"1657","073010","케이에스피",2610,-30,-1.14,"KOSDAQ","기계·장비",94461790770,35,74.57,662,3.94,0,0
"1658","036620","감성코퍼레이션",1330,-70,-5,"KOSDAQ","유통",94094487550,NA,NA,342,3.89,0,0
"1659","101390","아이엠",2210,20,0.91,"KOSDAQ","IT부품",94027641240,NA,NA,506,4.37,0,0
"1660","277070","린드먼아시아",6950,270,4.04,"KOSDAQ","금융",9.3825e+10,377,18.44,3618,1.92,38,0.55
"1661","050090","휘닉스소재",1185,-30,-2.47,"KOSDAQ","IT부품",93779646270,NA,NA,354,3.35,0,0
"1662","223250","드림씨아이에스",16750,100,0.6,"KOSDAQ","기타서비스",93732497500,978,17.13,6551,2.56,0,0
"1663","036640","HRS",5730,150,2.69,"KOSDAQ","화학",9.3713e+10,571,10.04,4964,1.15,150,2.62
"1664","003720","삼영화학",2755,-25,-0.9,"KOSPI","화학",9.367e+10,6,459.17,1297,2.12,0,0
"1665","317870","엔바이오니아",12200,-200,-1.61,"KOSDAQ","기타제조",93611271000,NA,NA,2644,4.61,0,0
"1666","017370","우신시스템",5110,10,0.2,"KOSPI","기계",93584815940,NA,NA,5632,0.91,0,0
"1667","002920","유성기업",3605,0,0,"KOSPI","운수장비",93540737500,NA,NA,10196,0.35,120,3.33
"1668","290740","액트로",9280,-20,-0.22,"KOSDAQ","IT부품",93403302080,208,44.62,7419,1.25,200,2.16
"1669","036010","아비코전자",7020,30,0.43,"KOSDAQ","일반전기전자",93316396680,NA,NA,7513,0.93,70,1
"1670","009180","한솔로지스틱스",3395,25,0.74,"KOSPI","운수창고업",93285857875,316,10.74,1989,1.71,50,1.47
"1671","060380","동양에스텍",4735,-160,-3.27,"KOSDAQ","금속",93279500000,276,17.16,2828,1.67,100,2.11
"1672","255220","SG",2380,-15,-0.63,"KOSDAQ","비금속",93232449240,NA,NA,1894,1.26,0,0
"1673","053450","세코닉스",6440,0,0,"KOSDAQ","의료·정밀기기",93069669280,NA,NA,6723,0.96,0,0
"1674","090740","연이비앤티",4855,300,6.59,"KOSDAQ","IT부품",92857128110,509,9.54,4372,1.11,50,1.03
"1675","066900","디에이피",4080,-355,-8,"KOSDAQ","IT부품",92797572240,282,14.47,4604,0.89,0,0
"1676","049480","오픈베이스",2950,10,0.34,"KOSDAQ","컴퓨터서비스",92696029850,79,37.34,2087,1.41,15,0.51
"1677","002820","SUN&L",7340,140,1.94,"KOSPI","종이목재",92542639260,NA,NA,16384,0.45,0,0
"1678","023350","한국종합기술",8450,-80,-0.94,"KOSPI","서비스업",92527500000,591,14.3,12558,0.67,100,1.18
"1679","250060","모비스",2870,40,1.41,"KOSDAQ","소프트웨어",92331671180,NA,NA,747,3.84,0,0
"1680","150840","인트로메딕",2550,-50,-1.92,"KOSDAQ","의료·정밀기기",92245043850,NA,NA,718,3.55,0,0
"1681","043340","에쎈테크",1280,10,0.79,"KOSDAQ","기계·장비",9.216e+10,NA,NA,379,3.38,0,0
"1682","052220","iMBC",4000,40,1.01,"KOSDAQ","디지털컨텐츠",9.2e+10,47,85.11,2341,1.71,0,0
"1683","036170","클라우드에어",1640,15,0.92,"KOSDAQ","반도체",91892960520,NA,NA,1868,0.88,0,0
"1684","088910","동우팜투테이블",3555,-5,-0.14,"KOSDAQ","음식료·담배",91831921020,NA,NA,7263,0.49,0,0
"1685","054090","삼진엘앤디",3675,-5,-0.14,"KOSDAQ","IT부품",91725177600,NA,NA,3439,1.07,75,2.04
"1686","073110","엘엠에스",10250,-100,-0.97,"KOSDAQ","IT부품",91181488750,NA,NA,11260,0.91,200,1.95
"1687","018700","바른손",3085,30,0.98,"KOSDAQ","유통",90919537395,NA,NA,1397,2.21,0,0
"1688","215100","로보로보",5100,10,0.2,"KOSDAQ","디지털컨텐츠",90772115400,NA,NA,1317,3.87,0,0
"1689","037030","파워넷",5500,70,1.29,"KOSDAQ","일반전기전자",90753817000,15,366.67,4519,1.22,0,0
"1690","115500","케이씨에스",7550,-40,-0.53,"KOSDAQ","컴퓨터서비스",9.06e+10,172,43.9,1749,4.32,220,2.91
"1691","095270","웨이브일렉트로",6160,50,0.82,"KOSDAQ","IT부품",90598902240,NA,NA,710,8.68,0,0
"1692","043260","성호전자",1695,-85,-4.78,"KOSDAQ","IT부품",90522125880,287,5.91,1385,1.22,0,0
"1693","018470","조일알미늄",974,15,1.56,"KOSPI","철강금속",90408826696,NA,NA,1335,0.73,0,0
"1694","150900","파수",8100,-60,-0.74,"KOSDAQ","소프트웨어",90340053300,NA,NA,1797,4.51,0,0
"1695","310200","애니플러스",3180,80,2.58,"KOSDAQ","오락·문화",90335656020,NA,NA,603,5.27,0,0
"1696","005860","한일사료",2290,95,4.33,"KOSDAQ","음식료·담배",90234438650,55,41.64,1590,1.44,25,1.09
"1697","119850","지엔씨에너지",5530,20,0.36,"KOSDAQ","일반전기전자",90115928840,187,29.57,5178,1.07,50,0.9
"1698","263020","디케이앤디",11600,-250,-2.11,"KOSDAQ","화학",90053143200,468,24.79,6884,1.69,0,0
"1699","032980","바이온",1345,0,0,"KOSDAQ","유통",89981545065,NA,NA,617,2.18,0,0
"1700","004450","삼화왕관",41750,100,0.24,"KOSPI","기계",89945323250,819,50.98,66914,0.62,1250,2.99
"1701","071280","로체시스템즈",5880,50,0.86,"KOSDAQ","반도체",89944025640,562,10.46,4799,1.23,0,0
"1702","215790","이노인스트루먼트",2230,-40,-1.76,"KOSDAQ","통신장비",89831422270,153,14.58,1886,1.18,0,0
"1703","066670","디스플레이텍",4800,5,0.1,"KOSDAQ","IT부품",89721206400,228,21.05,8103,0.59,80,1.67
"1704","003310","대주산업",2530,75,3.05,"KOSDAQ","음식료·담배",89542645500,98,25.82,1530,1.65,35,1.38
"1705","024940","PN풍년",8950,430,5.05,"KOSDAQ","금속",8.95e+10,256,34.96,3955,2.26,25,0.28
"1706","039610","화성밸브",8590,330,4,"KOSDAQ","기계·장비",89425336000,119,72.18,7175,1.2,0,0
"1707","123700","SJM",5730,310,5.72,"KOSPI","운수장비",89416065540,172,33.31,10466,0.55,50,0.87
"1708","170790","파이오링크",13000,-50,-0.38,"KOSDAQ","통신장비",89132290000,1667,7.8,7590,1.71,150,1.15
"1709","214680","디알텍",1720,0,0,"KOSDAQ","의료·정밀기기",89065629960,NA,NA,639,2.69,0,0
"1710","024850","피에스엠씨",2225,-75,-3.26,"KOSDAQ","반도체",89036763675,2,1112.5,510,4.36,0,0
"1711","080520","오디텍",7570,30,0.4,"KOSDAQ","반도체",88921830130,501,15.11,10316,0.73,100,1.32
"1712","069730","DSR제강",6170,80,1.31,"KOSPI","철강금속",8.8848e+10,367,16.81,10157,0.61,40,0.65
"1713","226440","한송네오텍",1650,55,3.45,"KOSDAQ","기계·장비",88779141000,NA,NA,682,2.42,0,0
"1714","045060","오공",5230,110,2.15,"KOSDAQ","화학",88606524020,458,11.42,5096,1.03,60,1.15
"1715","258790","소프트캠프",3540,-140,-3.8,"KOSDAQ","출판·매체복제",88469145360,77,45.97,643,5.51,0,0
"1716","052900","KMH하이텍",1885,-45,-2.33,"KOSDAQ","반도체",88379165615,34,55.44,1628,1.16,0,0
"1717","079190","EMW",2780,0,0,"KOSDAQ","통신장비",88360067660,NA,NA,890,3.12,0,0
"1718","198080","엔피디",4095,-45,-1.09,"KOSDAQ","IT부품",88186582575,NA,NA,3848,1.06,0,0
"1719","008110","대동전자",8400,20,0.24,"KOSPI","전기전자",88119754800,512,16.41,13257,0.63,500,5.95
"1720","065060","지엔코",899,7,0.78,"KOSDAQ","섬유·의류",88109231556,NA,NA,706,1.27,0,0
"1721","056360","코위버",8960,-10,-0.11,"KOSDAQ","통신장비",87779328000,599,14.96,12442,0.72,80,0.89
"1722","006580","대양제지",3260,0,0,"KOSDAQ","종이·목재",8.7531e+10,153,21.31,4981,0.65,40,1.23
"1723","009770","삼정펄프",35000,-100,-0.28,"KOSPI","종이목재",87498985000,10743,3.26,84390,0.41,1000,2.86
"1724","097800","윈팩",2270,-5,-0.22,"KOSDAQ","반도체",87430784280,137,16.57,1357,1.67,0,0
"1725","215380","우정바이오",7200,10,0.14,"KOSDAQ","기타서비스",87069067200,NA,NA,2199,3.27,0,0
"1726","051380","피씨디렉트",11350,150,1.34,"KOSDAQ","유통",87037883600,793,14.31,5401,2.1,150,1.32
"1727","042110","에스씨디",1800,30,1.69,"KOSDAQ","일반전기전자",86993215200,78,23.08,2140,0.84,20,1.11
"1728","066110","한프",1130,0,0,"KOSDAQ","정보기기",86834027360,NA,NA,662,1.71,0,0
"1729","005110","한창",1300,40,3.17,"KOSPI","유통업",86827349700,NA,NA,544,2.39,0,0
"1730","001560","제일연마",8670,-30,-0.34,"KOSPI","비금속광물",8.67e+10,435,19.93,8589,1.01,220,2.54
"1731","042940","상지카일룸",1440,70,5.11,"KOSDAQ","건설",86643681120,NA,NA,1052,1.37,0,0
"1732","002220","한일철강",3280,85,2.66,"KOSPI","철강금속",86583275200,NA,NA,5895,0.56,0,0
"1733","067730","로지시스",8950,220,2.52,"KOSDAQ","컴퓨터서비스",86581601900,50,179,1752,5.11,100,1.12
"1734","219750","지티지웰니스",5340,-120,-2.2,"KOSDAQ","의료·정밀기기",86417844780,NA,NA,692,7.72,0,0
"1735","104200","NHN벅스",5820,110,1.93,"KOSDAQ","디지털컨텐츠",86296341000,NA,NA,4101,1.42,0,0
"1736","015540","쎌마테라퓨틱스",6410,0,0,"KOSPI","서비스업",86229499400,NA,NA,60,106.83,0,0
"1737","299170","더블유에스아이",2940,0,0,"KOSDAQ","유통",85959611220,NA,NA,851,3.45,0,0
"1738","039010","현대에이치티",9960,90,0.91,"KOSDAQ","통신장비",8.5905e+10,1126,8.85,9993,1,350,3.51
"1739","049800","우진플라임",4295,-130,-2.94,"KOSPI","기계",8.59e+10,389,11.04,3039,1.41,100,2.33
"1740","092300","현우산업",5550,10,0.18,"KOSDAQ","IT부품",85885572900,74,75,4883,1.14,100,1.8
"1741","101730","위메이드맥스",5420,60,1.12,"KOSDAQ","디지털컨텐츠",85612341700,NA,NA,1501,3.61,0,0
"1742","252500","세화피앤씨",4125,-30,-0.72,"KOSDAQ","화학",85565679375,213,19.37,1449,2.85,30,0.73
"1743","083500","에프엔에스테크",10200,-100,-0.97,"KOSDAQ","기계·장비",85534364400,1062,9.6,6802,1.5,200,1.96
"1744","031820","콤텍시스템",1260,-15,-1.18,"KOSPI","서비스업",85492847160,NA,NA,1403,0.9,0,0
"1745","023770","플레이위드",9820,330,3.48,"KOSDAQ","디지털컨텐츠",85468654780,1552,6.33,3798,2.59,300,3.05
"1746","000590","CS홀딩스",74000,800,1.09,"KOSPI","기타금융",85431668000,6657,11.12,210057,0.35,500,0.68
"1747","153490","우리이앤엘",1665,10,0.6,"KOSDAQ","반도체",84998250000,NA,NA,1204,1.38,0,0
"1748","058730","다스코",5210,-60,-1.14,"KOSPI","기계",8.4923e+10,NA,NA,7664,0.68,0,0
"1749","290120","대유에이피",7800,10,0.13,"KOSDAQ","운송장비·부품",84901229400,530,14.72,4593,1.7,200,2.56
"1750","133820","화인베스틸",2870,55,1.95,"KOSPI","철강금속",84808500000,NA,NA,2583,1.11,0,0
"1751","040160","누리플렉스",7030,-40,-0.57,"KOSDAQ","소프트웨어",84750411050,252,27.9,5774,1.22,0,0
"1752","196450","코아시아옵틱스",2055,0,0,"KOSDAQ","의료·정밀기기",84733046430,NA,NA,2065,1,0,0
"1753","309930","오하임아이엔티",4290,180,4.38,"KOSDAQ","유통",84717594390,11,390,1053,4.07,0,0
"1754","142210","유니트론텍",7000,180,2.64,"KOSDAQ","유통",84543501000,133,52.63,4153,1.69,50,0.71
"1755","065370","위세아이텍",12850,100,0.78,"KOSDAQ","출판·매체복제",84499980900,549,23.41,3782,3.4,150,1.17
"1756","149980","하이로닉",5990,10,0.17,"KOSDAQ","의료·정밀기기",84458970050,259,23.13,2951,2.03,49,0.82
"1757","050760","에스폴리텍",5170,30,0.58,"KOSDAQ","화학",84450285260,499,10.36,3798,1.36,50,0.97
"1758","016670","인피니티엔티",973,0,0,"KOSDAQ","유통",84222290362,NA,NA,629,1.55,0,0
"1759","052860","아이앤씨",4755,65,1.39,"KOSDAQ","반도체",84135226770,NA,NA,2680,1.77,0,0
"1760","054040","한국컴퓨터",5220,30,0.58,"KOSDAQ","IT부품",83892133800,572,9.13,6336,0.82,150,2.87
"1761","039420","케이엘넷",3470,30,0.87,"KOSDAQ","통신서비스",83816913100,200,17.35,1629,2.13,60,1.73
"1762","025620","제이준코스메틱",2270,-5,-0.22,"KOSPI","화학",83784406100,NA,NA,1652,1.37,0,0
"1763","101000","상상인인더스트리",1170,20,1.74,"KOSDAQ","기계·장비",83739427200,22,53.18,418,2.8,0,0
"1764","114630","우노앤컴퍼니",6150,-50,-0.81,"KOSDAQ","화학",83479884750,141,43.62,5537,1.11,100,1.63
"1765","238200","비피도",10200,0,0,"KOSDAQ","음식료·담배",8.3436e+10,NA,NA,5463,1.87,0,0
"1766","014990","인디에프",1415,-35,-2.41,"KOSPI","섬유의복",83390187925,NA,NA,699,2.02,0,0
"1767","101240","씨큐브",8220,-340,-3.97,"KOSDAQ","화학",83335872480,407,20.2,5630,1.46,100,1.22
"1768","089850","유비벨록스",11700,-150,-1.27,"KOSDAQ","소프트웨어",83253654900,1088,10.75,11539,1.01,0,0
"1769","307280","원바이오젠",2395,-25,-1.03,"KOSDAQ","제약",83196470570,NA,NA,1803,1.33,0,0
"1770","104040","대성파인텍",2655,-25,-0.93,"KOSDAQ","운송장비·부품",83104901055,52,51.06,1719,1.54,0,0
"1771","140670","알에스오토메이션",9120,-160,-1.72,"KOSDAQ","IT부품",83020636800,NA,NA,3939,2.32,0,0
"1772","024880","케이피에프",4685,125,2.74,"KOSDAQ","금속",8.301e+10,NA,NA,8340,0.56,130,2.77
"1773","021650","한국큐빅",5070,80,1.6,"KOSDAQ","화학",82897354410,647,7.84,4116,1.23,50,0.99
"1774","049520","유아이엘",3800,-15,-0.39,"KOSDAQ","IT부품",82782756800,NA,NA,6906,0.55,0,0
"1775","215480","토박스코리아",1720,45,2.69,"KOSDAQ","유통",82688637080,NA,NA,494,3.48,0,0
"1776","173940","에프엔씨엔터",5750,50,0.88,"KOSDAQ","오락·문화",82598060000,NA,NA,4092,1.41,0,0
"1777","016100","리더스코스메틱",4495,-35,-0.77,"KOSDAQ","화학",82594856355,1313,3.42,3725,1.21,0,0
"1778","065570","삼영이엔씨",8600,0,0,"KOSDAQ","통신장비",82539377200,NA,NA,8463,1.02,70,0.81
"1779","014130","한익스프레스",6870,10,0.15,"KOSPI","운수창고업",8.244e+10,NA,NA,5662,1.21,0,0
"1780","001020","페이퍼코리아",2180,5,0.23,"KOSPI","종이목재",82321885940,7,311.43,748,2.91,0,0
"1781","067920","이글루시큐리티",7460,240,3.32,"KOSDAQ","소프트웨어",82031047740,526,14.18,4533,1.65,160,2.14
"1782","096690","에이루트",6350,-230,-3.5,"KOSDAQ","정보기기",81615661000,NA,NA,8508,0.75,0,0
"1783","222420","쎄노텍",2030,-20,-0.98,"KOSDAQ","비금속",81521095250,NA,NA,699,2.9,0,0
"1784","000850","화천기공",37000,150,0.41,"KOSPI","기계",8.14e+10,2053,18.02,134620,0.27,750,2.03
"1785","050120","ES큐브",6000,40,0.67,"KOSDAQ","유통",81384516000,NA,NA,5120,1.17,0,0
"1786","037370","EG",10850,-50,-0.46,"KOSDAQ","건설",8.1375e+10,NA,NA,6155,1.76,0,0
"1787","177830","파버나인",5770,10,0.17,"KOSDAQ","일반전기전자",81277045110,348,16.58,4517,1.28,0,0
"1788","103840","우양",5690,0,0,"KOSDAQ","음식료·담배",81128020000,316,18.01,2640,2.16,0,0
"1789","322180","티라유텍",14900,-600,-3.87,"KOSDAQ","소프트웨어",80962875000,NA,NA,4792,3.11,0,0
"1790","021820","세원정공",8090,0,0,"KOSPI","운수장비",8.09e+10,760,10.64,41536,0.19,25,0.31
"1791","318010","팜스빌",10200,150,1.49,"KOSDAQ","음식료·담배",80879247600,367,27.79,7019,1.45,100,0.98
"1792","008800","행남사",1770,0,0,"KOSDAQ","음식료·담배",80762168880,NA,NA,420,4.21,0,0
"1793","008370","원풍",6720,60,0.9,"KOSDAQ","화학",8.064e+10,325,20.68,6218,1.08,160,2.38
"1794","250930","예선테크",2435,5,0.21,"KOSDAQ","화학",80356071400,51,47.75,1116,2.18,30,1.23
"1795","011700","한신기계",2475,65,2.7,"KOSPI","기계",80304223725,111,22.3,2538,0.98,35,1.41
"1796","138690","엘아이에스",4990,-390,-7.25,"KOSDAQ","반도체",80266739810,156,31.99,2801,1.78,0,0
"1797","038110","에코플라스틱",3125,-25,-0.79,"KOSDAQ","운송장비·부품",80216781250,NA,NA,3988,0.78,30,0.96
"1798","286750","나노브릭",8750,-20,-0.23,"KOSDAQ","화학",8.0198e+10,NA,NA,1550,5.65,0,0
"1799","018620","우진비앤지",2775,10,0.36,"KOSDAQ","제약",80167788075,NA,NA,1082,2.56,0,0
"1800","054630","에이디칩스",1510,65,4.5,"KOSDAQ","기타제조",80044286110,NA,NA,531,2.84,0,0
"1801","225430","케이엠제약",2865,100,3.62,"KOSDAQ","화학",79896398250,22,130.23,1462,1.96,0,0
"1802","140520","대창스틸",3775,-20,-0.53,"KOSDAQ","금속",79687392325,NA,NA,4252,0.89,100,2.65
"1803","204840","지엘팜텍",1660,25,1.53,"KOSDAQ","기타서비스",79493128820,NA,NA,274,6.06,0,0
"1804","126870","뉴로스",2230,0,0,"KOSDAQ","기계·장비",79475797330,NA,NA,1195,1.87,0,0
"1805","009310","참엔지니어링",1430,-20,-1.38,"KOSPI","기계",79405846520,90,15.89,1453,0.98,0,0
"1806","100660","서암기계공업",6300,180,2.94,"KOSDAQ","기계·장비",7.938e+10,41,153.66,4882,1.29,35,0.56
"1807","307180","아이엘사이언스",3740,-135,-3.48,"KOSDAQ","일반전기전자",79370366020,NA,NA,419,8.93,0,0
"1808","065620","제낙스",15950,0,0,"KOSDAQ","금속",78982709300,131,121.76,1061,15.03,0,0
"1809","089790","제이티",7650,10,0.13,"KOSDAQ","반도체",78913674450,519,14.74,3102,2.47,0,0
"1810","190650","코리아에셋투자증권",12350,650,5.56,"KOSDAQ","금융",78891800000,1207,10.23,10902,1.13,300,2.43
"1811","267790","배럴",10000,110,1.11,"KOSDAQ","섬유·의류",7.8855e+10,NA,NA,5086,1.97,0,0
"1812","008290","원풍물산",1935,15,0.78,"KOSDAQ","섬유·의류",78742268865,NA,NA,825,2.35,0,0
"1813","001810","무림SP",3555,-20,-0.56,"KOSDAQ","종이·목재",78698812500,79,45,9248,0.38,25,0.7
"1814","041020","폴라리스오피스",2100,30,1.45,"KOSDAQ","소프트웨어",78672636000,NA,NA,883,2.38,0,0
"1815","196300","애니젠",15650,-450,-2.8,"KOSDAQ","제약",78659482250,NA,NA,2441,6.41,0,0
"1816","115440","우리넷",8590,0,0,"KOSDAQ","통신장비",78486348960,NA,NA,6539,1.31,0,0
"1817","078350","한양디지텍",5710,-430,-7,"KOSDAQ","반도체",78293550050,426,13.4,3702,1.54,0,0
"1818","005670","푸드웰",7810,210,2.76,"KOSDAQ","음식료·담배",7.81e+10,423,18.46,8013,0.97,85,1.09
"1819","008870","금비",78000,-2100,-2.62,"KOSPI","비금속광물",7.8e+10,NA,NA,99607,0.78,1300,1.67
"1820","033230","인성정보",2080,-10,-0.48,"KOSDAQ","컴퓨터서비스",77961070720,NA,NA,1578,1.32,0,0
"1821","096350","대창솔루션",476,-10,-2.06,"KOSDAQ","금속",77950240284,NA,NA,261,1.82,0,0
"1822","076080","웰크론한텍",3895,95,2.5,"KOSDAQ","건설",77822497290,30,129.83,3234,1.2,0,0
"1823","019570","리더스 기술투자",794,8,1.02,"KOSDAQ","금융",77774855092,NA,NA,293,2.71,0,0
"1824","123750","알톤스포츠",6090,90,1.5,"KOSDAQ","운송장비·부품",77624948730,441,13.81,1690,3.6,0,0
"1825","219420","링크제니시스",7750,-10,-0.13,"KOSDAQ","소프트웨어",7.75e+10,55,140.91,2973,2.61,0,0
"1826","017510","세명전기",5080,60,1.2,"KOSDAQ","금속",77449680000,141,36.03,4741,1.07,70,1.38
"1827","031310","아이즈비전",4910,115,2.4,"KOSDAQ","통신장비",77443338340,819,6,6777,0.72,0,0
"1828","060540","에스에이티",2960,130,4.59,"KOSDAQ","통신장비",77354585760,147,20.14,3301,0.9,50,1.69
"1829","066910","손오공",2875,70,2.5,"KOSDAQ","유통",77326462875,NA,NA,836,3.44,0,0
"1830","121850","코이즈",4945,40,0.82,"KOSDAQ","IT부품",76643909930,NA,NA,1083,4.57,0,0
"1831","038010","제일테크노스",8490,-50,-0.59,"KOSDAQ","금속",7.641e+10,NA,NA,7994,1.06,30,0.35
"1832","147830","제룡산업",7640,90,1.19,"KOSDAQ","금속",7.64e+10,569,13.43,6154,1.24,150,1.96
"1833","154030","아시아종묘",7180,60,0.84,"KOSDAQ","농업, 임업 및 어업",76251377420,NA,NA,1591,4.51,0,0
"1834","067010","이씨에스",6180,-120,-1.9,"KOSDAQ","정보기기",75976920000,308,20.06,3645,1.7,100,1.62
"1835","256150","한독크린텍",18550,-1250,-6.31,"KOSDAQ","기계·장비",75888050000,1118,16.59,5053,3.67,300,1.62
"1836","001000","신라섬유",3125,-265,-7.82,"KOSDAQ","유통",75867312500,14,223.21,610,5.12,0,0
"1837","246720","아스타",6600,70,1.07,"KOSDAQ","제약",75850651800,NA,NA,560,11.79,0,0
"1838","010470","오리콤",6400,30,0.47,"KOSDAQ","기타서비스",75808320000,68,94.12,6929,0.92,220,3.44
"1839","071090","하이스틸",3790,50,1.34,"KOSPI","철강금속",75797877600,NA,NA,6302,0.6,10,0.26
"1840","059120","아진엑스텍",7760,10,0.13,"KOSDAQ","반도체",75649104960,133,58.35,4429,1.75,100,1.29
"1841","023150","MH에탄올",10250,0,0,"KOSPI","음식료품",75629891500,1049,9.77,8318,1.23,350,3.41
"1842","054540","삼영엠텍",5540,60,1.09,"KOSDAQ","금속",75467104340,576,9.62,5853,0.95,150,2.71
"1843","036480","대성미생물",19850,-100,-0.5,"KOSDAQ","제약",7.543e+10,400,49.63,9556,2.08,85,0.43
"1844","017000","신원종합개발",7070,200,2.91,"KOSDAQ","건설",75422950890,NA,NA,7436,0.95,0,0
"1845","036000","예림당",3270,-30,-0.91,"KOSDAQ","출판·매체복제",75322085790,NA,NA,5564,0.59,0,0
"1846","169330","엠브레인",8390,20,0.24,"KOSDAQ","기타서비스",75245371010,511,16.42,2521,3.33,220,2.62
"1847","092780","동양피스톤",5710,0,0,"KOSPI","운수장비",75191906600,NA,NA,7084,0.81,60,1.05
"1848","084180","수성이노베이션",3250,525,19.27,"KOSDAQ","기계·장비",75035675000,NA,NA,1090,2.98,0,0
"1849","224060","코디엠",285,-7,-2.4,"KOSDAQ","반도체",75021625590,NA,NA,304,0.94,0,0
"1850","024840","KBI메탈",2270,-50,-2.16,"KOSDAQ","금속",74798424960,56,40.54,2806,0.81,0,0
"1851","171010","램테크놀러지",6440,-20,-0.31,"KOSDAQ","반도체",74748873920,187,34.44,2935,2.19,0,0
"1852","079970","투비소프트",2010,15,0.75,"KOSDAQ","소프트웨어",74598187260,NA,NA,1035,1.94,0,0
"1853","356890","싸이버원",16000,-100,-0.62,"KOSDAQ","소프트웨어",74253280000,607,26.36,3225,4.96,0,0
"1854","064520","바른전자",1005,0,0,"KOSDAQ","반도체",74054909385,NA,NA,438,2.29,0,0
"1855","126640","화신정공",2035,45,2.26,"KOSDAQ","운송장비·부품",74020860045,138,14.75,2357,0.86,30,1.47
"1856","043590","크로바하이텍",2485,0,0,"KOSDAQ","반도체",73965137855,NA,NA,571,4.35,0,0
"1857","090410","덕신하우징",1605,45,2.88,"KOSDAQ","금속",73964972475,NA,NA,1559,1.03,0,0
"1858","277410","인산가",2470,80,3.35,"KOSDAQ","음식료·담배",73774550330,177,13.95,1301,1.9,50,2.02
"1859","069410","엔텔스",7200,-270,-3.61,"KOSDAQ","소프트웨어",73762732800,740,9.73,4793,1.5,0,0
"1860","048470","대동스틸",7370,510,7.43,"KOSDAQ","금속",7.37e+10,20,368.5,6268,1.18,30,0.41
"1861","018680","서울제약",8640,-40,-0.46,"KOSDAQ","제약",73651878720,NA,NA,3385,2.55,0,0
"1862","025870","신라에스지",18400,-500,-2.65,"KOSDAQ","유통",7.36e+10,NA,NA,3608,5.1,0,0
"1863","049630","재영솔루텍",1000,15,1.52,"KOSDAQ","IT부품",73549141000,NA,NA,624,1.6,0,0
"1864","131100","스카이이앤엠",1780,-30,-1.66,"KOSDAQ","유통",73480544900,NA,NA,516,3.45,0,0
"1865","204630","스튜디오산타클로스",2490,15,0.61,"KOSDAQ","오락·문화",73340098950,NA,NA,1121,2.22,0,0
"1866","014100","메디앙스",6200,0,0,"KOSDAQ","화학",7.316e+10,365,16.99,7400,0.84,0,0
"1867","263810","상신전자",5120,260,5.35,"KOSDAQ","일반전기전자",72932956160,145,35.31,2537,2.02,0,0
"1868","007370","진양제약",6070,-20,-0.33,"KOSDAQ","제약",7.284e+10,329,18.45,3859,1.57,100,1.65
"1869","027580","상보",1555,-35,-2.2,"KOSDAQ","화학",72813842210,69,22.54,721,2.16,0,0
"1870","003780","진양산업",5600,90,1.63,"KOSPI","화학",7.28e+10,395,14.18,3341,1.68,180,3.21
"1871","279600","미디어젠",15650,-50,-0.32,"KOSDAQ","소프트웨어",72589097650,NA,NA,3745,4.18,0,0
"1872","111820","지유온",2470,0,0,"KOSDAQ","인터넷",72576466950,NA,NA,584,4.23,0,0
"1873","323230","엠에프엠코리아",3820,-30,-0.78,"KOSDAQ","섬유·의류",72509941200,NA,NA,1419,2.69,0,0
"1874","011560","세보엠이씨",6860,-330,-4.59,"KOSDAQ","건설",72235800000,693,9.9,14701,0.47,200,2.92
"1875","127120","디엔에이링크",4400,-175,-3.83,"KOSDAQ","기타서비스",72132244800,NA,NA,2361,1.86,0,0
"1876","032750","삼진",12000,-400,-3.23,"KOSDAQ","일반전기전자",7.2e+10,1102,10.89,13587,0.88,200,1.67
"1877","066410","버킷스튜디오",1740,45,2.65,"KOSDAQ","디지털컨텐츠",71706677160,NA,NA,1408,1.24,0,0
"1878","059100","아이컴포넌트",10100,300,3.06,"KOSDAQ","IT부품",71415686000,57,177.19,4127,2.45,0,0
"1879","044480","블루베리 NFT",2520,70,2.86,"KOSDAQ","화학",71405704440,NA,NA,2288,1.1,0,0
"1880","019590","엠벤처투자",1085,-5,-0.46,"KOSDAQ","금융",70971009865,NA,NA,501,2.17,0,0
"1881","013000","세우글로벌",2470,0,0,"KOSPI","유통업",70901426570,NA,NA,1546,1.6,0,0
"1882","002690","동일제강",4725,-15,-0.32,"KOSPI","철강금속",7.0875e+10,20,236.25,8653,0.55,0,0
"1883","031860","엔에스엔",1270,-40,-3.05,"KOSDAQ","유통",70868668270,NA,NA,977,1.3,0,0
"1884","046310","백금T&A",4315,760,21.38,"KOSDAQ","통신장비",70846435915,NA,NA,2266,1.9,0,0
"1885","203450","유니온커뮤니티",4820,-40,-0.82,"KOSDAQ","일반전기전자",70752813740,163,29.57,2427,1.99,70,1.45
"1886","246960","이노테라피",14000,0,0,"KOSDAQ","제약",70618576000,NA,NA,2566,5.46,0,0
"1887","007610","선도전기",3915,80,2.09,"KOSPI","전기전자",7.047e+10,140,27.96,5138,0.76,5,0.13
