"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1295","042500","링네트","KOSDAQ","컴퓨터서비스",6560,-130,-1.94,100741119680
"1296","219420","링크제니시스","KOSDAQ","소프트웨어",7780,-20,-0.26,89232764460
"1297","195500","마니커에프앤지","KOSDAQ","음식료·담배",4870,0,0,76790160000
"1298","222810","마이더스AI","KOSDAQ","소프트웨어",302,-18,-5.63,42650642788
"1299","305090","마이크로디지탈","KOSDAQ","의료·정밀기기",18750,-900,-4.58,1.36155e+11
"1300","098120","마이크로컨텍솔","KOSDAQ","반도체",7800,-100,-1.27,64839574800
"1301","147760","마이크로프랜드","KOSDAQ","의료·정밀기기",7880,-180,-2.23,85260544080
"1302","038290","마크로젠","KOSDAQ","기타서비스",29400,350,1.2,315037199400
"1303","220630","맘스터치","KOSDAQ","유통",4980,15,0.3,507051304380
"1304","267980","매일유업","KOSDAQ","음식료·담배",69200,-1100,-1.56,542779749600
"1305","005990","매일홀딩스","KOSDAQ","음식료·담배",9980,-10,-0.1,136908673920
"1306","127160","매직마이크로","KOSDAQ","반도체",282,0,0,24427827282
"1307","093520","매커스","KOSDAQ","유통",8570,-190,-2.17,138517698440
"1308","377030","맥스트","KOSDAQ","소프트웨어",70200,-2200,-3.04,599682868200
"1309","100590","머큐리","KOSDAQ","일반전기전자",8140,-70,-0.85,120175704000
"1310","067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠",39500,-700,-1.74,234107770500
"1311","072870","메가스터디","KOSDAQ","출판·매체복제",14150,-300,-2.08,168681569850
"1312","215200","메가스터디교육","KOSDAQ","기타서비스",77700,-1300,-1.65,921668076000
"1313","133750","메가엠디","KOSDAQ","기타서비스",4780,10,0.21,111885828060
"1314","235980","메드팩토","KOSDAQ","기타서비스",65300,1000,1.56,1339325332600
"1315","041920","메디아나","KOSDAQ","의료·정밀기기",5520,-110,-1.95,8.832e+10
"1316","014100","메디앙스","KOSDAQ","화학",6200,0,0,7.316e+10
"1317","054180","메디콕스","KOSDAQ","운송장비·부품",1100,-40,-3.51,88546401900
"1318","086900","메디톡스","KOSDAQ","제약",155700,-1500,-0.95,973807588800
"1319","078160","메디포스트","KOSDAQ","제약",23300,-650,-2.71,378955720200
"1320","065650","메디프론","KOSDAQ","유통",2790,-30,-1.06,121688525610
"1321","021880","메이슨캐피탈","KOSDAQ","금융",547,1,0.18,82697871176
"1322","140410","메지온","KOSDAQ","기타서비스",162200,1000,0.62,1443613413200
"1323","241770","메카로","KOSDAQ","반도체",11850,0,0,120782784000
"1324","059210","메타바이오메드","KOSDAQ","제약",3130,-10,-0.32,74689158630
"1325","058110","멕아이씨에스","KOSDAQ","의료·정밀기기",9010,-210,-2.28,144615275300
"1326","096640","멜파스","KOSDAQ","IT부품",1390,-80,-5.44,52418805690
"1327","257370","명성티엔에스","KOSDAQ","IT부품",9210,0,0,59319850890
"1328","080420","모다이노칩","KOSDAQ","IT부품",3695,-55,-1.47,294571393290
"1329","080160","모두투어","KOSDAQ","기타서비스",24450,-1500,-5.78,4.62105e+11
"1330","100030","모바일리더","KOSDAQ","소프트웨어",18550,-50,-0.27,60912894700
"1331","087260","모바일어플라이언스","KOSDAQ","소프트웨어",3690,-45,-1.2,119786425740
"1332","101330","모베이스","KOSDAQ","IT부품",3370,-65,-1.89,80739093560
"1333","012860","모베이스전자","KOSDAQ","운송장비·부품",2140,-30,-1.38,140818670380
"1334","348030","모비릭스","KOSDAQ","디지털컨텐츠",19050,50,0.26,177241200000
"1335","250060","모비스","KOSDAQ","소프트웨어",2390,30,1.27,76889440460
"1336","033200","모아텍","KOSDAQ","IT부품",7160,-160,-2.19,102611284600
"1337","118990","모트렉스","KOSDAQ","운송장비·부품",5550,-100,-1.77,226377684600
"1338","006920","모헨즈","KOSDAQ","비금속",6020,-20,-0.33,65738400000
"1339","001810","무림SP","KOSDAQ","종이·목재",3230,-60,-1.82,71504125000
"1340","279600","미디어젠","KOSDAQ","소프트웨어",15700,100,0.64,73551061700
"1341","095500","미래나노텍","KOSDAQ","IT부품",4120,-50,-1.2,118724099480
"1342","218150","미래생명자원","KOSDAQ","음식료·담배",5110,110,2.2,95410997080
"1343","353490","미래에셋대우스팩 5호","KOSDAQ","금융",2105,-10,-0.47,10651300000
"1344","328380","미래에셋대우스팩3호","KOSDAQ","금융",2100,-10,-0.47,13612200000
"1345","100790","미래에셋벤처투자","KOSDAQ","금융",8220,-50,-0.6,379729665060
"1346","049950","미래컴퍼니","KOSDAQ","기계·장비",25200,-1050,-4,210730111200
"1347","207760","미스터블루","KOSDAQ","디지털컨텐츠",9040,-190,-2.06,223845180400
"1348","059090","미코","KOSDAQ","반도체",13850,-550,-3.82,454096141250
"1349","214610","미코바이오메드","KOSDAQ","의료·정밀기기",11100,-250,-2.2,203031210000
"1350","201490","미투온","KOSDAQ","디지털컨텐츠",7100,40,0.57,221930167000
"1351","950190","미투젠","KOSDAQ","출판·매체복제",23450,-950,-3.89,318448467400
"1352","214180","민앤지","KOSDAQ","소프트웨어",18800,-400,-2.08,249235078000
"1353","206640","바디텍메드","KOSDAQ","제약",17500,550,3.24,411014800000
"1354","018700","바른손","KOSDAQ","유통",4085,-265,-6.09,120391024395
"1355","035620","바른손이앤에이","KOSDAQ","오락·문화",1505,-45,-2.9,110600197015
"1356","064520","바른전자","KOSDAQ","반도체",944,0,0,79000034288
"1357","053030","바이넥스","KOSDAQ","제약",16100,100,0.63,511352872800
"1358","301300","바이브컴퍼니","KOSDAQ","소프트웨어",39750,-1400,-3.4,214418257500
"1359","064550","바이오니아","KOSDAQ","제약",51600,-1900,-3.55,1300917476400
"1360","314930","바이오다인","KOSDAQ","의료·정밀기기",30350,-550,-1.78,187204718250
"1361","208710","바이오로그디바이스","KOSDAQ","IT부품",4100,520,14.53,169868789200
"1362","142760","바이오리더스","KOSDAQ","기타서비스",8800,-200,-2.22,252192793600
"1363","086820","바이오솔루션","KOSDAQ","제약",23500,-400,-1.67,190548011000
"1364","038460","바이오스마트","KOSDAQ","정보기기",5440,-80,-1.45,109277632000
"1365","086040","바이오톡스텍","KOSDAQ","기타서비스",8350,0,0,122470477050
"1366","099430","바이오플러스","KOSDAQ","제약",26900,-550,-2,386378903200
"1367","032980","바이온","KOSDAQ","유통",1200,-15,-1.23,80280932400
"1368","308080","바이젠셀","KOSDAQ","제약",35000,0,0,330248800000
"1369","043150","바텍","KOSDAQ","의료·정밀기기",40850,-100,-0.24,606796357600
"1370","323990","박셀바이오","KOSDAQ","기타서비스",67500,-200,-0.3,1027552500000
"1371","267790","배럴","KOSDAQ","섬유·의류",9400,-160,-1.67,74123700000
"1372","046310","백금T&A","KOSDAQ","통신장비",3810,-75,-1.93,62555022210
"1373","066410","버킷스튜디오","KOSDAQ","디지털컨텐츠",5660,-370,-6.14,240725143040
"1374","206400","베노홀딩스","KOSDAQ","소프트웨어",5820,-120,-2.02,136370230020
"1375","019010","베뉴지","KOSDAQ","유통",2225,-45,-1.98,1.07245e+11
"1376","177350","베셀","KOSDAQ","반도체",4470,-75,-1.65,51316038060
"1377","299910","베스파","KOSDAQ","디지털컨텐츠",10950,-900,-7.59,89865730200
"1378","225530","보광산업","KOSDAQ","비금속",7950,-480,-5.69,288892879650
"1379","250000","보라티알","KOSDAQ","유통",14000,-700,-4.76,94510262000
"1380","006910","보성파워텍","KOSDAQ","금속",4250,-145,-3.3,208801752000
"1381","226340","본느","KOSDAQ","화학",2830,150,5.6,86879856680
"1382","014470","부방","KOSDAQ","금융",2515,-35,-1.37,151031433900
"1383","008470","부스타","KOSDAQ","금속",6030,-190,-3.05,50680944000
"1384","338220","뷰노","KOSDAQ","소프트웨어",19500,0,0,218568792000
"1385","100120","뷰웍스","KOSDAQ","의료·정밀기기",41800,-700,-1.65,418077957000
"1386","337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷",10100,-350,-3.35,298681401600
"1387","099390","브레인즈컴퍼니","KOSDAQ","소프트웨어",27650,750,2.79,113608209400
"1388","064480","브리지텍","KOSDAQ","컴퓨터서비스",4860,-80,-1.62,58089150000
"1389","288330","브릿지바이오테라퓨틱스","KOSDAQ","제약",12100,-150,-1.22,237748471400
"1390","251630","브이원텍","KOSDAQ","기계·장비",8880,-160,-1.77,133649150400
"1391","018290","브이티지엠피","KOSDAQ","일반전기전자",8030,-110,-1.35,276905660790
"1392","044480","블루베리 NFT","KOSDAQ","화학",3300,-90,-2.65,94364612100
"1393","033560","블루콤","KOSDAQ","IT부품",9310,-30,-0.32,1.59201e+11
"1394","126340","비나텍","KOSDAQ","IT부품",51900,700,1.37,266932443300
"1395","121800","비덴트","KOSDAQ","통신장비",17650,250,1.44,806142658250
"1396","148140","비디아이","KOSDAQ","기계·장비",2345,-15,-0.64,62796297725
"1397","082800","비보존 헬스케어","KOSDAQ","반도체",1285,-35,-2.65,218330281690
"1398","318410","비비씨","KOSDAQ","기타제조",14400,-100,-0.69,79995499200
"1399","200780","비씨월드제약","KOSDAQ","제약",17000,-50,-0.29,151170528000
"1400","141000","비아트론","KOSDAQ","반도체",10600,-150,-1.4,128415926000
"1401","090460","비에이치","KOSDAQ","IT부품",18450,-250,-1.34,621630093600
"1402","083650","비에이치아이","KOSDAQ","기계·장비",4790,-205,-4.1,1.2454e+11
"1403","086670","비엠티","KOSDAQ","기계·장비",11750,250,2.17,95721715750
"1404","335890","비올","KOSDAQ","의료·정밀기기",2045,-40,-1.92,114977546255
"1405","138580","비즈니스온","KOSDAQ","소프트웨어",28450,4900,20.81,323659718000
"1406","082920","비츠로셀","KOSDAQ","IT부품",16450,50,0.3,354319050400
"1407","054220","비츠로시스","KOSDAQ","일반전기전자",5330,0,0,133860919270
"1408","042370","비츠로테크","KOSDAQ","금융",9050,-170,-1.84,237110226250
"1409","032850","비트컴퓨터","KOSDAQ","소프트웨어",8900,-170,-1.87,147947307700
"1410","238200","비피도","KOSDAQ","음식료·담배",11250,-50,-0.44,9.2025e+10
"1411","093190","빅솔론","KOSDAQ","정보기기",5680,50,0.89,109276980400
"1412","065450","빅텍","KOSDAQ","의료·정밀기기",5440,-100,-1.81,155871232000
"1413","072950","빛샘전자","KOSDAQ","반도체",7640,-170,-2.18,47603762760
"1414","143240","사람인에이치알","KOSDAQ","인터넷",45300,-2650,-5.53,528164613900
"1415","100090","삼강엠앤티","KOSDAQ","금속",20200,-300,-1.46,738802233600
"1416","122350","삼기","KOSDAQ","운송장비·부품",5040,-80,-1.56,193230717120
"1417","014970","삼륭물산","KOSDAQ","종이·목재",7180,-60,-0.83,108597500000
"1418","018310","삼목에스폼","KOSDAQ","금속",15800,-500,-3.07,2.3226e+11
"1419","053700","삼보모터스","KOSDAQ","운송장비·부품",6400,-60,-0.93,120472934400
"1420","009620","삼보산업","KOSDAQ","금속",1980,110,5.88,85918334040
"1421","023600","삼보판지","KOSDAQ","종이·목재",14700,200,1.38,2.37699e+11
"1422","380320","삼성머스트스팩5호","KOSDAQ","금융",4100,10,0.24,1.9721e+10
"1423","377630","삼성스팩4호","KOSDAQ","금융",5650,-20,-0.35,2.2713e+10
"1424","009300","삼아제약","KOSDAQ","제약",17800,0,0,1.13386e+11
"1425","225190","삼양옵틱스","KOSDAQ","의료·정밀기기",11600,200,1.75,117262080000
"1426","361670","삼영에스앤씨","KOSDAQ","일반전기전자",12500,150,1.21,70845725000
"1427","054540","삼영엠텍","KOSDAQ","금속",5000,-110,-2.15,6.5e+10
"1428","065570","삼영이엔씨","KOSDAQ","통신장비",7370,-320,-4.16,70734326740
"1429","032280","삼일","KOSDAQ","운송",4460,-475,-9.63,72312611400
"1430","002290","삼일기업공사","KOSDAQ","건설",4410,-145,-3.18,5.4684e+10
"1431","037460","삼지전자","KOSDAQ","통신장비",12050,-150,-1.23,196638190100
"1432","032750","삼진","KOSDAQ","일반전기전자",10050,-50,-0.5,6.03e+10
"1433","054090","삼진엘앤디","KOSDAQ","IT부품",4325,-55,-1.26,107948678400
"1434","000250","삼천당제약","KOSDAQ","제약",50300,1350,2.76,1145232462300
"1435","024950","삼천리자전거","KOSDAQ","유통",9870,-180,-1.79,131010204990
"1436","038500","삼표시멘트","KOSDAQ","비금속",5090,70,1.39,546448010570
"1437","017480","삼현철강","KOSDAQ","금속",5990,-80,-1.32,94060311100
"1438","046390","삼화네트웍스","KOSDAQ","오락·문화",3525,-205,-5.5,152184588825
"1439","027580","상보","KOSDAQ","화학",2055,40,1.99,103846046580
"1440","038540","상상인","KOSDAQ","컴퓨터서비스",8860,-220,-2.42,490208853180
"1441","307870","상상인이안1호스팩","KOSDAQ","금융",3180,135,4.43,1.5105e+10
"1442","329560","상상인이안제2호스팩","KOSDAQ","금융",2085,-5,-0.24,8027250000
"1443","101000","상상인인더스트리","KOSDAQ","기계·장비",1075,20,1.9,77132101400
"1444","091580","상신이디피","KOSDAQ","IT부품",17000,400,2.41,226811637000
"1445","263810","상신전자","KOSDAQ","일반전기전자",4640,-20,-0.43,66095491520
"1446","089980","상아프론테크","KOSDAQ","화학",68300,4200,6.55,1088991933500
"1447","042940","상지카일룸","KOSDAQ","건설",1175,-35,-2.89,96155588025
"1448","042600","새로닉스","KOSDAQ","IT부품",32900,150,0.46,408735584600
"1449","252990","샘씨엔에스","KOSDAQ","반도체",6580,-110,-1.64,330012306680
"1450","263540","샘코","KOSDAQ","운송장비·부품",40300,0,0,60278604100
"1451","294630","서남","KOSDAQ","일반전기전자",3760,-140,-3.59,80423241600
"1452","038070","서린바이오","KOSDAQ","유통",22600,-650,-2.8,187595277600
"1453","006730","서부T&D","KOSDAQ","숙박·음식",8930,-60,-0.67,529182253830
"1454","079650","서산","KOSDAQ","비금속",2860,-10,-0.35,5.72e+10
"1455","100660","서암기계공업","KOSDAQ","기계·장비",5860,-160,-2.66,7.3836e+10
"1456","019770","서연탑메탈","KOSDAQ","기계·장비",7330,70,0.96,85394500000
"1457","043710","서울리거","KOSDAQ","유통",1490,5,0.34,58275962160
"1458","092190","서울바이오시스","KOSDAQ","IT부품",13950,-350,-2.45,533219959350
"1459","046890","서울반도체","KOSDAQ","반도체",14800,-300,-1.99,862919920000
"1460","063170","서울옥션","KOSDAQ","유통",31150,-3050,-8.92,526980125000
"1461","027040","서울전자통신","KOSDAQ","유통",747,-1,-0.13,51982868709
"1462","018680","서울제약","KOSDAQ","제약",7100,-100,-1.39,60524113300
"1463","093920","서원인텍","KOSDAQ","IT부품",6440,-20,-0.31,1.19784e+11
"1464","189860","서전기전","KOSDAQ","일반전기전자",15450,50,0.32,149846151000
"1465","178320","서진시스템","KOSDAQ","통신장비",34350,-1000,-2.83,645447526350
"1466","122690","서진오토모티브","KOSDAQ","운송장비·부품",2905,-5,-0.17,56767319630
"1467","140070","서플러스글로벌","KOSDAQ","유통",4290,-65,-1.49,158678520000
"1468","011370","서한","KOSDAQ","건설",1895,-10,-0.52,191195769175
"1469","065710","서호전기","KOSDAQ","일반전기전자",20400,-50,-0.24,1.0506e+11
"1470","035890","서희건설","KOSDAQ","건설",1830,-45,-2.4,420549476310
"1471","357550","석경에이티","KOSDAQ","화학",19850,-150,-0.75,108281750000
"1472","003100","선광","KOSDAQ","운송",55600,-200,-0.36,3.6696e+11
"1473","123420","선데이토즈","KOSDAQ","디지털컨텐츠",23900,250,1.06,228719223800
"1474","171090","선익시스템","KOSDAQ","반도체",23400,-800,-3.31,211766817600
"1475","086710","선진뷰티사이언스","KOSDAQ","화학",15850,-150,-0.94,96933052500
"1476","014620","성광벤드","KOSDAQ","금속",8670,-330,-3.67,2.47962e+11
"1477","037350","성도이엔지","KOSDAQ","기타서비스",5420,-30,-0.55,83847400000
"1478","081580","성우전자","KOSDAQ","IT부품",2840,-10,-0.35,44043126120
"1479","045300","성우테크론","KOSDAQ","반도체",5430,-120,-2.16,52055504070
"1480","015750","성우하이텍","KOSDAQ","운송장비·부품",5980,-120,-1.97,4.784e+11
"1481","080470","성창오토텍","KOSDAQ","운송장비·부품",10200,50,0.49,7.446e+10
"1482","043260","성호전자","KOSDAQ","IT부품",1675,-25,-1.47,89454018200
"1483","148150","세경하이테크","KOSDAQ","일반전기전자",22950,-950,-3.97,270449248950
"1484","053060","세동","KOSDAQ","운송장비·부품",1175,-20,-1.67,20514333225
"1485","017510","세명전기","KOSDAQ","금속",5100,-40,-0.78,77754600000
"1486","011560","세보엠이씨","KOSDAQ","건설",6310,-50,-0.79,66444300000
"1487","052190","세영디앤씨","KOSDAQ","오락·문화",8850,0,0,26981756100
"1488","100700","세운메디칼","KOSDAQ","제약",4200,-80,-1.87,1.8396e+11
"1489","234100","세원","KOSDAQ","운송장비·부품",5460,-150,-2.67,182810338620
"1490","024830","세원물산","KOSDAQ","운송장비·부품",6280,0,0,5.2438e+10
"1491","258830","세종메디칼","KOSDAQ","의료·정밀기기",5290,320,6.44,215125494050
"1492","036630","세종텔레콤","KOSDAQ","통신서비스",597,5,0.84,3.55812e+11
"1493","039310","세중","KOSDAQ","기타서비스",3870,-35,-0.9,70130851290
"1494","067770","세진티에스","KOSDAQ","IT부품",5090,-30,-0.59,42738658370
"1495","053450","세코닉스","KOSDAQ","의료·정밀기기",8210,60,0.74,121448912630
"1496","234340","세틀뱅크","KOSDAQ","소프트웨어",32850,-1000,-2.95,310531050000
"1497","252500","세화피앤씨","KOSDAQ","화학",1750,-20,-1.13,72601182500
"1498","347000","센코","KOSDAQ","일반전기전자",20150,-250,-1.23,166262566600
"1499","331920","셀레믹스","KOSDAQ","제약",15500,100,0.65,126544294000
"1500","049180","셀루메드","KOSDAQ","제약",7250,-190,-2.55,287150554250
"1501","299660","셀리드","KOSDAQ","기타서비스",80600,6300,8.48,784334075200
"1502","268600","셀리버리","KOSDAQ","기타서비스",51500,-1300,-2.46,892690648500
"1503","108860","셀바스AI","KOSDAQ","소프트웨어",4150,190,4.8,91532171750
"1504","208370","셀바스헬스케어","KOSDAQ","의료·정밀기기",2460,50,2.07,53334187440
"1505","068760","셀트리온제약","KOSDAQ","제약",120100,1900,1.61,4389476411300
"1506","091990","셀트리온헬스케어","KOSDAQ","유통",84400,1000,1.2,13083617863600
"1507","290690","소룩스","KOSDAQ","일반전기전자",11350,-150,-1.3,93715168050
"1508","053110","소리바다","KOSDAQ","디지털컨텐츠",3960,0,0,19563782040
"1509","950200","소마젠","KOSDAQ","기타서비스",9020,-60,-0.66,172584648060
"1510","032680","소프트센","KOSDAQ","유통",2310,-55,-2.33,82642100310
"1511","032685","소프트센우","KOSDAQ","유통",30600,500,1.66,4371424200
"1512","258790","소프트캠프","KOSDAQ","출판·매체복제",2635,-120,-4.36,65852033340
"1513","066910","손오공","KOSDAQ","유통",2780,-100,-3.47,74771327580
"1514","043100","솔고바이오","KOSDAQ","의료·정밀기기",1230,-50,-3.91,74733825840
"1515","154040","솔루에타","KOSDAQ","IT부품",3305,-100,-2.94,45692338880
"1516","035610","솔본","KOSDAQ","기타서비스",5300,-170,-3.11,144933784100
"1517","357780","솔브레인","KOSDAQ","화학",253700,-4900,-1.89,1973422194200
"1518","036830","솔브레인홀딩스","KOSDAQ","기타서비스",37700,-900,-2.33,790344911200
"1519","304100","솔트룩스","KOSDAQ","소프트웨어",14600,-300,-2.01,74469709000
"1520","086980","쇼박스","KOSDAQ","오락·문화",6990,-140,-1.96,4.37574e+11
"1521","050960","수산아이앤티","KOSDAQ","출판·매체복제",19100,-450,-2.3,128944100000
"1522","084180","수성이노베이션","KOSDAQ","기계·장비",1695,-60,-3.42,96293338155
"1523","253840","수젠텍","KOSDAQ","의료·정밀기기",14800,100,0.68,227755956800
"1524","058530","슈펙스비앤피","KOSDAQ","유통",1620,0,0,21187053360
"1525","236200","슈프리마","KOSDAQ","일반전기전자",25100,-50,-0.2,180551152300
"1526","317770","슈프리마아이디","KOSDAQ","일반전기전자",17100,-350,-2.01,52223742000
"1527","094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스",8000,-140,-1.72,83774720000
"1528","192440","슈피겐코리아","KOSDAQ","IT부품",45050,-600,-1.31,280047153150
"1529","099440","스맥","KOSDAQ","기계·장비",1660,-55,-3.21,51019450940
"1530","033790","스카이문스테크놀로지","KOSDAQ","통신장비",829,0,0,14190075900
"1531","131100","스카이이앤엠","KOSDAQ","유통",5620,1295,29.94,60362807060
"1532","159910","스킨앤스킨","KOSDAQ","반도체",263,0,0,75277601849
"1533","115570","스타플렉스","KOSDAQ","화학",4205,-10,-0.24,33574856140
"1534","253450","스튜디오드래곤","KOSDAQ","오락·문화",87200,-1200,-1.36,2617236932000
"1535","204630","스튜디오산타클로스","KOSDAQ","오락·문화",3325,-155,-4.45,123718777875
"1536","013810","스페코","KOSDAQ","기계·장비",6090,-40,-0.65,89251812300
"1537","039670","스포츠서울","KOSDAQ","출판·매체복제",7360,0,0,67797501120
"1538","049830","승일","KOSDAQ","금속",15300,-50,-0.33,93821313600
"1539","020710","시공테크","KOSDAQ","기타서비스",6390,-90,-1.39,128106528300
"1540","033170","시그네틱스","KOSDAQ","반도체",1775,-45,-2.47,152167766225
"1541","048870","시너지이노베이션","KOSDAQ","의료·정밀기기",4210,-35,-0.82,334840893340
"1542","025320","시노펙스","KOSDAQ","IT부품",3070,0,0,224855881060
"1543","269620","시스웍","KOSDAQ","의료·정밀기기",1170,-15,-1.27,126955306530
"1544","131090","시큐브","KOSDAQ","소프트웨어",1315,0,0,5.523e+10
"1545","139050","시티랩스","KOSDAQ","컴퓨터서비스",625,10,1.63,55475620000
"1546","290520","신도기연","KOSDAQ","기계·장비",15600,-100,-0.64,125755968000
"1547","001000","신라섬유","KOSDAQ","유통",2465,0,0,59844136100
"1548","025870","신라에스지","KOSDAQ","유통",12900,-500,-3.73,5.16e+10
"1549","215600","신라젠","KOSDAQ","기타서비스",12100,0,0,1244692212500
"1550","065350","신성델타테크","KOSDAQ","일반전기전자",15950,-150,-0.93,438368970600
"1551","002800","신신제약","KOSDAQ","제약",7270,-40,-0.55,110289535000
"1552","323280","신영스팩5호","KOSDAQ","금융",2100,-20,-0.94,7360500000
"1553","344050","신영스팩6호","KOSDAQ","금융",2130,-15,-0.7,9169650000
"1554","017000","신원종합개발","KOSDAQ","건설",9050,-10,-0.11,105595644350
"1555","012790","신일제약","KOSDAQ","제약",12350,-200,-1.59,138532247100
"1556","138070","신진에스엠","KOSDAQ","금속",6870,-90,-1.29,61638897210
"1557","226330","신테카바이오","KOSDAQ","출판·매체복제",11600,-550,-4.53,156600185600
"1558","333050","신한제6호스팩","KOSDAQ","금융",2130,5,0.24,10671300000
"1559","366330","신한제7호스팩","KOSDAQ","금융",2200,0,0,1.001e+10
"1560","393360","신한제8호스팩","KOSDAQ","금융",2090,5,0.24,15361500000
"1561","056700","신화인터텍","KOSDAQ","IT부품",3350,-80,-2.33,97602554850
"1562","187270","신화콘텍","KOSDAQ","IT부품",5040,365,7.81,51124978800
"1563","243840","신흥에스이씨","KOSDAQ","IT부품",66100,1300,2.01,500057340400
"1564","257720","실리콘투","KOSDAQ","유통",19600,-650,-3.21,196485374400
"1565","222800","심텍","KOSDAQ","반도체",30850,900,3.01,982700311550
"1566","036710","심텍홀딩스","KOSDAQ","IT부품",2980,35,1.19,121177465420
"1567","160980","싸이맥스","KOSDAQ","반도체",16100,-300,-1.83,175880312300
"1568","356890","싸이버원","KOSDAQ","소프트웨어",11300,0,0,52441379000
"1569","217330","싸이토젠","KOSDAQ","기타서비스",67200,200,0.3,380611660800
"1570","010280","쌍용정보통신","KOSDAQ","컴퓨터서비스",935,0,0,59806371790
"1571","208640","썸에이지","KOSDAQ","출판·매체복제",2790,45,1.64,381269575980
"1572","222420","쎄노텍","KOSDAQ","비금속",2010,80,4.15,80717931750
"1573","037760","쎄니트","KOSDAQ","금속",1995,-10,-0.5,67496677395
"1574","136510","쎄미시스코","KOSDAQ","기계·장비",22250,3000,15.58,154257203000
"1575","099320","쎄트렉아이","KOSDAQ","통신장비",48850,-1100,-2.2,443831901950
"1576","049960","쎌바이오텍","KOSDAQ","제약",18600,900,5.08,1.7484e+11
"1577","050890","쏠리드","KOSDAQ","통신장비",6650,-80,-1.19,400868497050
"1578","066790","씨씨에스","KOSDAQ","방송서비스",773,-37,-4.57,43291915245
"1579","222080","씨아이에스","KOSDAQ","기계·장비",17100,200,1.18,983107659600
"1580","352480","씨앤씨인터내셔널","KOSDAQ","화학",23750,-450,-1.86,237831098750
"1581","264660","씨앤지하이테크","KOSDAQ","반도체",13800,-100,-0.72,115995624000
"1582","352700","씨앤투스성진","KOSDAQ","섬유·의류",19700,600,3.14,196911960700
"1583","297090","씨에스베어링","KOSDAQ","기계·장비",20400,-550,-2.63,195440160000
"1584","115530","씨엔플러스","KOSDAQ","IT부품",839,0,0,57020957000
"1585","225330","씨엠에스에듀","KOSDAQ","기타서비스",6880,40,0.58,128206240640
"1586","115480","씨유메디칼","KOSDAQ","의료·정밀기기",1100,-10,-0.9,49658977500
"1587","376290","씨유테크","KOSDAQ","IT부품",7020,-50,-0.71,123955650000
"1588","189330","씨이랩","KOSDAQ","소프트웨어",45600,50,0.11,274844150400
"1589","096530","씨젠","KOSDAQ","제약",54900,-800,-1.44,2867207070600
"1590","900120","씨케이에이치","KOSDAQ","금융",334,-1,-0.3,40230188444
"1591","101240","씨큐브","KOSDAQ","화학",7440,10,0.13,75428088960
"1592","060590","씨티씨바이오","KOSDAQ","제약",9030,380,4.39,212232126120
"1593","260930","씨티케이","KOSDAQ","화학",10550,2410,29.61,204053785050
"1594","013990","아가방컴퍼니","KOSDAQ","유통",5920,260,4.59,194694213120
"1595","123860","아나패스","KOSDAQ","반도체",25700,150,0.59,296048914100
"1596","025980","아난티","KOSDAQ","숙박·음식",12100,-200,-1.63,1031293442300
"1597","050320","아래스","KOSDAQ","컴퓨터서비스",990,0,0,45205142400
"1598","058220","아리온","KOSDAQ","통신장비",275,0,0,10717917100
"1599","125210","아모그린텍","KOSDAQ","IT부품",16150,-1300,-7.45,266423158500
"1600","357580","아모센스","KOSDAQ","IT부품",20050,-350,-1.72,224561523800
"1601","052710","아모텍","KOSDAQ","IT부품",30100,-500,-1.63,293276520600
"1602","074430","아미노로직스","KOSDAQ","유통",2480,-60,-2.36,217810573120
"1603","092040","아미코젠","KOSDAQ","음식료·담배",34000,-200,-0.58,671558072000
"1604","083930","아바코","KOSDAQ","기계·장비",10550,100,0.96,162605018900
"1605","149950","아바텍","KOSDAQ","IT부품",21500,-150,-0.69,335561250000
"1606","036010","아비코전자","KOSDAQ","일반전기전자",11100,250,2.3,147551567400
"1607","050860","아세아텍","KOSDAQ","기계·장비",3020,-50,-1.63,6.795e+10
"1608","246720","아스타","KOSDAQ","제약",5210,-50,-0.95,59876044830
"1609","067390","아스트","KOSDAQ","운송장비·부품",6500,-160,-2.4,167020711000
"1610","159010","아스플로","KOSDAQ","기계·장비",25000,-400,-1.57,111122825000
"1611","127710","아시아경제","KOSDAQ","디지털컨텐츠",3800,-10,-0.26,96933189200
"1612","154030","아시아종묘","KOSDAQ","농업, 임업 및 어업",6670,70,1.06,70835193230
"1613","227610","아우딘퓨쳐스","KOSDAQ","화학",1490,-45,-2.93,33046483520
"1614","143160","아이디스","KOSDAQ","통신장비",26400,-50,-0.19,282912696000
"1615","054800","아이디스홀딩스","KOSDAQ","기타서비스",13100,150,1.16,135555603600
"1616","332370","아이디피","KOSDAQ","정보기기",7700,20,0.26,51103845100
"1617","339950","아이비김영","KOSDAQ","기타서비스",4070,-70,-1.69,182932885850
"1618","099190","아이센스","KOSDAQ","의료·정밀기기",31850,-900,-2.75,437531030300
"1619","289010","아이스크림에듀","KOSDAQ","출판·매체복제",7060,-130,-1.81,90820101220
"1620","214430","아이쓰리시스템","KOSDAQ","일반전기전자",17050,-150,-0.87,121170258000
