"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"598","095720","웅진씽크빅","KOSPI","서비스업",3275,-105,-3.11,378282100875
"599","005820","원림","KOSPI","섬유의복",21050,0,0,48372268500
"600","010600","웰바이오텍","KOSPI","유통업",1770,-20,-1.12,103858721880
"601","008600","윌비스","KOSPI","유통업",2025,0,0,133188121800
"602","033270","유나이티드제약","KOSPI","의약품",50000,250,0.5,812241100000
"603","014830","유니드","KOSPI","화학",120500,4000,3.43,1071226081500
"604","000910","유니온","KOSPI","비금속광물",9080,2090,29.9,141753500520
"605","047400","유니온머티리얼","KOSPI","비금속광물",4155,680,19.57,1.7451e+11
"606","011330","유니켐","KOSPI","기타제조업",1410,-5,-0.35,102335559510
"607","077500","유니퀘스트","KOSPI","유통업",10450,-50,-0.48,285655713750
"608","002920","유성기업","KOSPI","운수장비",3385,5,0.15,87832287500
"609","000700","유수홀딩스","KOSPI","서비스업",6000,-10,-0.17,156250872000
"610","003470","유안타증권","KOSPI","증권",4445,-60,-1.33,887206780320
"611","003475","유안타증권우","KOSPI","증권",4475,-50,-1.1,57782148700
"612","072130","유엔젤","KOSPI","서비스업",5780,-190,-3.18,76269724120
"613","000220","유유제약","KOSPI","의약품",7390,-110,-1.47,127347073890
"614","000225","유유제약1우","KOSPI","의약품",10000,-100,-0.99,22669300000
"615","000227","유유제약2우B","KOSPI","의약품",23300,-250,-1.06,7585548000
"616","001200","유진투자증권","KOSPI","증권",3795,-55,-1.43,367608056310
"617","000100","유한양행","KOSPI","의약품",61500,-200,-0.32,4303336978500
"618","000105","유한양행우","KOSPI","의약품",58600,-400,-0.68,69203084000
"619","003460","유화증권","KOSPI","증권",2780,-10,-0.36,157632713700
"620","003465","유화증권우","KOSPI","증권",2790,-5,-0.18,48759225750
"621","008730","율촌화학","KOSPI","화학",21300,100,0.47,5.2824e+11
"622","008250","이건산업","KOSPI","종이목재",14250,50,0.35,156075048750
"623","025820","이구산업","KOSPI","철강금속",3795,-20,-0.52,126912390000
"624","214320","이노션","KOSPI","서비스업",58400,-400,-0.68,1.168e+12
"625","088260","이리츠코크렙","KOSPI","서비스업",6030,-70,-1.15,381949787700
"626","139480","이마트","KOSPI","유통업",170500,500,0.29,4752827139500
"627","007660","이수페타시스","KOSPI","전기전자",4005,-95,-2.32,165279933990
"628","005950","이수화학","KOSPI","화학",14050,-250,-1.75,392831593200
"629","015020","이스타코","KOSPI","서비스업",3890,40,1.04,166692724000
"630","093230","이아이디","KOSPI","유통업",381,-7,-1.8,318357201105
"631","074610","이엔플러스","KOSPI","기계",3660,-35,-0.95,187952510700
"632","102460","이연제약","KOSPI","의약품",50600,-1700,-3.25,910727996200
"633","084680","이월드","KOSPI","기타제조업",2465,-105,-4.09,349552265745
"634","350520","이지스레지던스리츠","KOSPI","서비스업",5400,-10,-0.18,1.1124e+11
"635","334890","이지스밸류리츠","KOSPI","서비스업",5840,-60,-1.02,1.4016e+11
"636","000760","이화산업","KOSPI","유통업",16800,50,0.3,4.704e+10
"637","014990","인디에프","KOSPI","섬유의복",1595,-40,-2.45,93998127025
"638","101140","인바이오젠","KOSPI","유통업",3830,-110,-2.79,197480150510
"639","006490","인스코비","KOSPI","통신업",3510,-75,-2.09,385566831000
"640","023800","인지컨트롤스","KOSPI","운수장비",16000,-650,-3.9,242562048000
"641","034590","인천도시가스","KOSPI","전기가스업",28500,-400,-1.38,124680489000
"642","129260","인터지스","KOSPI","운수창고업",3685,20,0.55,109620915690
"643","023810","인팩","KOSPI","운수장비",14850,-650,-4.19,1.485e+11
"644","249420","일동제약","KOSPI","의약품",14850,250,1.71,353478782250
"645","000230","일동홀딩스","KOSPI","의약품",13700,100,0.74,158103480000
"646","013360","일성건설","KOSPI","건설업",6400,-330,-4.9,345759232000
"647","003120","일성신약","KOSPI","의약품",76500,-700,-0.91,2.0349e+11
"648","003200","일신방직","KOSPI","섬유의복",116500,-3000,-2.51,2.796e+11
"649","007110","일신석재","KOSPI","유통업",2565,-40,-1.54,198676204650
"650","007570","일양약품","KOSPI","의약품",30550,-700,-2.24,583067035200
"651","007575","일양약품우","KOSPI","의약품",29800,-50,-0.17,13263384000
"652","008500","일정실업","KOSPI","섬유의복",24050,-6150,-20.36,2.886e+10
"653","081000","일진다이아","KOSPI","화학",38150,0,0,541843496250
"654","020760","일진디스플","KOSPI","전기전자",3325,-85,-2.49,114607050950
"655","020150","일진머티리얼즈","KOSPI","전기전자",99100,700,0.71,4569583748500
"656","103590","일진전기","KOSPI","전기전자",5720,-10,-0.17,212099830800
"657","271940","일진하이솔루스","KOSPI","운수장비",69000,-1500,-2.13,2505610110000
"658","015860","일진홀딩스","KOSPI","기타금융",6390,-70,-1.08,315330416370
"659","226320","잇츠한불","KOSPI","화학",22200,100,0.45,486830793000
"660","317400","자이에스앤디","KOSPI","서비스업",9680,-140,-1.43,375414793600
"661","033240","자화전자","KOSPI","전기전자",18100,-150,-0.82,3.2399e+11
"662","000950","전방","KOSPI","섬유의복",41300,-700,-1.67,6.9384e+10
"663","348950","제이알글로벌리츠","KOSPI","서비스업",5510,10,0.18,9.12456e+11
"664","194370","제이에스코퍼레이션","KOSPI","기타제조업",25750,350,1.38,343391725750
"665","025620","제이준코스메틱","KOSPI","화학",1145,-40,-3.38,85213881580
"666","036420","제이콘텐트리","KOSPI","서비스업",62500,-3100,-4.73,1102552875000
"667","030000","제일기획","KOSPI","서비스업",23700,-400,-1.66,2726477032500
"668","271980","제일약품","KOSPI","의약품",34100,-200,-0.58,501436135200
"669","001560","제일연마","KOSPI","비금속광물",8850,90,1.03,8.85e+10
"670","002620","제일파마홀딩스","KOSPI","서비스업",17200,-250,-1.43,274741706000
"671","006220","제주은행","KOSPI","은행",6260,-130,-2.03,201126125240
"672","089590","제주항공","KOSPI","운수창고업",21350,-350,-1.61,821966780250
"673","004910","조광페인트","KOSPI","화학",8270,-30,-0.36,1.05856e+11
"674","004700","조광피혁","KOSPI","기타제조업",61300,-1900,-3.01,407592159400
"675","001550","조비","KOSPI","화학",26250,1300,5.21,136296273750
"676","000480","조선내화","KOSPI","비금속광물",88100,-100,-0.11,3.524e+11
"677","120030","조선선재","KOSPI","기계",107000,-1000,-0.93,134568657000
"678","018470","조일알미늄","KOSPI","철강금속",2280,-60,-2.56,234000323880
"679","002600","조흥","KOSPI","음식료품",208000,-2500,-1.19,1.248e+11
"680","185750","종근당","KOSPI","의약품",123500,1500,1.23,1411123226500
"681","063160","종근당바이오","KOSPI","의약품",42850,-50,-0.12,235073471700
"682","001630","종근당홀딩스","KOSPI","의약품",83200,-500,-0.6,416820435200
"683","044380","주연테크","KOSPI","전기전자",1195,-50,-4.02,65261446355
"684","013890","지누스","KOSPI","기타제조업",81000,100,0.12,1279836450000
"685","013870","지엠비코리아","KOSPI","운수장비",6430,-120,-1.83,122634760400
"686","071320","지역난방공사","KOSPI","전기가스업",41250,150,0.36,477623190000
"687","010580","지코","KOSPI","운수장비",1530,0,0,100210979160
"688","035000","지투알","KOSPI","서비스업",6420,-20,-0.31,106362765780
"689","088790","진도","KOSPI","유통업",3470,35,1.02,43193671680
"690","003780","진양산업","KOSPI","화학",6980,-80,-1.13,9.074e+10
"691","010640","진양폴리","KOSPI","화학",3985,-55,-1.36,3.985e+10
"692","100250","진양홀딩스","KOSPI","화학",3295,5,0.15,184174987140
"693","051630","진양화학","KOSPI","화학",4440,-10,-0.22,5.328e+10
"694","272450","진에어","KOSPI","운수창고업",19600,-1100,-5.31,8.82e+11
"695","011000","진원생명과학","KOSPI","의약품",27250,-1000,-3.54,1232013593000
"696","002780","진흥기업","KOSPI","건설업",2110,-25,-1.17,306945381950
"697","002787","진흥기업2우B","KOSPI","건설업",14600,-300,-2.01,4304196800
"698","002785","진흥기업우B","KOSPI","건설업",5730,-60,-1.04,4911859140
"699","009310","참엔지니어링","KOSPI","기계",1205,0,0,66911919620
"700","000650","천일고속","KOSPI","운수창고업",67900,-500,-0.73,97044038000
"701","033250","체시스","KOSPI","운수장비",1375,-5,-0.36,4.4e+10
"702","035720","카카오","KOSPI","서비스업",124500,-3500,-2.73,55447484340000
"703","323410","카카오뱅크","KOSPI","은행",59400,-4700,-7.33,28220954077800
"704","377300","카카오페이","KOSPI","기타금융",193000,13000,7.22,25160855125000
"705","006380","카프로","KOSPI","화학",4270,175,4.27,1.708e+11
"706","109070","컨버즈","KOSPI","종이목재",4100,0,0,66185504600
"707","001620","케이비아이동국실업","KOSPI","운수장비",951,-59,-5.84,82944296127
"708","029460","케이씨","KOSPI","의료정밀",23200,200,0.87,314453820800
"709","281820","케이씨텍","KOSPI","의료정밀",22400,-300,-1.32,467298854400
"710","381970","케이카","KOSPI","유통업",25150,0,0,1209376304950
"711","145270","케이탑리츠","KOSPI","서비스업",1550,-15,-0.96,71647396850
"712","357120","코람코에너지리츠","KOSPI","서비스업",6680,-60,-0.89,465061600000
"713","007815","코리아써우","KOSPI","전기전자",6920,10,0.14,20515654800
"714","007810","코리아써키트","KOSPI","전기전자",15500,-400,-2.52,366121640500
"715","00781K","코리아써키트2우B","KOSPI","전기전자",8830,0,0,6920062170
"716","003690","코리안리","KOSPI","보험",9660,-130,-1.33,1162765660560
"717","192820","코스맥스","KOSPI","화학",123500,-3000,-2.37,1401664361500
"718","044820","코스맥스비티아이","KOSPI","기타금융",17300,-100,-0.57,166147833300
"719","005070","코스모신소재","KOSPI","화학",41800,500,1.21,1257631960200
"720","005420","코스모화학","KOSPI","화학",15850,550,3.59,441583488450
"721","071950","코아스","KOSPI","기타제조업",1230,-10,-0.81,38015868300
"722","002020","코오롱","KOSPI","기타금융",33950,300,0.89,428667162700
"723","003070","코오롱글로벌","KOSPI","건설업",24700,-550,-2.18,622697818600
"724","003075","코오롱글로벌우","KOSPI","건설업",33000,100,0.3,10322499000
"725","144620","코오롱머티리얼","KOSPI","화학",3075,0,0,211125302625
"726","002025","코오롱우","KOSPI","기타금융",20450,100,0.49,22012175500
"727","120110","코오롱인더","KOSPI","화학",85500,1400,1.66,2306690820000
"728","120115","코오롱인더우","KOSPI","화학",38900,-100,-0.26,107669754000
"729","138490","코오롱플라스틱","KOSPI","화학",15200,-550,-3.49,5.776e+11
"730","021240","코웨이","KOSPI","서비스업",77400,-2300,-2.89,5712090510600
"731","031820","콤텍시스템","KOSPI","서비스업",958,9,0.95,115967304428
"732","192400","쿠쿠홀딩스","KOSPI","기타금융",22800,-300,-1.3,810817818000
"733","284740","쿠쿠홈시스","KOSPI","서비스업",42750,-1100,-2.51,959195857500
"734","015590","큐로","KOSPI","기계",505,0,0,116761877190
"735","264900","크라운제과","KOSPI","음식료품",11000,-250,-2.22,137762350000
"736","26490K","크라운제과우","KOSPI","음식료품",15450,-150,-0.96,11951502000
"737","005740","크라운해태홀딩스","KOSPI","기타금융",8950,-80,-0.89,132883755650
"738","005745","크라운해태홀딩스우","KOSPI","기타금융",13700,-250,-1.79,8229946200
"739","259960","크래프톤","KOSPI","서비스업",472000,-11500,-2.38,23107489240000
"740","020120","키다리스튜디오","KOSPI","서비스업",16200,-300,-1.82,539408678400
"741","039490","키움증권","KOSPI","증권",105500,-1000,-0.94,2766158621500
"742","014580","태경비케이","KOSPI","비금속광물",5600,-80,-1.41,154465360000
"743","015890","태경산업","KOSPI","화학",6530,40,0.62,190863737500
"744","006890","태경케미컬","KOSPI","화학",12900,-550,-4.09,1.4964e+11
"745","003240","태광산업","KOSPI","화학",1010000,-9000,-0.88,1.124534e+12
"746","011280","태림포장","KOSPI","종이목재",4235,-30,-0.7,299863155900
"747","004100","태양금속","KOSPI","운수장비",1665,-55,-3.2,61105500000
"748","004105","태양금속우","KOSPI","운수장비",3000,-40,-1.32,9.9e+09
"749","009410","태영건설","KOSPI","건설업",10950,-100,-0.9,425945123100
"750","009415","태영건설우","KOSPI","건설업",13200,50,0.38,17188274400
"751","001420","태원물산","KOSPI","운수장비",5360,-80,-1.47,4.0736e+10
"752","007980","태평양물산","KOSPI","섬유의복",2545,15,0.59,122540698915
"753","055490","테이팩스","KOSPI","화학",69700,500,0.72,328820205000
"754","078000","텔코웨어","KOSPI","서비스업",11100,-150,-1.33,107700036600
"755","214420","토니모리","KOSPI","화학",6890,-80,-1.15,126663837690
"756","019180","티에이치엔","KOSPI","전기전자",4355,115,2.71,7.839e+10
"757","363280","티와이홀딩스","KOSPI","기타금융",26750,-350,-1.29,1074590701250
"758","36328K","티와이홀딩스우","KOSPI","기타금융",23150,-50,-0.22,29061074700
"759","091810","티웨이항공","KOSPI","운수창고업",3935,-40,-1.01,434149647865
"760","004870","티웨이홀딩스","KOSPI","비금속광물",1225,-35,-2.78,94899133000
"761","005690","파미셀","KOSPI","의약품",12450,-250,-1.97,746488927500
"762","036580","팜스코","KOSPI","음식료품",6050,-80,-1.31,222204055150
"763","004720","팜젠사이언스","KOSPI","의약품",12500,0,0,183911662500
"764","028670","팬오션","KOSPI","운수창고업",5880,-200,-3.29,3143268730560
"765","010820","퍼스텍","KOSPI","기계",2125,-25,-1.16,102130602500
"766","016800","퍼시스","KOSPI","기타제조업",39300,-200,-0.51,4.5195e+11
"767","001020","페이퍼코리아","KOSPI","종이목재",1740,5,0.29,70962171180
"768","090080","평화산업","KOSPI","운수장비",2085,-10,-0.48,114471210015
"769","010770","평화홀딩스","KOSPI","운수장비",4990,-5,-0.1,72981075340
"770","058430","포스코강판","KOSPI","철강금속",58400,600,1.04,3.504e+11
"771","047050","포스코인터내셔널","KOSPI","유통업",21100,-350,-1.63,2603215643900
"772","003670","포스코케미칼","KOSPI","비금속광물",145000,500,0.35,11232166900000
"773","007630","폴루스바이오팜","KOSPI","유통업",1225,0,0,55134426375
"774","017810","풀무원","KOSPI","음식료품",16900,-450,-2.59,644237159800
"775","103140","풍산","KOSPI","철강금속",33250,-450,-1.34,931807243500
"776","005810","풍산홀딩스","KOSPI","기타금융",28200,-150,-0.53,293548689600
"777","950210","프레스티지바이오파마","KOSPI","서비스업",23850,-200,-0.83,1433293296750
"778","086790","하나금융지주","KOSPI","기타금융",44200,-1100,-2.43,13270699140400
"779","293480","하나제약","KOSPI","의약품",20500,-150,-0.73,364345393000
"780","039130","하나투어","KOSPI","서비스업",79100,-4600,-5.5,1102589533500
"781","172580","하이골드12호","KOSPI","서비스업",2695,-10,-0.37,35154927500
"782","153360","하이골드3호","KOSPI","서비스업",2370,-55,-2.27,38275002300
"783","352820","하이브","KOSPI","서비스업",346500,-1500,-0.43,13531108090500
"784","071090","하이스틸","KOSPI","철강금속",3285,-65,-1.94,65698160400
"785","019490","하이트론","KOSPI","전기전자",3550,-90,-2.47,25990771200
"786","000080","하이트진로","KOSPI","음식료품",34050,-1000,-2.85,2388049454550
"787","000087","하이트진로2우B","KOSPI","음식료품",20700,-350,-1.66,23393856600
"788","000140","하이트진로홀딩스","KOSPI","기타금융",14800,-250,-1.66,343460122000
"789","000145","하이트진로홀딩스우","KOSPI","기타금융",17400,-150,-0.85,8192094000
"790","152550","한국ANKOR유전","KOSPI","기타금융",1605,10,0.63,112382100000
"791","036460","한국가스공사","KOSPI","전기가스업",43550,-750,-1.69,4020231150000
"792","005430","한국공항","KOSPI","운수창고업",46200,-1400,-2.94,146285601000
"793","071050","한국금융지주","KOSPI","기타금융",87400,100,0.11,4870451700800
"794","071055","한국금융지주우","KOSPI","기타금융",68400,400,0.59,400704368400
"795","010040","한국내화","KOSPI","비금속광물",4010,-40,-0.99,164678918620
"796","025540","한국단자","KOSPI","전기전자",74600,-1800,-2.36,7.76959e+11
"797","004090","한국석유","KOSPI","비금속광물",12750,-50,-0.39,161850030000
"798","002200","한국수출포장","KOSPI","종이목재",25850,-50,-0.19,1.034e+11
"799","002960","한국쉘석유","KOSPI","화학",280000,1500,0.54,3.64e+11
"800","000240","한국앤컴퍼니","KOSPI","기타금융",17100,-250,-1.44,1623392604000
"801","123890","한국자산신탁","KOSPI","기타금융",4410,-50,-1.12,546741886320
"802","015760","한국전력","KOSPI","전기가스업",22600,-350,-1.53,14508388140200
"803","006200","한국전자홀딩스","KOSPI","기타금융",1565,-50,-3.1,73246907840
"804","009540","한국조선해양","KOSPI","운수장비",102500,-1000,-0.97,7254244390000
"805","023350","한국종합기술","KOSPI","서비스업",7300,10,0.14,7.9935e+10
"806","025890","한국주강","KOSPI","기계",6750,450,7.14,76337498250
"807","000970","한국주철관","KOSPI","철강금속",9880,-50,-0.5,225268940000
"808","104700","한국철강","KOSPI","철강금속",8760,-110,-1.24,4.03398e+11
"809","017960","한국카본","KOSPI","기계",12050,-300,-2.43,529727121850
"810","161890","한국콜마","KOSPI","화학",44750,-650,-1.43,1023932805000
"811","024720","한국콜마홀딩스","KOSPI","기타금융",22500,-550,-2.39,417976177500
"812","161390","한국타이어앤테크놀로지","KOSPI","화학",42250,-1850,-4.2,5233721665250
"813","034830","한국토지신탁","KOSPI","기타금융",2290,-45,-1.93,578200336700
"814","007280","한국특강","KOSPI","철강금속",2975,-40,-1.33,158396366100
"815","168490","한국패러랠","KOSPI","기타금융",2130,20,0.95,170442600000
"816","010100","한국프랜지","KOSPI","운수장비",2880,-65,-2.21,87697209600
"817","047810","한국항공우주","KOSPI","운수장비",29950,-750,-2.44,2919379454650
"818","123690","한국화장품","KOSPI","유통업",10200,-350,-3.32,163893600000
"819","003350","한국화장품제조","KOSPI","화학",30850,-1450,-4.49,139812200000
"820","011500","한농화성","KOSPI","화학",18000,100,0.56,281466756000
"821","002390","한독","KOSPI","의약품",23850,0,0,328260262050
"822","014790","한라","KOSPI","건설업",5560,-120,-2.11,210493821560
"823","060980","한라홀딩스","KOSPI","기타금융",50500,-400,-0.79,528839535000
"824","053690","한미글로벌","KOSPI","서비스업",10650,100,0.95,116697907500
"825","042700","한미반도체","KOSPI","기계",31000,-650,-2.05,1533256187000
"826","008930","한미사이언스","KOSPI","기타금융",58700,-1200,-2,3950780665700
"827","128940","한미약품","KOSPI","의약품",273000,-1000,-0.36,3297370986000
"828","009240","한샘","KOSPI","유통업",95100,-900,-0.94,2238076552800
"829","020000","한섬","KOSPI","섬유의복",42700,0,0,1.051701e+12
"830","003680","한성기업","KOSPI","음식료품",6510,0,0,40423942650
"831","105630","한세실업","KOSPI","섬유의복",23500,400,1.73,9.4e+11
"832","069640","한세엠케이","KOSPI","유통업",5400,-220,-3.91,69710338800
"833","016450","한세예스24홀딩스","KOSPI","섬유의복",8150,-90,-1.09,3.26e+11
"834","010420","한솔PNS","KOSPI","유통업",2095,0,0,42932860140
"835","009180","한솔로지스틱스","KOSPI","운수창고업",5090,80,1.6,139860093250
"836","213500","한솔제지","KOSPI","종이목재",14250,-150,-1.04,339158208000
"837","014680","한솔케미칼","KOSPI","화학",328500,3500,1.08,3723611557500
"838","004710","한솔테크닉스","KOSPI","전기전자",6700,-70,-1.03,215136182600
"839","004150","한솔홀딩스","KOSPI","기타금융",3705,-45,-1.2,155641777785
"840","025750","한솔홈데코","KOSPI","종이목재",1940,15,0.78,156296389060
"841","004960","한신공영","KOSPI","건설업",19000,-200,-1.04,219843338000
"842","011700","한신기계","KOSPI","기계",4245,-25,-0.59,137733910995
"843","001750","한양증권","KOSPI","증권",17700,-50,-0.28,225295051800
"844","001755","한양증권우","KOSPI","증권",20850,-50,-0.24,10946250000
"845","018880","한온시스템","KOSPI","기계",14550,-150,-1.02,7.76679e+12
"846","009420","한올바이오파마","KOSPI","의약품",21200,50,0.24,1107501525600
"847","014130","한익스프레스","KOSPI","운수창고업",6390,260,4.24,7.668e+10
"848","300720","한일시멘트","KOSPI","비금속광물",21900,1900,9.5,1516827726000
"849","002220","한일철강","KOSPI","철강금속",3220,20,0.63,85965821200
"850","006390","한일현대시멘트","KOSPI","비금속광물",36300,0,0,645215620500
"851","003300","한일홀딩스","KOSPI","비금속광물",13800,50,0.36,397657764000
"852","051600","한전KPS","KOSPI","건설업",41600,-1700,-3.93,1.872e+12
"853","052690","한전기술","KOSPI","서비스업",70700,-3100,-4.2,2.702154e+12
"854","130660","한전산업","KOSPI","서비스업",16200,-400,-2.41,5.2812e+11
"855","002320","한진","KOSPI","운수창고업",34000,-400,-1.16,508219352000
"856","097230","한진중공업","KOSPI","건설업",9410,-10,-0.11,783610984210
"857","003480","한진중공업홀딩스","KOSPI","전기가스업",4390,-120,-2.66,129635874680
"858","180640","한진칼","KOSPI","운수창고업",56300,-1000,-1.75,3757398549900
"859","18064K","한진칼우","KOSPI","운수창고업",37200,-150,-0.4,19967695200
"860","005110","한창","KOSPI","유통업",1105,0,0,73803247245
"861","009460","한창제지","KOSPI","종이목재",2055,0,0,122616683730
"862","372910","한컴라이프케어","KOSPI","의료정밀",7890,-80,-1,218351063340
"863","000880","한화","KOSPI","화학",32250,-550,-1.68,2417419203750
"864","00088K","한화3우B","KOSPI","화학",16150,-200,-1.22,362922800000
"865","088350","한화생명","KOSPI","보험",3445,-95,-2.68,2992085850000
"866","000370","한화손해보험","KOSPI","보험",4530,0,0,528827284950
"867","009830","한화솔루션","KOSPI","화학",39100,0,0,7478989232700
"868","009835","한화솔루션우","KOSPI","화학",41050,-800,-1.91,46129403850
"869","272210","한화시스템","KOSPI","전기전자",16050,-350,-2.13,3032156193450
"870","012450","한화에어로스페이스","KOSPI","운수장비",43050,-1000,-2.27,2179621500000
"871","000885","한화우","KOSPI","화학",38500,100,0.26,18452819000
"872","003530","한화투자증권","KOSPI","증권",5950,-40,-0.67,1276559261250
"873","003535","한화투자증권우","KOSPI","증권",14700,-500,-3.29,7.056e+10
"874","195870","해성디에스","KOSPI","전기전자",42200,-250,-0.59,7.174e+11
"875","101530","해태제과식품","KOSPI","음식료품",8240,-110,-1.32,239922613280
"876","143210","핸즈코퍼레이션","KOSPI","운수장비",5450,-20,-0.37,119154810600
"877","000720","현대건설","KOSPI","건설업",51400,-400,-0.77,5723686321000
"878","267270","현대건설기계","KOSPI","기계",40600,-650,-1.58,799852195800
"879","000725","현대건설우","KOSPI","건설업",108500,-46500,-30,10725876000
"880","005440","현대그린푸드","KOSPI","유통업",9720,-120,-1.22,949687565040
"881","086280","현대글로비스","KOSPI","운수창고업",165000,-3000,-1.79,6.1875e+12
"882","042670","현대두산인프라코어","KOSPI","기계",8470,510,6.41,673571439310
"883","064350","현대로템","KOSPI","운수장비",21800,-500,-2.24,2379301987400
"884","079430","현대리바트","KOSPI","기타제조업",16150,100,0.62,331644804300
"885","012330","현대모비스","KOSPI","운수장비",252500,-3000,-1.17,23935256235000
"886","010620","현대미포조선","KOSPI","운수장비",77600,-1400,-1.77,3099510762400
"887","069960","현대백화점","KOSPI","유통업",80900,-2800,-3.35,1893257476900
"888","004560","현대비앤지스틸","KOSPI","철강금속",16600,-300,-1.78,250308262600
"889","004565","현대비앤지스틸우","KOSPI","철강금속",77000,-600,-0.77,8458604000
"890","004310","현대약품","KOSPI","의약품",5940,-30,-0.5,1.9008e+11
"891","322000","현대에너지솔루션","KOSPI","전기전자",22050,-550,-2.43,2.4696e+11
"892","017800","현대엘리베이","KOSPI","기계",47350,-800,-1.66,1932599293850
"893","307950","현대오토에버","KOSPI","서비스업",115500,-500,-0.43,3167469921000
"894","011210","현대위아","KOSPI","운수장비",78000,-1500,-1.89,2121216474000
"895","267260","현대일렉트릭","KOSPI","전기전자",22150,-300,-1.34,798444040250
"896","004020","현대제철","KOSPI","철강금속",43650,-450,-1.02,5824908515250
"897","329180","현대중공업","KOSPI","운수장비",116500,500,0.43,10342068014000
"898","267250","현대중공업지주","KOSPI","화학",62800,-800,-1.26,4960765738000
"899","005380","현대차","KOSPI","운수장비",208500,-1500,-0.71,44549816989500
"900","005387","현대차2우B","KOSPI","운수장비",98600,-400,-0.4,3597465468600
"901","005389","현대차3우B","KOSPI","운수장비",93300,-500,-0.53,226600975500
"902","005385","현대차우","KOSPI","운수장비",96900,-900,-0.92,2360162776500
"903","001500","현대차증권","KOSPI","증권",12700,-150,-1.17,402749537400
"904","011760","현대코퍼레이션","KOSPI","유통업",18100,-200,-1.09,239444284600
"905","227840","현대코퍼레이션홀딩스","KOSPI","유통업",12950,-100,-0.77,117855826200
"906","126560","현대퓨처넷","KOSPI","서비스업",4695,-60,-1.26,529955618220
"907","001450","현대해상","KOSPI","보험",26150,-150,-0.57,2.33781e+12
"908","057050","현대홈쇼핑","KOSPI","유통업",70300,-600,-0.85,8.436e+11
"909","093240","형지엘리트","KOSPI","섬유의복",3910,-110,-2.74,121815260180
"910","003010","혜인","KOSPI","유통업",6420,230,3.72,81615835740
"911","111110","호전실업","KOSPI","섬유의복",12400,-600,-4.62,9.92e+10
"912","008770","호텔신라","KOSPI","유통업",80900,100,0.12,3175172988900
"913","008775","호텔신라우","KOSPI","유통업",85600,-700,-0.81,64360842400
"914","002460","화성산업","KOSPI","건설업",13150,-50,-0.38,163728020000
"915","378850","화승알앤에이","KOSPI","운수장비",6040,-70,-1.15,114721482920
"916","241590","화승엔터프라이즈","KOSPI","기타제조업",16850,-450,-2.6,1020618064250
"917","006060","화승인더","KOSPI","화학",6640,-110,-1.63,367324800000
"918","013520","화승코퍼레이션","KOSPI","운수장비",2570,-90,-3.38,128631717640
"919","010690","화신","KOSPI","운수장비",9530,360,3.93,332791507300
"920","133820","화인베스틸","KOSPI","철강금속",3170,5,0.16,93673500000
"921","010660","화천기계","KOSPI","기계",2695,-30,-1.1,5.929e+10
"922","000850","화천기공","KOSPI","기계",36400,-200,-0.55,8.008e+10
"923","016580","환인제약","KOSPI","의약품",18050,50,0.28,335731263500
"924","032560","황금에스티","KOSPI","철강금속",8890,-10,-0.11,1.4224e+11
"925","004800","효성","KOSPI","기타금융",1e+05,-1000,-0.99,2107102500000
"926","094280","효성ITX","KOSPI","서비스업",21100,-800,-3.65,243878020000
"927","298040","효성중공업","KOSPI","전기전자",66500,-500,-0.75,620082442000
"928","298050","효성첨단소재","KOSPI","화학",675000,-7000,-1.03,3023964900000
"929","298020","효성티앤씨","KOSPI","화학",566000,-19000,-3.25,2449468012000
"930","298000","효성화학","KOSPI","화학",262500,-10000,-3.67,837408075000
"931","093370","후성","KOSPI","화학",20200,650,3.32,1870657743800
"932","081660","휠라홀딩스","KOSPI","유통업",36550,-450,-1.22,2220493714100
"933","005870","휴니드","KOSPI","전기전자",7300,-60,-0.82,103046909500
"934","079980","휴비스","KOSPI","화학",9800,-60,-0.61,3.381e+11
"935","005010","휴스틸","KOSPI","철강금속",14000,-150,-1.06,109726610000
"936","069260","휴켐스","KOSPI","화학",28250,650,2.36,1154820111000
"937","000540","흥국화재","KOSPI","보험",3835,-55,-1.41,246370543575
"938","000547","흥국화재2우B","KOSPI","보험",28200,0,0,4331520000
"939","000545","흥국화재우","KOSPI","보험",8760,70,0.81,6727680000
"940","003280","흥아해운","KOSPI","운수창고업",3470,-225,-6.09,834274399530
"941","060310","3S","KOSDAQ","기계·장비",4180,-20,-0.48,193414924340
"942","054620","APS홀딩스","KOSDAQ","금융",16900,-650,-3.7,344662334900
"943","265520","AP시스템","KOSDAQ","반도체",24050,-50,-0.21,367518175050
"944","211270","AP위성","KOSDAQ","통신장비",12750,-450,-3.41,192299376000
"945","013720","CBI","KOSDAQ","운송장비·부품",3515,40,1.15,185625515525
"946","035760","CJ ENM","KOSDAQ","방송서비스",166600,-10100,-5.72,3653397056400
"947","051500","CJ프레시웨이","KOSDAQ","유통",33000,-450,-1.35,391762338000
"948","058820","CMG제약","KOSDAQ","제약",3915,-55,-1.39,543763135260
"949","023460","CNH","KOSDAQ","금융",3385,-55,-1.6,1.25922e+11
"950","056730","CNT85","KOSDAQ","유통",1550,0,0,109591063600
"951","056000","COWON","KOSDAQ","디지털컨텐츠",2860,0,0,56399843500
"952","065770","CS","KOSDAQ","통신장비",3790,-95,-2.45,73568182700
